taxonomy Bger Esin Pame Pful
d_Bacteria;p_Fibrobacterota;c_Chitinivibrionia;o_Chitinivibrionales;f_Chitinispirillaceae;g_JAEZKC01;s_JAEZKC01_sp023436205 4.26978450625259e-07 1.74328871351285e-06 0 5.80204480629365e-05
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Tissierellales;f_Sedimentibacteraceae;g_Sedimentibacter;s_Sedimentibacter_sp012518555 0 1.71584122903001e-06 0 0
d_Bacteria;p_JAJVIF01;c_JAJVIF01;o_JAPKYR01;f_JAPKYR01;g_JAPKYR01;s_JAPKYR01_sp026394215 0 3.67932273551269e-07 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminiclostridium_E;s_Ruminiclostridium_E_sp014799325 6.80395389072417e-06 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides_sp934691625 1.31386785909932e-07 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_JADJLQ01;s_JADJLQ01_sp029557915 6.98935714985323e-07 0 0 0
d_Bacteria;p_Desulfobacterota;c_Desulfuromonadia;o_Desulfuromonadales;f_Syntrophotaleaceae;g_unclassify_f_Syntrophotaleaceae;s_unclassify_f_Syntrophotaleaceae 0 0 0 1.67884893738857e-06
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Pediococcus;s_Pediococcus_inopinatus 0 5.13192672912197e-06 0 9.3985448525957e-07
d_Bacteria;p_Chloroflexota;c_Dormibacteria;o_Dormibacterales;f_Dormibacteraceae;g_Palsa-870;s_Palsa-870_sp003169845 0 0 0 2.45787841608077e-06
d_Bacteria;p_Deferribacterota;c_Deferribacteres;o_Deferribacterales;f_Deferrivibrionaceae;g_Deferrivibrio;s_Deferrivibrio_sp020054865 6.78733436312605e-08 0 0 0
d_Bacteria;p_Desulfobacterota;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Fundidesulfovibrio;s_Fundidesulfovibrio_soli 5.22428353457295e-07 0 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Endozoicomonadaceae;g_Endozoicomonas;s_Endozoicomonas_montiporae 3.71303182159513e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_SZUA-584;g_SZUA-584;s_SZUA-584_sp023406895 0 2.38667670904476e-06 0 8.12415728708353e-07
d_Bacteria;p_Desulfobacterota;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Pseudodesulfovibrio;s_Pseudodesulfovibrio_piezophilus 0 0 0 1.65218564074231e-06
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_WRBN01;f_WRBN01;g_Entomospira;s_Entomospira_entomophilus 0 1.04935967699689e-05 0 8.19317828756594e-08
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_JAAYNZ01;g_JAAYNZ01;s_JAAYNZ01_sp012520595 9.02170938839233e-07 0 0 0
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Holdemanella;s_Holdemanella_hominis 0 0 0 3.26550469153324e-06
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rs-D84;f_Rs-D84;g_Enterousia;s_Enterousia_sp029059055 0 0 0 3.35064548760995e-06
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_SZUA-534;g_RUG13583;s_RUG13583_sp946404125 0 2.68429251450635e-07 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA3663;g_UBA3663;s_UBA3663_sp017519885 0 1.42944878167988e-06 0 2.69226317213052e-06
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Parasphingorhabdus;s_Parasphingorhabdus_sp947489315 0 0 0 3.49135876456422e-07
d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Thermoguttaceae;g_DTLM01;s_DTLM01_sp937128505 0 2.0553289225324e-07 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter_lwoffii 0 1.1645213272439e-06 0 0
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Breznakiellaceae;g_JAIRMT01;s_JAIRMT01_sp031267685 0 5.63157065286324e-07 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes_sp900548155 3.15703538024696e-06 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_TTA-H9;g_GWE2-42-24;s_GWE2-42-24_sp028689615 3.51668049507645e-07 4.61303668439363e-06 0 1.69661768179077e-06
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Paucilactobacillus;s_unclassify_g_Paucilactobacillus 0 1.91587041513686e-05 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Dorea_D;s_Dorea_D_sp947645355 3.6546840036198e-06 0 0 4.80703863172635e-06
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Dermatophilaceae;g_Janibacter;s_Janibacter_cremeus 0 1.10950808461099e-06 0 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Propionibacteriales;f_Nocardioidaceae;g_Nocardioides;s_Nocardioides_sp000620645 0 1.37907696168191e-06 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Paralachnospira_A;s_Paralachnospira_A_sp948470335 1.65762074009545e-06 0 0 0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas_sp019749955 2.04206727741561e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Defluviitaleaceae;g_JAAYML01;s_JAAYML01_sp012521395 5.27998430922494e-06 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Faecalibacter;s_Faecalibacter_sp900770875 0 0 0 3.71629263432833e-06
d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_UBA9973;f_UBA2100;g_UBA10103;s_UBA10103_sp001781555 0 0 0 3.69483344383511e-07
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_UBA3402;s_UBA3402_sp944380605 1.97147815443227e-06 0 0 0
d_Bacteria;p_Desulfobacterota;c_JAFDED01;o_JAFDED01;f_JAFDED01;g_JAFDED01;s_JAFDED01_sp019310535 2.17181326028175e-07 0 0 0
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Treponemataceae;g_Treponema_D;s_Treponema_D_sp012513125 6.24635695723504e-07 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_JAFKHH01;s_JAFKHH01_sp017306865 1.17331516524588e-05 0 0 3.3830837031422e-07
d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_JAACET01;f_JAACET01;g_JAACET01;s_unclassify_g_JAACET01 0 0 0 4.108233336393e-06
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Acetobacterales;f_Acetobacteraceae;g_Gluconacetobacter;s_Gluconacetobacter_takamatsuzukensis 0 0 0 1.72346925374694e-06
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Ruminococcus_E;s_Ruminococcus_E_sp003499325 6.1473711921884e-06 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Brotaphodocola;s_Brotaphodocola_sp021202655 0 7.51669819442876e-06 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1_sp015056925 1.93338137506787e-05 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Spirosomataceae;g_Spirosoma;s_Spirosoma_telluris 0 0 0 4.92858378896676e-07
d_Bacteria;p_Bacillota_A;c_Clostridia;o_TANB77;f_CAG-508;g_CAG-269;s_CAG-269_sp900555615 0 1.53692052980676e-06 0 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Beutenbergiaceae;g_Ruania;s_Ruania_halotolerans 0 4.48214145324851e-07 0 0
d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales_H;f_Salisediminibacteriaceae;g_Salipaludibacillus;s_Salipaludibacillus_sp024362805 0 8.05043787370171e-07 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Dysosmobacter;s_Dysosmobacter_sp019418625 2.80912795682748e-06 0 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter_A;s_Citrobacter_A_sp019415335 2.48513456986007e-06 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_UBA3766;s_UBA3766_sp024698715 2.42900931840737e-06 0 0 5.31371336011101e-06
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_SIG332;s_unclassify_g_SIG332 0 1.07625048843066e-05 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Enterenecus;s_Enterenecus_sp021768085 0 4.86527912912381e-06 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG-964;s_CAG-964_sp902471875 0 2.73631780246346e-06 0 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium_flavum 0 3.52499975562402e-05 0 0
d_Bacteria;p_Actinomycetota;c_Coriobacteriia;o_WRKU01;f_JAENWW01;g_JAENWW01;s_JAENWW01_sp016649875 1.36394967493111e-07 0 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ottowia;s_Ottowia_testudinis 1.56334653788544e-07 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_CASDZP01;s_unclassify_g_CASDZP01 0 1.75617583049263e-05 0 2.97716638939092e-07
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Oleiphilaceae;g_Marinobacter;s_Marinobacter_salinexigens 0 0 0 5.4760291117256e-07
d_Bacteria;p_Bacillota_A;c_Clostridia;o_UBA1381;f_UBA9506;g_UMGS755;s_UMGS755_sp015068615 0 1.60895589076472e-06 0 0
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_RF39;f_UBA660;g_CAG-302;s_CAG-302_sp934101345 3.7340649418701e-07 0 0 0
d_Bacteria;p_Synergistota;c_Synergistia;o_Synergistales;f_Aminobacteriaceae;g_JAFUXM01;s_JAFUXM01_sp017448375 3.67285665892496e-07 0 0 0
d_Bacteria;p_Cyanobacteriota;c_Cyanobacteriia;o_Elainellales;f_Elainellaceae;g_FACHB-886;s_FACHB-886_sp014764505 3.81755481850005e-06 0 0 0
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_B11-G9;f_B11-G9;g_JAJRQE01;s_JAJRQE01_sp030638735 2.5351776155805e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium_prausnitzii_F 0 0 0 4.57846123701016e-05
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides_pyogenes_A 0 1.41204483008092e-06 0 5.69723791079454e-06
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Dysosmobacter;s_Dysosmobacter_sp017937405 0 9.47760825073958e-07 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Hominimerdicola;s_Hominimerdicola_sp947302065 5.28389090312333e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Limivivens;s_Limivivens_faecihominis 4.9072402014682e-06 0 0 9.45845262430177e-06
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_unclassify_g_Acinetobacter 0 2.93303954865511e-07 0 8.80197142679122e-07
d_Bacteria;p_Bacillota_B;c_Syntrophomonadia;o_Syntrophomonadales;f_Syntrophothermaceae;g_Syntrophothermus;s_Syntrophothermus_lipocalidus 1.27680931979682e-06 0 0 0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_RF32;f_CAG-239;g_Scatocola;s_Scatocola_sp017477185 1.0359064168067e-06 0 0 0
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_RF39;f_UBA660;g_RGIG1752;s_RGIG1752_sp934101595 9.94402876546372e-08 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_XBB2008;s_XBB2008_sp017450485 1.76137219568911e-07 0 0 6.12294566453701e-06
d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Thermoguttaceae;g_JANXQG01;s_JANXQG01_sp025353625 0 0 0 4.33444585132498e-07
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_WQXJ01;g_JAIRTF01;s_JAIRTF01_sp031268215 3.71533922025697e-07 6.27889592369227e-07 0 0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_RF32;f_CAG-239;g_CAKQMD01;s_CAKQMD01_sp934254925 5.09366889009538e-07 0 0 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Streptosporangiales;f_Streptosporangiaceae;g_Nonomuraea;s_unclassify_g_Nonomuraea 0 1.37221388719507e-07 0 4.75364187489315e-07
d_Bacteria;p_Desulfobacterota;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Pseudodesulfovibrio;s_Pseudodesulfovibrio_sp022712855 4.29347406021642e-06 0 0 3.24463897478082e-06
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Propionibacteriales;f_Nocardioidaceae;g_Aeromicrobium;s_Aeromicrobium_sp023257515 0 2.78750048496458e-06 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_TANB77;f_CAG-508;g_CAG-269;s_CAG-269_sp947628775 8.08479756742379e-07 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Mucilaginibacter;s_Mucilaginibacter_sp002403905 1.23707681724617e-06 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_PUMT01;g_PXAP01;s_PXAP01_sp007120695 6.91303724421465e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Aristaeellaceae;g_Aristaeella;s_Aristaeella_sp017512805 0 6.67385301051112e-07 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cardiobacteriales;f_Cardiobacteriaceae;g_Cardiobacterium;s_Cardiobacterium_sp030527905 2.62182924456802e-07 0 0 0
d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_JANYEO01;g_JANYEO01;s_JANYEO01_sp025363025 0 7.46315727115293e-07 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG-488;s_CAG-488_sp016292785 1.69954915007599e-06 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruthenibacterium;s_Ruthenibacterium_avium 3.20976138564292e-06 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA8612;s_UBA8612_sp017410325 0 3.2537986643181e-06 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_J057;f_JANWXU01;g_JANWXU01;s_JANWXU01_sp025057395 0 5.46675311684222e-07 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_RGIG1899;s_RGIG1899_sp017397005 0 0 0 5.85466255116473e-06
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium_sp946220915 0 0 0 7.12672041957838e-07
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_RGIG3925;s_RGIG3925_sp017455975 0 6.3583190446567e-05 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-791;s_CAG-791_sp900313745 3.06428425345239e-05 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_UMGS1883;f_UMGS1883;g_RGIG1927;s_RGIG1927_sp017467965 6.64942276969011e-07 0 0 6.95775354613332e-07
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanomethylovorans;s_Methanomethylovorans_sp020854785 0 3.62498337811953e-07 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-791;s_CAG-791_sp017627275 1.87864832934036e-06 0 0 0
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Breznakiellaceae;g_JAIRLU01;s_JAIRLU01_sp031282065 3.59595356470228e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Petralouisia;s_Petralouisia_sp011960065 2.18068424095797e-06 6.10491888206028e-06 0 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Propionibacteriales;f_Propionibacteriaceae;g_Propionicimonas;s_Propionicimonas_sp017306015 7.3841501193458e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_UBA3282;s_UBA3282_sp910579505 7.29975355992522e-06 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_F082;g_UBA5536;s_UBA5536_sp018830105 2.74827902655382e-07 0 0 0
d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Sulfurimonadaceae;g_Sulfurimonas;s_Sulfurimonas_sp022729795 2.29210074413213e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Pseudoflavonifractor;s_Pseudoflavonifractor_capillosus 4.01659230792631e-05 5.21780961544706e-06 0 1.37131992305235e-05
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Succinivibrionaceae;g_Ruminobacter;s_Ruminobacter_sp900315145 5.15281631434531e-06 0 0 5.1375957893144e-06
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Halieaceae;g_Luminiphilus;s_unclassify_g_Luminiphilus 0 0 0 1.59849526101317e-06
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus_C;s_Ruminococcus_C_sp949291345 0 0.000105172879659587 0 0
d_Bacteria;p_Desulfobacterota;c_Desulfomonilia;o_Desulfomonilales;f_Desulfomonilaceae;g_unclassify_f_Desulfomonilaceae;s_unclassify_f_Desulfomonilaceae 1.11604194400338e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp947071365 7.05088829805976e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus_sp002362175 0.000178844610146589 0 0 0
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_RF39;f_UBA660;g_RUG12867;s_RUG12867_sp028693035 2.10366617381087e-06 1.15260693459888e-05 0 0
d_Bacteria;p_Omnitrophota;c_Koll11;o_JAHIPI01;f_JAHIPI01;g_JAHIPI01;s_JAHIPI01_sp018894435 0 1.17784695031132e-06 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Marinilabiliaceae;g_Saccharicrinis;s_Saccharicrinis_marinus_A 6.34124753271736e-07 0 0 1.36189588824409e-06
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Zunongwangia;s_Zunongwangia_endophytica 0 0 0 5.97681160120212e-07
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Frigoribacterium;s_unclassify_g_Frigoribacterium 0 2.61042812244505e-07 0 0
d_Bacteria;p_Elusimicrobiota;c_Endomicrobiia;o_Endomicrobiales;f_Endomicrobiaceae;g_Endomicrobium_A;s_Endomicrobium_A_sp031269735 0 1.82043571663087e-05 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_G030254645;s_G030254645_sp030254645 0 1.23202874530669e-07 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas_E;s_Pseudomonas_E_piscium 0 1.78389986075859e-05 0 0
d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA12405;f_UBA12405;g_UBA12158;s_UBA12158_sp009885205 4.8890775970595e-08 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Cellulosilyticaceae;g_Epulopiscium_D;s_Epulopiscium_D_sp002007365 6.98891225206323e-08 7.79525822805758e-07 0 0
d_Bacteria;p_Latescibacterota;c_UBA2968;o_UBA2968;f_UBA2968;g_JAPUJS01;s_JAPUJS01_sp027296045 0 3.99634222872513e-07 0 0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Mesorhizobium;s_Mesorhizobium_sp001899205 2.47803062805644e-05 0 0 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Gordonia;s_Gordonia_sp030315685 0 0 0 3.54911836606749e-07
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae;g_UBA1259;s_UBA1259_sp902767225 0 0 0 1.42119577663715e-05
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Chitinibacteraceae;g_Chitiniphilus;s_Chitiniphilus_sp025642115 0 1.99161410688557e-06 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Faecousia;s_Faecousia_sp945910975 5.87812845056494e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_JAOARY01;s_JAOARY01_sp025210335 2.13738417850314e-06 0 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Thauera;s_Thauera_sp017997795 1.69361713405433e-07 0 0 0
d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Thermotomaculales;f_Thermotomaculaceae;g_Thermotomaculum;s_Thermotomaculum_sp027038695 1.80659511161135e-07 0 0 1.33450992782602e-06
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA6857;s_UBA6857_sp900767015 0 0 0 2.24586088880704e-05
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_NS11-12g;f_UBA955;g_VMCP01;s_VMCP01_sp945890895 9.84308395156411e-07 0 0 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Streptosporangiales;f_Streptosporangiaceae;g_Nocardiopsis;s_Nocardiopsis_sp937957845 0 3.06339336788069e-05 0 0
d_Bacteria;p_Hinthialibacterota;c_Hinthialibacteria;o_Hinthialibacterales;f_Hinthialibacteraceae;g_WGLV01;s_WGLV01_sp016125385 0 1.0918458014575e-06 0 0
d_Bacteria;p_Cyanobacteriota;c_Cyanobacteriia;o_Cyanobacteriales;f_Spirulinaceae;g_JAAUTY01;s_JAAUTY01_sp012031265 1.70059891828377e-07 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium;s_Sphingobacterium_athyrii 0 1.71630201556222e-06 0 2.34311971597139e-06
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_ML615J-28;f_CAG-698;g_JAEYQM01;s_JAEYQM01_sp023410025 0 1.34718818426092e-06 0 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_WQXJ01;g_JAISSX01;s_JAISSX01_sp031272885 4.34704326290769e-07 7.50826290749113e-07 0 3.87999476195608e-06
d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellia;o_RFP12;f_UBA3636;g_UBA3636;s_UBA3636_sp902793555 0 0 0 2.0982736379317e-05
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas_sp947290775 0 2.28126947862532e-06 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_SAR86;f_D2472;g_unclassify_f_D2472;s_unclassify_f_D2472 1.73832797639902e-06 6.84768482083509e-07 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Acetivibrionales;f_QPJT01;g_Anaerobacterium;s_Anaerobacterium_chartisolvens 1.39383227097385e-06 0 0 0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas_sp022662335 2.29964824455726e-07 0 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas_E;s_Pseudomonas_E_sp019747155 0 2.16642438806639e-05 0 5.70323503263026e-07
d_Bacteria;p_Desulfobacterota;c_Desulfuromonadia;o_Geobacterales;f_Pseudopelobacteraceae;g_Trichlorobacter;s_Trichlorobacter_lovleyi_A 0 2.17827241270758e-07 0 0
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Breznakiellaceae;g_JAIRRR01;s_unclassify_g_JAIRRR01 0 7.96059134736062e-07 0 0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_TMED127;f_TMED127;g_GCA-2691245;s_GCA-2691245_sp002167215 0 3.38376934091674e-07 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_GCA-002770795;g_DRNA01;s_DRNA01_sp011322365 0 3.89104135757111e-07 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Egerieousia;s_Egerieousia_sp004561775 1.33677572433281e-05 0 0 0
