taxonomy Bger Esin Pame Pful
d_Archaea;p_Aenigmatarchaeota;c_Aenigmatarchaeia;o_QMZP01;f_JAFGSV01;g_JAFGFG01;s_JAFGFG01_sp028279705 0 1.05800814416263e-05 4.14234569035819e-06 0
d_Archaea;p_Asgardarchaeota;c_Heimdallarchaeia;o_Heimdallarchaeales;f_Kariarchaeaceae;g_LC-2;s_LC-2_sp021399405 0 0 8.55037871043117e-07 0
d_Archaea;p_Asgardarchaeota;c_Heimdallarchaeia;o_Hodarchaeales;f_unclassify_o_Hodarchaeales;g_unclassify_o_Hodarchaeales;s_unclassify_o_Hodarchaeales 0 0 1.10889978145622e-06 3.62414186857007e-06
d_Archaea;p_Asgardarchaeota;c_Hermodarchaeia;o_Hermodarchaeales;f_Hermodarchaeaceae;g_YT-063;s_YT-063_sp016840065 0 0 1.94138085751633e-07 0
d_Archaea;p_Asgardarchaeota;c_Sifarchaeia;o_Borrarchaeales;f_Borrarchaeaceae;g_Borrarchaeum;s_Borrarchaeum_sp016840645 2.06872443485649e-06 2.26035043630341e-06 2.31318863432294e-06 1.80798911854888e-06
d_Archaea;p_Asgardarchaeota;c_Thorarchaeia;o_Thorarchaeales;f_Thorarchaeaceae;g_B65-G9;s_B65-G9_sp021498125 0 0 3.45886201855455e-07 0
d_Archaea;p_Asgardarchaeota;c_Thorarchaeia;o_Thorarchaeales;f_Thorarchaeaceae;g_MP8T-1;s_MP8T-1_sp018238205 2.36643670184017e-06 0 5.79965695746799e-07 0
d_Archaea;p_Halobacteriota;c_Archaeoglobi;o_Archaeoglobales;f_Archaeoglobaceae;g_Geoglobus;s_Geoglobus_sp027019885 0 0 2.6968577171515e-07 0
d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Tc-Br11;s_Tc-Br11_sp025517525 0 0 7.75904295741809e-07 0
d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halorutilales;f_JAHENH01;g_JAHENH01;s_JAHENH01_sp018609935 0 0 1.95782153965165e-07 0
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanocorpusculaceae;g_Methanocorpusculum;s_Methanocorpusculum_faecipullorum 0 0.00487502152914067 9.81500333336324e-07 0
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanocorpusculaceae;g_Methanocorpusculum;s_Methanocorpusculum_parvum_A 0 0 2.28488085083179e-06 0
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanocorpusculaceae;g_Methanocorpusculum;s_Methanocorpusculum_petauri 0 1.12342048448447e-05 5.69643600982073e-07 0
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanocorpusculaceae;g_Methanocorpusculum;s_Methanocorpusculum_sp017399555 1.66879385308231e-06 7.69358174985563e-05 0.00014139969885118 9.2830154098428e-06
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanocorpusculaceae;g_Methanocorpusculum;s_Methanocorpusculum_sp017408885 0 0 2.18102250801548e-06 0
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanocorpusculaceae;g_Methanocorpusculum;s_Methanocorpusculum_sp023396065 0 1.43332489890762e-05 0.000989933164163334 0
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanocorpusculaceae;g_Methanocorpusculum;s_Methanocorpusculum_sp029987235 0 0 2.74135164225649e-06 0
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanocorpusculaceae;g_Methanocorpusculum;s_Methanocorpusculum_sp031262705 2.46961885312375e-07 0 2.49589286374987e-06 0
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanocorpusculaceae;g_Methanocorpusculum;s_Methanocorpusculum_vombati 6.43046199305427e-07 2.53057644622551e-06 2.21432417945358e-07 6.9175975368188e-07
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoculleaceae;g_Methanoculleus;s_Methanoculleus_sp012521035 0 0 7.34637319951603e-07 0
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanofollaceae;g_Methanofollis;s_Methanofollis_sp002498315 0 0 2.01511826491325e-06 0
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanomicrobiaceae;g_unclassify_f_Methanomicrobiaceae;s_unclassify_f_Methanomicrobiaceae 0 0 5.54682928646115e-07 0
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanospirillaceae;g_Methanoregula;s_Methanoregula_sp030919125 0 0 8.38478687007907e-07 0
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanospirillaceae;g_WRER01;s_WRER01_sp009779205 0 1.09325313687477e-05 1.47433020399759e-05 5.08111277114784e-07
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanospirillaceae;g_WRER01;s_WRER01_sp031285085 1.92182812101416e-07 3.01098311816882e-05 0.000315238325484101 0
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanogasteraceae;g_Methanogaster;s_Methanogaster_sp002506015 0 0 6.27096425465306e-07 0
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanimicrococcus;s_Methanimicrococcus_blatticola 0.000425293371254262 0.000106913454516496 0.00245490988040861 0.000656285310734951
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanimicrococcus;s_Methanimicrococcus_sp009784005 7.13360087294294e-07 7.21945719151729e-07 7.64236695054096e-06 2.47162460249116e-06
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanimicrococcus;s_Methanimicrococcus_sp012518265 5.03807807212019e-07 0 3.41494631573042e-06 0
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanimicrococcus;s_Methanimicrococcus_sp030266245 6.63096489723427e-05 0.00138975924383888 0.000692459177252816 0.00144411176820209
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanimicrococcus;s_Methanimicrococcus_sp031260345 2.47590373395754e-06 4.44268682110187e-07 4.25680598839305e-06 1.08327746624555e-06
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanimicrococcus;s_Methanimicrococcus_sp031286065 8.07295088524128e-06 4.70639125783108e-05 2.27341786776625e-05 1.62358239151074e-05
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanococcoides;s_unclassify_g_Methanococcoides 0 0 6.49701109294057e-07 0
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanolobus;s_Methanolobus_bombayensis 0 5.81227930407127e-07 1.41103115758397e-06 0
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanomethylovorans;s_Methanomethylovorans_sp937968035 4.19407204071017e-07 3.32664081342924e-06 1.06973245926389e-05 3.08072123300804e-07
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanosarcina;s_Methanosarcina_sp002496565 0 0 1.18762460435923e-06 0
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanosarcina;s_Methanosarcina_sp11020u 0 0 1.5554801750877e-06 0
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanosarcina;s_Methanosarcina_sp8098u 0 0 1.29977449482327e-06 0
d_Archaea;p_Halobacteriota;c_Syntropharchaeia;o_Alkanophagales;f_Methanospirareceae;g_QENH01;s_QENH01_sp013180565 0 0 1.92660250620013e-07 0
d_Archaea;p_Hydrothermarchaeota;c_Hydrothermarchaeia;o_JALTZZ01;f_JALTZZ01;g_JALTZZ01;s_JALTZZ01_sp027051165 0 0 2.3324172502311e-07 0
d_Archaea;p_Iainarchaeota;c_Iainarchaeia;o_CSSED10-239;f_CSSED10-239;g_CSSED10-239;s_CSSED10-239_sp003559395 0 0 5.45513189445325e-07 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAHKLT01;s_JAHKLT01_sp020854915 0 0.000314780979719148 1.19750920595611e-05 1.40057094692008e-06
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAHKLT01;s_JAHKLT01_sp030266405 0 0.000139787767126091 0.00105800190737677 0.00020911394677394
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAHKLT01;s_unclassify_g_JAHKLT01 0 4.86910787462511e-06 1.17783028878764e-06 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAITXE01;s_unclassify_g_JAITXE01 0 0 2.87303522459092e-06 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobacterium;s_Methanobacterium_ferruginis 0 0 1.32588467643002e-06 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobacterium;s_Methanobacterium_sp030539815 2.51332721942471e-05 9.88295911377875e-06 4.84418068294095e-06 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobacterium_D;s_Methanobacterium_D_sp023436175 0 0 2.54649012287051e-06 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobacterium_F;s_Methanobacterium_F_sp003558085 0 0 1.11075476396489e-06 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter;s_Methanobrevibacter_sp016838945 0 1.14192413173911e-06 6.45972033771751e-07 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter;s_Methanobrevibacter_sp017646885 0 0 2.30288194990174e-05 2.1761004063419e-07
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter;s_Methanobrevibacter_sp017652345 0 5.47661399259979e-07 3.74337772344077e-05 1.76437441187393e-06
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter;s_Methanobrevibacter_sp905235495 0 0 8.28235310843514e-07 2.35747677154368e-06
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_A;s_Methanobrevibacter_A_sp017434525 0 3.5812284932956e-06 8.33294763594355e-07 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_A;s_Methanobrevibacter_A_sp017459665 0 2.07555582558087e-07 3.20114525948254e-06 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_A;s_Methanobrevibacter_A_sp024413395 0 1.51678138639283e-05 1.81314722524825e-06 1.26251128495332e-05
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_A;s_Methanobrevibacter_A_sp902764455 0 0 1.1085645013175e-06 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_B;s_Methanobrevibacter_B_sp905235195 0 1.60712414901204e-06 1.9236878578145e-06 7.67061088666355e-07
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_arboriphilus_A 0 0 3.24772413888688e-06 8.7269415960326e-07
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_cuticularis 0 0.000101133017242861 0.000469084106507431 2.03328485082357e-05
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_sp003315655 0 7.97674700083922e-05 9.26017484313923e-05 0.000109551838275334
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_sp009776495 0 6.13653914408415e-06 7.24741776415078e-06 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_sp009777005 0 8.22432715455754e-07 2.85100522847693e-07 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_sp009784145 0 0 5.27397987980805e-06 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_sp020148105 0 0 9.33964537669064e-06 5.58175840949689e-06
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_sp937881195 0 0 2.86450208512063e-06 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_unclassify_g_Methanobrevibacter_C 0 1.03766836118503e-05 2.49947274280758e-06 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_D;s_Methanobrevibacter_D_sp031261915 0 0 2.14652050951109e-06 7.58636463683278e-07
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_E;s_Methanobrevibacter_E_filiformis 1.41144132445588e-07 1.44239840982244e-05 7.81602257875017e-07 5.41863249745083e-07
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanosphaera;s_Methanosphaera_sp017430835 0 0 9.90384942422742e-07 0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanosphaera;s_Methanosphaera_sp946537725 0 0 3.1791096836349e-07 0
d_Archaea;p_Methanobacteriota_B;c_Thermococci;o_Methanofastidiosales;f_Methanofastidiosaceae;g_Methanofastidiosum;s_Methanofastidiosum_sp001587715 2.39063427422617e-07 0 2.4923354110467e-07 1.00526659477546e-05
d_Archaea;p_Methanobacteriota_B;c_Thermococci;o_Methanofastidiosales;f_Methanofastidiosaceae;g_Methanofastidiosum;s_Methanofastidiosum_sp012799835 5.47629658119254e-07 0 4.73132207235731e-07 0
d_Archaea;p_Micrarchaeota;c_Micrarchaeia;o_Anstonellales;f_Bilamarchaeaceae;g_Bilamarchaeum;s_Bilamarchaeum_sp023248035 0 0 2.43263908835862e-07 1.03455631213869e-06
d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_Pacearchaeales;f_GW2011-AR1;g_ARS10;s_ARS10_sp002690445 0 0 1.4868726558608e-06 0
d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_Pacearchaeales;f_GW2011-AR1;g_ARS23;s_ARS23_sp002686195 1.23008528951095e-06 0 3.74189999060892e-06 2.91335172379502e-07
d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_Pacearchaeales;f_GW2011-AR1;g_JAGVWT01;s_JAGVWT01_sp018304175 0 0 3.2184904058005e-07 0
d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_Pacearchaeales;f_GW2011-AR1;g_RBG-13-33-26;s_RBG-13-33-26_sp023228245 1.18560973510712e-06 0 1.2356758516988e-06 3.5578339535121e-06
d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_SCGC-AAA011-G17;f_GCA-2687185;g_GCA-2687185;s_GCA-2687185_sp002687185 0 0 2.04752825680037e-07 0
d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_SCGC-AAA011-G17;f_GW2011-AR17;g_GW2011-AR17;s_unclassify_g_GW2011-AR17 0 0 1.77304757310204e-06 0
d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_SCGC-AAA011-G17;f_GW2011-AR20;g_JAGVZK01;s_JAGVZK01_sp018302685 0 0 2.81252456531888e-07 0
d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_SCGC-AAA011-G17;f_JAFCDX01;g_JAHIVQ01;s_JAHIVQ01_sp028717785 0 0 5.77551422647209e-07 0
d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_Woesearchaeales;f_21-14-0-10-32-9;g_21-14-0-10-32-9;s_21-14-0-10-32-9_sp903891505 0 0 2.17892026402068e-07 0
d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_Woesearchaeales;f_B3-WOES;g_JAGLZG01;s_JAGLZG01_sp023131705 0 1.0638261368448e-06 2.19641879157319e-07 0
d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_Woesearchaeales;f_CG1-02-33-12;g_CG1-02-33-12;s_CG1-02-33-12_sp017609385 0 0 4.33751632593386e-07 0
d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_Woesearchaeales;f_JAGLGH01;g_JAGLGH01;s_JAGLGH01_sp023144115 0 0 3.13533537479831e-06 0
d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_Woesearchaeales;f_PXDW01;g_PXDW01;s_PXDW01_sp003564925 0 0 3.42645246423302e-07 0
d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_Woesearchaeales;f_UBA10216;g_JAAGZO01;s_JAAGZO01_sp024206195 1.51027625578753e-06 3.32027456278767e-06 4.0304716195718e-06 1.36525360031497e-05
d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_Woesearchaeales;f_UBA583;g_UBA583;s_UBA583_sp027858315 0 0 1.26856362969296e-06 0
d_Archaea;p_Thermoplasmatota;c_E2;o_DHVEG-1;f_DHVEG-1;g_JAFGPP01;s_JAFGPP01_sp016936135 3.80748390157044e-07 0 1.19556640377134e-06 0
d_Archaea;p_Thermoplasmatota;c_E2;o_DHVEG-1;f_DHVEG-1;g_JAUWGL01;s_JAUWGL01_sp030606465 0 0 2.83625930882493e-07 0
d_Archaea;p_Thermoplasmatota;c_Poseidoniia;o_Poseidoniales;f_Poseidoniaceae;g_MGIIa-L4;s_MGIIa-L4_sp002718195 6.27432253677504e-06 4.37573104854361e-06 2.76171580924352e-06 4.9263997575935e-06
d_Archaea;p_Thermoplasmatota;c_Poseidoniia;o_Poseidoniales;f_Thalassarchaeaceae;g_MGIIb-N2;s_unclassify_g_MGIIb-N2 0 0 7.2699418692087e-07 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomassiliicoccaceae;g_Methanomassiliicoccus;s_Methanomassiliicoccus_luminyensis 8.6794695785384e-07 1.15065574576629e-07 6.3320460927305e-07 3.76477945273139e-06
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomassiliicoccaceae;g_Methanomassiliicoccus_A;s_Methanomassiliicoccus_A_sp905202485 0 0 4.09565865701774e-07 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_JAAYNL01;s_JAAYNL01_sp012520845 0 0 2.79412057339665e-06 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_JAAYZC01;s_JAAYZC01_sp012515075 0 4.70239742614703e-07 8.02919851632709e-07 3.63234769273925e-06
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanarcanum;s_unclassify_g_Methanarcanum 0 0 1.79216493788687e-06 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanomethylophilus;s_Methanomethylophilus_sp001560915 0 0 1.41644187612468e-06 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp009777615 0 0 4.73276372611503e-06 4.0939474828785e-06
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp009786295 0 2.00538671924057e-07 1.3707273097541e-06 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp023402275 0 0.000181033996850296 0.0016666699008586 4.29087245472878e-05
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp031256615 0 0 5.78428957215566e-06 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp031256955 2.01817425025346e-07 0 2.88478346613194e-06 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp031267895 3.91981710513842e-07 0 3.0285563299634e-05 1.77574357840668e-07
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp031287135 0 0 1.74499147821887e-05 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp031290095 0 0 7.56611125839573e-07 4.22215508605365e-06
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_unclassify_g_Methanoplasma 0 0 1.54007714622488e-06 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_RumEn-M2;s_RumEn-M2_sp002502965 0 0.000202725663178141 5.12487448760306e-07 9.51920763196885e-06
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_SIG5;s_SIG5_sp017508065 0 0 3.12563396786683e-07 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_UBA71;s_UBA71_sp015063165 0 0 1.55852532386272e-05 1.33108736455656e-05
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_UBA71;s_UBA71_sp016296195 0 0 4.24648675690977e-06 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_UBA71;s_UBA71_sp017461225 0 0 7.86572371599104e-06 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_VadinCA11;s_VadinCA11_sp002498365 0 0 2.80838361112318e-07 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_VadinCA11;s_VadinCA11_sp011620825 0 0 1.34569134430287e-06 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp009776695 0 1.2727719086959e-06 2.10925998640391e-06 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp009778265 0 0 1.23826633556757e-06 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp009780575 3.55725485751901e-07 0.000570576984400823 0.00112278696532752 8.02911475398911e-06
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp009784745 0 4.96966414693095e-07 1.57308305030448e-06 0.000912869577082624
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp031254685 0 6.50052468682823e-07 2.78281079586464e-07 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp031285205 0 0 3.55006001227739e-06 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_unclassify_g_WRKA01 0 0 5.54207393511275e-06 7.72975820452141e-06
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_unclassify_f_Methanomethylophilaceae;s_unclassify_f_Methanomethylophilaceae 0 0.000145145846996825 1.91941755629658e-06 1.35883870431054e-06
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_UBA472;g_MVRC01;s_MVRC01_sp021372315 0 1.16094143210277e-07 5.79824083890217e-07 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_UBA10834;f_UBA10834;g_COMBO-56-21;s_unclassify_g_COMBO-56-21 0 0 3.53479667070792e-07 0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_40CM-2-53-6;f_40CM-2-53-6;g_40CM-2-53-6;s_unclassify_g_40CM-2-53-6 0 0 7.77797610230005e-07 0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp003151735 0 0 1.25087191448599e-05 0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp009776805 7.04669265061386e-07 2.1591514159932e-07 2.52112261358707e-06 0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp009779045 2.03238775287291e-06 1.82524468189308e-06 3.28918542513737e-06 2.19290295861368e-06
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp009781395 3.46147148548928e-07 2.25681118226992e-06 4.43349732743949e-07 4.24972374512092e-06
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp009781675 0 0 5.7750078017946e-07 0
