genus	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	regulation
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_UBA5962;g_WRBA01	0.001297957	0.002130551	0.000405658	0.000458466	0.00076333	0.00041845	0.000724329	0.000589434	0.000724229	0.000662715	0.000948065	0.001030688	0.000405866	0.000278911	0.000381621	0.000227849	0.000149117	0.000191833	0.000687089	0.000291283	0.000526276	0.0003737	0.000328531	0.001604008	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Acutalibacter	0.002947326	0.001977448	0.001863661	0.002366361	0.001899909	0.001661807	0.006806542	0.011409658	0.005821617	0.006732206	0.00677893	0.016594524	0.000368546	0.000485346	0.000240039	0.000335127	0.000586908	0.000439049	0.00123767	0.003370247	0.002704672	0.001272128	0.004356137	0.00147228	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG_177	0.001463386	0.001614407	0.005144696	0.00300315	0.003693934	0.006221237	0.00121578	0.000564315	0.000454775	0.000352485	0.000884896	0.00061048	0.000701659	0.000950841	0.001272035	0.001199933	0.000385878	0.000543755	9.1443E-06	6.0389E-06	1.313E-05	5.47843E-06	1.01464E-05	9.24798E-06	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Scatolibacter	0.003436474	0.003170012	0.003096607	0.001652376	0.00209323	0.000787048	8.00456E-05	0.000182954	0.000107334	8.10817E-05	9.87196E-05	0.000230212	0.000110804	0.000135755	9.07986E-05	0.000180046	0.000144856	0.00012494	0.000179662	0.000182941	0.000431278	0.000129807	0.000795021	8.84861E-05	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA1081	0.001537342	0.000526856	0.00114324	0.004671612	0.000909638	0.000443223	0.001092555	0.000995965	0.000406687	0.000365442	0.000464475	0.001045422	0.00027834	0.000336762	0.000426227	0.000314634	0.000208882	0.000285265	2.60261E-06	3.75391E-06	3.65249E-06	3.11163E-06	4.02199E-06	2.52137E-06	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_WRMQ01	0.002877744	0.002800459	0.004775316	0.008334257	0.007982346	0.00756163	0.000690014	0.000859246	0.000627239	0.000555728	0.000722054	0.000758982	0.000200577	0.000189605	0.000210891	0.000151274	0.000181732	0.000197842	3.73744E-05	4.13035E-05	5.2894E-05	1.43086E-05	7.62655E-05	5.54879E-05	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_unclassify_f_Acutalibacteraceae	0.001080278	0.000543547	0.000942452	0.002832686	0.000882082	0.001151112	0.0004271	0.00051755	0.000305649	0.000311606	0.000546953	0.000644285	0.001240865	0.000830419	0.000922846	0.000830164	0.00075669	0.000804183	0.000149234	0.000241414	0.000375776	9.43682E-05	0.000595895	8.86095E-05	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Evtepia	0.000991923	0.001081956	0.000980201	0.000722235	0.000856616	0.000846979	0.001802169	0.002106637	0.001912679	0.001442479	0.001689471	0.002070154	0.001095785	0.001023542	0.001143698	0.001010895	0.000841863	0.00090869	0.00034661	0.00049103	0.000540831	0.000144267	0.000546983	0.000317129	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Faecousia	0.000426633	0.000425295	0.000458212	0.000423016	0.000460796	0.000509905	0.000161023	0.00022768	0.000115753	0.000107365	9.33671E-05	0.000141538	0.001634032	0.001429157	0.001119691	0.001043446	0.001882008	0.002267332	9.42332E-05	7.83003E-05	9.28201E-05	0.000119237	7.97847E-05	0.000211408	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_JAIRRO01	0.001103549	0.001654207	0.001074411	0.000776199	0.000917834	0.000875326	0.000771121	0.000659135	0.000205216	0.00144225	0.000504901	0.000516122	0.000309523	0.000274208	0.00039065	0.000203695	0.000417612	0.000708452	3.15713E-05	3.93608E-05	5.09729E-05	1.92627E-05	3.73939E-05	5.86616E-05	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Lawsonibacter	0.001983376	0.002189933	0.00158119	0.001024024	0.001461332	0.00111027	0.003238397	0.002504424	0.00365653	0.002610045	0.003205475	0.003035179	0.007551547	0.009166841	0.009391377	0.010748828	0.01184122	0.010165604	0.000333808	0.000278116	0.000430055	0.000143341	0.000649826	0.00032352	Esin
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Limivicinus	0.00045801	0.000463361	0.000578021	0.000434204	0.000489882	0.000380206	0.000742765	0.000983458	0.000363069	0.001359372	0.000460498	0.000863973	0.000586408	0.001059965	0.000470446	0.000267493	0.001193301	0.000834017	6.2785E-05	3.4854E-05	6.66607E-05	2.3472E-05	8.56501E-05	0.000106356	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_UBA2658	0.001965447	0.002381731	0.002006895	0.002461244	0.002619424	0.00272751	0.000807633	0.000863099	0.000476094	0.000467159	0.001164106	0.000600475	0.019037378	0.009616182	0.010367173	0.009122206	0.01415269	0.01160369	1.44785E-05	1.55211E-05	1.8994E-05	6.57118E-06	1.71011E-05	1.48197E-05	Esin
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_WRJA01	0.000134306	0.000191197	0.000204272	0.000140372	0.000164346	0.00018699	3.7322E-05	4.07728E-05	2.5283E-05	2.5285E-05	5.42317E-05	3.71168E-05	0.002099235	0.001705901	0.002273735	0.001884829	0.001714779	0.003529123	7.38578E-06	1.18672E-05	1.40961E-05	2.3276E-06	9.72743E-06	6.12712E-06	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_unclassify_f_Oscillospiraceae	0.001655713	0.001932721	0.0019362	0.001281888	0.001605307	0.001406827	0.000875712	0.000811773	0.001009451	0.00121681	0.000800212	0.000926693	0.005379303	0.005023638	0.004661719	0.004979143	0.00752058	0.008012735	6.63783E-05	9.36793E-05	0.000113328	2.7005E-05	8.96798E-05	7.04927E-05	Esin
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_CALWZE01	0.000363874	0.000370308	0.000576471	0.001066207	0.000818629	0.001154795	0.001268858	0.003293027	0.000600698	0.00064332	0.001017007	0.001373782	3.69175E-05	4.5853E-05	4.34758E-05	4.70837E-05	7.12689E-05	7.94168E-05	4.56043E-06	3.13265E-06	2.87061E-06	5.97825E-07	3.8087E-06	2.23926E-06	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_JAAYCI01	0.027918321	0.029195418	0.03493232	0.029925373	0.033923778	0.037408666	0.03136336	0.030658265	0.025396193	0.018840192	0.039595008	0.032201018	0.008691191	0.010971317	0.018027921	0.009910533	0.00906246	0.011114617	0.015861411	0.01713803	0.02042278	0.008064478	0.018981905	0.017406455	Peri
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Massiliimalia	0.000424216	0.000440455	0.000235905	0.000230311	0.00026092	0.000207483	0.001462529	0.001157638	0.000472933	0.000566018	0.004161937	0.003187212	0.000178033	0.000195741	0.000214223	0.00022058	0.00015758	0.000143893	0.000126438	0.00012251	0.000125614	0.000349223	0.000213204	7.6752E-05	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Massilioclostridium	2.00968E-05	1.22148E-05	1.48494E-05	1.23451E-05	1.18364E-05	1.40319E-05	0.000927484	0.001607357	0.00302478	0.006209742	0.000369534	0.000604899	0.000191463	0.000209076	0.000194655	0.000217922	0.000233087	0.000333373	1.4713E-05	1.50683E-05	2.95997E-05	1.11186E-05	1.93177E-05	0.000103103	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminiclostridium_E	0.007526509	0.002579885	0.001492455	0.002198474	0.001547842	0.000973127	0.000401827	0.007805526	0.001012685	0.006863509	0.000480047	0.000500501	0.003281816	0.005549594	0.006512418	0.005843631	0.00376873	0.004189478	0.000301868	0.002059685	0.00924426	0.000191863	0.000487552	0.000417887	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus	8.78429E-05	7.32014E-05	9.29694E-05	7.37849E-05	8.43223E-05	7.62956E-05	0.000199638	0.000477939	0.000296421	0.000443507	0.000126325	0.000140035	0.00573458	0.00480555	0.003121434	0.00436506	0.004291382	0.001993751	0.000115259	0.000181593	0.00040336	4.43616E-05	0.00029388	7.93439E-05	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus_C	5.52986E-05	4.1006E-05	6.29662E-05	4.41883E-05	4.70341E-05	8.93571E-05	0.000526807	0.001125068	0.001188795	0.001022488	0.000136248	0.000153265	0.00489291	0.003337893	0.005932143	0.005368482	0.003737488	0.006997362	8.38228E-07	2.05333E-07	3.85354E-07	7.35031E-07	3.13075E-06	3.87904E-07	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_UBA1404	0.001519123	0.00183598	0.001027072	0.001085862	0.001513475	0.001333793	0.000357089	0.000346191	0.001517525	0.000317645	0.000456446	0.000439763	0.000328819	0.000658265	0.000285763	0.000380647	0.000668594	0.000414254	0.000272131	0.000222581	0.000285179	8.97718E-05	0.000283573	0.0002411	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_WRAV01	0.016384811	0.017145061	0.016434251	0.016477095	0.020951937	0.01691227	0.007032794	0.008627842	0.00701726	0.006680916	0.010378803	0.010490171	0.003327519	0.00397791	0.005258675	0.004328826	0.003283106	0.004292505	0.01285137	0.012488826	0.013657481	0.008421615	0.013231492	0.025897526	Bger
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_unclassify_f_Ruminococcaceae	0.005053294	0.003981409	0.003851316	0.003977726	0.005053459	0.004410226	0.00098016	0.001377858	0.001018209	0.000908092	0.001475644	0.001356618	0.001982397	0.0022469	0.002274045	0.002020488	0.001970761	0.002199814	0.001693255	0.001833693	0.002288479	0.001022276	0.001994763	0.003096856	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_unclassify_o_Oscillospirales;g_unclassify_o_Oscillospirales	0.003242647	0.003043381	0.00339904	0.002969315	0.003366377	0.00352701	0.001347489	0.001491507	0.001366542	0.001287631	0.001407777	0.001505177	0.002015979	0.002159551	0.002258411	0.002096246	0.002069381	0.002347788	0.000957444	0.001125125	0.001131874	0.000502585	0.001205889	0.001232097	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_Emergencia	0.002029908	0.002222169	0.001396458	0.001672971	0.002597544	0.001578128	0.000130171	0.000741362	0.000132095	9.81594E-05	0.000133454	0.000138595	3.04439E-05	3.24369E-05	3.67363E-05	3.29643E-05	2.33298E-05	3.08999E-05	3.47249E-05	1.87116E-05	1.89717E-05	8.91936E-05	1.70173E-05	0.000124306	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_Hominibacterium	0.003370555	0.006653572	0.005152453	0.003045257	0.004913049	0.005061951	0.003612658	0.00139303	0.001207568	0.001142724	0.001997701	0.002013488	0.001232746	0.001041653	0.001036487	0.001087408	0.001141529	0.001997326	9.71465E-05	7.92744E-05	0.000102856	4.03336E-05	8.38981E-05	0.00012211	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_JAISGB01	0.000167704	0.000285228	0.000203314	0.000214637	0.000280675	0.000369779	3.7424E-05	3.51457E-05	2.50795E-05	2.35024E-05	3.65016E-05	3.87123E-05	0.001258223	0.002744905	0.001010776	0.000738393	0.002415343	0.00262698	5.25622E-05	3.40958E-05	3.89431E-05	1.75182E-05	3.6137E-05	3.14202E-05	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_Lentihominibacter	0.002078208	0.002651522	0.002410445	0.002397513	0.003665381	0.002881626	0.005410724	0.003069356	0.001766651	0.001858326	0.004059971	0.004062751	0.003362805	0.003817102	0.006883663	0.004643035	0.001888975	0.002502148	0.000108196	8.66821E-05	9.28592E-05	3.3292E-05	9.79294E-05	9.46132E-05	no-sig
d_Bacteria;p_Bacillota_A;c_Clostridia;o_unclassify_c_Clostridia;f_unclassify_c_Clostridia;g_unclassify_c_Clostridia	0.005483711	0.004263738	0.004818815	0.004491561	0.004993343	0.004559472	0.002472249	0.002999039	0.001865869	0.004475902	0.002316014	0.002468779	0.001831443	0.001854621	0.002066292	0.00165222	0.001996674	0.00217278	0.001656667	0.001753923	0.002051659	0.001090772	0.001752408	0.002575266	no-sig
d_Bacteria;p_Bacillota_B;c_Dehalobacteriia;o_UBA4068;f_UBA4068;g_CALXSV01	0.000352705	0.0003883	0.000473489	0.000342281	0.000397357	0.000416003	7.70998E-05	0.000161753	4.90376E-05	0.000114538	5.21633E-05	6.8779E-05	0.001935619	0.002268433	0.001175592	0.000700828	0.007855091	0.013251124	4.17942E-06	4.16458E-06	2.82035E-06	2.2639E-06	3.62589E-06	1.10905E-05	no-sig
d_Bacteria;p_Bacillota_C;c_Negativicutes;o_Acidaminococcales;f_Acidaminococcaceae;g_Phascolarctobacterium	0.000999051	0.001137375	0.001530649	0.001393114	0.001282506	0.001229493	0.000274601	0.000432206	0.000234036	0.000157072	0.000164914	0.000227522	0.000333625	0.000384725	0.000282256	0.000114667	0.000249837	0.000133512	0.000570229	0.000276989	0.001523305	0.000328735	0.000381708	0.000283743	no-sig
d_Bacteria;p_Bacillota_C;c_Negativicutes;o_Acidaminococcales;f_JAISLQ01;g_JAISLQ01	0.001390099	0.001401396	0.000854985	0.000731222	0.001004606	0.000741528	0.002170939	0.002171707	0.001959375	0.001252228	0.000995225	0.001679068	0.000908717	0.001165579	0.001178982	0.001116123	0.001033114	0.001057267	0.00243766	0.003208419	0.002015413	0.002958339	0.002645473	0.002829325	no-sig
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_Acholeplasmatales;f_Acholeplasmataceae;g_JAJDIT01	0.002003449	0.001579178	0.001363258	0.001255771	0.001374968	0.001170653	0.000979337	0.001310678	0.001324745	0.001132556	0.001222324	0.001651202	0.000579488	0.000530828	0.000968969	0.000594054	0.000494428	0.000446796	8.26504E-07	5.05435E-07	8.26557E-07	2.79312E-07	1.82818E-06	9.96207E-07	no-sig
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Breznakia	0.008493441	0.005458028	0.004193291	0.001993259	0.0053831	0.004405447	0.001760343	0.00104489	0.001332214	0.000969993	0.001453824	0.001636019	0.000350003	0.00117215	0.001050733	0.000179553	0.000201317	0.000119524	0.002375538	0.000573021	0.002982038	0.000207627	0.000585253	0.000247756	no-sig
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_Erysipelotrichales;f_Erysipelotrichaceae;g_RGIG1896	0.003835647	0.002012185	0.001104031	0.000752508	0.001150852	0.001078662	0.000970071	0.000725663	0.001085175	0.000962898	0.000935014	0.000782926	2.31658E-05	2.35224E-05	3.3147E-05	2.63522E-05	2.96215E-05	1.7434E-05	8.20643E-07	4.10666E-07	3.20011E-06	7.35031E-07	1.07405E-06	7.93439E-07	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Azobacteroidaceae;g_BNXB01	9.19582E-05	5.69958E-05	9.01168E-05	9.55371E-05	6.45188E-05	6.6718E-05	8.23995E-05	9.6598E-05	0.000164707	0.000109547	0.000150619	0.0001115	0.019284485	0.01895727	0.031237668	0.030411854	0.007288127	0.023437861	0.000130013	0.00026688	0.000370711	9.89107E-05	0.000129709	0.000104628	Esin
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Azobacteroidaceae;g_JAITXK01	7.56445E-05	4.1734E-05	5.66521E-05	5.60975E-05	7.57668E-05	6.80982E-05	5.88538E-05	0.000150965	7.52386E-05	0.00010303	6.13888E-05	0.000118602	0.003532324	0.001842904	0.001853644	0.001387537	0.002091161	0.001606126	2.17119E-05	5.19071E-05	3.538E-05	8.84488E-06	2.83748E-05	3.34831E-05	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Azobacteroidaceae;g_JAJBTS01	0.01442724	0.011229577	0.019436659	0.017291652	0.014571382	0.014856532	0.006448119	0.013106698	0.009370239	0.008536276	0.006446284	0.008963135	0.061300123	0.067484252	0.073097696	0.107979319	0.029755532	0.050753978	0.000675407	0.003332914	0.002927619	0.000292905	0.001750473	0.000297496	Esin
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Azobacteroidaceae;g_JAJDGO01	0.009546305	0.007828022	0.013571711	0.00791723	0.010183191	0.009396648	0.021466511	0.021764936	0.014489452	0.012797975	0.0121199	0.015735228	0.006145625	0.00704414	0.008171203	0.010682825	0.004653643	0.0049565	1.857E-05	4.86166E-05	2.87228E-05	1.38578E-05	5.37332E-05	1.08789E-05	Peri
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Azobacteroidaceae;g_WRFZ01	0.010228803	0.007450704	0.015098741	0.010489948	0.01030892	0.019276613	0.000276738	0.000968235	0.000298106	0.00047327	0.00024547	0.000449589	0.007903642	0.017333967	0.016215193	0.012307084	0.012574861	0.012197663	0.00047823	0.003952762	0.000885521	0.001000338	0.002409082	0.000979016	Esin
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Azobacteroidaceae;g_unclassify_f_Azobacteroidaceae	0.00224886	0.001287054	0.002256539	0.003434927	0.002799109	0.003292976	0.000383996	0.000890333	0.000401486	0.000449682	0.000320547	0.000462284	0.008135841	0.009364063	0.01112925	0.010097129	0.00741902	0.006678812	0.000676045	0.001517611	0.002268959	0.000424711	0.000893362	0.000512853	Esin
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_BM520;g_RGIG7150	0.002532832	0.002197463	0.0020511	0.004136003	0.005315888	0.003959674	0.000185052	0.000105287	0.00020339	0.000130803	0.000111568	0.000116638	0.004725878	0.01493482	0.009706897	0.008182163	0.027863106	0.027362119	1.78314E-05	2.93837E-05	2.24008E-05	7.98734E-06	3.25949E-05	1.80111E-05	Esin
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides	0.005768485	0.006412592	0.005126182	0.004712517	0.003286679	0.006415918	0.02051906	0.028460506	0.006040014	0.088493731	0.013651542	0.006268689	0.03255874	0.047913902	0.012195283	0.020903851	0.048177149	0.021655526	0.006278145	0.012463644	0.007496065	0.005472239	0.020850105	0.002376836	Esin
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides_H	0.065086952	0.062286782	0.063746344	0.051133522	0.058481008	0.044831013	0.052934	0.062441097	0.146210493	0.086940115	0.13533811	0.083612786	0.037166704	0.048492967	0.057553746	0.08061176	0.051534352	0.027724152	0.257344431	0.178038528	0.218071825	0.293623752	0.186539874	0.136806977	Bger
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_unclassify_f_Bacteroidaceae	0.000438338	0.000378249	0.000395668	0.000323008	0.00037248	0.000313295	0.000423542	0.000581918	0.000623488	0.000871291	0.000733155	0.000559442	0.0013758	0.003710305	0.001742171	0.002051469	0.002051251	0.000945206	0.001832319	0.006363877	0.004116582	0.001661023	0.002947381	0.001056614	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Dysgonomonadaceae;g_Dysgonomonas	0.015655485	0.011615713	0.017208066	0.016842961	0.018200368	0.017925618	0.024179952	0.042917072	0.05064208	0.042537115	0.033795651	0.053368435	0.00201979	0.003169967	0.00201062	0.002052477	0.002324177	0.001797976	0.131401436	0.133343884	0.122500976	0.171704903	0.102905472	0.102225389	Bger
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_F082;g_JAISHW01	0.012758262	0.013841118	0.013379633	0.023651397	0.014661242	0.017955569	0.000261383	0.00024846	0.000345772	0.000209831	0.00024065	0.000245205	0.006809174	0.008901491	0.006094635	0.01383713	0.010148033	0.007365732	0.00010472	0.000120704	5.27712E-05	2.46627E-05	0.000112273	6.89499E-05	Esin
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_JAQUTK01;g_JAQUTK01	0.000305503	0.000110965	0.000137433	0.000235112	0.000247069	0.000127179	3.01991E-05	6.05354E-05	4.5767E-05	0.000213782	5.12492E-05	3.53427E-05	0.00170421	0.0027441	0.001858176	0.001038058	0.002197046	0.003048541	0.001136332	0.000726442	0.000294159	9.7421E-05	0.002126499	0.000380313	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_ML635J_15;g_Bact_19	0.00307313	0.002151219	0.003267251	0.002891563	0.003448214	0.002739655	0.003715834	0.005001106	0.001710462	0.003829109	0.003716648	0.003841179	0.001107239	0.001176514	0.002031149	0.002146809	0.001709691	0.00204623	0.000223602	0.000380951	0.000620671	0.000116733	0.00036508	0.000129719	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Marinifilaceae;g_Butyricimonas	0.001462824	0.001727576	0.00178734	0.00118034	0.001460951	0.001701341	0.001464495	0.001660336	0.001450007	0.00153268	0.001168111	0.001418917	8.64675E-05	0.000127034	8.23669E-05	7.79516E-05	8.93987E-05	8.41334E-05	0.009965328	0.003197431	0.002114103	0.003310007	0.001596898	0.008214055	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Marinifilaceae;g_Odoribacter	0.012426978	0.008587519	0.009880379	0.005270352	0.012197075	0.007551473	0.002608264	0.00763106	0.007048782	0.010570585	0.008899762	0.00714	0.000603459	0.000800873	0.000875781	0.000576665	0.001447287	0.002299476	0.00346313	0.002858073	0.003164098	0.001524504	0.002631739	0.001892247	Peri
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Marinilabiliaceae;g_Geofilum	7.64011E-06	4.22666E-06	4.17745E-06	3.82449E-06	4.24311E-06	3.04989E-06	2.10217E-06	2.76095E-06	2.82718E-06	3.95747E-06	1.48372E-05	7.10772E-06	0.000796158	0.001230307	0.000409668	0.000191485	0.015065194	0.000242461	5.45141E-06	1.31361E-05	1.30518E-05	3.78786E-06	1.99957E-05	3.20021E-06	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_P3;g_HGM05376	0.000211483	0.000117807	7.28883E-05	5.97117E-05	0.000117873	4.4127E-05	0.001157035	0.001785916	0.002313007	0.001790472	0.002328693	0.002387657	0.000205456	0.000326761	0.000287093	0.000124389	8.88117E-05	0.000206683	1.03167E-06	1.77429E-06	9.94102E-07	3.47915E-07	2.17858E-06	1.34003E-06	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_P3;g_UBA10566	0.002631129	0.002949815	0.005901615	0.003784969	0.00517345	0.00752573	7.39228E-05	8.11398E-05	7.65426E-05	6.88385E-05	9.18311E-05	8.32248E-05	4.71142E-05	7.4046E-05	6.50176E-05	7.79176E-05	3.68758E-05	5.65502E-05	2.6876E-05	5.42027E-05	3.63741E-05	1.24808E-05	5.03968E-05	1.92453E-05	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_P3;g_WRKV01	0.003881658	0.001812379	0.001369888	0.001738325	0.002182744	0.00103242	0.000334809	0.002857013	0.001804912	0.013382297	0.002064042	0.000738759	0.000754735	0.000232623	0.00260257	0.000320997	0.000135683	0.000134718	1.55043E-05	2.73777E-05	2.27582E-05	6.13506E-06	2.77274E-05	5.80974E-06	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_JAIRTG01	0.000730581	0.003436136	0.003710816	0.001099327	0.001808983	0.001343647	3.85805E-05	0.000103924	6.07062E-05	0.000245477	6.26374E-05	0.000157378	0.000344883	0.000145257	0.00029433	0.000560869	0.000152862	0.000309774	0.000267723	0.000378992	0.000310964	9.5608E-05	0.000298785	0.000114291	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_JAISJU01	0.000206472	0.000227147	0.000262745	0.000266167	0.000308363	0.000290349	0.000887189	0.000854465	0.001825276	0.001676304	0.003733629	0.002108273	0.000296137	0.000345202	0.000290512	0.000284474	0.000571478	0.000247947	0.000572006	0.001532253	0.00208605	0.000280708	0.00149516	0.000591192	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter	0.000763679	0.000564949	0.000591383	0.000662479	0.000652788	0.000572747	0.000657284	0.001098416	0.000884418	0.002059073	0.00182929	0.001249403	0.000262329	0.000416228	0.000297679	0.00028937	0.000208701	0.000268472	0.001833421	0.006109459	0.004466405	0.001007875	0.003280696	0.008456309	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_QVMH01	0.016460027	0.013632198	0.014692593	0.015943582	0.012505819	0.011239284	0.011167346	0.012951264	0.010811916	0.018424751	0.01270261	0.018946798	0.009700003	0.01157723	0.014405505	0.010952733	0.009687693	0.014781392	0.010590587	0.026813329	0.023115205	0.004217393	0.022373815	0.006069212	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_RF16	3.17646E-05	2.44701E-05	3.81608E-05	2.05125E-05	2.21569E-05	1.88358E-05	0.00143678	0.004472062	0.000445626	0.001860915	0.000916921	0.002393371	1.67727E-05	5.2416E-05	2.54355E-05	3.7752E-05	1.85406E-05	6.32804E-05	1.4795E-05	3.31271E-05	2.97672E-05	6.60548E-06	2.53888E-05	1.02883E-05	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_unclassify_f_Paludibacteraceae	0.000775361	0.000560628	0.000810995	0.000754109	0.00064118	0.001423758	0.000189304	0.000431875	0.00026079	0.000721236	0.000279583	0.000587066	0.000125879	0.000121582	0.000117417	0.000142685	0.000283098	0.000131854	0.00051418	0.001174258	0.00089577	0.000194029	0.000950828	0.000412879	no-sig
