species	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanarcanum;s_unclassify_g_Methanarcanum	359	252	252	343	250	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanomethylophilus;s_Methanomethylophilus_sp001560915	337	191	257	193	212	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp009777615	1140	717	793	596	681	770	485	1043	414	460	423	1494	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp009786295	299	237	245	136	235	202	0	0	0	0	0	0	17	23	45	17	35	61	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp023402275	219295	423074	250276	192953	133405	390238	5630	9656	7187	4422	8613	10619	14437	50112	45985	11847	21365	21411	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp031256615	1178	875	1083	889	711	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp031256955	383	618	439	312	450	571	0	0	0	0	0	0	0	0	0	0	0	0	48	14	29	15	12	60
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp031267895	6317	5195	4128	3216	4497	6468	15	31	32	30	54	30	0	0	0	0	0	0	43	31	99	23	87	69
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp031287135	5993	1697	2936	2030	2592	2632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp031290095	211	230	46	61	117	81	1328	748	343	296	369	1200	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_unclassify_g_Methanoplasma	534	133	249	179	253	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_RumEn-M2;s_RumEn-M2_sp002502965	47	82	89	68	57	149	5201	1753	541	219	841	799	21491	16280	21696	15102	44738	84112	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_SIG5;s_SIG5_sp017508065	99	28	67	18	67	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_UBA71;s_UBA71_sp015063165	3003	2941	2314	1848	1890	3288	1026	6531	2133	916	1513	2669	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_UBA71;s_UBA71_sp016296195	524	564	927	768	518	776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_UBA71;s_UBA71_sp017461225	1801	1508	876	658	918	2071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_VadinCA11;s_VadinCA11_sp002498365	61	47	58	43	30	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_VadinCA11;s_VadinCA11_sp011620825	197	395	198	131	118	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp009776695	680	232	236	327	265	387	0	0	0	0	0	0	180	80	245	106	235	420	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp009778265	186	314	362	98	137	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp009780575	174915	157851	213702	143107	181704	220306	2556	2021	451	452	606	2123	67317	44508	110968	62258	72886	212169	64	20	67	15	119	34
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp009784745	233	319	245	235	153	333	341169	228163	67941	42221	75101	174242	84	44	100	71	49	137	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp031254685	36	43	25	34	31	100	0	0	0	0	0	0	106	32	133	65	61	253	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp031285205	464	550	616	582	532	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_unclassify_g_WRKA01	681	819	1200	749	819	1083	3645	1699	429	220	616	1104	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_unclassify_f_Methanomethylophilaceae;s_unclassify_f_Methanomethylophilaceae	285	287	390	248	267	391	299	277	278	131	212	234	15348	11633	15490	11292	31247	60707	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_UBA472;g_MVRC01;s_MVRC01_sp021372315	115	86	124	43	97	112	0	0	0	0	0	0	17	8	16	30	26	17	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_UBA10834;f_UBA10834;g_COMBO-56-21;s_unclassify_g_COMBO-56-21	55	38	65	17	103	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_40CM-2-53-6;f_40CM-2-53-6;g_40CM-2-53-6;s_unclassify_g_40CM-2-53-6	84	47	104	157	151	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp003151735	1371	1110	646	3035	3594	1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp009776805	278	349	692	302	329	505	0	0	0	0	0	0	31	32	46	33	32	31	138	99	156	112	91	89
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp009779045	425	394	778	340	571	701	64	163	100	97	526	1426	142	145	516	339	148	545	264	391	311	105	259	495
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp009781395	104	45	84	76	68	60	160	544	281	282	736	2559	263	184	901	162	190	525	56	11	42	5	181	6
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp009781675	70	57	102	102	101	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp009787175	105	174	103	206	127	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp031254875	779	548	717	340	678	786	0	0	0	0	0	0	24	97	71	42	121	177	0	0	0	0	0	0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp031256395	137	40	39	35	40	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp031274765	313	210	220	163	262	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp031277345	287	271	385	150	517	313	0	0	0	0	0	0	300	117	172	150	112	53	70	44	72	32	50	115
d_Archaea;p_Thermoproteota;c_Methanomethylicia;o_Methanomethylicales;f_Methanomethylicaceae;g_Methanomethylicus;s_Methanomethylicus_mesodigestus	11	28	169	25	27	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum_limnae	193	27	71	38	27	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus_sp001543015	534	64	62	108	54	66	166	852	178	380	344	1043	202	202	561	427	241	371	1053	1151	1014	304	871	588
d_Archaea;p_Thermoproteota;c_Thermoprotei_A;o_Sulfolobales;f_Sulfolobaceae;g_Sulfodiicoccus;s_Sulfodiicoccus_sp017857195	84	43	126	68	44	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Undinarchaeota;c_Undinarchaeia;o_Undinarchaeales;f_JALTGF01;g_JALTGF01;s_JALTGF01_sp027077325	437	188	111	61	136	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_unclassify_d_Archaea;c_unclassify_d_Archaea;o_unclassify_d_Archaea;f_unclassify_d_Archaea;g_unclassify_d_Archaea;s_unclassify_d_Archaea	111	22	10	11	18	25	0	0	0	0	0	0	13	6	8	8	21	14	923	794	776	202	664	324
d_Bacteria;p_AUK180;c_AUK180;o_JAQVHJ01;f_JAQVHJ01;g_JAQVHJ01;s_JAQVHJ01_sp028696285	880	404	1039	627	684	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_Aminicenantaceae;g_SOIA01;s_SOIA01_sp004378665	200	216	280	78	135	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_Saccharicenantaceae;g_Saccharicenans;s_Saccharicenans_sp029553365	367	118	691	1345	504	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_JAMOAD01;f_JAMOAD01;g_JAMOAD01;s_JAMOAD01_sp023621955	426	94	87	48	70	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_UBA2199;f_UBA2199;g_JAGLQA01;s_JAGLQA01_sp023135565	40	22	47	33	34	80	882	1767	270	636	532	1102	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_UBA2199;f_UBA2199;g_JAKAGC01;s_JAKAGC01_sp026393835	913	88	111	151	119	117	0	0	0	0	0	0	0	0	0	0	0	0	23	116	29	25	87	12
d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_UBA2199;f_UBA2199;g_JAKAGC01;s_JAKAGC01_sp030837085	1284	621	853	932	1036	965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_UBA2199;f_UBA2199;g_UBA2199;s_unclassify_g_UBA2199	326	116	103	143	170	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Chloracidobacteriales;f_unclassify_o_Chloracidobacteriales;g_unclassify_o_Chloracidobacteriales;s_unclassify_o_Chloracidobacteriales	232	75	104	60	54	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Pyrinomonadales;f_Pyrinomonadaceae;g_JAJQRF01;s_JAJQRF01_sp021228405	220	164	189	86	97	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Pyrinomonadales;f_Pyrinomonadaceae;g_PSRF01;s_unclassify_g_PSRF01	79	78	73	117	122	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_RBC074;f_RBC074;g_JACPYM01;s_JACPYM01_sp016196035	27	86	45	59	100	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_RBC074;f_RBC074;g_JAHBSF01;s_JAHBSF01_sp019639255	220	180	102	47	40	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_HRBIN11;o_JAKEFK01;f_JAKEFK01;g_JAKEFK01;s_JAKEFK01_sp022616075	887	753	835	536	1173	854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Acanthopleuribacterales;f_Acanthopleuribacteraceae;g_Acanthopleuribacter;s_Acanthopleuribacter_sp030429565	163	175	194	89	161	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae;g_WRHW01;s_WRHW01_sp009783055	662	364	322	194	270	282	513	1122	405	1093	389	821	439	597	683	640	436	481	38	71	63	24	35	25
d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae;g_WRHW01;s_WRHW01_sp031256155	7927	3411	3344	866	1023	783	136	117	1417	108	308	137	291	220	351	469	212	276	573	211	243	261	208	354
d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae;g_WRHW01;s_WRHW01_sp031273105	1838	1070	1345	707	859	1231	33	62	34	29	188	87	1215	1448	3432	2469	1634	1753	73	28	36	19	22	208
d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae;g_WRHW01;s_WRHW01_sp031281385	1691	5987	762	687	1069	1109	3918	9644	10239	4287	1531	1177	326	235	314	301	244	499	634	377	359	477	147	1618
d_Bacteria;p_Acidobacteriota;c_JAAYUB01;o_JAAYUB01;f_JAAYUB01;g_JAGNHB01;s_JAGNHB01_sp018001935	43	20	20	34	48	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Polarisedimenticolia;o_J045;f_J045;g_JAJFTU01;s_JAJFTU01_sp021372775	514	369	214	111	151	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_20CM-2-55-15;f_20CM-2-55-15;g_20CM-2-55-15;s_20CM-2-55-15_sp003223875	112	84	146	97	290	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Acidoferrales;f_UBA7541;g_Acidoferrum;s_Acidoferrum_sp018268785	234	43	49	36	59	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Bryobacterales;f_Bryobacteraceae;g_Bog-105;s_Bog-105_sp003167495	251	66	98	54	92	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Bryobacterales;f_Bryobacteraceae;g_CADEFT01;s_CADEFT01_sp020847975	670	271	457	370	450	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Bryobacterales;f_Bryobacteraceae;g_JALYXI01;s_JALYXI01_sp025462965	167	58	82	72	197	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Bryobacterales;f_Bryobacteraceae;g_PNKE01;s_PNKE01_sp029975915	54	76	48	84	212	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Bryobacterales;f_Bryobacteraceae;g_Palsa-187;s_Palsa-187_sp025350105	62	84	27	20	39	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Bryobacterales;f_UBA6623;g_VXMF01;s_VXMF01_sp009841225	1182	1012	1192	548	1253	1029	73	85	15	156	54	46	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Terriglobales;f_Acidobacteriaceae;g_DZDJ01;s_DZDJ01_sp022736715	395	343	971	302	269	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Terriglobales;f_Acidobacteriaceae;g_JARLFX01;s_JARLFX01_sp031296355	12392	1003	929	3459	1530	2333	10722	64554	10330	24755	18219	68193	2425	4733	18033	11070	1640	8530	1325	1062	1196	1021	879	523
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Terriglobales;f_Acidobacteriaceae;g_PALSA-350;s_PALSA-350_sp003152195	132	83	121	201	314	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Terriglobales;f_Koribacteraceae;g_Bog-257;s_Bog-257_sp003165795	195	321	267	136	121	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Terriglobales;f_SbA1;g_Gp1-AA122;s_Gp1-AA122_sp003225055	238	104	324	60	81	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Terriglobales;f_SbA1;g_Sulfotelmatobacter;s_unclassify_g_Sulfotelmatobacter	83	41	49	64	47	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_UBA7540;f_UBA7540;g_SCRD01;s_SCRD01_sp021789565	79	95	178	71	109	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_Gp7-AA8;f_Gp7-AA8;g_JADGNZ01;s_JADGNZ01_sp019247495	2833	6042	2282	1190	1114	1337	2593	632	1130	985	1550	981	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_Gp7-AA8;f_Gp7-AA8;g_JAENWF01;s_JAENWF01_sp016650215	295	276	337	238	176	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_Thermoanaerobaculales;f_Sulfomarinibacteraceae;g_JAAESQ01;s_JAAESQ01_sp024229275	744	592	568	327	568	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_UBA5066;f_UBA5066;g_UBA5066;s_UBA5066_sp016714815	755	216	374	175	148	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_UBA6911;o_UBA6911;f_UBA6911;g_JAAYAM01;s_JAAYAM01_sp012719355	52	63	132	79	61	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_UBA6911;o_UBA6911;f_UBA6911;g_JAAYCX01;s_JAAYCX01_sp031254095	1772	787	1224	1005	1215	1083	159	231	125	85	1257	235	475	438	592	387	884	545	190	76	92	78	157	104
d_Bacteria;p_Acidobacteriota;c_UBA6911;o_UBA6911;f_UBA6911;g_JAAYCX01;s_JAAYCX01_sp031271905	647	403	558	1055	588	1116	36	24	261	42	351	169	189	266	199	107	140	149	426	243	267	428	195	223
d_Bacteria;p_Acidobacteriota;c_UBA6911;o_UBA6911;f_UBA6911;g_JAHFUH01;s_JAHFUH01_sp023265215	2726	1522	2343	2457	1753	3826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales;f_UBA2999;g_12-FULL-67-14b;s_12-FULL-67-14b_sp001768615	307	235	166	481	346	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales;f_UBA2999;g_JADZED01;s_JADZED01_sp020850715	299	148	325	250	355	461	79	74	14	35	46	42	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_Acidimicrobiales;f_Acidimicrobiaceae;g_Ferrimicrobium;s_Ferrimicrobium_sp027409005	27612	24368	21238	13731	15262	15519	825	2145	1358	1644	1299	4173	428	331	1107	955	725	708	1366	1578	1205	504	1112	541
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_Acidimicrobiales;f_Ilumatobacteraceae;g_UBA3006;s_UBA3006_sp023263695	93	88	109	104	94	77	0	0	0	0	0	0	66	28	28	150	239	118	376	430	370	125	378	190
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_Acidimicrobiales;f_Poriferisodaliceae;g_DRKF01;s_unclassify_g_DRKF01	1600	1108	315	416	208	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_Acidimicrobiales;f_SHLQ01;g_SHLQ01;s_SHLQ01_sp020629635	28	36	25	13	152	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_Acidimicrobiales;f_UBA8139;g_F1-20-MAGs160;s_unclassify_g_F1-20-MAGs160	214	145	311	135	176	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_Acidimicrobiales;f_UBA8592;g_UBA8592;s_UBA8592_sp002715405	3792	490	665	588	710	469	127	301	28	273	246	857	506	368	330	1489	372	430	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_IMCC26256;f_JAGPDB01;g_JAGPDB01;s_JAGPDB01_sp937872965	2671	2011	2333	1723	3487	2780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_UBA5794;f_Spongiisociaceae;g_SZUA-232;s_SZUA-232_sp937900165	526	208	262	230	5154	307	157	365	355	176	403	555	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_UBA5794;f_UBA5794;g_JAAETI01;s_JAAETI01_sp024228555	353	260	395	71	186	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Actinomyces;s_Actinomyces_ruminis	284	145	268	114	153	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Actinomyces;s_Actinomyces_sp023369555	747	545	535	428	570	631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Bowdeniella;s_unclassify_g_Bowdeniella	119	76	169	108	112	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Pauljensenia;s_Pauljensenia_odontolytica_B	70	54	107	74	82	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Pauljensenia;s_Pauljensenia_sp905370305	361	333	209	132	259	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Pauljensenia;s_Pauljensenia_sp937926415	15328	8887	24387	5150	7974	3561	119860	44825	76339	53759	99752	63972	0	0	0	0	0	0	159	305	447	75	253	195
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Pauljensenia;s_Pauljensenia_turicensis_B	959	326	667	406	594	934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Scrofimicrobium;s_Scrofimicrobium_canadense	204	65	136	61	69	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
