wild01	wild02	wild03	wild04	wild05	wild06	wild07	wild08	wild09	wild10	lab01	lab02	lab03	lab04	lab05	lab06	lab07	lab08	lab09	lab10	fam01	fam02	fam03	fam04	fam05	fam06	fam07	fam08	fam09	fam10	res01	res02	res03	res04	res05	res06	res07	res08	res09	res10	hos01	hos02	hos03	hos04	hos05	hos06	hos07	hos08	hos09	hos10
res01	146.109165971883	152.903670673548	125.848087941698	149.06083722304	150.315949267522	147.961142749132	138.035090204772	138.297014521181	152.826797455246	149.554156873901	85.8807844136753	56.6388503082407	57.392952145394	66.3561425458134	69.6038936936655	51.2295288655257	78.5894759866888	76.7515897439988	64.1944872375847	72.3873791123239	44.5332148955341	43.4603953530297	38.4613621279604	51.8765730115172	49.9801541708707	39.4796683377803	33.6827702625735	52.6885821706899	48.2554618866181	36.5953352712802	0	6.97160480526346	11.7670853304583	35.9278167378167	25.126965887277	11.5674651142244	9.18259783095278	9.80059627817369	13.8975606546904	22.9813411115336	29.9338295447643	32.0173782937417	23.0318115680481	44.3112213171228	49.7001673037332	56.7844196758005	38.3193874326917	38.3352946377963	44.5769203402693	29.1436730479208
res02	150.783686256206	157.589888289708	129.681281501583	153.880345112919	155.157987569531	152.668564616363	142.60718824849	142.671346580538	157.605063448139	154.369383536144	90.3230965929375	60.9024324331093	62.1154107863241	68.1208533441931	72.9035224463144	52.0939570877402	77.7857949283571	76.0553218604731	68.2694323604626	77.5190294789643	49.3618500613271	49.6295321815522	35.8836885252737	50.50047913317	47.4599196564818	44.3665893071625	32.8106525505913	56.8799175256839	44.9810240203122	41.0504137949417	6.97160480526346	0	8.24879328838412	29.1128216580031	26.2477474821346	14.8562085728393	11.1042759864984	4.70230230826365	16.2492589703081	29.0369555886893	29.4880079857945	30.1792713445419	18.2781592104089	38.5935903442875	48.0045099056169	55.6443666642553	33.9237896943832	33.5015638695096	46.1799357533762	33.0944464553832
res03	146.68380065981	153.299545547514	125.893970705109	149.739559798755	151.095845863553	148.496764867034	138.604325611266	138.625911022331	153.433593015066	150.349688195743	87.9906017163132	59.4297555559633	61.9010951940235	61.6086705838805	69.2482223572072	47.8025170936047	70.1783781690524	69.3784251282878	64.6775865279154	77.4848863410857	51.0855679878111	50.1169988994859	30.2952037836095	42.8440117492285	39.8521536225784	46.7468816081798	27.8051307648344	54.9910878701169	37.1190767026705	40.3799496014022	11.7670853304583	8.24879328838412	0	28.653213001693	19.3816595153325	20.8401842863459	17.9063142054448	12.3341916881651	23.8856347044208	34.4446152931631	37.253289575229	37.7621429384191	19.8024117358282	41.9735253682594	54.695178905555	62.8199972095077	32.0583738289941	35.8062570380961	53.8456340371504	40.3781906104883
res04	169.401217119125	176.494185020321	144.198638757513	173.385141516133	174.638717668075	171.561877980162	160.662466663262	159.750587756103	176.856848652151	173.625977775709	114.375924538709	85.5701973409314	88.0244149709383	83.2600903702865	94.081868003761	68.0711866904264	83.0844888107513	83.1884818374633	91.233005701762	104.021793676174	76.0352887415954	78.065733897046	43.0867458906333	56.7573461559079	49.8325568929679	71.292183458577	46.7974933133519	81.3690368354924	43.4704663349848	66.9964132746714	35.9278167378167	29.1128216580031	28.653213001693	0	44.5001326013879	41.7384860047785	35.3206562167757	27.4597399359243	39.3158190855735	56.8941804024609	41.0320284600823	37.3430408342648	19.5203792336278	20.5803277102082	48.5821463781039	57.594752206182	23.1718836940277	20.9884948829932	59.6766007359058	55.4512916246274
res05	130.7684844277	136.736448915945	113.15428714841	133.24524714638	134.78892826039	132.253687336071	123.291202101023	123.726325725416	136.97056820988	134.263404641405	74.9754362138332	49.7319782239034	54.4989491682591	43.4602978318594	55.2734051319698	37.9642920597727	55.3643510683884	56.3478306212484	49.5961655208521	69.2121882250931	48.9775247241784	43.4909144613903	27.7751769919933	30.1319490552486	30.9688783766131	46.5019996810697	22.9511080579829	44.5870116116015	30.5976141264022	34.1783849833335	25.126965887277	26.2477474821346	19.3816595153325	44.5001326013879	0	32.8226152112306	32.9161237734202	30.871772478405	38.6847811448602	41.3799319174949	54.3871338556899	56.017464407057	36.3875601386097	60.3024165626853	72.3268565421815	80.357565482731	43.038680716642	52.3171555713919	68.6502374473554	52.2365644005194
res06	152.287485585958	158.739036965032	134.087581507006	154.63927382772	155.94990539019	153.921663099758	144.635713977455	145.360315277224	158.518036635325	155.361286024838	82.9042930976353	52.75383420157	52.0244552054131	70.0031763071401	68.1481769896007	50.1915628552816	83.2828153557197	79.1037228551772	63.8043668873628	66.9146058527892	37.1012083587082	40.2510344908797	40.6686794507221	57.1874102444633	55.4741802704106	31.5217475316931	34.9869327819765	49.6109933679336	55.3272624681321	32.8028835353556	11.5674651142244	14.8562085728393	20.8401842863459	41.7384860047785	32.8226152112306	0	15.2653032239972	15.4608009272877	14.4934913845386	17.5728660571965	29.1942747187722	31.1259623209121	31.5980280376504	47.9159326063788	50.63998556013	56.2230360986184	48.2300191423825	45.1074702340371	42.5507509512181	25.6560060984348
res07	149.418964317851	156.690220731734	127.191786061905	152.868078607583	153.966877885305	151.524468632114	140.938881996476	140.884807637706	156.564837099992	153.019888290434	93.5728579255058	64.3749250820501	64.3034768258855	74.9672794928214	78.2072486670535	60.3335864649782	86.9671719975029	85.6382466858333	72.3515590881303	78.7654284182135	50.3032949977079	48.9460490573891	46.577587147628	60.0400928379581	57.6423100502411	44.7900876268408	42.5187773413644	60.6443010980594	54.8499106010408	44.2624832004862	9.18259783095278	11.1042759864984	17.9063142054448	35.3206562167757	32.9161237734202	15.2653032239972	0	9.86508801994608	6.9134325266608	23.0749747667059	21.6942406176228	24.4988940965461	19.7063176857487	39.5508018373273	40.9911527571586	48.1086071404362	36.0031983946899	32.9884239512077	36.3159324348688	23.3199178585736
res08	154.441727796538	161.401170145539	132.632956555931	157.6858246124	158.914438661345	156.406643771584	146.130816480578	146.092221747183	161.394713005328	158.069693582338	94.1715033710195	64.4901885626251	65.2432804814425	72.7823227006242	77.0764079723192	55.9996354650005	81.9944336848471	80.1147984426605	72.5539993190956	80.5558122896239	51.6932250017309	52.6743230276657	39.2006308621039	54.6016111924864	51.1357910560087	46.4266407412438	36.6292125940196	60.6413268831731	48.2948927065756	44.5122419913692	9.80059627817369	4.70230230826365	12.3341916881651	27.4597399359243	30.871772478405	15.4608009272877	9.86508801994608	0	14.0621437671856	29.5065819161262	25.3603371091997	25.6374338876017	16.4672939347823	34.8109803556715	43.6333563037356	51.2522840212398	33.2864690945781	30.4829073121109	42.740892430547	31.1967457941959
res09	152.998439665562	160.283577789531	131.199855331568	156.321209256168	157.383083555161	155.08909970241	144.588440961333	144.676439293065	160.053607324698	156.453771341708	94.6656384615374	65.2145799651125	64.1360838092101	79.6508592530486	80.4985999309588	63.3348712391659	92.4699566819681	90.2686964488599	74.7959956640896	78.1773999917522	48.9593600324212	48.8881266937401	50.9141319845516	65.6492122115068	63.3182028827763	43.1216156533192	46.4578762383084	61.916118698251	60.9967827573029	45.2034950995207	13.8975606546904	16.2492589703081	23.8856347044208	39.3158190855735	38.6847811448602	14.4934913845386	6.9134325266608	14.0621437671856	0	19.6963424268583	17.1455312342987	20.8095778627495	24.7012936001466	40.7649227689391	38.0062529889322	44.0994861403911	41.4496357534303	35.845654372381	30.7555289687968	17.2236636384687
res10	144.941089587641	151.619150101648	127.815068122481	147.220538177565	148.351909458554	146.643152507497	137.370851262677	138.389516090136	151.123669659306	147.71499021663	79.9886959034454	51.733224648216	48.7698024401808	75.095945645244	69.6455983379465	58.8681538335879	93.1282376066199	89.3406075859076	63.2532616137389	61.151772259404	33.3114257990002	32.2213454217589	55.2537664108335	68.6248249362987	68.6023176868335	27.6149376032784	47.8325099513442	49.3246648118209	68.8081751280912	33.5256291640055	22.9813411115336	29.0369555886893	34.4446152931631	56.8941804024609	41.3799319174949	17.5728660571965	23.0749747667059	29.5065819161262	19.6963424268583	0	32.6751918464796	37.3641392014417	42.7672071196618	60.1133759364067	53.4931660291074	57.2823287653621	58.5928769648285	55.3395718635455	37.9365208334446	17.2933228591786
hos01	166.5633842681	174.361126740108	142.199215318996	170.461728068551	171.350334608345	168.941421712683	157.695148850223	157.346519745246	174.096173980824	170.211431499433	110.676811107037	80.9865039100099	79.070141342901	96.2819077328701	97.0045358151329	78.5833016393754	107.270083667568	105.042698507231	91.6838627253344	92.6326212761789	62.6935095098361	64.3261889324004	63.7511283091719	79.9295982965344	76.3864142818212	56.6023974805781	60.8247222713976	78.0452270380002	72.9286024510844	61.2047919695236	29.9338295447643	29.4880079857945	37.253289575229	41.0320284600823	54.3871338556899	29.1942747187722	21.6942406176228	25.3603371091997	17.1455312342987	32.6751918464796	0	6.65100654833578	29.0807133409948	33.5865817793957	21.7584935607991	27.2261163714467	44.2880350811494	31.9089646645623	19.1558210207047	20.2395211051314
hos02	171.650576571193	179.375030361103	147.047450079478	175.538198229793	176.47533050757	174.001842020463	162.778617520268	162.36750346441	179.172723173303	175.357299510384	113.691421026512	83.619401592102	81.9846677125024	97.9974436570206	99.1978625338228	79.1241006218761	107.356979412847	104.863990740489	94.5463915610428	95.9872450962198	65.5738637262322	68.4841839175536	62.7658816642035	79.8698087948534	75.6734553047142	59.5183571090038	60.7538610619298	80.6547231646327	72.0142780362686	63.8006997455701	32.0173782937417	30.1792713445419	37.7621429384191	37.3430408342648	56.017464407057	31.1259623209121	24.4988940965461	25.6374338876017	20.8095778627495	37.3641392014417	6.65100654833578	0	28.3889458269877	28.317648844197	20.5466686194082	26.508477654822	43.3150095656641	29.3017096166388	23.7817008893474	26.2418637977233
hos03	155.350609633695	162.937362887741	129.564074751549	159.634239212011	160.704465680685	157.721718618959	146.327845337909	145.429988116671	163.115462439284	159.541945777273	107.089568704183	78.3795716641208	79.9676188535831	79.3519436127798	88.8896307562818	67.2283159545944	85.351881725077	86.3340685629502	83.6985594643693	95.17872864209	67.3512757615973	65.9017759639558	46.6292777502219	58.1934164992816	53.6271575657175	62.2129973232498	46.4837425475272	74.0785058187582	47.7632226433427	58.7259950202643	23.0318115680481	18.2781592104089	19.8024117358282	19.5203792336278	36.3875601386097	31.5980280376504	19.7063176857487	16.4672939347823	24.7012936001466	42.7672071196618	29.0807133409948	28.3889458269877	0	26.2315346309626	39.9093289193241	49.2630688036606	17.5274158616397	16.3745757991064	46.1526752472966	40.3447157951772
hos04	181.102427740234	188.880663707315	153.516193080131	185.646794407045	186.665467556558	183.597747308362	171.844817687628	170.634855519155	189.080456873256	185.418433426085	128.057326149239	98.164440316243	98.895907564809	101.600935873066	109.599387059695	84.6867117956024	103.410067802304	102.941683171828	106.121743329666	114.368907224702	84.4574214304915	87.2268499966159	61.4072907234586	76.6854713575026	70.1105307686827	78.9356705981022	63.7355785882182	94.4133933068738	63.9117385979983	78.5472356392323	44.3112213171228	38.5935903442875	41.9735253682594	20.5803277102082	60.3024165626853	47.9159326063788	39.5508018373273	34.8109803556715	40.7649227689391	60.1133759364067	33.5865817793957	28.317648844197	26.2315346309626	0	32.5476482564193	40.9229855963675	31.2511742848022	15.5476339713716	49.6265005862985	52.7278341992145
hos05	179.672506604173	188.217120061929	151.332739155165	184.578105412629	185.221123553105	182.500227665134	170.099792116513	168.962174310027	187.999355479834	183.739273369926	132.273451977219	102.695890052532	100.7594095312	115.421532660858	118.344122008489	98.9210895745497	124.249935826226	123.276369434563	112.768343256307	114.062853717425	84.2617339694015	85.3241875480257	81.3257128992943	96.7640848505217	92.228407280246	78.1480390848838	79.9119821117388	99.6661157403717	87.093960840448	82.8433694400401	49.7001673037332	48.0045099056169	54.695178905555	48.5821463781039	72.3268565421815	50.63998556013	40.9911527571586	43.6333563037356	38.0062529889322	53.4931660291074	21.7584935607991	20.5466686194082	39.9093289193241	32.5476482564193	0	9.91969388704544	49.1541088176074	32.7832388928451	23.722509862645	38.411365130956
hos06	185.623816406127	194.217989090438	157.63904650772	190.448090231546	191.030591701072	188.459321474819	176.108177061841	175.085930827708	193.886641519487	189.547162288783	136.791084764722	107.360409326742	104.624674716054	123.02059428932	124.049095679654	105.414695145675	132.748183621341	131.089244582322	118.538182652708	117.254544104411	87.6279596726095	89.4598720049941	88.9884096671751	105.232001571634	100.851495116005	81.504554935603	87.1579379820893	104.699008924295	96.1409962958329	87.9139223406557	56.7844196758005	55.6443666642553	62.8199972095077	57.594752206182	80.357565482731	56.2230360986184	48.1086071404362	51.2522840212398	44.0994861403911	57.2823287653621	27.2261163714467	26.508477654822	49.2630688036606	40.9229855963675	9.91969388704544	0	59.0618562390015	42.6026582906951	22.8650751186487	41.0666600639288
hos07	154.032219336342	161.944033653534	125.193679655697	159.159957989378	160.141275615334	156.681696278248	144.555830891431	142.856279742644	162.378827848789	158.74352316979	117.527610614968	90.4150346650263	93.2174788607911	83.0481092522349	98.0458662517802	76.3331312523883	85.2919696834368	89.3882244128055	92.5197102051691	108.344323815488	82.2970394223899	78.786626465791	53.8213609183141	60.0112962484434	54.9042876777424	77.574580541331	55.6164746269734	85.6714184385121	46.5568909836302	71.7297148036947	38.3193874326917	33.9237896943832	32.0583738289941	23.1718836940277	43.038680716642	48.2300191423825	36.0031983946899	33.2864690945781	41.4496357534303	58.5928769648285	44.2880350811494	43.3150095656641	17.5274158616397	31.2511742848022	49.1541088176074	59.0618562390015	0	18.2281365647119	59.5284472378303	56.0259251013334
hos08	167.219925556475	175.302995495685	138.468073066184	172.20188973285	173.114169713458	169.897817043528	157.70147379231	156.217068250566	175.532306997141	171.719321042237	123.317802285672	94.3082259158573	95.5039772634735	94.72303267507	105.050727152804	82.32269994718	98.2889701594797	99.8318373490325	100.060984345801	110.673437283172	81.9711417333899	81.2970542382143	59.8655881118551	71.6046801378509	65.9782548558837	76.5282088262919	61.1605827274299	90.135043974417	58.9010330060263	74.489942117872	38.3352946377963	33.5015638695096	35.8062570380961	20.9884948829932	52.3171555713919	45.1074702340371	32.9884239512077	30.4829073121109	35.845654372381	55.3395718635455	31.9089646645623	29.3017096166388	16.3745757991064	15.5476339713716	32.7832388928451	42.6026582906951	18.2281365647119	0	47.2155584936634	48.4796885913239
hos09	168.500817267361	176.712139237397	143.867245919727	172.618620922589	173.251886420828	171.075083468849	159.524744591206	159.194082022116	176.193180509671	171.965798364808	117.688976339413	89.4044978137152	85.8500987525901	109.183281441536	107.239587588852	92.6213648291363	123.136068120439	120.891221565217	100.859320031998	97.2995804507308	69.1376161637709	69.4074325656037	80.9454512216125	96.2748947656356	93.6119005858753	63.1559239897681	76.7675214609478	87.077044271466	90.4257191428399	70.8174454426903	44.5769203402693	46.1799357533762	53.8456340371504	59.6766007359058	68.6502374473554	42.5507509512181	36.3159324348688	42.740892430547	30.7555289687968	37.9365208334446	19.1558210207047	23.7817008893474	46.1526752472966	49.6265005862985	23.722509862645	22.8650751186487	59.5284472378303	47.2155584936634	0	20.6783043252952
hos10	154.371364570498	161.859870580642	133.402754209565	157.595156589643	158.473295646335	156.525205541687	146.053803486387	146.403341464666	161.345531228528	157.502409992781	97.1178901956402	68.9409429399795	65.6180817295209	90.2579580075597	86.8021978941823	74.0204088659545	106.320790637847	103.419938884832	80.3090285873579	77.4053229267908	49.4042604952792	48.8860953074344	65.8803409475174	80.3782860298283	78.9778737381815	43.4937123847576	60.1099531186448	66.5710636685607	77.3412923021861	50.5232264756576	29.1436730479208	33.0944464553832	40.3781906104883	55.4512916246274	52.2365644005194	25.6560060984348	23.3199178585736	31.1967457941959	17.2236636384687	17.2933228591786	20.2395211051314	26.2418637977233	40.3447157951772	52.7278341992145	38.411365130956	41.0666600639288	56.0259251013334	48.4796885913239	20.6783043252952	0
