gene	Peri_vs_Esin	Bger_vs_Esin
MetaB_M062	-3.51998257296905	-0.773337827435921
MetaB_M128	-3.51998257296905	-6.86348385263749
MetaB_M208	-3.73381434378497	-4.99229154076333
MetaB_M231	-4.19478169895347	4.04019898601962
MetaB_M194	-4.20789095238298	-4.67423491246767
MetaB_M211	-4.30849197806647	-0.187038288625727
MetaB_M232	-4.30869215173619	-4.91382233776968
MetaB_M112	-4.42471657063222	-4.66303911548597
MetaB_M135	-4.45837010611901	4.96877520051012
MetaB_M130	-4.52579107973154	-2.57795904029501
MetaB_M081	-4.52639766890664	-3.10781944190165
MetaB_M105	-4.58725530101076	-1.46829890998208
MetaB_M061	-4.6989568827385	-4.1663642609562
MetaB_M026	-4.70459550227793	-2.60286715306629
MetaB_M189	-4.80291064401688	-2.24700740308014
MetaB_M218	-4.87601029339503	-2.09078076638985
MetaB_M013	-4.9270632599595	-4.39685622768184
MetaB_M246	-4.96424755324213	-1.96687751223873
MetaB_M190	-5.30561879647025	-9.55526195791805
MetaB_M103	-5.30561879647025	-3.20905040161662
MetaB_M224	-5.3348979374772	-5.64185224359964
MetaB_M191	-5.42568132850633	-3.77129532546193
MetaB_M002	-5.4759706186824	2.25527322735677
MetaB_M164	-5.49756099637455	-3.84596507652752
MetaB_M043	-5.57500058927531	-8.64680910846811
MetaB_M089	-5.57500058927531	-3.86980062518726
MetaB_M116	-5.60517638205667	-2.44044532044516
MetaB_M052	-5.60517638205667	-8.08549244674441
MetaB_M119	-5.60517638205667	-1.29701233891137
MetaB_M012	-5.77285601165722	-7.22025585451447
MetaB_M024	-5.86303064420333	-3.32490307538669
MetaB_M162	-5.86303064420333	-6.68192531408635
MetaB_M021	-5.86303064420333	-5.64410716477117
MetaB_M200	-5.86303064420333	-2.61717140877255
MetaB_M020	-6.01689834785107	-8.64017780411607
MetaB_M117	-6.17672329284427	-8.64680910846811
MetaB_M035	-6.46689579648169	-2.33547278824384
MetaB_M085	-6.58372251015668	-6.22445242434739
MetaB_M222	-6.64577206248339	-2.6785207830699
MetaB_M104	-6.66407482905768	-0.811703689199416
MetaB_M193	-6.89862347715025	-5.88059427124865
MetaB_M075	-6.94912349332292	-6.08742351294626
MetaB_M221	-6.94912349332292	-3.60016936412472
MetaB_M188	-7.24149145810299	-6.76587291496646
MetaB_M019	-7.32058946485149	-5.53744255773384
MetaB_M184	-7.40586698604492	-6.98437843363857
MetaB_M192	-7.55849452021486	-6.83803391066598
MetaB_M005	-7.78619932968547	-6.22445242434739
MetaB_M150	-8.20904582037465	-2.4748089535494
MetaB_M140	-9.4714547079474	-6.33994226353596
MetaB_M245	-9.80081680823941	-2.98896159591603
