Sample	group
Pame_1	Pame
Pame_2	Pame
Pame_3	Pame
Pame_4	Pame
Pame_5	Pame
Pame_6	Pame
Pful_1	other
Pful_2	other
Pful_3	other
Pful_4	other
Pful_5	other
Pful_6	other
Esin_1	other
Esin_2	other
Esin_3	other
Esin_4	other
Esin_5	other
Esin_6	other
Bger_1	other
Bger_2	other
Bger_3	other
Bger_4	other
Bger_5	other
Bger_6	other
