Sample	group
Pame_1	Peri
Pame_2	Peri
Pame_3	Peri
Pame_4	Peri
Pame_5	Peri
Pame_6	Peri
Pful_1	Peri
Pful_2	Peri
Pful_3	Peri
Pful_4	Peri
Pful_5	Peri
Pful_6	Peri
Esin_1	Esin
Esin_2	Esin
Esin_3	Esin
Esin_4	Esin
Esin_5	Esin
Esin_6	Esin
Bger_1	Bger
Bger_2	Bger
Bger_3	Bger
Bger_4	Bger
Bger_5	Bger
Bger_6	Bger
