module	logFC	AveExpr	t	P.Value	adj.P.Val	B	Directionality x -log10(p.adj)	regulation	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6
MetaB_M189	-0.319389851653732	1.26056572587648e-16	-3.46287218640923	0.000538546417776039	0.00556497965035241	-0.627494836423824	-2.25453641942556	down	-0.112640656760914	0.10505541027302	0.161487582618276	0.0510196891706114	-0.0214425448429726	-0.147571036056894	0.289633234076369	0.241172991748439	0.322282414304772	0.355253399145014	0.0873900158946589	0.232949007157408	0.113836259654163	0.104604141879137	0.0288653006202487	-0.212335677289399	-0.0579315091671867	-0.104373689982955	-0.41542516239807	-0.238894180116675	-0.295952462137685	-0.0916747454477667	-0.23941011629251	-0.155897666049086
MetaB_M104	-0.339288729985971	4.21393244372699e-17	-3.67861877936033	0.000236759505819043	0.00345283736490067	0.125360997261405	-2.46182387725136	down	0.0682483856428237	0.219149678030309	0.184204221014042	0.213161779125263	0.0335732475101477	0.0606931726020777	0.079197378539654	0.32775213979732	0.229340594340078	0.146811733617162	0.370200841626597	0.216085103548511	-0.104935134244672	-0.015003057982621	-0.163324654842392	-0.18004271526886	-0.0985727811490015	-0.0597406469695705	-0.304773804863228	-0.228849205177614	-0.277916071683046	-0.179667917500892	-0.337548841129474	-0.198043444582613
MetaB_M178	-0.280079179179677	-6.32451267283211e-17	-3.0366600396093	0.00240345090181403	0.0170301663899966	-1.98108411837915	-1.76878110882517	down	0.01265081720861	-0.0411613788626002	0.0670933332117347	0.0565053283497264	0.0564323763902565	-0.132590072372314	-0.171654081132308	-0.108972777554102	-0.0190066859680856	-0.190767174828055	-0.083129419854803	-0.0469049781481183	0.416441843480192	0.354798404206602	0.272513835728968	0.220266642011556	0.325368036969599	0.272472257471686	-0.186190562000094	-0.231009772701512	-0.288633539022001	-0.189965198184887	-0.125663528106113	-0.238893706293939
MetaB_M204	-0.293528769542	4.2934406030426e-17	-3.1824824949664	0.00146837910833305	0.0125571730643654	-1.53795131560548	-1.90110812021125	down	0.280297099724601	-0.226780713089099	-0.0706230540577518	-0.154203722465038	0.22004654803724	0.267965908500458	0.159671131335317	0.111464454945575	0.170192441699932	0.112987411854737	-0.130665492906774	-0.0216087610884596	-0.0389774134375388	0.225550263335036	-0.144638765973325	-0.0936175495727217	0.414911011191979	0.238908664904833	-0.282607838158127	-0.2086071964934	-0.105892971140455	-0.195768549233421	-0.254036714399196	-0.2739661935144
MetaB_M049	-0.38343404397837	9.25185853854297e-18	-4.15724882722522	3.27039049581015e-05	0.00139433593677734	1.9579540339046	-2.85563257924232	down	0.175626540065866	0.222036451642633	0.179573241379093	0.174316955053043	0.0385759271103381	-0.0230843685007772	-0.0451951148391234	0.0554236877950965	-0.139164671948028	-0.129273465283202	0.0607395849092707	0.03208908964096	0.0812361619562215	0.23736212957559	0.050599052582685	0.125902727950443	0.362887729905946	0.265801538906611	-0.268822180546705	-0.271922998077456	-0.440798115739327	-0.266115876728284	-0.23090130230197	-0.246892724508924
MetaB_M053	-0.327608516165472	-3.54172709678598e-17	-3.55198016714115	0.000385572700400545	0.00439649449297576	-0.322063129269007	-2.35689346650036	down	-0.0723899013297508	0.0813872791361673	-0.0367477436681099	-0.00867503286337323	-0.208902404158833	-0.144859782589794	0.198073026347666	0.230027965687666	0.193139053745305	0.121900603070354	0.315101758016448	0.225788705705309	-0.122516704175054	0.187931871482648	-0.111659343638035	0.0190714161508957	0.307192482180827	0.300375073644285	-0.230773762391185	-0.231813251581734	-0.336380626215055	-0.169571902331245	-0.214191081317467	-0.291507698907936
MetaB_M103	-0.275705486122085	5.31981865966221e-17	-2.98923981018559	0.00280919740607447	0.0188292150461208	-2.12070955461186	-1.72516778451036	down	-0.0252314248794147	0.167432365962889	0.0279625567924054	0.104909172718267	-0.263351520402106	-0.206509320205226	0.251400869145729	0.299778129369327	0.242925186849111	0.240784562062342	0.299859127785363	0.321293434608958	-0.175379055059551	0.0301775121584592	-0.183253100042869	-0.108761859786046	0.0831155673607394	0.133522483111006	-0.281667147533312	-0.181159832814658	-0.31131949995577	-0.15085875162808	-0.178629227010497	-0.137040228607065
MetaB_M061	-0.309390364616248	1.82145964977565e-17	-3.35445626348253	0.000800635309081319	0.00763682910200643	-0.988643716310784	-2.11708692798926	down	-0.10245279414792	-0.140397207906712	-0.0822859867769753	-0.198025561900054	-0.0688471217657351	-0.036327681546118	0.262500927341595	0.270730299280981	0.30523303596383	0.175981609452825	0.322452291286607	0.339621196194069	-0.0527946037663358	0.162706025397951	-0.107381524603488	-0.0170807833321574	0.19873182119995	0.159892700400805	-0.26003166137665	-0.230960256113577	-0.222609044195776	-0.196971889795271	-0.258539099894774	-0.223144689397069
MetaB_M081	-0.282131484625818	-1.12576325576412e-17	-3.05891143992982	0.00223220624454486	0.0162819749602096	-1.91480896244454	-1.78829291748738	down	-0.00123459077123543	-0.132650412258841	-0.185115338100665	-0.120093501366544	0.0375122458674756	0.0811619282212205	0.294557751141024	0.353304892690482	0.314955250950569	0.233605890517078	0.138702983404745	0.262032866313361	-0.270592722707788	0.0918838523351595	-0.153113761126972	0.0180058512943538	0.193837290647546	0.112831203765212	-0.272567493135927	-0.19561274504819	-0.328474752173512	-0.145333683791199	-0.0601452577964132	-0.26745774887094
MetaB_M125	-0.292220136487668	-1.40946282423116e-18	-3.1682941011192	0.00154182893832456	0.0126124762811864	-1.58198033912006	-1.89919963748126	down	0.489045190936597	0.404984844170206	0.2821018492199	0.230862475800149	0.194140333448836	0.169960836653512	0.0847780182159339	-0.0903906585288979	0.0711986729879175	-0.0101770432013623	-0.0487602660097463	0.023821733054912	-0.140324443598517	0.00431146274350904	-0.181804531542854	-0.135921386519136	0.0163349476270492	-0.0491714212635031	-0.189996782969056	-0.253823806253106	-0.142771611430967	-0.205942166646457	-0.252086015174566	-0.270370231720353
