MetaB_module_ID	metabolome_name
MetaB_M134	CPD0001,CPD0004,CPD0006,CPD0009,CPD0020,CPD0021,CPD0023,CPD0024,CPD0040,CPD0043,CPD0053,CPD0056,CPD0059,CPD0066,CPD0068,CPD0076,CPD0091,CPD0092,CPD0099,CPD0110,CPD0114,CPD0119,CPD0133,CPD0134,CPD0142,CPD0155,CPD0156,CPD0165,CPD0176,CPD0209,CPD0217,CPD0236,CPD0256,CPD0264,CPD0269,CPD0270,CPD0272,CPD0276,CPD0284,CPD0287,CPD0293,CPD0294,CPD0326,CPD0339,CPD0341,CPD0348,CPD0351,CPD0387,CPD0392,CPD0399,CPD0420,CPD0449,CPD0452,CPD0456,CPD0477,CPD0503,CPD0523,CPD0533,CPD0538,CPD0557,CPD0596,CPD0639,CPD0645,CPD0649,CPD0670,CPD0681,CPD0682,CPD0706,CPD0708,CPD0738,CPD0768,CPD0770,CPD0772,CPD0775,CPD0777,CPD0787,CPD0823,CPD0825,CPD0829,CPD0832,CPD0834,CPD0836,CPD0837,CPD0840,CPD0844,CPD0845,CPD0847,CPD0849,CPD0854,CPD0855,CPD0861,CPD0862,CPD0864,CPD0876,CPD0877,CPD0878,CPD0879,CPD0884,CPD0885,CPD0893,CPD0915,CPD0968,CPD0972,CPD0991,CPD0993,CPD0994,CPD0999,CPD1000,CPD1002,CPD1007,CPD1008,CPD1009,CPD1011,CPD1025,CPD1027,CPD1029,CPD1031,CPD1036,CPD1038,CPD1044,CPD1052,CPD1061,CPD1087,CPD1106,CPD1127,CPD1138,CPD1139,CPD1140,CPD1143,CPD1149,CPD1151,CPD1153,CPD1154,CPD1165,CPD1166,CPD1178,CPD1188,CPD1200,CPD1201,CPD1202,CPD1203,CPD1208,CPD1213,CPD1214,CPD1220,CPD1222,CPD1226,CPD1233,CPD1235,CPD1236,CPD1243,CPD1264,CPD1272,CPD1279,CPD1281,CPD1283,CPD1294,CPD1296,CPD1297,CPD1302,CPD1303,CPD1304,CPD1325,CPD1326,CPD1333,CPD1388,CPD1391,CPD1402,CPD1412,CPD1414,CPD1419,CPD1424,CPD1426,CPD1428,CPD1429,CPD1437,CPD1440,CPD1441,CPD1447,CPD1452,CPD1485,CPD1506,CPD1508,CPD1510,CPD1511,CPD1513,CPD1517,CPD1518,CPD1519,CPD1520,CPD1521,CPD1523,CPD1524,CPD1527,CPD1528,CPD1546,CPD1553,CPD1563,CPD1564,CPD1567,CPD1568,CPD1575,CPD1576,CPD1584,CPD1586,CPD1588,CPD1590,CPD1593,CPD1597,CPD1598,CPD1600,CPD1601,CPD1605,CPD1615,CPD1621,CPD1627,CPD1628,CPD1629,CPD1630,CPD1632,CPD1633,CPD1635,CPD1636,CPD1637,CPD1641,CPD1665,CPD1666,CPD1670,CPD1676,CPD1679,CPD1681,CPD1684,CPD1704,CPD1705,CPD1707,CPD1716,CPD1727,CPD1734,CPD1738,CPD1749,CPD1757,CPD1759,CPD1770,CPD1772,CPD1778,CPD1795,CPD1801,CPD1803,CPD1808,CPD1814,CPD1819,CPD1823,CPD1826,CPD1827,CPD1831,CPD1837,CPD1847,CPD1848,CPD1857,CPD1866,CPD1876,CPD1884,CPD1887,CPD1893,CPD1894,CPD1896,CPD1899,CPD1904,CPD1915,CPD1919,CPD1926,CPD1927,CPD1930,CPD1931,CPD1934,CPD1936,CPD1954,CPD1955,CPD1961,CPD1967,CPD1970,CPD1976,CPD1980,CPD1989,CPD1995,CPD2000,CPD2004,CPD2029,CPD2030,CPD2031,CPD2034,CPD2039,CPD2060,CPD2062,CPD2077,CPD2078,CPD2096,CPD2099,CPD2105,CPD2118,CPD2128,CPD2134,CPD2148,CPD2154,CPD2161,CPD2163,CPD2168,CPD2176,CPD2177,CPD2195,CPD2196,CPD2198,CPD2200,CPD2202,CPD2207,CPD2210,CPD2214,CPD2217,CPD2227,CPD2238,CPD2243,CPD2244,CPD2245,CPD2248,CPD2249,CPD2260,CPD2273,CPD2284,CPD2296,CPD2305,CPD2314,CPD2323,CPD2325,CPD2330,CPD2348,CPD2351,CPD2360,CPD2361,CPD2367,CPD2370,CPD2372,CPD2373,CPD2392,CPD2396,CPD2399,CPD2415,CPD2424,CPD2431,CPD2436,CPD2442,CPD2443,CPD2444,CPD2446,CPD2447,CPD2451,CPD2453,CPD2456,CPD2458,CPD2462,CPD2465,CPD2468,CPD2473,CPD2475,CPD2476,CPD2485,CPD2487,CPD2488,CPD2489,CPD2498,CPD2500,CPD2503,CPD2525,CPD2530,CPD2547,CPD2550,CPD2551,CPD2552,CPD2565,CPD2578,CPD2591,CPD2593,CPD2599,CPD2602,CPD2603,CPD2623,CPD2624,CPD2625,CPD2630,CPD2631,CPD2659,CPD2668,CPD2669,CPD2670,CPD2687,CPD2690,CPD2691,CPD2692,CPD2700,CPD2712,CPD2735,CPD2736,CPD2743,CPD2746,CPD2751,CPD2770,CPD2771,CPD2776,CPD2780,CPD2784,CPD2794,CPD2805,CPD2806,CPD2815,CPD2828,CPD2833,CPD2845,CPD2847,CPD2852,CPD2856,CPD2881,CPD2886,CPD2889,CPD2913,CPD2918,CPD2923,CPD2927,CPD2932,CPD2935,CPD2937,CPD2938,CPD2939,CPD2950,CPD2951,CPD2955,CPD2965,CPD2968,CPD2978,CPD2981,CPD2996,CPD2997,CPD3000,CPD3001,CPD3004,CPD3006,CPD3014,CPD3018,CPD3020,CPD3024,CPD3032,CPD3036,CPD3039,CPD3045,CPD3047,CPD3050,CPD3052,CPD3058,CPD3061,CPD3073,CPD3091,CPD3096,CPD3103,CPD3108,CPD3109,CPD3112,CPD3113,CPD3118,CPD3124,CPD3126,CPD3131,CPD3144,CPD3145,CPD3146,CPD3152,CPD3154,CPD3155,CPD3156,CPD3158,CPD3160,CPD3166,CPD3168,CPD3172,CPD3173,CPD3175,CPD3176,CPD3178,CPD3182,CPD3183,CPD3193,CPD3194,CPD3196,CPD3200,CPD3201,CPD3217,CPD3221,CPD3232,CPD3249,CPD3254,CPD3257,CPD3262,CPD3270,CPD3271,CPD3277,CPD3278,CPD3281,CPD3284,CPD3305,CPD3309,CPD3318,CPD3320,CPD3322,CPD3334,CPD3341,CPD3346,CPD3348,CPD3349,CPD3350,CPD3352,CPD3365,CPD3386,CPD3390,CPD3401,CPD3403,CPD3410,CPD3411,CPD3427,CPD3448,CPD3463,CPD3469,CPD3470,CPD3486,CPD3489,CPD3503,CPD3523,CPD3529,CPD3531,CPD3555,CPD3556,CPD3558,CPD3563,CPD3568,CPD3570,CPD3571,CPD3572,CPD3575,CPD3576,CPD3579,CPD3580,CPD3582,CPD3583,CPD3585,CPD3592,CPD3593,CPD3594,CPD3599,CPD3600,CPD3601,CPD3602,CPD3607,CPD3609,CPD3611,CPD3612,CPD3617,CPD3618,CPD3622,CPD3623,CPD3624,CPD3625
MetaB_M135	CPD0108,CPD0253,CPD0793,CPD0800,CPD0873,CPD0905,CPD1103,CPD1267,CPD1328,CPD1420,CPD1443,CPD1509,CPD1642,CPD1660,CPD1858,CPD2294,CPD2425,CPD2472,CPD2501,CPD2666,CPD2689,CPD2793,CPD2797,CPD2835,CPD2879,CPD2998,CPD3005,CPD3015,CPD3190,CPD3326,CPD3387
MetaB_M136	CPD0460,CPD0482,CPD0495,CPD0496,CPD0633,CPD0634,CPD0674,CPD0838
MetaB_M137	CPD0123,CPD0506,CPD0693,CPD0865,CPD0917,CPD1777,CPD1820,CPD1880,CPD1898,CPD1975,CPD2546
MetaB_M138	CPD0044,CPD0405,CPD0944,CPD0963,CPD1169,CPD2526,CPD2633,CPD2759,CPD2796,CPD2894,CPD2967,CPD3151
MetaB_M139	CPD1356,CPD1875,CPD2120,CPD3260,CPD3402
MetaB_M140	CPD0560,CPD1350,CPD1448,CPD1685,CPD1928
MetaB_M141	CPD0064,CPD0225,CPD0311,CPD0312,CPD0344,CPD0375,CPD0423,CPD0453,CPD0514,CPD0669,CPD0705,CPD0709,CPD0764,CPD0801,CPD0819,CPD0860,CPD0892,CPD0948,CPD0951,CPD1086,CPD1192,CPD1238,CPD1271,CPD1305,CPD1468,CPD1475,CPD1514,CPD1574,CPD1585,CPD1589,CPD1713,CPD1717,CPD1766,CPD1782,CPD1790,CPD1890,CPD1900,CPD1971,CPD2135,CPD2178,CPD2221,CPD2246,CPD2343,CPD2413,CPD2440,CPD2609,CPD2672,CPD2804,CPD2862,CPD2865,CPD2867,CPD3117,CPD3227,CPD3235,CPD3268,CPD3330,CPD3383,CPD3396,CPD3467,CPD3536
MetaB_M142	CPD0265,CPD0324,CPD0379,CPD1459,CPD1696,CPD2750
MetaB_M143	CPD0208,CPD0745,CPD1274,CPD1324,CPD2084,CPD2560,CPD3581
MetaB_M144	CPD1444,CPD1446,CPD2272,CPD2724,CPD2752,CPD2916,CPD3397,CPD3535
MetaB_M145	CPD1126,CPD1215,CPD1845,CPD2234,CPD2643,CPD3147,CPD3292,CPD3551,CPD3578
MetaB_M146	CPD1099,CPD1132,CPD1221,CPD1708,CPD1774,CPD1849,CPD2312,CPD2988,CPD3129,CPD3598
MetaB_M147	CPD0122,CPD0137,CPD0194,CPD0233,CPD0439,CPD0512,CPD0686,CPD0918,CPD0966,CPD1145,CPD2252,CPD2381,CPD2720,CPD3485
MetaB_M148	CPD0720,CPD1098,CPD1181,CPD1470,CPD2479,CPD2697,CPD2703,CPD2704,CPD2837,CPD2840,CPD2908,CPD2917
MetaB_M149	CPD0166,CPD0697,CPD0698,CPD1175,CPD3513
MetaB_M150	CPD0154,CPD0316,CPD0355,CPD0513,CPD0562,CPD0570,CPD0580,CPD0620,CPD0713,CPD0805,CPD0998,CPD1045,CPD1322,CPD1357,CPD1700,CPD1750,CPD1828,CPD1982,CPD2190,CPD2220,CPD2534,CPD2544,CPD2843,CPD3516,CPD3561
MetaB_M151	CPD0047,CPD0374,CPD2119,CPD2143,CPD2857
MetaB_M152	CPD0761,CPD1026,CPD1263,CPD1384,CPD1771,CPD2795,CPD3086,CPD3114,CPD3283,CPD3537,CPD3566
MetaB_M153	CPD0203,CPD0430,CPD0652,CPD0721,CPD0802,CPD2131
MetaB_M154	CPD0782,CPD1135,CPD2181,CPD2486,CPD2628,CPD2775
MetaB_M155	CPD0072,CPD0118,CPD0318,CPD1142,CPD2013,CPD2089,CPD3143,CPD3471
MetaB_M156	CPD0055,CPD0897,CPD1189,CPD1299,CPD1313,CPD2026,CPD2912,CPD2926,CPD3382,CPD3465
MetaB_M157	CPD0226,CPD0851,CPD1186,CPD1855,CPD1862,CPD1891,CPD2353,CPD2478,CPD2773,CPD3210,CPD3590
MetaB_M158	CPD0045,CPD0222,CPD0655,CPD1177,CPD1606,CPD1869,CPD2417,CPD2490,CPD2569,CPD2758,CPD2832,CPD3353
MetaB_M159	CPD0214,CPD0408,CPD0663,CPD0702,CPD0758,CPD0791,CPD0898,CPD0911,CPD0953,CPD1102,CPD1228,CPD1435,CPD1477,CPD1693,CPD1748,CPD1788,CPD1940,CPD1992,CPD2124,CPD2377,CPD2410,CPD2545,CPD2654,CPD2694,CPD3595,CPD3616
MetaB_M160	CPD0041,CPD0116,CPD0867,CPD2577,CPD2611,CPD2682,CPD2887,CPD3395,CPD3460
MetaB_M161	CPD0183,CPD0952,CPD1769,CPD1842,CPD2213,CPD2369,CPD2506,CPD3311
MetaB_M162	CPD0033,CPD1020,CPD1129,CPD2142,CPD2581,CPD2992,CPD3081
MetaB_M163	CPD0073,CPD0185,CPD0478,CPD1818,CPD2355
MetaB_M164	CPD0289,CPD0925,CPD1259,CPD2269,CPD3243
MetaB_M165	CPD0227,CPD0230,CPD0260,CPD2568,CPD2941,CPD3094
MetaB_M166	CPD0229,CPD0285,CPD0807,CPD1037,CPD1268,CPD1442,CPD1640,CPD1799,CPD2107,CPD2261,CPD2382,CPD2626,CPD2931,CPD2980,CPD3034,CPD3337,CPD3389,CPD3457
MetaB_M167	CPD0058,CPD0923,CPD1289,CPD1897,CPD2310,CPD3087,CPD3229
MetaB_M168	CPD0014,CPD0067,CPD0215,CPD0500,CPD0530,CPD0550,CPD3295,CPD3321
MetaB_M169	CPD0070,CPD0922,CPD2157,CPD2259,CPD2405,CPD2782,CPD2946,CPD2983,CPD3252
MetaB_M170	CPD0146,CPD0160,CPD0170,CPD0212,CPD0259,CPD0320,CPD0357,CPD0383,CPD0441,CPD1671,CPD3343,CPD3437
MetaB_M171	CPD0030,CPD0037,CPD0329,CPD0542,CPD0662,CPD1117,CPD2066,CPD2357,CPD2515,CPD2639,CPD2661,CPD2936,CPD3017,CPD3447
MetaB_M172	CPD0096,CPD1425,CPD2335,CPD2903,CPD3132
MetaB_M173	CPD0143,CPD0397,CPD0617,CPD1469,CPD3517
MetaB_M174	CPD1266,CPD2282,CPD2809,CPD3069,CPD3373
MetaB_M175	CPD0393,CPD0494,CPD1634,CPD2976,CPD3408
MetaB_M176	CPD0583,CPD1422,CPD2398,CPD2607,CPD2650,CPD2676
MetaB_M177	CPD0410,CPD1047,CPD2265,CPD2586,CPD2925,CPD2945,CPD3025,CPD3340
MetaB_M178	CPD0054,CPD0240,CPD0378,CPD1069,CPD1257,CPD1946,CPD1950,CPD2113,CPD3514,CPD3604
MetaB_M179	CPD0140,CPD0188,CPD0946,CPD1010,CPD1128,CPD1664,CPD2516,CPD2749,CPD3125,CPD3253,CPD3477
MetaB_M180	CPD0083,CPD0090,CPD0163,CPD0395,CPD0424,CPD0425,CPD0752,CPD0753,CPD0754,CPD0779,CPD0813,CPD1689,CPD2063,CPD2637,CPD2942
MetaB_M181	CPD1095,CPD1278,CPD2147,CPD2197,CPD3428
MetaB_M182	CPD0094,CPD0231,CPD0442,CPD0886,CPD1050
MetaB_M183	CPD0128,CPD0129,CPD0158,CPD0319,CPD0389,CPD0960,CPD1150,CPD1569,CPD2116,CPD3453
MetaB_M184	CPD0172,CPD0202,CPD0924,CPD1251,CPD1873,CPD3107
MetaB_M185	CPD0992,CPD1223,CPD2053,CPD2549,CPD2801,CPD3065,CPD3122
MetaB_M186	CPD0141,CPD0465,CPD2071,CPD2098,CPD2189,CPD3159,CPD3264,CPD3606
MetaB_M187	CPD0153,CPD0611,CPD1591,CPD2037,CPD2192,CPD2699,CPD2914,CPD2922,CPD3565
MetaB_M188	CPD0595,CPD0740,CPD0965,CPD1261,CPD1397,CPD1496,CPD1609,CPD1624,CPD1722,CPD1745,CPD2711,CPD2875
MetaB_M189	CPD0400,CPD0415,CPD0529,CPD0615,CPD0949,CPD1100,CPD1120,CPD1122,CPD1137,CPD1542,CPD1583,CPD1645,CPD2374,CPD2511
MetaB_M190	CPD0241,CPD0242,CPD0243,CPD0625,CPD0687,CPD0939,CPD1255,CPD1378,CPD1687,CPD1956,CPD2073,CPD2080,CPD2218,CPD2538,CPD3538
MetaB_M191	CPD0445,CPD0519,CPD1204,CPD1401,CPD1532,CPD1539,CPD1998,CPD2433,CPD2469,CPD2629,CPD3240,CPD3409,CPD3491
MetaB_M192	CPD0313,CPD0372,CPD0688,CPD1093,CPD1116,CPD1119,CPD1456,CPD1821,CPD2141,CPD2973,CPD3137
MetaB_M193	CPD0048,CPD0088,CPD0157,CPD1032,CPD1064,CPD1360,CPD1962,CPD2618,CPD2708,CPD3329
MetaB_M194	CPD0179,CPD0198,CPD0199,CPD0223,CPD0258,CPD0428,CPD0654,CPD0679,CPD0716,CPD0831,CPD0930,CPD1536,CPD1702,CPD1796,CPD1883,CPD2003,CPD2007,CPD2185,CPD2356,CPD2358,CPD2380,CPD2632,CPD2634,CPD2814,CPD2921,CPD3016
MetaB_M195	CPD0244,CPD0300,CPD0418,CPD0618,CPD0765,CPD1352,CPD2635,CPD2657
MetaB_M196	CPD0308,CPD1694,CPD3444,CPD3445,CPD3495
MetaB_M197	CPD0046,CPD0710,CPD0723,CPD0841,CPD1458,CPD1959,CPD3370
MetaB_M198	CPD0985,CPD1864,CPD2561,CPD2861,CPD3026
MetaB_M199	CPD0135,CPD0192,CPD0762,CPD1841,CPD2895,CPD2952
MetaB_M200	CPD0712,CPD0907,CPD2186,CPD2419,CPD2512,CPD3393
MetaB_M201	CPD0404,CPD0426,CPD0727,CPD2285,CPD2347,CPD2971,CPD2982,CPD3425
MetaB_M202	CPD0007,CPD1434,CPD1822,CPD2808,CPD3357
MetaB_M203	CPD0178,CPD0626,CPD0973,CPD1021,CPD1526,CPD2228,CPD2349,CPD3385
MetaB_M204	CPD0304,CPD0373,CPD0381,CPD0434,CPD1504,CPD1552,CPD1746,CPD2057,CPD2145,CPD2172
MetaB_M205	CPD1187,CPD1595,CPD2987,CPD3276,CPD3544
MetaB_M206	CPD0117,CPD0245,CPD0261,CPD0305,CPD0350,CPD0443,CPD0676,CPD0874,CPD0935,CPD1012,CPD1432,CPD1460,CPD1544,CPD1549,CPD1714,CPD2097,CPD2281,CPD2319,CPD2883,CPD2907,CPD2995,CPD3009,CPD3136,CPD3140,CPD3296,CPD3351,CPD3473,CPD3577
MetaB_M207	CPD0224,CPD0728,CPD0937,CPD1196,CPD1375,CPD1433,CPD1712,CPD2595,CPD2779,CPD3323,CPD3508
MetaB_M208	CPD0328,CPD0385,CPD0467,CPD0522,CPD0556,CPD0614,CPD0739,CPD0822,CPD0853,CPD0870,CPD0902,CPD0942,CPD0980,CPD1042,CPD1085,CPD1198,CPD1199,CPD1211,CPD1234,CPD1241,CPD1249,CPD1276,CPD1362,CPD1365,CPD1405,CPD1561,CPD1565,CPD1613,CPD1644,CPD1730,CPD1754,CPD1760,CPD1762,CPD1764,CPD1783,CPD1791,CPD1882,CPD2040,CPD2065,CPD2166,CPD2183,CPD2270,CPD2350,CPD2423,CPD2427,CPD2627,CPD2890,CPD2986,CPD3019,CPD3336,CPD3367,CPD3374,CPD3431,CPD3475,CPD3507,CPD3512,CPD3543,CPD3554,CPD3557
MetaB_M209	CPD0307,CPD0672,CPD1461,CPD2563,CPD2909
MetaB_M210	CPD0028,CPD0365,CPD1284,CPD1938,CPD2106
MetaB_M211	CPD0273,CPD0637,CPD1159,CPD1608,CPD2146,CPD2340
MetaB_M212	CPD0031,CPD0979,CPD1210,CPD1330,CPD1505,CPD2362,CPD2522
MetaB_M213	CPD1792,CPD1817,CPD2095,CPD2174,CPD2400,CPD2647,CPD3089,CPD3521
MetaB_M214	CPD0144,CPD0145,CPD0799,CPD1480,CPD1854,CPD1968,CPD1997,CPD3135,CPD3501
MetaB_M215	CPD0528,CPD0747,CPD1290,CPD1744,CPD2125,CPD2219,CPD2274,CPD2518,CPD2615,CPD2816,CPD2830,CPD2915,CPD3097,CPD3218,CPD3266,CPD3466,CPD3478
MetaB_M216	CPD0186,CPD0664,CPD1083,CPD1171,CPD1334,CPD1751,CPD1775,CPD2529,CPD2587,CPD2722,CPD3261,CPD3526
MetaB_M217	CPD0290,CPD0291,CPD0335,CPD0402,CPD0416,CPD0450,CPD0472,CPD1379,CPD1933,CPD1949,CPD2255,CPD2662,CPD2734,CPD3509
MetaB_M218	CPD0204,CPD0323,CPD0396,CPD0565,CPD0585,CPD0704,CPD0776,CPD0795,CPD1077,CPD2467,CPD2678,CPD3165,CPD3238,CPD3436
MetaB_M219	CPD0689,CPD0714,CPD1265,CPD1879,CPD2019,CPD2055,CPD2085,CPD2979,CPD3042,CPD3310,CPD3588,CPD3632
MetaB_M220	CPD0711,CPD1872,CPD2139,CPD2155,CPD2293,CPD2445,CPD2930
MetaB_M221	CPD0673,CPD1404,CPD1596,CPD2014,CPD2389,CPD2948
MetaB_M222	CPD0527,CPD1315,CPD1492,CPD3289,CPD3533
MetaB_M223	CPD0120,CPD0421,CPD2268,CPD3220,CPD3484
MetaB_M224	CPD0102,CPD0193,CPD0871,CPD1804,CPD1984
MetaB_M225	CPD0104,CPD0105,CPD0943,CPD0971,CPD1339
MetaB_M226	CPD1398,CPD1667,CPD1885,CPD2302,CPD2928,CPD2960
MetaB_M227	CPD0945,CPD2679,CPD2721,CPD2984,CPD3287,CPD3398,CPD3449
MetaB_M228	CPD0109,CPD0983,CPD1218,CPD1381,CPD2149,CPD2594,CPD2944,CPD3308
MetaB_M229	CPD0275,CPD1534,CPD2175,CPD2755,CPD2764,CPD3051,CPD3130,CPD3626
MetaB_M230	CPD0010,CPD0069,CPD0268,CPD0535,CPD0717,CPD0986,CPD1662,CPD1914,CPD2709,CPD3559
MetaB_M231	CPD0077,CPD0769,CPD1354,CPD1418,CPD1619,CPD1743,CPD1903,CPD1942,CPD2338,CPD2371,CPD2554,CPD2859,CPD3174,CPD3515,CPD3597
MetaB_M232	CPD0100,CPD0138,CPD1753,CPD1916,CPD2101,CPD2223,CPD2412,CPD2769,CPD2991,CPD3138,CPD3142,CPD3204,CPD3239
MetaB_M233	CPD0359,CPD0571,CPD0592,CPD0606,CPD0632,CPD0646,CPD1710,CPD1912,CPD2388,CPD3077,CPD3095
MetaB_M234	CPD0098,CPD0177,CPD0195,CPD0216,CPD0321,CPD1076,CPD1240,CPD1747,CPD2902,CPD3354
MetaB_M235	CPD0286,CPD0342,CPD0382,CPD0671,CPD1611,CPD1688,CPD1741,CPD3213
MetaB_M236	CPD0187,CPD0345,CPD0569,CPD0685,CPD1231,CPD2719,CPD3007,CPD3303
MetaB_M237	CPD0027,CPD0278,CPD0380,CPD0644,CPD0774,CPD2016,CPD2225
MetaB_M238	CPD0115,CPD0330,CPD1486,CPD1824,CPD3404
MetaB_M239	CPD0061,CPD0429,CPD0502,CPD1836,CPD2994,CPD3417
MetaB_M240	CPD0463,CPD0736,CPD1063,CPD1901,CPD2049
MetaB_M241	CPD1314,CPD1988,CPD2651,CPD2683,CPD2839
MetaB_M242	CPD1859,CPD2553,CPD2803,CPD3464,CPD3539
MetaB_M243	CPD1742,CPD1929,CPD1990,CPD2292,CPD2671,CPD3157,CPD3258
MetaB_M244	CPD0018,CPD0050,CPD0283,CPD0839,CPD2315,CPD2772,CPD3037,CPD3068
MetaB_M245	CPD0147,CPD0248,CPD0251,CPD0263,CPD0361,CPD0366,CPD0401,CPD0413,CPD0470,CPD0471,CPD0473,CPD0492,CPD0510,CPD0532,CPD0572,CPD0607,CPD0657,CPD0699,CPD0719,CPD0733,CPD0780,CPD0826,CPD0899,CPD1039,CPD1101,CPD1111,CPD1147,CPD1179,CPD1184,CPD1258,CPD1275,CPD1301,CPD1335,CPD1367,CPD1421,CPD1481,CPD1488,CPD1545,CPD1614,CPD1678,CPD1715,CPD1833,CPD1870,CPD1925,CPD1947,CPD2092,CPD2206,CPD2309,CPD2461,CPD2519,CPD2564,CPD2575,CPD2658,CPD2744,CPD2810,CPD2882,CPD2954,CPD2957,CPD3162,CPD3195,CPD3241,CPD3317,CPD3331,CPD3462,CPD3542
MetaB_M246	CPD0628,CPD0661,CPD1156,CPD1347,CPD1957,CPD2050,CPD2205,CPD2318,CPD3169
MetaB_M247	CPD0665,CPD1005,CPD1767,CPD2018,CPD2088,CPD2429,CPD2614,CPD2696,CPD2858,CPD2911,CPD3059,CPD3400
MetaB_M248	CPD0398,CPD0436,CPD0610,CPD0912,CPD1205,CPD1493,CPD1659,CPD1680,CPD1739,CPD1918,CPD2191,CPD2601,CPD2787,CPD3192
