pathway	cpd
ko00332	C00010
ko00332	C00025
ko00332	C00083
ko00332	C00097
ko00332	C00148
ko00332	C00831
ko00332	C01134
ko00332	C01165
ko00332	C03287
ko00332	C03912
ko00332	C06664
ko00332	C06669
ko00332	C11755
ko00332	C17366
ko00332	C17367
ko00332	C17368
ko00332	C17369
ko00332	C17373
ko00332	C17374
ko00332	C17377
ko00332	C17399
ko00332	C20813
ko00332	C20814
ko00332	C20815
ko00332	C20816
ko00332	C20817
ko00332	C20818
ko00332	C20819
ko00332	C20820
ko00332	C20821
ko00332	C20822
ko00332	C20823
ko00333	C00083
ko00333	C00148
ko00333	C02679
ko00333	C05223
ko00333	C12023
ko00333	C12470
ko00333	C12483
ko00333	C21138
ko00333	C21139
ko00333	C21565
ko00333	C21567
ko00333	C21568
ko00333	C21569
ko00333	C21570
ko00333	C21571
ko00333	C21572
ko00333	C21573
ko00333	C21574
ko00340	C00025
ko00340	C00026
ko00340	C00049
ko00340	C00119
ko00340	C00135
ko00340	C00386
ko00340	C00388
ko00340	C00439
ko00340	C00785
ko00340	C00860
ko00340	C01044
ko00340	C01045
ko00340	C01100
ko00340	C01152
ko00340	C01262
ko00340	C01267
ko00340	C01929
ko00340	C02739
ko00340	C02741
ko00340	C02835
ko00340	C03277
ko00340	C03409
ko00340	C03680
ko00340	C04437
ko00340	C04666
ko00340	C04677
ko00340	C04896
ko00340	C04916
ko00340	C05127
ko00340	C05130
ko00340	C05131
ko00340	C05133
ko00340	C05135
ko00340	C05565
ko00340	C05568
ko00340	C05570
ko00340	C05571
ko00340	C05572
ko00340	C05575
ko00340	C05827
ko00340	C05828
ko00340	C05829
ko00340	C16673
ko00340	C16674
ko00340	C20522
ko00340	C20994
ko00340	C20995
ko00350	C00022
ko00350	C00042
ko00350	C00082
ko00350	C00122
ko00350	C00146
ko00350	C00164
ko00350	C00232
ko00350	C00355
ko00350	C00483
ko00350	C00530
ko00350	C00544
ko00350	C00547
ko00350	C00628
ko00350	C00642
ko00350	C00788
ko00350	C00811
ko00350	C00822
ko00350	C01036
ko00350	C01060
ko00350	C01061
ko00350	C01161
ko00350	C01179
ko00350	C01384
ko00350	C01693
ko00350	C01829
ko00350	C01850
ko00350	C02167
ko00350	C02442
ko00350	C02465
ko00350	C02514
ko00350	C02515
ko00350	C03063
ko00350	C03077
ko00350	C03758
ko00350	C03765
ko00350	C03964
ko00350	C04043
ko00350	C04045
ko00350	C04052
ko00350	C04185
ko00350	C04186
ko00350	C04368
ko00350	C04642
ko00350	C04796
ko00350	C04797
ko00350	C05338
ko00350	C05350
ko00350	C05576
ko00350	C05577
ko00350	C05578
ko00350	C05579
ko00350	C05580
ko00350	C05581
ko00350	C05582
ko00350	C05583
ko00350	C05584
ko00350	C05585
ko00350	C05587
ko00350	C05588
ko00350	C05589
ko00350	C05593
ko00350	C05594
ko00350	C05595
ko00350	C05596
ko00350	C05600
ko00350	C05604
ko00350	C06044
ko00350	C06046
ko00350	C06047
ko00350	C06048
ko00350	C06199
ko00350	C06201
ko00350	C10447
ko00350	C17935
ko00350	C17936
ko00350	C17937
ko00350	C17938
ko00350	C22038
ko00360	C00022
ko00360	C00024
ko00360	C00042
ko00360	C00079
ko00360	C00082
ko00360	C00084
ko00360	C00091
ko00360	C00122
ko00360	C00166
ko00360	C00423
ko00360	C00512
ko00360	C00582
ko00360	C00596
ko00360	C00601
ko00360	C00642
ko00360	C01198
ko00360	C01772
ko00360	C02137
ko00360	C02232
ko00360	C02265
ko00360	C02505
ko00360	C02763
ko00360	C03519
ko00360	C03589
ko00360	C04044
ko00360	C04148
ko00360	C04479
ko00360	C05332
ko00360	C05593
ko00360	C05598
ko00360	C05607
ko00360	C05629
ko00360	C05852
ko00360	C05853
ko00360	C06207
ko00360	C07086
ko00360	C11457
ko00360	C11588
ko00360	C12621
ko00360	C12622
ko00360	C12623
ko00360	C12624
ko00360	C14144
ko00360	C14145
ko00360	C15524
ko00360	C19945
ko00360	C19946
ko00360	C19975
ko00360	C20062
ko00361	C00011
ko00361	C00042
ko00361	C00090
ko00361	C00146
ko00361	C00160
ko00361	C00530
ko00361	C00682
ko00361	C01407
ko00361	C02124
ko00361	C02222
ko00361	C02375
ko00361	C02575
ko00361	C02625
ko00361	C02814
ko00361	C02933
ko00361	C03434
ko00361	C03572
ko00361	C03585
ko00361	C03664
ko00361	C03918
ko00361	C04091
ko00361	C04431
ko00361	C04522
ko00361	C04706
ko00361	C04729
ko00361	C05618
ko00361	C06328
ko00361	C06329
ko00361	C06594
ko00361	C06596
ko00361	C06597
ko00361	C06598
ko00361	C06599
ko00361	C06600
ko00361	C06601
ko00361	C06602
ko00361	C06603
ko00361	C06755
ko00361	C06988
ko00361	C06989
ko00361	C06990
ko00361	C07075
ko00361	C07088
ko00361	C07089
ko00361	C07090
ko00361	C07091
ko00361	C07092
ko00361	C07093
ko00361	C07094
ko00361	C07095
ko00361	C07096
ko00361	C07097
ko00361	C07098
ko00361	C07099
ko00361	C07100
ko00361	C07101
ko00361	C07102
ko00361	C07103
ko00361	C11352
ko00361	C12831
ko00361	C12832
ko00361	C12833
ko00361	C12834
ko00361	C12835
ko00361	C12836
ko00361	C12837
ko00361	C12838
ko00361	C14419
ko00361	C14450
ko00361	C16181
ko00361	C16182
ko00361	C16266
ko00361	C18236
ko00361	C18238
ko00361	C18240
ko00361	C18241
ko00361	C18242
ko00361	C18243
ko00361	C18244
ko00361	C18933
ko00361	C21103
ko00361	C21104
ko00361	C21105
ko00362	C00022
ko00362	C00024
ko00362	C00036
ko00362	C00084
ko00362	C00090
ko00362	C00091
ko00362	C00146
ko00362	C00156
ko00362	C00180
ko00362	C00196
ko00362	C00230
ko00362	C00332
ko00362	C00512
ko00362	C00527
ko00362	C00530
ko00362	C00587
ko00362	C00596
ko00362	C00628
ko00362	C00682
ko00362	C00846
ko00362	C00877
ko00362	C01063
ko00362	C01144
ko00362	C01163
ko00362	C01278
ko00362	C01407
ko00362	C01751
ko00362	C02222
ko00362	C02232
ko00362	C02411
ko00362	C02480
ko00362	C02501
ko00362	C02519
ko00362	C02814
ko00362	C02949
ko00362	C03453
ko00362	C03586
ko00362	C03589
ko00362	C03671
ko00362	C03676
ko00362	C03767
ko00362	C04091
ko00362	C04115
ko00362	C04324
ko00362	C04404
ko00362	C04434
ko00362	C04480
ko00362	C04484
ko00362	C04553
ko00362	C05375
ko00362	C06033
ko00362	C06035
ko00362	C06321
ko00362	C06322
ko00362	C06333
ko00362	C06336
ko00362	C06714
ko00362	C06715
ko00362	C06723
ko00362	C06749
ko00362	C09809
ko00362	C09810
ko00362	C09811
ko00362	C09812
ko00362	C09813
ko00362	C09821
ko00362	C09822
ko00362	C09823
ko00362	C14144
ko00362	C14610
ko00362	C19682
ko00362	C19683
ko00362	C19684
ko00362	C21298
ko00362	C22885
ko00362	C22887
ko00362	C22920
ko00363	C00156
ko00363	C00530
ko00363	C00633
ko00363	C10700
ko00363	C13620
ko00363	C13621
ko00363	C13622
ko00363	C13623
ko00363	C13624
ko00363	C13625
ko00363	C13626
ko00363	C13628
ko00363	C13629
ko00363	C13631
ko00363	C13632
ko00363	C13633
ko00363	C13634
ko00363	C13635
ko00363	C13636
ko00363	C13637
ko00363	C13638
ko00363	C14220
ko00363	C14298
ko00363	C18215
ko00363	C18216
ko00364	C00090
ko00364	C02222
ko00364	C02357
ko00364	C02359
ko00364	C02364
ko00364	C02370
ko00364	C02371
ko00364	C02802
ko00364	C02949
ko00364	C03925
ko00364	C04178
ko00364	C06387
ko00364	C06670
ko00364	C06671
ko00364	C11272
ko00364	C16246
ko00364	C16247
ko00364	C16248
ko00364	C16249
ko00364	C16472
ko00364	C16473
ko00364	C16474
ko00364	C16475
ko00364	C16476
ko00364	C16477
ko00364	C16478
ko00364	C16479
ko00364	C16480
ko00364	C16481
ko00364	C16482
ko00364	C16483
ko00364	C16484
ko00365	C00026
ko00365	C00845
ko00365	C01546
ko00365	C03724
ko00365	C11101
ko00365	C14279
ko00365	C20441
ko00365	C20443
ko00365	C20447
ko00365	C20450
ko00380	C00024
ko00380	C00078
ko00380	C00108
ko00380	C00322
ko00380	C00328
ko00380	C00331
ko00380	C00332
ko00380	C00398
ko00380	C00463
ko00380	C00527
ko00380	C00632
ko00380	C00637
ko00380	C00643
ko00380	C00780
ko00380	C00877
ko00380	C00954
ko00380	C00955
ko00380	C00978
ko00380	C01111
ko00380	C01144
ko00380	C01249
ko00380	C01252
ko00380	C01598
ko00380	C01717
ko00380	C01987
ko00380	C02161
ko00380	C02172
ko00380	C02220
ko00380	C02298
ko00380	C02470
ko00380	C02693
ko00380	C02700
ko00380	C02775
ko00380	C02937
ko00380	C02938
ko00380	C03227
ko00380	C03230
ko00380	C03453
ko00380	C03574
ko00380	C03722
ko00380	C03824
ko00380	C04409
ko00380	C05634
ko00380	C05635
ko00380	C05636
ko00380	C05637
ko00380	C05638
ko00380	C05639
ko00380	C05640
ko00380	C05641
ko00380	C05642
ko00380	C05643
ko00380	C05644
ko00380	C05645
ko00380	C05646
ko00380	C05647
ko00380	C05648
ko00380	C05651
ko00380	C05652
ko00380	C05653
ko00380	C05654
ko00380	C05655
ko00380	C05656
ko00380	C05658
ko00380	C05659
ko00380	C05660
ko00380	C05663
ko00380	C05830
ko00380	C05831
ko00380	C05832
ko00380	C05834
ko00380	C05835
ko00380	C05837
ko00380	C06212
ko00380	C06213
ko00380	C08313
ko00380	C10164
ko00380	C16516
ko00380	C16517
ko00380	C16518
ko00380	C17203
ko00380	C22006
ko00380	C22202
ko00400	C00074
ko00400	C00078
ko00400	C00079
ko00400	C00082
ko00400	C00108
ko00400	C00119
ko00400	C00166
ko00400	C00230
ko00400	C00251
ko00400	C00254
ko00400	C00279
ko00400	C00296
ko00400	C00354
ko00400	C00441
ko00400	C00463
ko00400	C00493
ko00400	C00587
ko00400	C00826
ko00400	C00944
ko00400	C01094
ko00400	C01179
ko00400	C01269
ko00400	C01302
ko00400	C02637
ko00400	C03175
ko00400	C03506
ko00400	C04302
ko00400	C04691
ko00400	C16848
ko00400	C16850
ko00400	C17235
ko00400	C20327
ko00400	C20653
ko00400	C20654
ko00400	C20710
ko00401	C00082
ko00401	C00148
ko00401	C00254
ko00401	C01179
ko00401	C05073
ko00401	C05080
ko00401	C12032
ko00401	C12456
ko00401	C12457
ko00401	C12458
ko00401	C12459
ko00401	C12460
ko00401	C12461
ko00401	C12462
ko00401	C12463
ko00401	C12467
ko00401	C12468
ko00401	C12469
ko00401	C12470
ko00401	C12471
ko00401	C12472
ko00401	C12473
ko00401	C12474
ko00401	C12475
ko00401	C12476
ko00401	C12477
ko00401	C12479
ko00401	C12480
ko00401	C12481
ko00401	C12483
ko00401	C20629
ko00401	C20637
ko00402	C00463
ko00402	C03506
ko00402	C04831
ko00402	C11130
ko00402	C12312
ko00402	C15769
ko00402	C15770
ko00402	C15772
ko00402	C18062
ko00403	C00353
ko00403	C03506
ko00403	C13782
ko00403	C20525
ko00403	C20526
ko00403	C20527
ko00403	C20528
ko00403	C20529
ko00403	C20530
ko00403	C20531
ko00403	C20532
ko00403	C20534
ko00403	C20535
ko00403	C20536
ko00403	C20542
ko00403	C20543
ko00403	C20545
ko00403	C20546
ko00403	C20548
ko00403	C20550
ko00403	C20551
ko00403	C20552
ko00403	C20553
ko00403	C20554
ko00403	C20555
ko00403	C20561
ko00403	C20586
ko00403	C20587
ko00403	C20593
ko00403	C20594
ko00403	C20595
ko00403	C20596
ko00403	C20601
ko00404	C00078
ko00404	C00135
ko00404	C00148
ko00404	C02079
ko00404	C07349
ko00404	C12318
ko00404	C12491
ko00404	C18092
ko00404	C19687
ko00404	C19688
ko00404	C19698
ko00404	C19699
ko00404	C19700
ko00404	C19701
ko00404	C20045
ko00404	C20512
ko00404	C20513
ko00404	C20563
ko00404	C20564
ko00404	C20604
ko00404	C20605
ko00404	C20607
ko00404	C20630
ko00404	C21109
ko00404	C21110
ko00404	C21124
ko00404	C21125
ko00404	C21126
ko00404	C21127
ko00404	C21128
ko00404	C21131
ko00404	C21132
ko00404	C21133
ko00404	C21134
ko00404	C21135
ko00404	C21136
ko00404	C21137
ko00404	C22162
ko00404	C22163
ko00404	C22164
ko00404	C22165
ko00404	C22166
ko00404	C22167
ko00404	C22168
ko00404	C22169
ko00404	C22170
ko00404	C22171
ko00404	C22172
ko00405	C00108
ko00405	C00251
ko00405	C01748
ko00405	C01944
ko00405	C02247
ko00405	C11848
ko00405	C12119
ko00405	C18054
ko00405	C19830
ko00405	C19831
ko00405	C20643
ko00405	C20981
ko00405	C20982
ko00405	C21295
ko00405	C21408
ko00405	C21409
ko00405	C21410
ko00405	C21411
ko00405	C21412
ko00405	C21413
ko00405	C21442
ko00405	C21452
ko00405	C21453
ko00405	C21473
ko00405	C21474
ko00405	C21475
ko00405	C21476
ko00405	C21477
ko00405	C21488
ko00405	C21489
ko00405	C21490
ko00410	C00024
ko00410	C00049
ko00410	C00083
ko00410	C00099
ko00410	C00100
ko00410	C00106
ko00410	C00135
ko00410	C00222
ko00410	C00315
ko00410	C00334
ko00410	C00383
ko00410	C00386
ko00410	C00429
ko00410	C00555
ko00410	C00750
ko00410	C00804
ko00410	C00864
ko00410	C00894
ko00410	C00986
ko00410	C01013
ko00410	C01073
ko00410	C01262
ko00410	C02335
ko00410	C02642
ko00410	C03492
ko00410	C03722
ko00410	C05340
ko00410	C05341
ko00410	C05665
ko00410	C05668
ko00410	C05669
ko00410	C05670
ko00430	C00022
ko00430	C00024
ko00430	C00025
ko00430	C00026
ko00430	C00033
ko00430	C00041
ko00430	C00084
ko00430	C00094
ko00430	C00097
ko00430	C00227
ko00430	C00245
ko00430	C00506
ko00430	C00519
ko00430	C00593
ko00430	C00606
ko00430	C01678
ko00430	C01959
ko00430	C03149
ko00430	C05122
ko00430	C05123
ko00430	C05844
ko00430	C06735
ko00430	C14179
ko00430	C19685
ko00440	C00022
ko00440	C00033
ko00440	C00037
ko00440	C00058
ko00440	C00074
ko00440	C00084
ko00440	C00117
ko00440	C01151
ko00440	C01438
ko00440	C02798
ko00440	C03167
ko00440	C03557
ko00440	C04650
ko00440	C05672
ko00440	C05673
ko00440	C05674
ko00440	C05675
ko00440	C05676
ko00440	C05677
ko00440	C05678
ko00440	C05679
ko00440	C05680
ko00440	C05681
ko00440	C05682
ko00440	C05683
ko00440	C06367
ko00440	C06368
ko00440	C06451
ko00440	C06455
ko00440	C06456
ko00440	C06457
ko00440	C06459
ko00440	C17940
ko00440	C17941
ko00440	C17942
ko00440	C17943
ko00440	C17944
ko00440	C17945
ko00440	C17947
ko00440	C17948
ko00440	C17949
ko00440	C17950
ko00440	C17951
ko00440	C17952
ko00440	C17960
ko00440	C17961
ko00440	C17962
ko00440	C20396
ko00440	C20422
ko00440	C20423
ko00440	C20440
ko00440	C20986
ko00440	C21372
ko00440	C21403
ko00440	C21404
ko00440	C21613
ko00440	C22696
ko00450	C00017
ko00450	C00041
ko00450	C01528
ko00450	C02535
ko00450	C05172
ko00450	C05335
ko00450	C05336
ko00450	C05684
ko00450	C05686
ko00450	C05688
ko00450	C05689
ko00450	C05690
ko00450	C05695
ko00450	C05697
ko00450	C05698
ko00450	C05699
ko00450	C05703
ko00450	C06481
ko00450	C06482
ko00450	C16638
ko00450	C18870
ko00450	C18871
ko00450	C18872
ko00450	C18893
ko00450	C18902
ko00450	C18904
ko00450	C18905
ko00460	C00014
ko00460	C00037
ko00460	C00049
ko00460	C00065
ko00460	C00079
ko00460	C00082
ko00460	C00097
ko00460	C00152
ko00460	C00183
ko00460	C00302
ko00460	C00407
ko00460	C00488
ko00460	C00561
ko00460	C00844
ko00460	C01326
ko00460	C01401
ko00460	C01594
ko00460	C02512
ko00460	C02659
ko00460	C03004
ko00460	C03219
ko00460	C03742
ko00460	C04350
ko00460	C05143
ko00460	C05670
ko00460	C05711
ko00460	C05714
ko00460	C05715
ko00460	C06114
ko00460	C08325
ko00460	C08334
ko00460	C15503
ko00460	C16074
ko00460	C16075
ko00460	C18796
ko00460	C19491
ko00460	C19712
ko00460	C19714
ko00460	C19715
ko00460	C20310
ko00460	C20311
ko00460	C20312
ko00460	C20313
ko00460	C20314
ko00460	C20315
ko00470	C00022
ko00470	C00025
ko00470	C00026
ko00470	C00036
ko00470	C00037
ko00470	C00041
ko00470	C00047
ko00470	C00049
ko00470	C00062
ko00470	C00064
ko00470	C00065
ko00470	C00073
ko00470	C00077
ko00470	C00079
ko00470	C00084
ko00470	C00097
ko00470	C00133
ko00470	C00134
ko00470	C00135
ko00470	C00148
ko00470	C00166
ko00470	C00188
ko00470	C00217
ko00470	C00402
ko00470	C00431
ko00470	C00433
ko00470	C00515
ko00470	C00624
ko00470	C00666
ko00470	C00680
ko00470	C00692
ko00470	C00739
ko00470	C00740
ko00470	C00763
ko00470	C00792
ko00470	C00793
ko00470	C00819
ko00470	C00820
ko00470	C00855
ko00470	C00993
ko00470	C01110
ko00470	C01157
ko00470	C01180
ko00470	C01667
ko00470	C01672
ko00470	C01726
ko00470	C02237
ko00470	C02265
ko00470	C02855
ko00470	C03239
ko00470	C03341
ko00470	C03440
ko00470	C03564
ko00470	C03771
ko00470	C03933
ko00470	C03943
ko00470	C04260
ko00470	C04282
ko00470	C04457
ko00470	C05161
ko00470	C05620
ko00470	C05825
ko00470	C05939
ko00470	C05941
ko00470	C05942
ko00470	C06419
ko00470	C22024
ko00470	C22025
ko00470	C22611
ko00480	C00005
ko00480	C00006
ko00480	C00024
ko00480	C00025
ko00480	C00037
ko00480	C00051
ko00480	C00072
ko00480	C00077
ko00480	C00097
ko00480	C00127
ko00480	C00134
ko00480	C00151
ko00480	C00315
ko00480	C00669
ko00480	C00750
ko00480	C01322
ko00480	C01419
ko00480	C01672
ko00480	C01879
ko00480	C02090
ko00480	C02320
ko00480	C03170
ko00480	C03646
ko00480	C03740
ko00480	C05422
ko00480	C05726
ko00480	C05727
ko00480	C05729
ko00480	C05730
ko00480	C16562
ko00480	C16563
ko00480	C16564
ko00480	C16565
ko00480	C16566
ko00480	C16567
ko00480	C16568
ko00480	C16663
ko00480	C16664
ko00500	C00029
ko00500	C00031
ko00500	C00085
ko00500	C00089
ko00500	C00092
ko00500	C00095
ko00500	C00103
ko00500	C00185
ko00500	C00208
ko00500	C00252
ko00500	C00369
ko00500	C00372
ko00500	C00394
ko00500	C00498
ko00500	C00501
ko00500	C00663
ko00500	C00689
ko00500	C00718
ko00500	C00721
ko00500	C00760
ko00500	C00963
ko00500	C00965
ko00500	C00973
ko00500	C01083
ko00500	C01231
ko00500	C01725
ko00500	C01898
ko00500	C01935
ko00500	C02591
ko00500	C02995
ko00500	C03323
ko00500	C04534
ko00500	C05731
ko00500	C06215
ko00500	C06400
ko00500	C16688
ko00500	C20237
ko00510	C00096
ko00510	C00110
ko00510	C00381
ko00510	C00621
ko00510	C01246
ko00510	C03021
ko00510	C03862
ko00510	C06081
ko00510	C22974
ko00510	C22975
ko00512	C02189
ko00515	C00063
ko00515	C00789
ko00515	C01068
ko00515	C02189
ko00520	C00029
ko00520	C00031
ko00520	C00043
ko00520	C00052
ko00520	C00085
ko00520	C00095
ko00520	C00096
ko00520	C00103
ko00520	C00140
ko00520	C00159
ko00520	C00167
ko00520	C00181
ko00520	C00190
ko00520	C00191
ko00520	C00203
ko00520	C00216
ko00520	C00259
ko00520	C00267
ko00520	C00275
ko00520	C00325
ko00520	C00329
ko00520	C00333
ko00520	C00352
ko00520	C00357
ko00520	C00394
ko00520	C00446
ko00520	C00461
ko00520	C00498
ko00520	C00501
ko00520	C00617
ko00520	C00636
ko00520	C00645
ko00520	C00668
ko00520	C00714
ko00520	C00734
ko00520	C00842
ko00520	C00935
ko00520	C00976
ko00520	C00984
ko00520	C01019
ko00520	C01050
ko00520	C01132
ko00520	C01170
ko00520	C01623
ko00520	C01674
ko00520	C02262
ko00520	C02280
ko00520	C02352
ko00520	C02474
ko00520	C02713
ko00520	C02985
ko00520	C03733
ko00520	C03737
ko00520	C03906
ko00520	C04037
ko00520	C04257
ko00520	C04501
ko00520	C04631
ko00520	C05385
ko00520	C06023
ko00520	C06156
ko00520	C06376
ko00520	C06377
ko00520	C11521
ko00520	C15925
ko00520	C16183
ko00520	C16698
ko00520	C17269
ko00520	C18060
ko00520	C18094
ko00520	C19769
ko00520	C21027
ko00520	C22029
ko00521	C00031
ko00521	C00092
ko00521	C00103
ko00521	C00137
ko00521	C00413
ko00521	C00688
ko00521	C00691
ko00521	C00842
ko00521	C01121
ko00521	C01138
ko00521	C01214
ko00521	C01221
ko00521	C01283
ko00521	C01294
ko00521	C01298
ko00521	C03319
ko00521	C03442
ko00521	C04006
ko00521	C04280
ko00521	C04673
ko00521	C04767
ko00521	C06592
ko00521	C11351
ko00521	C11907
ko00522	C00083
ko00522	C00100
ko00522	C00630
ko00522	C00683
ko00522	C00744
ko00522	C01033
ko00522	C01457
ko00522	C01912
ko00522	C01946
ko00522	C02400
ko00522	C02557
ko00522	C03240
ko00522	C06616
ko00522	C06630
ko00522	C06633
ko00522	C06634
ko00522	C06635
ko00522	C06653
ko00522	C11911
ko00522	C11912
ko00522	C11916
ko00522	C11920
ko00522	C11921
ko00522	C11933
ko00522	C11953
ko00522	C11954
ko00522	C11955
ko00522	C11956
ko00522	C11957
ko00522	C11958
ko00522	C11959
ko00522	C11960
ko00522	C11961
ko00522	C11962
ko00522	C11963
ko00522	C11964
ko00522	C11965
ko00522	C11966
ko00522	C11967
ko00522	C11968
ko00522	C11969
ko00522	C11970
ko00522	C11971
ko00522	C11972
ko00522	C11973
ko00522	C11974
ko00522	C11975
ko00522	C11976
ko00522	C11977
ko00522	C11978
ko00522	C11979
ko00522	C11980
ko00522	C11981
ko00522	C11982
ko00522	C11983
ko00522	C11984
ko00522	C11985
ko00522	C11986
ko00522	C11987
ko00522	C11988
ko00522	C11989
ko00522	C11990
ko00522	C11991
ko00522	C11992
ko00522	C11993
ko00522	C11994
ko00522	C11995
ko00522	C11996
ko00522	C11997
ko00522	C11998
ko00522	C11999
ko00522	C12000
ko00522	C12001
ko00522	C12002
ko00522	C12003
ko00522	C15680
ko00522	C15681
ko00522	C15682
ko00522	C15683
ko00522	C15684
ko00522	C15685
ko00522	C18846
ko00522	C18847
ko00522	C20739
ko00522	C20740
ko00522	C20741
ko00522	C20760
ko00523	C00103
ko00523	C00688
ko00523	C00842
ko00523	C03187
ko00523	C03319
ko00523	C04268
ko00523	C06017
ko00523	C06620
ko00523	C07277
ko00523	C11447
ko00523	C11460
ko00523	C11461
ko00523	C11907
ko00523	C11908
ko00523	C11909
ko00523	C11910
ko00523	C11911
ko00523	C11912
ko00523	C11915
ko00523	C11916
ko00523	C11918
ko00523	C11919
ko00523	C11920
ko00523	C11921
ko00523	C11922
ko00523	C11925
ko00523	C11926
ko00523	C11927
ko00523	C11928
ko00523	C11933
ko00523	C12318
ko00523	C12481
ko00523	C18029
ko00523	C18030
ko00523	C18031
ko00523	C18032
ko00523	C18033
ko00523	C18034
ko00523	C18035
ko00523	C19947
ko00523	C19948
ko00523	C19960
ko00523	C20156
ko00523	C20682
ko00523	C21071
ko00523	C21073
ko00523	C21074
ko00523	C21348
ko00523	C21349
ko00523	C21350
ko00523	C21351
ko00523	C21352
ko00523	C21353
ko00523	C21354
ko00523	C21355
ko00523	C21356
ko00523	C21362
ko00523	C21363
ko00524	C00025
ko00524	C00029
ko00524	C00031
ko00524	C00043
ko00524	C00092
ko00524	C00229
ko00524	C00397
ko00524	C00825
ko00524	C00832
ko00524	C00908
ko00524	C01441
ko00524	C01555
ko00524	C01737
ko00524	C01743
ko00524	C01759
ko00524	C01822
ko00524	C01823
ko00524	C01917
ko00524	C02033
ko00524	C02627
ko00524	C07656
ko00524	C12210
ko00524	C12211
ko00524	C15652
ko00524	C17209
ko00524	C17580
ko00524	C17581
ko00524	C17582
ko00524	C17583
ko00524	C17584
ko00524	C17585
ko00524	C17586
ko00524	C17587
ko00524	C17588
ko00524	C17589
ko00524	C17701
ko00524	C17702
ko00524	C17703
ko00524	C17704
ko00524	C17705
ko00524	C17706
ko00524	C17707
ko00524	C17712
ko00524	C17997
ko00524	C18000
ko00524	C18001
ko00524	C18002
ko00524	C18003
ko00524	C18004
ko00524	C18005
ko00524	C18006
ko00524	C18007
ko00524	C18008
ko00524	C18009
ko00524	C20350
ko00524	C20351
ko00524	C20353
ko00524	C20509
ko00524	C20614
ko00524	C20699
ko00524	C21176
ko00524	C21251
ko00524	C21252
ko00524	C21253
ko00524	C21254
ko00524	C21255
ko00524	C21256
ko00524	C21257
ko00524	C21258
ko00524	C21259
ko00524	C21260
ko00524	C21261
ko00524	C21262
ko00524	C21263
ko00524	C21264
ko00524	C21265
ko00524	C21266
ko00524	C21267
ko00524	C21268
ko00524	C21269
ko00524	C21270
ko00525	C00103
ko00525	C00842
ko00525	C04268
ko00525	C06802
ko00525	C11907
ko00525	C12112
ko00525	C17691
ko00525	C17692
ko00525	C17693
ko00525	C17694
ko00525	C17695
ko00525	C17696
ko00525	C17697
ko00525	C17698
ko00525	C17699
ko00525	C17700
ko00525	C20956
ko00525	C21156
ko00525	C21204
ko00525	C21205
ko00525	C21206
ko00525	C21207
ko00525	C21208
ko00525	C21209
ko00525	C21210
ko00525	C21211
ko00525	C21216
ko00525	C21218
ko00525	C21219
ko00525	C21247
ko00525	C21248
ko00525	C21249
ko00525	C21293
ko00525	C21367
ko00525	C21368
ko00525	C21415
ko00531	C00426
ko00531	C00573
ko00531	C00634
ko00531	C00925
ko00532	C00053
ko00532	C00054
ko00532	C00401
ko00532	C01490
ko00532	C02189
ko00534	C00033
ko00534	C00053
ko00534	C00054
ko00534	C02189
ko00540	C00043
ko00540	C00229
ko00540	C01187
ko00540	C04088
ko00540	C04121
ko00540	C04652
ko00540	C04738
ko00540	C04824
ko00540	C04919
ko00540	C04932
ko00540	C05223
