pathway	logFC	AveExpr	t	P.Value	adj.P.Val	B	Directionality x -log10(p.adj)	regulation	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6
ko00603	-0.141977970107387	0.0488992672063553	-2.8562397145165	0.00862637767589762	0.0378693638348335	-2.9383557772381	-1.42171199050479	down	-0.00881745089368801	-0.0194293158457943	-0.110289617380014	-0.0782699977058466	-0.131548033482725	0.00284915306295841	0.0198287961888154	0.0685549857698834	0.0149450720331656	-0.0263032188583575	0.000584016107386349	-0.00658885450093549	-0.00221018237231643	-0.0280224407470393	0.00403632081765568	-0.0288163898530117	0.0153465313846736	-0.0055247025958757	0.247763815130084	0.222943602731461	0.270403127176665	0.240567582994046	0.253599960322879	0.257979653468458
ko00514	-0.166069040847404	0.0869588326984251	-6.14367622623321	2.23307170821917e-06	0.000128826088260784	4.94289116775474	-3.88999618014065	down	-0.0466389379188078	-0.0184161121521768	-0.0374849806408263	-0.0527976656363382	-0.0241235248077452	-0.0460964664668711	0.0363561497670436	0.0296414581870626	0.0413671788186349	0.0584212087345409	0.0560085492639519	0.0314637489086712	0.142447372079687	0.160250764217443	0.142412241282973	0.149729371872539	0.158052618573443	0.13925614078177	0.236892977154235	0.18880382732449	0.183530486792834	0.182749463609244	0.175974568626252	0.199211546390152
ko00500	-0.0732559053437384	0.121873767806164	-4.41283774748249	0.00017902735217363	0.00228259874021378	0.723114567099175	-2.64157042676081	down	0.0851497903361507	0.0511000909609081	0.0919846770356492	0.0897540337647108	0.0394097771902093	0.0441926635025323	0.111981878062711	0.0690284827447859	0.123569818127142	0.107159507808226	0.108949326180879	0.125930272224199	0.1951898077545	0.190298261047963	0.188107922514211	0.172072633626791	0.18099554109461	0.168530151062684	0.091797560883699	0.150623657054648	0.128470297061599	0.175815952007121	0.128307327998875	0.106550997303128
ko00511	-0.143754878290401	0.0252198738176862	-4.72339909264761	8.07578626701477e-05	0.00137288366539251	1.48741773168508	-2.86236626219416	down	-0.0727805883393844	-0.0185937607185788	-0.158135840328076	-0.0377819050635368	-0.132669600302994	-0.0756160146481179	0.0603248015421267	0.0601160069390856	0.0273803938972185	-0.0468194437302554	0.0222418515204622	0.0528513793653062	0.130263001239252	0.131905529543202	0.135149929154967	0.159072894347403	0.168315388794144	0.169889051117775	0.013790146179782	-0.0435295072951493	0.0245371848904719	0.0286887106120102	0.00567083695718703	0.00100652595016893
ko00330	-0.0700664543462343	0.227390892798798	-3.95837874739735	0.000571346641793817	0.00485644645524745	-0.386398433053935	-2.31368139521579	down	0.166627923631574	0.182024953356877	0.19486283078046	0.164245442188688	0.166189459949984	0.175095702327153	0.22873037909896	0.211740952188685	0.214653959481994	0.197305202250037	0.244937925807935	0.215730277507491	0.260545933776709	0.195281432999252	0.207235164399038	0.2134815110703	0.214305884424925	0.226591090779163	0.260086684822236	0.327051458548101	0.303652515980322	0.312891477164564	0.308387280005058	0.265725984631655
ko04330	-0.0697131501356419	0.0522365444319335	-4.55340942524438	0.000124864983076297	0.00173675840097031	1.06879048135326	-2.76026059169862	down	0.00712288441361746	0.00646191615094743	-0.0220530070529599	0.0138824997988893	-0.00297338588469741	-0.00273081644458451	0.0269592516565911	0.00730091342051976	0.00417591949437909	0.0432917581288572	0.0411441557742184	0.0319037006875335	0.102011850538658	0.103031023711865	0.137534512818507	0.0946187094187254	0.0925690934604127	0.0947537291613384	0.0891059838884592	0.0718886972086806	0.0648027844131983	0.0793678232721347	0.0771954718382447	0.0923115964928678
ko00062	-0.0732049391874685	0.23565199784312	-5.05416141858865	3.46425319332645e-05	0.000757186769398495	2.30172837692558	-3.12079698322835	down	0.211190955801275	0.161411908241713	0.183047601777635	0.166925788774788	0.153074452934649	0.208839053185051	0.265926501818875	0.281425003712285	0.293873551505541	0.260762269059975	0.239228667707626	0.29327678394769	0.260846299912475	0.196986315976874	0.238977664367538	0.279860599271038	0.241833764795857	0.244318468055948	0.195832254210201	0.231987829901922	0.294254322730157	0.217458720339838	0.296219745364615	0.238089424841311
ko00600	-0.0728118187087101	0.147739206799582	-3.31995762903581	0.0028264322803311	0.0172977655556264	-1.89978297587021	-1.76200999337613	down	0.113479938001552	0.0910043372459538	0.080671744786034	0.107218434896677	0.0664969413050996	0.0999106603729778	0.134384571737388	0.146500131935116	0.108314226051791	0.0857353102393593	0.0957426827753069	0.154698636262857	0.1307417804705	0.141018087480883	0.154224052417441	0.143346603866051	0.150891526241911	0.13370073764131	0.215241931253413	0.238567129819721	0.240230359296958	0.246398720226495	0.239520522305784	0.227701896559379
ko00590	-0.105710828601776	0.0451342001820968	-6.06809266126007	2.69194415738442e-06	0.000128826088260784	4.76297168315378	-3.88999618014065	down	-0.0320067239224206	-0.0500217334726471	-0.0272111889417666	-0.0511177228193219	-0.0716240919072203	0.0270879334479673	0.00279561157235733	0.05237156449811	0.036814399268743	0.0366318331153913	0.00222660296743764	0.0333056979360423	0.117203998175708	0.103496154520076	0.0848168418403324	0.0531373523344282	0.115293605411142	0.0759474628451441	0.0707716725869632	0.103281562164364	0.118345897223961	0.0838624420832956	0.12112289074459	0.0766887426976473
ko00515	-0.160657602565928	-0.242714704059143	-2.85443916179827	0.00866292636744558	0.0378693638348335	-2.94225166367927	-1.42171199050479	down	-0.383740242207583	-0.388783903840239	-0.31775372728699	-0.348410331611936	-0.392984955336606	-0.347574275618182	-0.251562420953128	-0.27303302194745	-0.296454165459535	-0.263787367633159	-0.293849260109482	-0.286556925833801	-0.0493454959932146	-0.00585562974936415	-0.0241902406123055	0.0245524290214615	-0.0256794040068092	0.00468474776479253	-0.255843157472861	-0.345808862032024	-0.322772034753394	-0.358485475265283	-0.319240764619309	-0.30267841186303
