Sample	group
Pame_1	other
Pame_2	other
Pame_3	other
Pame_4	other
Pame_5	other
Pame_6	other
Pful_1	other
Pful_2	other
Pful_3	other
Pful_4	other
Pful_5	other
Pful_6	other
Esin_1	other
Esin_2	other
Esin_3	other
Esin_4	other
Esin_5	other
Esin_6	other
Bger_1	Bger
Bger_2	Bger
Bger_3	Bger
Bger_4	Bger
Bger_5	Bger
Bger_6	Bger
