pathway	logFC	AveExpr	t	P.Value	adj.P.Val	B	Directionality x -log10(p.adj)	regulation	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6
ko04820	-0.0835697179060313	0.180270185585741	-5.16640004628673	2.58855331459384e-05	9.90121642832146e-05	1.61236693849251	-4.00431144624543	down	0.180883775367173	0.198183090282256	0.171247375813263	0.17069445978677	0.180777353111455	0.175890403676283	0.174963643109664	0.185504384125813	0.17462769841954	0.166710311675188	0.194747449146942	0.163183744315367	0.271640523580379	0.20002150258954	0.210977246771057	0.257574644820819	0.280473993192937	0.26282547133604	0.119124232688381	0.121519723848014	0.111115143325406	0.124618105950397	0.135105239548733	0.0940749375763769
ko04620	-0.0439612919231846	0.0706008624537864	-5.17240091551586	2.5492425579917e-05	9.90121642832146e-05	1.62773307466439	-4.00431144624543	down	0.0888330663292078	0.0741085818951419	0.0704338933235061	0.108422363507399	0.0924729118455057	0.0685408733662138	0.090914578541178	0.0652039137633568	0.0634543180227626	0.0971712967429652	0.0639001927581191	0.0696065312099942	0.0793686086464816	0.0956524757902035	0.0941578512913093	0.0853012478778464	0.0818484031145747	0.0792502297967202	0.0359870361178065	0.0277955757571439	0.0260082479816941	0.0772952916568392	0.0531267211241321	0.00556648843077194
ko00260	-0.0552250614090184	0.32304665918318	-4.62285227334703	0.000104094794856137	0.000361965991204295	0.21965217014734	-3.44133223202524	down	0.318226836729013	0.323912434895925	0.358178244195754	0.332204729984054	0.319235143934514	0.335324056707934	0.354233567890315	0.306906710773237	0.343790123417787	0.290470250275354	0.342906139394787	0.343749585771913	0.363448053329487	0.345145227908456	0.328182135878384	0.342267066778905	0.364417069931146	0.350755263840853	0.208658992685894	0.311703819596839	0.310321820604929	0.291037739046285	0.278565466483075	0.289479340341474
ko04214	-0.0923392948032463	0.140120709807847	-7.22075795144406	1.65330542589876e-07	1.20455109601196e-06	6.72625495666087	-5.91917477287994	down	0.170854562369497	0.172110484153098	0.157103079837588	0.169686266265761	0.174618427458703	0.148496686616189	0.1344513225078	0.123827156379646	0.122344406593949	0.130805013607975	0.130571789986986	0.119954361125131	0.197665423250025	0.193223715966693	0.193857067547601	0.193182359664431	0.210302062654797	0.194645417169977	0.0769228381489874	0.0707587294074528	0.0656061460175334	0.0853535491241995	0.0644943247056244	0.0620618448286742
ko00280	-0.0929276104022382	0.29962646772589	-6.46592548634852	1.00500548725779e-06	6.68547128480179e-06	4.89262379076826	-5.17486797222033	down	0.341254104218765	0.343263207840576	0.354677439913863	0.355992560453818	0.297294835352765	0.367038276723978	0.330887931494623	0.357352176162011	0.325037827654888	0.329499228756163	0.30335403075619	0.322920108228105	0.305995703779127	0.258581296981584	0.309575998233107	0.293286069734996	0.313060971522276	0.302378898069261	0.18384232063404	0.233518067413473	0.232114233556617	0.260224465523687	0.282936037287333	0.186949435130119
ko04144	-0.0359551343720167	0.172734825003616	-5.14351287611786	2.74417592791182e-05	0.000102404613895246	1.55375317268072	-3.98968047554667	down	0.184912857133998	0.183035984815437	0.171834170628762	0.198604705158669	0.179551635781414	0.16648484275661	0.180699843613335	0.16304397909415	0.175799726116813	0.197535394485874	0.157980357785122	0.187848839417778	0.183517637823642	0.19275417315716	0.19180655150034	0.18419658710695	0.183616785942112	0.187800882420995	0.144780201922834	0.156659506781438	0.122110861882454	0.168278319979627	0.149921888503648	0.132860066277619
ko04137	-0.0632828315513517	0.343109412793531	-5.58908634573601	8.85685539326826e-06	3.87171107191441e-05	2.69154494994602	-4.41209705956486	down	0.378636142974581	0.384025659428043	0.371939282492911	0.387614419187017	0.393547874352768	0.38803470558168	0.368962825649348	0.357804972098642	0.365449589283278	0.377291822358154	0.357939236647225	0.366676065144878	0.321174889987889	0.341757630424215	0.349905106061906	0.321234043715241	0.309750261638237	0.318997645238626	0.29324759615564	0.2905357034701	0.285912901105935	0.307540902241005	0.290599399492367	0.306047232315056
ko00410	-0.0743738925467701	0.296282495506983	-5.71339425855436	6.47698680997942e-06	3.09680931852141e-05	3.00721455242031	-4.50908553486388	down	0.306152663728744	0.31662699536535	0.302082163376878	0.325327572819656	0.262306877018234	0.323175492670071	0.349628057062831	0.310513971785825	0.309645672233905	0.315811713783455	0.269006084652319	0.344031257752058	0.331332338545358	0.289649515378798	0.358639459539327	0.334674513206308	0.317090583587001	0.302072503080041	0.197175192753776	0.268487290801743	0.240511091131659	0.284774684200944	0.247905800866424	0.204158396826886
ko04136	-0.0399026645146511	0.182396933577843	-3.66227434338163	0.00120466768434204	0.00341322510563579	-2.20016559838968	-2.46683506861804	down	0.190644281448305	0.190345189820311	0.180133328323506	0.191376278476658	0.172701334681112	0.155536777678291	0.169479221757593	0.148757757002559	0.17961829681377	0.215376274500593	0.176204535343803	0.19065022708522	0.215974098263031	0.233848148246792	0.222781095003543	0.205345375764719	0.208699891269416	0.215234683237884	0.160593716959517	0.148595404404858	0.119097862747987	0.171186647072005	0.149020702465832	0.16632527750093
ko04013	-0.0879342958898022	0.111174706106727	-8.58975888661591	7.55272212901143e-09	1.05051498703523e-07	9.87217559165021	-6.97859774740818	down	0.116419735213484	0.116742509306619	0.0981675547582985	0.127803822936808	0.120041582938073	0.112073238560689	0.132183244803335	0.10617566242986	0.113255141392039	0.137751865766	0.12335920265105	0.124890783152354	0.155654086012921	0.164745096616448	0.163490172775355	0.176856707438715	0.150292165609977	0.156946469063171	0.0470906826607053	0.0354651357821317	0.031994735983414	0.063397441922306	0.0547968453070077	0.0385990634806877
