gene	wild01	wild02	wild03	wild04	wild05	wild06	wild07	wild08	wild09	wild10	lab01	lab02	lab03	lab04	lab05	lab06	lab07	lab08	lab09	lab10	fam01	fam02	fam03	fam04	fam05	fam06	fam07	fam08	fam09	fam10	res01	res02	res03	res04	res05	res06	res07	res08	res09	res10	hos01	hos02	hos03	hos04	hos05	hos06	hos07	hos08	hos09	hos10
Pame_04377.t1	2.72210749206567	2.31812880867563	2.45194958266086	1.96308195356384	2.48150819982757	2.61263558365923	2.45282734365405	1.84178396659218	2.02117765372312	2.39786866184842	1.07249687050343	2.05558092317395	2.09877661630985	1.85409142458072	1.44391955506786	1.93690360596984	2.05541780384273	1.39129480795202	1.34169547168873	1.48832476221457	1.64492223598679	2.01475519260884	1.99371783213268	2.28075444114255	1.68927231944824	2.13357338916482	2.05060617369079	2.07320670044749	2.09687577876973	1.66562925904191	2.14418018806341	2.08748320856597	2.00668221261522	2.09691624820902	2.76797889155459	2.17794648639749	2.10460168874475	2.57010828562849	2.49188387349559	2.25687479324169	2.57391737405018	2.27170653801042	2.22372835651343	2.78198701831296	2.26590491585527	2.57592220033868	2.22358009475242	2.45179137073024	2.67011971463263	2.50422884141309
Pame_04378.t1	3.07211266227167	2.68480751904117	2.62930299163085	2.10910643546425	2.60236185663085	2.50884441333319	2.90827876197096	2.46397550253882	2.30112228045694	2.5354632647208	1.3288479506093	1.35745066052894	1.16238407749659	1.15664901760672	0.884598702408968	1.03047733902327	1.6625564443845	1.28695209825862	0.942790725672054	0.93991785237084	1.12403030023912	1.83799166720555	1.49013879770488	1.43583125047047	1.31304264099197	1.79812933707369	1.23354452045581	1.70914062293543	1.56450011565451	0.9091494332957	1.21796273699164	1.90800969280667	1.56512432330839	2.23213269516665	1.61053943881441	1.52253790647873	1.28483390704816	1.98595211258324	1.58262343960344	1.77788887677085	2.00657450647388	1.48955321121158	1.69298506323756	2.20078367515313	1.46932858207993	1.99963567350402	1.40729836010379	1.19795343457203	1.60093575182506	1.73005297752358
Pame_04380.t1	1.31184601994906	1.22924335740802	1.03758604758546	0.973160121723652	1.0218847622596	1.40473966556234	1.69905406568219	0.88369744520666	1.14520789158817	0.894234166067954	1.8947673287174	2.56988233590728	2.18825531837048	2.4517966447408	2.38877090740095	2.1739013549081	2.00504780499872	2.51045815359187	2.59002468220881	1.9810598663299	2.57602865908387	2.83867348446731	2.33472271928688	2.498061900404	2.4666923693593	2.7110411021879	2.40412926397048	2.06481043916565	2.15513718778329	2.48105347648882	2.39235864204823	2.88360517723027	2.68830123099763	4.03623956281936	2.38551110799767	2.29031823270304	2.77970727518896	2.74385314421197	2.79624264291526	2.7871043520035	2.59919161188134	2.29674518348004	2.75390613583328	2.95156355076988	2.40310680786959	2.56842617674134	2.38961086284717	1.30199142764994	2.7324819514795	2.63294984420312
Pame_04385.t1	5.57922239510432	5.35214055884042	5.40172943687508	5.33026438152056	5.37395091587249	5.22659330106516	5.49390987443491	5.35660162418763	5.50353955522477	5.36483503491908	3.98205352089358	3.68195518810718	3.54765957968159	3.61118418601076	3.56251109161282	3.5076804883828	3.65823433714568	3.51844701355698	3.3092955338266	3.50119708330078	3.77672516095001	3.83745889932575	3.36855884282752	3.41529896406047	3.57725962246478	3.90602471879496	3.80730339631461	3.5528074051893	3.84643313973394	3.30600990645901	3.60215991080459	3.78307942987361	3.86307614285066	4.2947457157884	3.44151136645953	3.77375374634162	3.54998946028629	3.64863800388403	3.57878175865193	3.94671214802102	3.66875453321504	3.68160668252986	3.94234559456875	4.31317327978921	3.37991617977678	4.44507776835455	3.41012940696623	3.29485744173069	3.60063846913746	3.5131117041074
Pame_04391.t1	4.85672181873333	4.75294122328464	4.66482413162698	4.35142338627399	4.17894564507781	4.71159401969867	4.7938022655579	4.27308316549322	4.3912178076029	4.42321509858863	3.35585777885179	4.21101998339451	4.35472013731086	4.44203447748138	4.03960342136804	4.64974765215402	4.46636609325575	4.44998388702916	4.4653868219729	4.29594337864383	4.51760955342885	4.25522123111976	4.43668822566531	4.41412199919639	4.71121955689433	4.57059650771619	4.632233311165	4.6238961180259	4.93627987065884	4.60248063508992	4.60185693905278	4.73337061151878	4.82290346485287	4.58493244426138	4.66717684339848	4.43968961966772	4.47442955338143	5.04095816555761	4.90197224934474	4.98672947627519	4.80609201129275	4.9957377597294	4.92137443984198	5.3324286753165	4.97373524462369	4.76461155054049	4.64373499830118	5.51473140976391	5.00174820809997	5.14596678027249
Pame_04392.t1	8.323973467883	7.84957399194449	7.86117377533945	6.88595255859092	7.5245652210772	7.61557078778658	8.02998838582073	7.23667437885271	7.27231252046491	7.64348104029255	8.10600800135013	7.82748244117993	8.10043106880527	7.68850909666814	8.09114972822927	8.0762544398584	8.16221003631431	8.29456561299574	8.05792675941856	8.27455054413	8.39487850814071	8.21042783040149	7.91948906424052	8.1427912176578	8.09744751509466	7.9503750932121	8.34897153317131	8.02413126184292	8.26385601959608	8.31082633015923	8.13670920806651	8.27819388573836	8.51047540224748	8.42346472067395	8.45734804353436	8.46473768849806	8.57048570065445	8.24627506128637	8.57343133508052	8.2343432393071	8.58107627125262	8.74181750522828	8.73569140243143	8.75564204805002	8.62695012237251	8.73710196748612	8.16935883293456	8.49965059193999	8.60246133425575	8.62201886411712
Pame_04397.t1	4.89808739714995	4.50285884813105	5.37228699589703	4.05023176545914	4.52502899529643	4.19799902626991	5.19215470371957	4.30920529725426	4.34758062265314	4.7618969059697	4.31052917108322	3.90544717873885	3.6564963705535	3.79811274326184	4.32793162453004	3.73809766549342	4.07105899514251	4.0801118598616	3.89548682466585	3.92373869147388	4.13132607460659	4.52554273319505	3.7895414697358	4.03774241148602	3.58378381841028	3.94043928601731	4.13061792257892	4.08803132080872	4.2175797131278	3.88518386632035	3.99286811102781	4.37768599902684	4.2779550007036	4.83829126270077	4.23760960483478	4.48843145773445	4.1236910246312	4.01364984263184	4.21929245135731	4.24611921527429	4.60202922491099	4.43241161350611	4.64032014242463	4.82506817123905	4.00024343424896	4.66548941745665	4.10258255164616	3.33282964471339	4.05547333589843	3.89198293323955
Pame_04412.t1	1.95358187070528	7.07353106561057	4.93576145639444	6.94953493301701	6.00391475677265	7.42164409404827	4.45499836344403	6.65861138238356	6.8542325848919	5.87772462131152	7.98894025971161	8.28972382481234	8.7005992381002	9.08587872013619	8.73687880443215	8.7942663902017	8.47981259296751	8.89182318696334	8.76173405087731	8.51279181037851	8.47427784433321	8.52588094851987	7.90782804274777	8.14802908665609	8.89395370610816	8.89387182121582	7.75974839976805	8.81902626108763	8.56221952411804	8.2252845714584	8.49808727834	8.28165189025882	7.44819891979653	7.69778771721329	8.15524832236901	8.06741284790214	8.15057998463967	8.6357797803979	7.92664587632818	8.22267899969878	7.53664353806565	7.51899141669278	7.49128392102437	7.45432397244017	5.50045153244339	7.55113914507587	8.69334755993983	3.95424284818598	7.9363964882003	7.50899902550456
Pame_04414.t1	3.97104685948876	3.70624320051389	4.01847394491382	3.32086299287618	3.52245755811521	3.41999589727124	3.88719380272427	3.31806660786341	3.67686539787428	3.59602870212736	2.80896571893988	3.50549718281427	3.54400308839647	3.56259656620065	3.72733236843782	3.73676720995886	3.73862734280201	3.79476934831365	3.64186967436221	3.55958970267725	4.20269980709445	3.76415504010918	3.48114391584322	3.34233997500537	3.7990458487243	3.64308269791847	3.89721137773121	3.77105098204414	3.52454014795281	3.8945558722038	3.57385922157595	3.67192738481474	3.42482536798265	3.81027856758737	3.82421795631644	3.53543091487128	3.6779817338547	3.71043727690691	3.69965156945087	4.1523051261013	3.94618811012015	3.62882024586343	3.934459887197	4.11924826140681	3.7912097835233	3.99477882773401	3.78321566120527	4.6177686458044	3.96434317841326	3.9698319970815
Pame_04415.t1	5.09300655234839	4.91964041399343	5.53530026386776	4.46287031226445	4.85403056675823	4.87436910945275	5.29991499470537	4.72867154925982	4.84675906429634	5.08343890471095	5.17575611630462	4.64325590376957	4.64668686402192	4.74001547153204	4.94591197787334	4.64026807700984	4.87668392117905	4.80424978850371	4.73800576289867	4.81449915407035	4.96437090557466	4.91882985220969	4.70141043623281	4.73138420542298	4.80764858365853	4.83104116793166	4.83671188581834	4.89313889613315	5.00659425320176	4.92813340782985	4.82361690341198	5.0632181717606	4.99571515074625	5.48087904172188	5.09780881652584	5.08862925529718	4.82679251726592	4.90054322167686	5.10147359398261	5.12755899717643	5.23154761054341	5.18884398360536	5.22254956348778	5.82275818591491	5.18931458475524	5.50219055215958	4.85622381735423	5.44010174038751	5.0275035335457	5.14644750208764
Pame_04427.t1	11.3775738702245	11.1269625347419	11.632559052118	10.2958492731962	10.8438347067822	11.0468238876217	11.5730080569979	10.5877493933438	10.5970096598347	11.1016671453918	12.2905459335281	10.4209812866146	10.7749270403425	10.9976664142036	11.1265302549626	10.6540810390844	11.1950522566089	10.706064267335	9.70653573263836	9.71961470568395	11.4718377624223	10.8614048843737	10.6060350061161	9.71945214068717	10.4785370710503	11.0743756474849	10.8403530762469	10.8613118247854	11.0606959316876	10.6920662141343	10.7162964645988	11.3320421445302	10.710229584693	11.1753561803657	10.5075171721642	11.2803996111265	11.0768757080919	11.1591901835897	10.6215665675715	11.2834588210342	11.6180045878278	11.4205129295329	10.3960374379122	11.393910591994	11.3878127096041	10.8119526191583	11.1000249422156	8.97653548402356	9.54492966863446	9.42541104739365
Pame_04429.t1	8.34881665997189	8.66133987904078	8.54027142894835	8.37077893396906	8.32415353803443	8.7235210188997	8.40416656991449	8.25308162493471	8.36832311190969	8.27601270796572	7.82936122271177	7.82771107181107	7.74409380412046	7.90047438985596	7.03777754710924	7.98190401414514	7.84395872727257	7.59859596804626	7.69691885618305	7.46302567860513	7.48008735969825	7.806736492297	7.87380704770204	7.87738230400825	8.07313470516591	8.30010541614014	7.71169450167807	8.26739065984201	8.45693753582796	7.74897102398335	7.98931501814498	8.34412721415422	8.292289419156	8.49403152292736	8.20440974899693	7.94701735915948	7.9976932260441	8.61028296506169	8.22712011980925	8.43464073608208	8.17370211781944	8.34864406788482	8.26859814022042	8.75009394086196	7.98609801398669	8.16654473687287	8.13701161204174	8.27257380219095	8.43142238617425	8.39855987019298
Pame_04431.t2	3.69098690899334	3.34758345718882	5.20918039750179	4.56598094992191	5.57836816229144	3.16160556358544	4.90729449367688	5.13026783535171	4.72988444886215	5.39831958413128	2.0938102937325	3.83155300362634	3.36169678425158	3.33219806744102	2.73819280554159	3.41925571796913	2.70749386936405	2.52109849082451	2.9085535451057	2.97070643304938	2.47854734441557	3.4500591340715	3.14354525615186	3.41058804594819	3.53640109495241	3.45354523444642	2.36042889434842	2.93665489793031	2.16002952012179	2.79684690266146	3.53118180890201	2.85642005042037	3.14456362340419	3.26820979716573	3.44254678308689	3.854993016757	3.6238668618527	3.40517142321784	2.78454167258346	3.27489675461359	3.27410508120548	2.44833803173391	3.46780115648841	3.10675198980804	1.37635707031845	3.3444038618564	3.12607584736313	1.76700639310382	3.05289926208385	2.72053895872493
Pame_04444.t1	2.4636799961158	2.39242459042991	2.92618543829206	1.9149548019843	2.24240738976105	2.27476260325225	2.91662568337913	2.15416515446207	2.14708522972178	2.39511765379948	0.742541784759105	1.94431499078444	1.94687680634184	1.48277085549664	1.87165443019429	1.68262722886441	1.83318965864632	1.6571963825905	1.45909057768484	1.5170589576753	1.93529000899212	2.14778860218252	1.69545492821943	2.10299063509074	1.61750067169287	1.71581870859836	1.58786420666535	1.63065708239612	1.27615121122983	1.65089320134678	1.94507577050913	1.90284924153456	2.19869215701732	2.54116539831097	2.32971490828649	2.37299944426946	2.70207015165432	2.19169529169528	2.11521639897247	2.17881660607857	2.87422252714534	2.22375615389746	2.36417738792175	2.493555113305	1.49169407051203	2.43703327097306	1.91279163672662	0.940784674326486	2.41288989272686	2.10495051337024
Pame_04445.t1	2.78838085427306	2.77995515660411	3.38289961444112	2.19503256501146	2.76576174081223	2.63115784389935	3.21862929715485	2.6379301399161	2.40386758420842	2.8930922869806	1.15233920223442	2.17634830684	2.20335152711602	1.78814277096489	2.46450360219436	1.97342759800431	2.17228908329169	1.97300505095225	1.95664773881277	1.66491512899623	2.15724748451516	2.7725360176259	2.1122964552382	2.47594609123515	2.02507487492398	2.15652929442813	1.93148639846121	1.94904554762695	2.18808120466994	1.98681501531297	2.34560927217331	2.45078104217458	2.37889721520226	2.90350302078859	2.64046128809743	2.92846318315947	2.70842343454114	2.27484309556596	2.56534614457433	2.47430883646213	3.06635617199915	2.61755474065346	2.77205666397582	2.92427094605723	2.02692042642391	2.78768737941495	2.49173254610765	1.87677427585288	2.67130469657403	2.43065192252541
Pame_04451.t1	1.83091242027533	2.56385123865682	1.9470526706103	0.51934966662103	1.71385415073201	2.60539239813381	1.83728934100544	2.15919967148694	1.2266688203528	1.45295909349761	0	1.85795313591987	1.24299265911769	1.49994535787558	1.94119271978041	1.74997612591364	1.48963541312982	2.04923693489323	1.55454464928009	1.86222125592104	2.16913290475789	1.92317580874413	2.4125918628198	1.21778286800326	1.7095420927601	0.697401979700094	1.57826247996957	2.42436317070663	0.642038865705032	1.63538757744674	1.85328909238403	2.0967813456631	1.11977448135096	1.85376016735826	1.73768676140986	1.37155328696818	1.02445443792496	2.54224814281417	2.07145378144536	2.05960447404668	2.95349620075251	1.76263796356478	2.66901996032829	3.33556614731709	1.74309698479747	1.65857253985142	3.29092861021211	1.44581673657473	1.70397331931755	1.5712933345927
Pame_04459.t1	0	0	0	0	0	0	0	0	0	0.866100080072046	1.04677740551861	1.84108348456529	1.23786960086751	2.31367830519787	1.02348957159593	1.65624922636542	1.43187965369472	1.7750210339052	2.09007091180435	1.57271992960741	1.84663772867805	1.90531238611866	1.35741124701605	2.26752980555352	1.82296259174059	1.52203565577534	0	1.88319850227352	0	2.19818609435924	0	2.35241955921516	2.88928467535267	1.9716814942923	1.6333149530494	2.94522563054187	1.51879193095106	1.97104501956176	2.26657667888045	2.49581282444268	0	2.71092212011908	3.02327487202735	3.51743948334858	1.63375203191853	2.94902499728045	2.39553996192494	2.62490099989759	1.64063943587132	2.44280552117374
Pame_04461.t1	3.63740158168437	4.04794838533121	2.54159661133826	2.20983699351643	1.5087683684816	4.03736464948387	2.95772705465576	2.16768227284162	2.63613967751984	1.58770582038383	2.67785999371588	1.83768494609151	2.4409309426975	2.16844307368051	2.22076331748012	2.03837998990783	2.61598121081478	2.80091439149278	2.32942502346553	2.44629328946967	2.53196777739768	2.60863185123227	2.59062597034575	2.50229240773071	2.21006774489596	2.72096790432266	2.88215587414569	2.44024529028141	2.75433810478932	2.45194167247638	2.45726332439436	3.35104310487028	2.9216762522167	2.93086977561876	2.57466345614605	2.51389747266621	2.81732240888143	2.82185917019905	3.33052254732287	2.94543540843906	2.82121018456468	3.18398823417959	3.09570504617985	2.31627030696937	3.96024294050529	2.40808682949794	2.60584512732669	3.46742296017358	3.07792828722863	3.0075274266289
Pame_04462.t1	6.013710131932	5.74254523386605	5.24134064399785	4.53674920564803	5.01179080293944	5.81468115216393	5.62749594711325	5.22298998550935	4.83420555702808	5.37810927719147	4.45989058495499	4.97361127551947	4.82392255482502	4.71801632446689	4.8930903448999	5.15444549126988	5.41444000965591	4.91236244681858	5.32181988870151	4.84393361005954	5.22156005537531	5.42718040766199	5.11760362476507	5.55769497378425	5.30263344085061	5.17928810003681	5.19482381755266	5.31796245166127	5.3016644614848	5.23593762893769	5.46871363587606	5.80366101980544	4.99932357815082	6.5353966978949	5.55018960515827	5.80206652310482	5.16270954261867	5.42242812814061	5.9258214435525	5.61970938413898	6.22793164129636	5.96244491192344	6.28616775385609	6.81503739183135	5.44180547379018	6.49941221632818	5.54066587269441	5.63741027664283	5.50854908338291	5.71774769935044
Pame_04466.t1	3.46281143222667	3.29910102598778	3.79396869156443	2.80065145032416	3.26344010676502	3.27452557202381	3.67623355238427	3.04394987576789	3.09854757004687	3.37073761695121	2.42717168989806	2.67101930233759	2.53214237892948	2.50297974480794	2.75651095614016	2.57826972700458	2.8520647759606	2.85399165631322	2.63039149181148	2.63271259020468	3.01560639542216	3.13561366752044	2.62857064726794	2.77951608331092	2.57465861270148	2.70786488405661	2.93644195470782	2.824684363788	2.78385472878644	2.69698643758268	2.64785095879225	2.81831272143109	3.03139519627553	3.29486038177023	3.15378750490654	2.93658706102319	2.92644924148181	2.86651437227791	2.95601946907136	3.12424540929096	3.22210436882173	3.02854793593723	3.24763286984429	3.53780545602123	2.85807451853329	3.18013671938407	2.88593548098938	2.93816720933614	3.08420206280449	3.11750056490825
Pame_04469.t1	5.00969203763854	4.74952354127221	4.3229592532464	4.59795420739629	4.44034762731781	4.24051278166832	3.68517768388608	4.62089720151488	4.15483430764233	4.33596910322922	0	3.97041194538947	3.74707583841678	3.85318727206878	4.76534909351215	4.04541675876722	2.84696661479451	4.04718063700423	3.59372425817136	2.18165598138605	3.65169465970039	4.06785379731181	4.30182173633936	4.29946447471022	4.08379203249389	3.8999199928308	3.92250234291858	4.71667818516591	2.25361115194717	3.7872130344768	3.61130224036503	4.59730471113266	5.27851636426515	5.05476166962829	5.26398461848129	4.69181887926559	4.9177086193331	4.83882069855579	4.07828532843806	4.52159101801106	5.04603261475421	4.86578027751279	4.48503389689162	4.95963570757102	3.78614675642865	4.80325803957689	4.40903106614185	3.03419810420697	5.00150502764919	4.72408268549745
Pame_04470.t1	4.70107769217532	4.53244788077271	4.96000656722542	4.18628660963003	4.46737730908524	4.49084606440691	4.87678704290485	4.36115775128742	4.55302252411028	4.58579781972789	2.89163887974	4.12972812274479	3.92605636592073	4.17093453467551	4.15689005170635	4.30446723461528	4.24601277417612	4.13959227933716	3.99835800032652	3.84468693629507	4.42568084832908	4.79943964545521	3.81350416717403	4.33059425184778	4.33821758752082	4.44788330735355	4.24826157256349	4.37649182418529	4.17492568250068	4.09326437307446	4.03114813830064	4.45279308672385	4.5620653206264	4.6351623354005	4.50977183791459	4.41897248883199	4.48384801589938	4.71610196433896	4.58608616290395	4.73027040477534	4.64651982976429	4.64099103964391	4.78105540393317	5.01705781335689	4.16303171299347	4.76768127918082	4.59860936603832	3.97697761286722	4.80840049698712	4.65790862784842
Pame_04472.t1	6.96759517263371	7.22153878896306	7.37183761733042	7.15202112702035	6.86336859225534	7.29658588594145	7.15317705960067	7.08293671878275	7.30311403251267	7.04814897949688	6.8204215190661	7.12573374681039	7.19234213653504	7.13758549273043	7.51591267922842	7.37209019227944	7.18516286172135	7.35752561361376	7.21628024113734	7.00096898524855	7.34517457449715	7.56500303846963	7.21055446249085	7.27032336237856	7.38933448887063	7.27905335871814	7.20788309311915	7.17462612994241	7.08983709011962	7.12386274116071	7.34613250991882	7.32760653362881	7.50456478084007	7.43500344633491	7.44288545522557	7.3357922880299	7.49061826226254	7.49766824581815	7.37172437972183	7.24038111922474	7.463957525448	7.3871126257697	7.24487754765336	7.52039867488547	7.06054462989202	7.35981104373235	7.52131776157491	7.12901506298373	7.53693876632567	7.47091912537789
Pame_04473.t1	8.56176526362771	8.75673310437968	8.88402395216742	8.90544717873885	8.60717493822484	8.99764242423974	8.79639009733101	8.76136839084195	8.96284107201532	8.81406008529938	8.17068121624073	8.43562442729746	8.67181348125638	8.6697602608986	8.76285040251673	8.97322667394219	8.25747741901556	8.78964123177531	8.57215070416601	8.14747460991838	8.71266111841678	8.96820885922479	8.38905048785353	8.67443593412263	8.87905324517485	8.80191201913479	8.62888293031487	8.60330364959717	8.17933189655219	8.47653155544685	8.71731313344765	8.69521436916039	9.0092407848071	9.04414271877413	8.95575451002314	8.76185370130823	9.10681678009677	9.03689615310511	8.83166193531175	8.64578090319377	8.90414987899616	8.96172749859028	8.66655423119399	8.97790095018109	8.33239018355238	8.97641232816012	8.95505120289743	8.10529569124943	9.02219578913349	9.16511552429207
Pame_04475.t1	2.48466148057888	2.26036595932938	2.38432615868584	2.68841090275528	2.63016080768306	2.04522976606059	2.34652011558119	2.73700093976173	2.59572085998387	2.85628458273013	2.16648729474939	2.77528447306343	3.04407231875933	2.35863256550376	2.19567516000713	2.91930384774273	2.51241906446401	2.13812637123065	2.2699547401529	2.61916177901022	2.59880823715613	3.0905892508349	2.66171312159882	2.99900600144303	2.87305523995457	2.91083050093512	2.57635040708317	2.93991484427606	2.6232277590134	2.15430776033908	2.95006149063698	2.7973658241185	2.9451413361889	3.51434953776626	3.34228307680817	3.01496759421072	3.01383561491445	3.17311623735596	2.63880600739728	3.11596543158681	3.36325800073239	2.98711163268726	3.02266963764723	3.43118032271727	2.30057769929011	3.32840135025614	2.68304288332028	2.81360677487383	2.8899582533571	2.67914451072351
Pame_04479.t1	5.28145345330906	6.13710385826392	5.58446648904396	6.01704890246892	5.65437825353263	6.34864672374666	5.42552308594522	6.02727129225803	6.19118360922004	5.51374022687972	3.72567572667375	4.93771631844845	4.69418374333315	4.83388184237522	4.10793052962592	5.19437077105587	4.55217415477818	4.49796996150158	4.66511985209397	4.28636369509969	4.68201701094963	4.72451931011215	4.48182848704951	5.22537134285843	5.44718243391883	5.37476824872128	4.71811499052088	5.1177989196213	4.20369450185449	4.85658737530124	4.89776318677284	4.75896402998189	5.1422704683708	4.80064627383591	5.33521168170579	4.79230877344294	5.20148880029959	5.73042801904498	5.06424049552555	5.37192820101833	5.31826621956825	5.22383568234352	4.93378506135473	5.43187698003447	4.46152201127791	4.92761679782367	5.14184147483359	3.25187963556209	5.24335680848749	5.20262145553816
Pame_04480.t1	3.43898741389015	3.16000853761479	3.31574010835474	2.79269296196345	3.1535135255496	3.29855861368171	3.46139758992616	3.05345545640122	2.78210867127332	3.46148926985725	3.32551737963374	3.14236278744186	3.37417842437008	3.29083869158183	3.29463692168806	3.64340599868851	3.42746940524526	3.48756352426582	3.35107279587359	3.5805555568355	3.52843379372474	3.26035090335544	3.60993221558201	3.40418241187288	3.3966458781407	3.4118329633087	3.59592132279339	3.71211149946628	3.78502736223547	3.39862810071828	3.14919919774757	3.57484023074578	3.61290682124798	3.64567860478261	3.38259394039609	3.47394272984657	3.13829678789478	3.81381196838295	3.86294724802092	3.60255189747166	3.7895414697358	3.92449899506634	4.10198617278574	4.18901800527872	3.97146078341475	3.48523359614454	3.84849775538515	4.16609678495383	3.74020441300974	3.77171658530434
Pame_04483.t1	1.75541318857022	2.38057985255238	2.48832733328373	1.3137624589143	2.28734817427045	2.90932765247891	1.95258331366025	1.98035439464937	2.46021308535394	2.42992923936434	3.34066053414755	0.901980935049273	1.35315953174708	1.73274242138339	2.27831489333509	2.3228597749835	1.72935699003332	0.914135095176402	1.3754176112225	0.927314708545834	2.38914275128457	1.92668643337858	0.924673048219317	1.97748142873416	2.47208480035814	2.03409243290651	1.40748328126122	0	0.968903226066415	2.15685284772859	2.15726365585145	2.71160062699315	1.00577363868964	1.88431658267875	1.55205731122362	2.20215752714436	1.83879851657217	1.88072470178394	2.16559041117842	1.46733165655232	1.79008805497838	1.01769390854346	2.47748046526002	1.54943753243249	1.8915280653821	1.88362081628567	1.972148554305	0	0.967093334523355	1.8074703330445
Pame_04484.t1	0.739876610762781	1.41602360492659	0.500148359031739	0.710227421505625	0.564308898027768	1.04262332713355	0.650974975086533	0.756444345029088	1.16256454247485	0.65441354278634	2.86232244066403	3.35234186832873	3.33783666249286	3.26385019952139	3.38126121962674	3.58434922499845	3.57303514293872	3.39710060633613	3.39718687894321	3.31309634948503	3.48200926295707	3.48965853157546	3.20767580651612	2.94884563637566	3.56571901995217	3.49578468879382	3.47426729712179	3.31348531348445	3.49653904584452	3.39265401235438	3.17168241556888	3.63645061667898	3.09303952215796	3.23393559717412	3.41357242015884	3.13595507475304	3.19569720475708	3.63704214421326	3.77943833870792	3.68778857283835	3.12528410001396	3.46935202823036	3.373655170773	3.66596118641542	3.30835941887162	3.426152018778	3.589859343936	3.96814606197699	3.06249132061506	3.43928669109861
Pame_04485.t1	3.35134281456891	2.44330694288418	3.97221473955466	2.24722877613689	3.22694620421572	2.02561355233546	3.58428908589306	2.65212620640088	2.61556225445598	3.32361073836846	2.67099438428801	2.55054117707132	2.22332368950005	2.3455496642411	2.3224762148667	2.32490850754631	2.36333931162948	2.13858513947539	2.29369712847539	2.16465757525366	2.32875605701048	2.66667025479508	2.61959142889469	2.58876859511495	2.30844825212784	2.51808690231131	2.46917226467202	2.60718352130952	2.68379300498502	2.57093160933898	2.66485825631306	2.7969112590604	2.56922129053691	3.226960072009	2.62685027539968	3.10499243372973	2.31945608433203	2.2905983897094	2.6275554791396	3.01410529940556	3.43649101986032	2.73593153267263	3.6440177625714	3.78442022461778	2.42168919597039	3.53208002366529	2.27644902167378	2.25583606412093	2.63902373317984	2.64030625849774
Pame_04488.t1	3.56130169414537	4.07740537845379	4.38668680867111	2.96396418712379	3.60369161711557	4.2285955364052	4.15339192040663	3.16797765245743	3.22642375357084	3.86283817416963	3.61007400263129	2.67832660847093	2.93246375411418	2.29227819023031	3.40540427355046	2.83984876168646	2.88399610276523	3.48791076031423	2.68443052631862	2.88586131306017	3.66079174094567	3.35388642519752	2.75682262111773	2.81939841926077	2.74462828084952	2.87529253060586	3.32273433609179	2.70359465832784	2.60015793079332	3.08498607012989	2.86283222444965	3.50627187284027	3.48839932136008	5.15806229429301	3.08967610389003	2.65742964447789	2.64315660162503	3.25819477185704	3.48191887783479	2.97483580673384	3.1429998730512	3.34226600691143	3.64688843134005	4.01958628073626	3.71984055506427	3.6453673424718	3.47117445135592	4.54961372877577	3.28334694972153	3.63824764539018
Pame_04494.t1	1.88291689090411	2.65504035606262	2.25752965358817	1.21899190054033	1.27339653046974	2.99618444057898	1.9701763119734	1.28936234047694	1.24489923371386	1.30134766519778	1.91925235476239	2.28294088028593	2.50493050672724	1.18591727655267	1.17689080176879	1.49199158840609	1.51434448754199	2.42309136415813	1.64006095375544	1.1086114340312	2.29855568116908	1.84577906280904	2.17292908926481	2.65856568517837	0.98713528666202	2.17780938672776	1.929408500301	1.76348806290107	2.44081403277277	1.84802095127193	2.2548842458719	2.29990986762697	1.94225550073762	1.38675025821509	2.64066257033197	2.49464601356664	2.60095001985342	2.46576555235935	1.3241078023453	2.45152764561715	2.49086788018971	2.59017802251067	2.07151213199547	1.66132548362495	2.69832739869974	2.16069434614725	2.36855325557735	3.13505706618682	2.68180680247547	3.21216152922158
Pame_04499.t1	3.74340725199067	4.09664137093763	3.30549635218263	3.1017492327607	2.75253238500086	3.05977923197481	3.18192784797762	3.20318235886463	3.33201040277473	3.0763504399357	0.951995033864028	2.16402354594793	2.50041456348694	3.03041553918979	1.897511510582	2.80360729561145	2.14451957431233	1.87321473960813	2.02125584356784	1.97076900393378	1.9149548019843	2.3692459096379	3.34032156241024	2.77081424908439	3.02313290435155	2.79648769971088	2.36259893299699	2.08699091793	2.98421746442141	2.10697471385956	2.72285943311078	2.15325408885218	3.18918093381801	3.26060081218075	3.0990712914661	2.43063586683193	2.07908450709874	3.45666817999296	3.17735654640573	2.8635598914861	2.853578542262	3.13017803458501	2.96422302122231	3.59906780012672	2.43321586359904	3.44240744335601	2.59899874664803	2.41749880032289	3.30159203613517	2.99470280963348
