Species Path	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanocorpusculaceae;g_Methanocorpusculum;s_Methanocorpusculum_faecipullorum	2.7413154	2.9812486	2.0223315	0.9947778	4.2068615	8.661762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanimicrococcus;s_Methanimicrococcus_sp030266245	1.300651	0.41074485	0.7696723	0.96520215	1.0887418	1.7033914	0	0	0	0	0	0	0.3790579	0.6606047	0.4370805	0.17344444	0.25055128	0.32463196	3.03565705	1.01505284	0.862513867	0.7652797069999999	0.257177521	2.48903659
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanimicrococcus;s_Methanimicrococcus_sp031286065	0.6175433300000001	0.26281266400000003	0.58435103	0.6935427799999999	0.58104335	0.7327910999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAHKLT01;s_JAHKLT01_sp020854915	0.37166956	0.11981798	0.18056864	0.31623518	0.10022152	0.17763868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAHKLT01;s_JAHKLT01_sp030266405	0.04225941	0.18197565	0.18021595	0.09541923	0.1885102	0.09038404	0	0	0	0	0	0	0.47003198	0.36748874	0.2815093	0.39148867	0.62410086	0.5771235	0.22849382	0.11387734	0.13544023	0.22280394	0.10158119	0.2992176
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_sp031261945	0.35533047	0.31853843000000004	0.36813216	0.36335231	0.19512970000000002	0.21513389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp023402275	0.25152372	0.8905643999999999	0.5313676	0.138989246	0.30053285	0.131654896	0	0	0	0	0	0	2.394981404	4.761354716	2.506045772	2.86719893	1.910666782	4.65544838	0.039348207999999996	0.157218637	0.15667124300000002	0.134092914	0.103572375	0.23686246
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp009780575	1.025946878	0.83755211	1.35325137	0.73031035	0.581763195	1.837596714	0	0	0	0	0	0	1.72649936	2.448042842	2.79512594	2.5729129889999998	3.05991695	2.698488445	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_unclassify_f_Methanomethylophilaceae;s_unclassify_f_Methanomethylophilaceae	0.67159838	0.6419351	0.47813964	0.27239006499999996	1.11573062	1.8440889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Pauljensenia;s_Pauljensenia_sp022649165	0.094278075	0.06959589	0.18846096	0.04912483	0.025748199	0.08724853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
