Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6
Pame_1	142.486697376752	120.48453444246	132.528117764365	147.664353753338	129.656494572868	119.811989690198	137.227449761522	125.190327537108	122.584902837519	131.942447222522	121.888085582024	133.492237974668	0	8.0687165448239	10.2007302123679	13.787051197954	12.1515316380872	17.1823521337942	97.1035766889848	87.3436073566942	78.1976541423027	93.8138578624308	76.2342284061341	76.4211655868314
Pame_2	147.228191448299	125.393746445873	137.320707069054	153.024205679774	134.487032366743	125.95301054033	132.944615099674	121.067581785962	118.096249569892	127.906223576805	117.327411686662	128.788853966683	8.0687165448239	0	13.5120653268724	17.3442281233921	14.1379486320142	17.5021191132894	99.4662552450753	90.8932150359694	82.4198140768261	97.6157792557657	80.5284961594856	79.7718584785124
Pame_3	145.48825012194	121.293077498682	134.027675699527	147.281622371457	131.263589954951	121.335913336609	142.557032310768	130.602986706293	127.344959590904	136.144154678019	125.993145242127	138.829248376812	10.2007302123679	13.5120653268724	0	4.33449332444773	2.63469128551258	8.03816538679885	106.74418243469	96.1451868607559	86.5060605789486	102.265459585409	84.7338606186099	85.6253757485908
Pame_4	147.266781790188	122.516502179907	135.45663818705	147.904085703849	132.709253178984	122.148776915063	146.722574585773	134.780911393451	131.435364203979	140.126186718959	129.975550377316	142.995817888553	13.787051197954	17.3442281233921	4.33449332444773	0	4.10052339092171	7.06317182450341	109.568647059795	98.829315567437	88.9822659731386	104.898024879005	87.0460845764056	88.2100238785702
Pame_5	147.662589749481	123.158858838203	135.983293817263	149.001177920763	133.242958917648	123.48698716641	143.179224079544	131.283098104633	127.835803188831	136.666960122295	126.365635412637	139.339339747754	12.1515316380872	14.1379486320142	2.63469128551258	4.10052339092171	0	5.4371541858516	109.053335457819	98.6487649699498	89.0684636835188	104.808210184122	87.2691851897267	88.045600718389
Pame_6	151.822720687106	126.567395912418	139.611086444639	151.980507773044	136.92514069706	127.425661271766	145.195473320295	133.419511514857	129.587240274706	138.38524761988	127.842373804196	141.178788903441	17.1823521337942	17.5021191132894	8.03816538679885	7.06317182450341	5.4371541858516	0	114.250183453899	104.049894962762	94.5020036312634	110.228281018989	92.6787497305816	93.363405938438
Pful_1	125.462125250384	130.249378361864	132.793189166267	158.809941776634	129.684885539368	119.694161632691	137.339770313911	127.409557820506	132.877319889	142.295836645562	138.094250863155	136.506995564376	97.1035766889848	99.4662552450753	106.74418243469	109.568647059795	109.053335457819	114.250183453899	0	23.2677977178648	33.5198575995296	28.9263541574917	31.3246294468435	23.2929355146646
Pful_2	104.424833989269	107.411085670121	110.425041888622	135.820033858418	107.264362635314	96.6802638024836	134.921392007213	124.22800052409	128.99063409638	136.747080925811	133.112479813176	134.933184660436	87.3436073566942	90.8932150359694	96.1451868607559	98.829315567437	98.6487649699498	104.049894962762	23.2677977178648	0	12.2405689975619	9.2466896948546	15.3138304510271	16.4077105235882
Pful_3	100.57499503897	99.9451438357213	104.291009418109	128.31454472882	101.053286833849	88.9179507592444	136.789675585565	125.594215902798	129.482369407818	136.984011751139	132.854727822161	136.66743334367	78.1976541423027	82.4198140768261	86.5060605789486	88.9822659731386	89.0684636835188	94.5020036312634	33.5198575995296	12.2405689975619	0	16.4675312296641	8.64924381224903	16.8218538981913
Pful_4	97.2193371354183	102.629577048433	104.623990430949	130.423677483422	101.518789060358	91.3012135413333	136.648335244976	126.171098667866	131.283757727875	138.148271885101	135.395037848584	137.295274549053	93.8138578624308	97.6157792557657	102.265459585409	104.898024879005	104.808210184122	110.228281018989	28.9263541574917	9.2466896948546	16.4675312296641	0	21.7860906717942	25.428239168532
