Species Path	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanocorpusculaceae;g_Methanocorpusculum;s_Methanocorpusculum_faecipullorum	2.2606893	2.498585	2.0268497	1.0384083	3.866907	8.4778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanimicrococcus;s_Methanimicrococcus_sp030266245	1.2237436	0.5381748	0.97156054	1.1328413	1.2728633	1.8891038	0	0	0	0	0	0	0.39796403	0.8975899	0.33547908	0.18319453	0.39154094	0.2889091	0.311878923	0.50894898	0.660830686	0.93746743	0.113205072	1.748102
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAHKLT01;s_JAHKLT01_sp020854915	0.223393095	0.119576059	0.23076756	0.196570806	0.196908802	0.17424509999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAHKLT01;s_JAHKLT01_sp030266405	0.13501233	0.120563485	0.07661348	0.08510072	0.14273465	0.048366077	0	0	0	0	0	0	2.54789307	0.68498282	0.517431675	0.79856152	1.0097705499999998	0.69898576	0.17288807	0.21176265	0.06451834	0.26062012	1.0119505	1.4671274
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_cuticularis	0.0	0.047536466	0.03432685	0.033554003	0.105521604	0.0	0	0	0	0	0	0	1.4776121500000001	0.34109114	0.24804094	0.25541139	0.21200872999999998	0.22301228	0	0	0	0	0	0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_E;s_Methanobrevibacter_E_filiformis	0.32802695	0.25330028	0.40723836	0.20578188	0.1626714	0.13420922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp023402275	0.12194661	0.42438346	0.25073513	0.09531283	0.09277748	0.119302824	0	0	0	0	0	0	1.205302225	3.1194504640000003	1.767049246	1.84239591	0.9742551660000001	2.773991696	0.033317123000000004	0.024353534000000003	0.059445424	0.191350042	0.06408308	0.174590465
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_RumEn-M2;s_RumEn-M2_sp002502965	0.3390942	0.26476014	0.33718514	0.22765751	0.58771545	1.1715603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp009780575	0.268030675	0.21116825	0.411043192	0.248413496	0.25380686	0.776231344	0	0	0	0	0	0	0.971230775	1.272747946	1.60607827	1.1838944439999999	1.32676236	1.42828634	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_JALCQC01;s_JALCQC01_sp022650895	0.013737664	0.030423338	0.7469516	0.07516102	0.078789555	0.045768067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_JALCQC01;s_JALCQC01_sp022651005	0.60040983	0.19105563	1.07061789	0.260726	0.230825014	0.46161567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Brevibacteriaceae;g_Brevibacterium;s_Brevibacterium_linens	0.37494987	0.46402594	0.4056236	0.36201397	0.43370396	0.4898726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Brevibacteriaceae;g_Brevibacterium;s_Brevibacterium_sp026013965	0.4526038	0.32543325	0.18800032	0.3261877	0.35156697	0.40471363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Cellulomonadaceae;g_Cellulomonas;s_Cellulomonas_humilata	0.75693125	0.92078207	0.51483171	0.5725044699999999	0.53421303	0.56134372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Dermatophilaceae;g_Demetria;s_Demetria_terragena	0.42196527	0.46109286	0.42175204	0.23433551	0.5413369	0.5138195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Dermatophilaceae;g_Flexivirga;s_Flexivirga_endophytica	8.3073985	7.1478097	6.885142999999999	5.815622100000001	9.0958083	12.6236644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Dermatophilaceae;g_Flexivirga;s_Flexivirga_oryzae	0.12328668	0.091010086	0.06571973	0.06424008	0.03367075	0.076062806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium_protaetiae	1.23175699	1.3682999	1.6025464	1.2230308	1.562477	2.572913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Micrococcaceae;g_Rothia;s_Rothia_koreensis	1.7354976	0.8505938	1.0464607	1.0562567	1.0722836	1.463917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium_terpenotabidum	6.344131	1.2570757	1.5561498	0.65616745	2.0869849	2.9876382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_unclassify_g_Corynebacterium	0.28047734	0.33275536	1.2815356	0.3601462	0.49243432	0.5191286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Gordonia;s_Gordonia_liuliyuniae	5.81435902	6.2808718500000005	9.045795700000001	7.87606477	11.20505334	14.3096461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium_abscessus	0.38889727	0.07829534	0.31096086	0.11053086	0.59381807	0.981546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium_acidiphilum	1.0417727	0.93171483	1.1533815	0.90819556	1.083356	1.5573866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Rhodococcus;s_Rhodococcus_sp012726205	0.46590918	0.6190798	0.6556689	0.9467952	0.3970016	1.3935423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Pseudonocardiaceae;g_Pseudonocardia;s_Pseudonocardia_sp001942185	0.4340722	0.2588098	0.42717835	0.25227642	0.49243432	0.47792822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Propionibacteriales;f_Nocardioidaceae;g_Marmoricola;s_Marmoricola_sp030151765	0.5431168	0.68983173	0.54603606	0.5118939	0.58568656	0.6948001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Propionibacteriales;f_Nocardioidaceae;g_Nocardioides;s_Nocardioides_sp001429555	0.61643344	0.47780287	0.36145854	0.2569606	0.63974416	0.8214783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Propionibacteriales;f_Propionibacteriaceae;g_Arachnia;s_Arachnia_defluvii	0.7571328	0.9636947	1.00484	0.7046346	0.8249877	1.3204556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Propionibacteriales;f_Propionibacteriaceae;g_Microlunatus_A;s_Microlunatus_A_soli	0.5573119	0.5082083	0.2533945	0.12811537	0.2865072	0.24270952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Coriobacteriia;o_Coriobacteriales;f_Eggerthellaceae;g_Raoultibacter;s_Raoultibacter_massiliensis	1.000725006	0.84913652	0.949091924	3.049358165	1.0037496799999999	1.50285724	0	0	0	0	0	0	0	0	0	0	0	0	0.590597502	0.8598568200000001	0.937038766	0.7025452169999999	1.316001636	1.737733895
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus_C;s_Enterococcus_C_asini	3.7282708	1.0439379	0.8463618	0.7469202	1.4746699	0.409275	0	0	0	0	0	0	0.9658907999999999	0.9023613899999999	0.76400208	0.23518117	0.7192626	0.45721809	0.6902114	0.0904049	0.039785687	0.115542315	0.075254686	0.08328997
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus_C;s_Enterococcus_C_myersii	5.288999499999999	2.4818433	0.8591215299999999	0.60417868	2.6189939	0.41279295000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus_C;s_Enterococcus_C_songbeiensis	1.3568063	1.8685949	1.6205661	1.1035545	2.9737153	4.4606624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus_C;s_Enterococcus_C_sp027692465	2.5367002	2.131529	0.25311458	8.903633	1.8821157	2.2200866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus_C;s_Enterococcus_C_stercoravium	2.4427288	1.316761	1.095026	1.3690033	1.0692866	0.31465548	0	0	0	0	0	0	0.6293659	0.4439864	0.53169286	0.09061585	0.50813127	0.3664277	0.39967865	0.070115924	0.03679083	0.047156822	0.117271885	0.14017709
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus_C;s_unclassify_g_Enterococcus_C	1.64556705	2.2375811	0.77953468	4.9852975	1.49496915	1.56767035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Limosilactobacillus;s_Limosilactobacillus_pontis	2.8955457	1.23397631	0.9374540299999999	0.53017726	0.105128315	0.26219642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Loigolactobacillus;s_Loigolactobacillus_bifermentans	0.5463845	0.13828789	0.4743342	0.036604363	0.019185781	0.13869125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
