Species Path	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanocorpusculaceae;g_Methanocorpusculum;s_Methanocorpusculum_faecipullorum	2.3954115	2.5275	2.0402777	0.8886365	4.042587	8.243943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanimicrococcus;s_Methanimicrococcus_sp030266245	1.296778	0.53147644	0.75747514	1.0168457	1.341906	1.8141587	0	0	0	0	0	0	1.50682158	2.5615866	1.6384448699999998	0.953753785	1.563251	1.94774689	2.6458584099999998	0.77933867	0.7938054	0.88292376	0.172519146	2.48439879
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAHKLT01;s_JAHKLT01_sp020854915	0.70703765	0.33959572000000005	0.58251468	0.654934566	0.454944485	0.409729275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAHKLT01;s_JAHKLT01_sp030266405	0.48703188	0.42654485999999997	0.48341223	0.39371414	0.40468145	0.21865887	0	0	0	0	0	0	1.5115582200000002	0.56001143	0.67213407	0.8556988	1.5868482	0.99498913	0.49749806	0.50710844	0.5197205899999999	0.45545406	0.450638868	0.624816348
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_cuticularis	0.078963174	0.148890657	0.080817536	0.05078447	0.135308572	0.046100241	0	0	0	0	0	0	2.6368761480000003	0.68904328	0.45160354	0.478921319	0.5861092	0.41507018100000004	0.18494397	0.31727552	0.2200417	0.25909874	0.53263485	1.1031357
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_sp003315655	0.24852776999999998	0.080668	0.34489571	0.39316284	0.23970829500000002	0.26718529999999996	0	0	0	0	0	0	1.453133	0.29575813	0.14361726	0.23648085	0.19021569	0.25102058	0.14393578	0.25736329999999996	0.35051514	0.203632056	0.327756972	1.0288046039999998
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_sp031261945	0.6389326799999999	0.5918353	1.13599533	0.68399833	0.35846716	0.5446246699999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_unclassify_g_Methanobrevibacter_C	0.15622248	0.09610271	0.11103545	0.1288862	0.028443906	0.096382834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_E;s_Methanobrevibacter_E_filiformis	1.38514183	1.18230875	1.44910523	1.2540901199999999	1.06790626	0.58956852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp023402275	0.208038798	1.12519757	0.55204898	0.208541615	0.2735982	0.27924602	0	0	0	0	0	0	0.76239835	2.6654385	1.1793545399999998	1.13675738	0.7649286399999999	1.95270505	0.0640501487	0.106827334	0.137283494	0.085850697	0.1961636	0.16521951
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_RumEn-M2;s_RumEn-M2_sp002502965	0.33234274	0.3488853	0.21397255	0.19228801	0.763848	1.035328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
