gene	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6
K00013	213.579472128	202.529633563	217.254588645	240.433755449	220.899738821	258.5835682723	305.483901853	299.2304596795	303.200771312	310.425765006	304.480966633	298.547232668	252.092956215	220.966680126	259.463949611	260.310825953	248.346895301	259.618289773	295.864566114	501.1810364208	258.6139688945	252.8914615955	249.403839081	256.657226027
K00014	253.6783086515	242.535233577	235.812195218	261.2239194082	254.017468234	248.104573155	219.2232849355	240.487037652	236.6736384445	255.659433924	245.422881563	247.228460662	220.234551995	223.519687451	223.376358095	217.547797506	221.767629779	217.5344063278	196.948551545	209.1045278585	223.7415248305	208.606080489	207.8164598725	198.2674531035
K00015	166.183351057	216.771996538	200.980444723	167.6367261457	203.573169424	136.034886767	70.908660967	66.9142797995	64.326588206	58.562791274	82.8589846875	65.057041102	132.695069805	126.4765333165	136.730156118	136.584212937	129.144864184	139.590103078	154.4886741383	176.759869098	143.17729236	139.769398986	130.183280976	146.678313005
K00016	109.106365378	158.156802592	94.47300795	58.170140728	88.790307175	65.640123561	203.720388692	114.925917926	176.647332739	163.9266790105	124.473574673	124.775685812	99.395027802	178.78527007	77.023032639	53.253175589	68.835016732	67.2582762205	128.6124150395	69.939080653	102.694266857	67.5796735025	106.315740595	109.3124479525
K00018	177.82292128	164.874320604	191.192967283	133.2844032579	194.638710093	168.506518689	166.131717665	167.305488964	158.664150677	183.456111119	164.059941148	163.3173651603	183.385570581	159.544346639	187.354740142	170.158342263	170.860161146	175.063512174	186.96391696	167.1842414205	159.4297038468	167.6280266806	171.8642667243	164.178279836
K00019	30.339571524	20.208522702	30.488330936	21.895778683	25.710166201	30.244410288	71.98053169	73.828375643	74.311224554	70.850532389	61.47583121	80.405996468	42.485731021	50.547808314	37.087508584	28.256878799	30.798946488	31.736916841	38.7338294002	37.709905134	38.393669859	39.669254527	42.955629761	52.562972808
K00020	93.199848461	94.608964752	74.620170519	51.54254899	63.55821293	83.413037086	119.856657939	98.905747957	88.8254977925	82.856642337	105.777314951	100.24156076	90.186434324	136.9202232955	65.209393664	48.747103555	60.614236612	56.264887236	70.093824764	51.366172596	79.0449962755	45.062443848	90.285793955	83.125369621
K00021	0.975959474	1.831177228	1.455631685	1.063086463	1.2689915	2.58670131	20.818404384	11.011616975	14.499347558	8.388809147	14.379711332	21.029080999	6.399329708	8.722051154	8.011556467	7.232888216	8.192184022	12.588005942	11.773392424	2.930840068	1.620970416	2.259820834	3.484723434	3.548972127
K00022	7.717318226	10.46474131	8.79099987	6.881746533	8.10077187	2.945343305	23.334970475	13.088891085	21.909126453	7.116602141	11.314653392	13.313217342	3.22740168	5.588224395	5.467099172	5.544345335	5.427288955	7.501159851	8.686070821	2.527932982	3.698712644	2.062383218	3.885566385	3.423118331
K00023	4.362161684	3.092428034	5.57549781	3.950397094	4.39752853	4.58257773	4.412102132	10.760911411	6.121540544	2.70882475	3.404008648	4.702930705	3.137305902	3.51972735	4.131039857	3.5850366	3.641972181	3.603125489	40.722240119	3.347727497	2.533808811	2.282302799	3.882162329	2.275352456
K00024	207.628804411	241.1607895855	225.27906383	197.982058423	246.652696909	141.702778613	173.499874965	638.24862511	189.720550628	209.478805812	200.173908292	190.810332179	169.013217594	150.769769506	188.279111737	184.135579822	179.2038317415	193.071019546	211.6262419395	210.431157589	179.2180672665	234.633586079	177.768490629	175.163362423
K00027	93.03677733	83.253736772	88.996408922	77.0730033105	90.189978112	133.367170784	188.737353835	190.381746635	191.37808046	187.407829167	186.152248798	506.773516505	190.054594129	166.000715402	171.535094426	166.435214036	191.395684715	190.884617175	145.870510507	139.543768937	123.8458761865	122.630375936	138.699806411	134.972157615
K00029	225.065157961	238.510444779	220.144208812	201.301498932	229.039365057	151.9711239974	170.821998132	177.896770716	178.33661719	193.152816613	167.070396111	147.778687599	149.011473921	194.67929248	159.401462614	158.722289566	140.958083235	152.916012141	202.5489921465	168.428661453	202.5831181481	179.9371562315	187.849571934	181.4365330995
K00030	38.344080872	28.314594385	33.45615933	77.953653962	32.588003756	95.384256895	41.462506516	45.394000506	49.941637924	35.913716702	39.369191752	45.612970183	51.773880254	50.240895913	53.385729409	52.950766495	57.295352014	63.990848939	46.045160153	44.120636576	39.381174715	34.928510869	42.6392019225	47.190692645
K00031	174.643026057	150.2845549727	175.601525099	188.92739752	172.000237377	163.469697659	194.403065316	179.660398135	167.923041288	170.751742387	192.913716908	190.143279843	153.014844018	133.288150329	155.6509595035	153.733142253	155.681885868	150.558267451	196.346950671	159.331641352	146.3860237596	160.058936309	146.7554778205	149.867159348
K00033	154.705741094	230.435832835	154.142174813	97.526883548	143.606631587	74.751270639	154.131732492	111.677718382	129.625309658	133.091911488	153.186635053	159.629683876	140.911671921	263.948589883	122.407972486	107.836451748	121.132414763	118.088651123	151.1964253914	113.625940122	160.4110684155	120.4112657465	169.785985404	176.832573435
K00034	196.268384807	200.118948693	199.994156829	214.81981228	206.58700747	210.14982812	57.920106482	41.021753825	46.135233418	45.964425122	43.267276762	44.097037563	63.933904562	156.829566401	49.734085293	39.4352091685	44.313757166	42.47118336	64.3523863835	50.2325269745	103.852342739	53.734988243	87.210238712	80.628609444
K00036	104.084908323	145.850001565	112.404162404	90.796357304	104.927630104	72.15672322	122.287392302	93.273338244	79.37595637	92.712094758	99.11342882	101.898515848	78.614003684	142.873523749	67.029022686	60.078525128	64.112208832	62.925491971	99.48153678	91.880197193	115.882494157	108.589569184	111.479510648	113.315383066
K00038	7.436798605	10.892353318	10.083865275	5.972244285	7.323002987	13.563357463	50.098082646	51.104700111	57.403535777	33.855662482	42.21761636	48.271856773	46.407197826	76.795868773	52.395882022	40.11725308	49.690164891	45.568861469	58.070860354	30.7827582355	50.104627672	32.238583323	62.814784709	55.942520652
K00039	1.57653737	1.040565624	0.85159754	0.242739318	0.98558629	0.264766707	2.666802636	2.23316242	3.27468889	8.111840665	3.18670922	3.43571268	5.44038332	15.957272544	2.63990678	0.21312854	1.10089506	0.64843034	1.926618304	1.931250274	6.014753537	3.84220209	5.758761783	6.826513309
K00040	39.515104745	42.335951229	44.708022297	45.704408266	40.307322452	67.933345475	84.079368172	70.989814257	59.741094489	69.968008378	66.677378807	68.402457855	75.962041397	47.317620096	46.908296654	47.199174734	47.330635583	39.220195353	80.097790316	100.6860846895	100.957666267	91.9410631958	81.352202823	99.273241957
K00041	169.814381598	147.778923583	176.428864487	201.8324983395	162.806306892	151.164481673	125.160956021	130.294649619	138.75823301	149.612799626	115.544706983	122.649213634	119.541659525	99.138466917	107.500312981	106.651840177	99.872651404	103.483951416	98.9121482107	121.924284515	123.782196645	132.319774604	106.6429308265	117.561210257
K00042	89.318024915	64.873987418	63.167994038	126.58018109	70.832599396	196.54322007	50.417287427	53.957288766	42.624128697	39.8781305124	62.50019988	56.412682652	118.163545365	94.776571527	99.418347291	88.167709195	85.020920213	82.536573057	107.114760344	90.3115746075	98.647328886	76.16561745	110.611315644	90.337748372
K00043	5.197920124	0.62637266	1.03460145	0.799035022	1.045844525	0.884509847	1.43201382	1.08492088	1.374649482	1.45493799	1.187264995	1.289307952	0.605870504	0.63446813	0.77728507	0.48386548	0.542919993	0.730858816	0.08692031	0.1429548	0.033337932	0.06992361	0.060723346	0.07258365
K00045	3.688632361	5.659824544	4.844818745	1.626529501	8.28540381	1.312794929	27.172017104	29.223589582	25.7261673184	21.57488248	27.10202952	36.192242105	9.382762778	8.70226926	10.159096837	7.493129613	9.839460822	8.579085257	14.1926070995	16.773586441	12.98161277	11.466892164	19.927201222	16.874183523
K00046	263.401979174	228.513932019	265.161486092	299.1580744534	265.6473738	240.29908323	177.35222337	185.552313313	182.438729961	203.100769552	159.802996947	174.143744056	202.341171182	167.954326858	175.674833461	164.606685331	163.71415747	164.525784057	175.392705486	172.274260274	186.755469966	190.700415078	167.224974308	165.509902328
K00048	61.764842242	64.841875592	81.340113842	42.9584757615	69.806077821	36.002505578	81.29209009	96.630330593	80.086186307	106.106956489	73.323169062	69.676109961	45.731751738	37.52723492	36.465533969	36.727242915	34.156270412	34.758886257	33.354809075	33.9799640855	40.642252969	49.5254804145	54.072332828	43.709808329
K00052	211.209636199	207.315442545	222.392367319	247.625468004	221.093253377	251.765606563	250.052063016	254.864427353	263.811248792	271.608109114	256.602513227	254.569893631	228.985459939	207.833644429	238.1864797665	248.306856517	235.416055265	245.851995219	255.356587747	225.210796693	224.504257886	224.937341547	233.460191223	221.15875169
K00053	236.389188765	230.676036093	244.237806093	239.494754923	255.312032093	225.258241067	290.455297038	302.909406844	369.102915901	310.452025049	307.438189879	297.375155197	265.023557927	234.765975584	265.105628898	270.41966436	262.355975864	270.496998293	268.6201623543	236.492489549	242.24807689	254.248157662	238.8131952817	238.814840728
K00054	84.349470165	47.337365832	27.08123846	13.566243533	25.17300665	17.290175757	57.202816752	32.22160096	38.364178913	65.028126472	36.014425273	30.276685513	34.120375286	99.24439013	24.742558865	18.105147946	16.938171283	16.598809308	49.060376958	14.344280233	48.16774734	14.15574985	50.968487818	50.997758961
K00055	25.480106024	35.227971371	34.515020627	10.681313343	26.314128631	21.138208786	47.360001091	23.422625768	45.375009915	30.502842622	22.730939204	33.828988546	25.81348156	69.57881203	20.174867675	14.331883168	18.32879385	18.098313622	40.841287497	18.185030339	37.151409521	21.569802661	52.23186799	40.340667193
K00057	265.698219247	274.952636099	263.841513984	242.7373871578	825.631890703	240.489082782	323.902295351	316.927282813	344.567320074	331.2160355463	342.438048571	334.0080138935	422.899109987	358.721435178	358.3551368	332.987303665	342.804009859	328.62177983	317.4379287875	487.8718686036	352.401353727	308.1695336465	329.8282052257	336.276780656
K00058	442.382853676	367.169161605	393.719213195	365.3815038421	395.793342543	501.95006516	547.931519004	513.30557096	519.692663759	510.768840403	569.8077677195	549.763892023	529.459750412	516.6140094355	513.541768151	487.006970166	511.95466331	514.0092207835	425.1464274198	454.5623794695	413.4818483716	413.1974677075	457.865902425	455.6461727915
K00059	1378.311519215	1257.943077516	1285.1737525122	1412.0892821646	1310.609646943	1528.176685056	1184.967096318	1213.72466599	1102.3445659665	1135.0784051714	1238.1086464125	1245.2944464016	1124.480143191	1237.383873082	1092.3548887392	1067.325307622	1080.665920803	1089.2489554573	1197.3735053355	1079.4255641355	1113.0566206226	1065.6164898875	1174.345305882	1087.0758171188
K00060	97.888569369	78.020346595	88.483017996	90.229308634	82.220750338	74.961000817	45.234637005	56.936992995	51.919844237	50.612397216	50.761246718	53.913375195	79.535903705	86.625351798	81.396768691	77.561879484	80.216770708	76.574495088	72.501966607	70.912913628	87.607808423	76.342823029	96.4239367555	78.491801019
K00064	12.642846789	2.587028548	3.84270096	1.1542276418	4.018386399	1.05548779	28.494981618	60.246077126	29.449169375	27.731222601	24.486166787	30.71552966	0.912862876	0.861887772	1.04960413	0.881859019	0.963410572	0.896440418	2.037455236	4.423791634	2.030809736	2.698741267	2.461596677	4.767974582
K00065	109.385432964	115.67088766	98.565607294	94.1516466638	89.655993576	152.689596115	73.875726673	73.925798838	75.549850658	72.038632405	81.8461045445	99.967046807	94.693096288	85.60590925	83.5280179	79.846131894	83.247037792	81.372399203	72.783761246	72.721263253	76.5315379225	72.367716317	101.1349057565	84.872243395
K00066	0.38415478	0.25437596	0.37726004	0.800157963	0.4174713	0.259991689	4.79686009	7.368476106	1.10757084	0.908055063	3.522746355	1.54003108	2.964653298	2.46481295	9.54477928	7.027528394	4.79190302	5.924781785	0.330628509	0.346868769	0.43374558	1.864271825	0.331537312	0.307010089
K00067	316.450254482	279.028272993	303.707436225	302.8028817177	297.114945038	265.92550866	273.189040089	273.528595183	272.328074003	303.3374159195	273.4980142435	253.135768812	272.808790078	250.285123502	296.279562651	314.523859004	278.146235669	282.208703992	291.9558497621	246.9570697976	289.1376707283	282.0534261425	258.2272571993	245.5492553325
K00068	42.019263125	36.385464508	45.050206377	24.311197849	43.315043148	47.054804576	44.24615988	43.973812891	48.039485482	55.187395055	42.110542152	49.301918107	57.748371084	46.104725256	54.199018044	60.239746871	60.460565818	62.37457138	83.216683105	52.595766258	31.985788501	39.381783384	42.649504703	42.288340993
K00073	16.797185944	9.914939845	8.156141911	11.268895229	11.083332177	27.006142317	6.643089207	5.872095402	5.68113493	8.02225865	6.830884313	5.763059015	17.612858369	12.096801366	9.971020357	7.521404933	8.87678347	8.669164124	5.748674822	13.388776299	8.436818449	10.658432192	13.251297316	8.700062732
K00074	179.514523621	184.744681608	170.076847646	220.0933171495	150.664752072	290.131463984	171.756920331	167.48142664	178.230276217	175.415607297	161.603470414	188.87166688	189.491194693	182.157107011	183.063136823	197.690594847	212.1376853405	175.761456285	191.8132645845	155.835213567	143.449377506	136.5227805745	166.234292276	155.320944814
K00075	261.4174918997	296.7856518755	260.728609501	219.9025987158	270.739692822	230.028117849	338.732995207	322.863506959	344.3386934645	330.26686446	334.971797042	333.6618832815	305.511243331	334.1205404335	299.049310377	306.649168337	311.495265919	307.787944499	301.653779601	270.262467891	286.309243201	267.2009804815	275.2098438575	284.188226575
K00076	2.334829067	3.208060138	2.80058932	2.724167779	2.884818162	1.700025131	9.398281178	10.183665216	12.715493244	12.017326285	16.538856102	24.317638098	4.037780516	5.098330265	5.435988334	4.57897798	5.396932445	7.056238234	9.858154726	6.718242294	2.319664368	18.974427545	5.156535586	6.708138561
K00077	219.714485043	219.246117747	209.509404399	229.869707527	202.369202114	219.8738168485	160.217334531	148.503359225	142.52838305	153.2098637025	153.156736955	165.925527127	128.3617352995	163.519855369	132.143662695	132.005038643	124.7510466815	131.4829678965	209.309797474	166.6468079635	172.355884697	167.9552629328	179.8360722626	171.227261706
K00078	95.6398749279	55.072022843	97.289885951	120.3920783653	74.625411016	97.327696535	113.254309726	112.369524095	111.1490632387	131.5766074205	116.1434089524	97.416005665	66.261933073	99.301499565	59.443221931	48.6749133523	54.189395873	58.659501063	89.849354039	80.01919413	84.79358596	57.77461732	87.517081364	82.806805397
K00079	1.17056582	2.22814184	2.70703702	0.340595941	1.60017819	1.17156854	1.414430727	0.797388844	1.193035567	0.9727370965	1.277326166	1.26823746	0.4376288	3.03778395	0.71078333	0.62538845	0.3588318	0.39719185	1.65126236	3.50075234	1.89472014	2.41552779	1.9854253	2.25146335
