gene	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6
K02680	9.79957788	2.66566572	3.81390703	1.907144333	4.099984831	2.016707169	2.012623413	2.09574659	0.93905183	3.351837057	2.042083485	5.046866186	0.207018294	0.382814643	0.283899393	0.77988389	0.788284265	0.640918473	4.935922095	2.044300674	1.870193459	4.652680405	1.176038649	1.40061427
K02681	8.64199167	1.62417454	2.47385095	0.295249317	3.96554487	3.186789547	0.93492402	0.78875326	0.39158031	1.82682987	0.875438782	3.88934563	0.163297139	0.315013362	0.29485058	0.490345015	0.365428609	0.606989973	5.364538643	2.618672361	1.145296396	2.06272815	1.046658744	1.050730655
K02682	8.13559858	1.78171887	1.96046761	0.705816654	3.13129115	2.407096149	4.1492246	4.07909183	0.906149276	7.96834036	3.54968609	7.64832183	0.095420156	0.122527304	0.077760976	0.58755505	0.31755147	0.37756625	4.357900283	1.631598457	0.591625252	1.994413759	0.784653202	0.830044615
K02683	0.17486596	1.2353897	0.18268265	0.066394806	0.41254598	0.075763084	4.822607879	4.562508224	4.457047531	2.755460076	6.583226095	11.914743604	4.328702452	7.066062628	6.285734346	4.546740486	4.342024301	8.691984748	5.830082386	2.286572723	1.40324786	1.531458421	0.922418863	3.85468404
K02685	0.46382332	0.36318105	0.39991695	0.5470248	0.6111897	0.7718267	0.424798309	0.14255159	0.423936536	0.598189246	0.447588904	0.270361045	0.13526621	0.050907537	0.05746923	0.019221531	0.11485327	0.062181618	0	0	0	0	0	0
K02686	7.8151073	0.8130176	2.7336847	0.400575785	3.0093482	3.0149263	1.0384836	0.67517008	0.96310927	0.415732205	1.16262991	1.19376476	2.278055248	1.708094825	1.086932871	1.36389764	0.767976726	0.59741125	5.950046388	4.355110643	1.69947804	3.91441582	2.444486423	1.497474051
K02687	263.338237528	267.354123747	262.456773192	251.846090175	271.262561943	239.431291944	305.957944031	311.350982834	319.715825964	323.93045904	318.2138819065	308.53206051	349.907776112	384.39384803	373.0892524275	359.5468813404	385.966047921	370.050624216	279.3044257435	263.632764096	286.4298950386	270.145545338	271.9015604735	279.5657858285
K02688	105.834309329	94.363425766	80.9522349725	70.084306655	86.231365674	146.202337661	27.080057747	35.329627716	27.866940686	30.5169846	38.171586973	32.58576426	84.312331944	72.842855245	63.892609853	46.004797653	56.313583168	47.365606546	66.067415206	73.895220107	234.976283067	57.6105916915	105.495268903	84.279138563
K02742	6.626020491	4.583483968	5.203641806	2.506620279	4.36413644	1.102020997	10.935211941	11.472136222	11.849373706	16.263838025	17.617058228	13.100612922	22.58287176	34.524125395	25.145135825	28.346868872	22.527059085	27.593575114	20.200463916	16.402161383	20.559434025	23.95786077	15.686083959	17.076822605
K02744	44.724023993	14.807731254	32.341282545	8.257834788	19.16807233	19.406553958	16.813264448	11.665037838	13.57090707	21.668633689	15.35920785	15.619397043	27.397626724	14.212057989	12.911696127	12.219783137	15.643586815	14.422002478	49.592170234	20.512556209	19.976449237	13.26086165	19.022509925	17.6858672675
K02745	31.806929642	4.519527234	18.566524877	4.468649449	8.0764428	4.633403949	8.052302959	5.528126177	7.675517979	6.097254822	6.362190712	9.504020527	15.169516935	13.225783625	9.295360432	7.88391648	13.155794478	10.243910753	7.5901579535	7.589957587	3.06130944	3.910280573	4.362971315	3.527466169
K02746	32.94019707	5.406635907	19.09008845	5.18922909	8.877385822	6.63109586	7.234356095	6.167273008	7.483516343	4.080142355	4.714631464	8.683351236	18.187684758	5.914865379	5.742209249	4.721503075	6.815798994	5.201070937	7.32551847	7.828421915	3.343457383	3.76264167	4.896807516	4.036924282
K02747	28.683987247	4.677627363	16.17189195	3.819457406	8.452824358	5.182636231	6.770900606	5.756930868	6.535081142	4.241690594	4.015863093	9.366715663	9.974003095	5.549869718	4.331466194	3.697824284	5.62638363	4.542745378	6.901910639	8.176339354	2.363659887	3.631033586	4.802489699	2.909735232
K02750	25.295693746	8.85527718	16.40319061	5.004724287	14.144023096	5.671606681	26.089565501	13.327242225	11.570329344	14.96283128	14.478680346	12.361098153	23.931759595	24.552944338	11.304641832	7.092559561	13.109608414	10.867980308	57.415897663	20.837029671	21.3684097385	13.662396034	16.892701693	13.762099145
K02753	20.01706679	3.50528906	10.36757872	2.27044431	3.45038729	1.7105411425	1.446105598	0.96720653	0.95176703	1.735373315	1.37089835	4.836790014	1.827154443	1.278039934	1.238735557	0.66825919	0.95021152	0.899579215	2.36545219	3.120517058	4.350834846	2.983784531	2.232600723	1.851596708
K02755	5.795855008	6.12852958	8.32215021	2.49697215	5.636738034	5.56153808	0.43582728	0.574975153	0.31181174	1.75982718	1.52443809	0.579880389	7.69464129	3.65096069	2.572930174	2.807416373	4.76297702	2.492528025	4.688752443	5.42534107	12.173077203	7.624972025	7.052131653	6.801547092
K02757	322.932058746	239.671791556	318.731736724	403.6222256372	181.401458786	483.0699730845	174.680248174	88.941303993	103.776107576	148.977836344	93.727174625	100.855875548	111.573157209	153.40974713	55.726445804	38.224096238	53.043361344	42.010509488	113.5809165495	93.2332785739	163.8127224825	95.5604557815	146.1908345623	137.4288197135
K02759	167.047641547	107.085920269	176.799529307	94.161784507	96.906475894	115.561394727	138.23940071	62.160299985	80.973953637	109.097622901	96.879504501	75.353267894	121.832463892	146.23127839	54.47664042	33.577334094	49.836737262	36.490188425	136.776275894	60.262800319	118.281881298	68.645526209	101.4126593885	83.225235902
K02760	213.791028607	195.615820544	203.235559304	140.161866015	115.074458328	170.178161305	139.820872135	72.271577006	88.194190085	99.057006503	98.905524059	84.675951008	133.303483545	155.113953774	56.60687118	35.257358315	55.219729406	40.030413914	150.630418527	82.088796112	150.860322942	80.474042922	118.609040709	114.605926386
K02761	389.1514582325	341.345579429	389.870555045	244.8075952719	253.424591349	341.3573017233	395.047254815	215.3054778706	293.339986492	288.098126896	272.997500843	299.986279448	354.6336347735	521.251624956	213.890590688	170.3367010165	199.276837916	180.655378584	326.413420073	223.6075765244	355.256444895	221.8819157621	372.6145536996	345.10710255
K02768	129.463647133	67.512957107	118.171193498	95.228073883	78.387711749	130.196498909	74.513992911	36.24500234	47.054095739	46.939464052	51.249902072	30.623037116	58.76470108	105.455393713	34.365629511	22.562197652	30.792318081	29.291215595	149.8323054373	48.9891702185	80.585907044	40.637878096	74.115173636	64.856748828
K02769	32.680761728	15.67854445	31.11389221	6.954035114	22.345226638	11.086130417	20.57658812	7.269336496	12.968151551	9.668935127	6.24851759	5.350374568	15.115224093	32.866041865	7.533160539	3.711971614	6.117698887	6.064051139	31.488743463	11.92648846	24.87858149	10.737432965	27.889529692	30.847890124
K02770	155.991571933	60.602552817	117.817124377	71.163869876	72.879937761	89.119794992	81.77069175	53.649478757	50.840037585	62.69837348	62.712294627	55.329036783	80.277291934	109.764755281	43.116967769	27.882191365	39.864079735	33.125213556	111.769839611	57.1566829533	79.8601214	46.275519962	74.032331803	69.766822948
K02773	48.503994215	25.591009957	41.266375108	13.13836589	31.377050824	13.204977433	17.001701551	20.639192302	9.769204035	58.17559839	17.320405256	18.463584968	14.358103638	21.277944687	9.080919117	10.263203803	14.111640451	12.090844256	37.570109404	15.963675929	16.206951715	10.483270946	24.674597041	23.906381022
K02774	17.033120985	7.828038864	13.000847234	5.930213756	9.815756476	5.019142904	4.33443445	4.555275791	2.492013917	21.423087666	4.14339387	5.11253592	3.934245527	3.631283054	3.282737636	2.787941959	4.907927256	4.090650879	14.79945471	7.910089393	7.330463853	5.279025553	11.411369263	9.773466289
K02775	51.780340339	30.315777237	47.777449448	17.126734043	39.022848964	18.6225803955	34.289011413	27.379480526	26.420875085	55.880194509	29.197497226	21.780323748	20.81731033	21.676534914	14.490685672	13.2536859255	21.08226493	18.665815089	58.572527707	23.2570894135	21.064924456	31.107705477	32.7714935795	29.681260804
K02777	89.029371143	37.556524858	77.700328115	55.2260073665	49.909022764	60.196192045	100.714470204	48.742101048	77.052194451	57.57781867	48.620243279	50.3396697455	79.46140746	146.190159523	36.337095992	21.132766316	38.44578299	28.289800272	110.905463553	34.0021665575	73.757044832	36.4171153805	74.481705633	73.256878604
K02778	1.64241215	0.261775974	1.02724938	0.152547691	0.42616423	0.18907826	0.441013365	0.93270234	0.61775891	0.4087803	0.4875233	0.254578261	0.73404391	0.55660501	0.217950656	0.3625486	0.25215206	0.23839469	0.949238628	0.911290419	1.045546362	1.842774628	1.181022524	1.445294835
K02779	22.83601824	10.29157658	17.75831896	7.270130435	14.323462885	14.83401861	16.831308982	7.568709375	7.491172674	11.249245709	8.198522597	11.526670544	15.494493822	23.574959967	15.785515682	8.619269445	10.590146173	10.926260628	23.240156007	22.735745916	19.295256229	14.450307244	27.37314475	22.064785141
K02781	27.952142641	8.352634444	27.89260816	5.562421722	14.590032066	4.50410627	43.02728786	23.94950816	24.599328243	39.928053877	29.776553091	21.107585738	23.319695369	66.14501485	10.863210997	7.586364191	8.587332006	7.182685122	52.408551594	9.418959577	20.204153776	8.024334071	24.518171366	22.58748059
K02782	19.151941185	6.984658054	19.02879401	5.804957658	11.819720041	11.684966386	11.718136817	10.361668252	8.706940632	16.967048482	10.612904295	8.198418868	9.444861641	7.630373728	5.629924325	4.624608678	7.109924822	6.229881673	24.646805377	5.4244031805	4.832693901	4.182168949	6.8620657884	7.242493789
K02783	22.095992313	7.369295334	21.908969369	5.093082839	11.728411405	10.648750624	7.41091709	8.201728026	6.933169394	14.719820426	9.128610146	6.070441145	8.597374076	6.879165295	4.912466488	4.295157518	5.448982546	6.032324804	22.386470763	5.174717767	3.8113921065	3.63338237	6.721352037	5.697312286
K02784	40.586864872	25.624890768	24.860935127	20.630019392	31.227151172	62.014759707	34.071132891	28.70765491	39.04675245	32.069907588	20.318009461	20.793490753	53.39428944	53.670313153	63.990372225	62.406703309	47.872194989	53.820331732	88.901206282	66.851408796	66.163950422	62.918809699	83.249603083	73.347588797
K02786	4.21818685	3.19325597	4.4505714	5.61212512	4.822284136	5.02727374	12.786622594	3.84582994	6.90812962	9.20896149	8.026468525	3.524532083	4.434127533	4.66334297	2.058756577	1.946926578	3.362454764	2.111584373	0.47092231	0.195580032	0.43142349	0.48892182	0.772473624	0.498052734
K02788	3.54254507	3.176599566	4.35225185	1.850513053	4.260786064	0.995822315	23.051027807	7.13421451	12.4446777	13.649162604	13.277430286	5.6789033	3.975780491	4.820367871	2.766896063	1.239273319	3.072265878	2.549115859	0.879685606	0.746422305	0.733184217	0.550193028	1.391775266	0.990290214
K02791	57.28044795	30.865247252	54.027410153	36.2428621345	32.696075649	49.92315932	21.658853216	17.46376704	16.575640856	13.946853241	18.410027461	29.628813835	21.73682631	15.260918203	12.652941439	10.431754029	13.638830084	11.154983683	47.3697217205	15.718647038	30.966040646	22.0494376087	28.67468621	25.632178996
K02793	102.518075418	58.93290158	103.734618749	34.457419228	73.226446994	80.74599313	106.338510485	63.054712763	88.861697441	127.5112352485	76.104340038	68.36795206	84.4998315335	123.267677873	79.289291666	75.96824168	76.141015349	70.53463323	184.690500773	64.191238441	110.181087172	62.557405153	119.063508647	110.884835443
K02794	105.929361561	57.451367066	91.430396474	21.9775637045	48.934188433	22.723502554	119.642789345	60.450278931	67.308925957	125.36381311	78.721287024	66.997014664	65.010099017	135.166948289	33.6743729	16.295842011	28.799637771	22.397858926	124.975014382	38.19818615	49.8497277215	26.3915740643	55.823739245	53.665746929
K02795	140.87861128	87.12044334	122.753643935	36.5598233471	76.933687435	64.272386223	99.672798538	52.311462342	65.882603974	98.4686742	70.92654402	52.000793529	87.121714216	172.875667895	73.368017342	55.288781759	62.370225929	55.594355494	170.928491415	52.903211731	97.3791485455	58.77832251	109.725057084	105.811260996
K02796	126.120709997	81.209233046	103.927761999	32.5253783206	70.46732042	63.157129025	109.559774278	55.235957067	80.429329085	117.265738798	73.758674831	64.845558667	91.859517761	178.204490866	76.329390934	58.09513086	66.395228345	63.504258861	181.914663295	56.323180859	119.9749706771	57.6936526265	124.980563499	115.000745835
K02798	26.183829303	8.376303296	16.449373823	37.379192691	13.050686956	48.946366231	10.831698264	8.09486155	8.59862126	14.731732612	10.349000529	8.115948449	19.422788105	14.692921737	8.63599984	9.594574658	6.858402491	4.248817256	25.48052919	19.0365686455	11.812506057	14.423637623	12.473190365	13.001639882
K02800	66.863618429	19.195950397	44.811098683	45.4352985855	36.363252176	66.051644138	28.525750807	25.674602392	18.862096261	32.874250418	24.666120567	24.968690173	29.528429262	24.418498788	16.159722355	16.272105947	15.782090493	11.78180643	36.0254762644	30.6641131595	25.096447163	30.47245133	21.9415323155	23.024800257
K02804	68.387318883	68.170244818	60.941906654	83.927688556	53.606276105	104.558316833	65.482224805	42.369337041	55.13407675	50.12641508	36.596382709	45.390785733	54.68151967	100.6647316	40.942823937	25.488070119	28.731197307	26.569867855	68.469412478	59.935390683	98.231605668	55.13722583	88.878433476	89.931134096
K02805	36.433679942	30.9900809	22.467171636	9.356559621	25.661962848	18.591355813	37.070498591	48.264503591	46.3384240895	188.280522249	41.396757815	42.075709929	42.174504227	34.593628012	38.512652282	39.166236894	34.474866604	37.068084383	39.156311958	36.818842307	47.373671762	55.27967273	40.04350063	38.26457113
K02806	70.868756284	52.99378566	41.432813813	50.998267177	58.651218358	136.51375053	53.020112153	52.706379526	59.41890933	41.307631039	58.072743454	45.423809487	134.178278385	94.503100895	98.970666764	101.755107066	96.274979754	88.144007785	97.0127800435	111.9002247813	73.167068289	102.131848016	86.9346894415	84.742957974
K02810	69.520245622	23.736628234	53.02394795	39.30486867	27.007468528	43.863628574	64.309914502	50.025929038	56.37401363	62.778762656	47.100003699	56.095197757	21.017280788	34.818867106	11.787881098	9.80434639	11.354007592	9.328983099	51.197690356	18.173844834	30.503946936	20.29801018	24.169332762	20.971556525
K02812	7.627098797	2.802895875	8.61237428	1.946506938	5.185009674	1.307396233	2.7464499	1.92485057	1.07457017	1.79789303	2.5219875	5.43322474	0.2260103	0.13080597	0.26353525	0.18493976	0.254019495	0.134263152	19.03859865	0.99635438	0.860510156	1.221736798	1.310922864	0.642590745
K02813	18.712556965	11.721608653	21.355897049	7.599960848	13.646721748	15.575719425	5.316581815	4.18346421	3.79861423	5.620969933	5.571884096	6.114687685	6.73777077	8.282693357	5.955669833	3.032433376	6.372588177	5.707935101	52.075476162	6.610767439	16.274099896	9.523162327	14.957244168	11.220374746
K02814	9.846647896	3.869398327	12.68750696	2.88637498	7.79489695	1.6453987	2.66206784	1.62728977	0.92564232	1.802439537	2.10900655	4.392305017	0.17889851	0.182771644	0.147749232	0.03815403	0.173104013	0.228154402	19.979714914	1.283499398	0.751023786	1.441576599	1.674754831	0.96211219
K02815	8.131597115	3.140437484	8.86820261	1.9089276024	5.752836314	1.090672289	2.854561516	1.53771766	0.93375396	1.55865334	2.3914034	4.165431989	0.25563357	0.150714665	0.163021	0.23572011	0.266430175	0.182840076	22.68706885	1.540013644	0.757479058	2.135336854	1.81904745	1.039657417
K02819	24.741456704	21.05314236	31.297285386	7.4700470875	19.835722175	12.255732476	31.884644533	19.413095742	12.666956454	27.792984367	20.347159276	19.256112246	25.032112058	18.260504781	12.372913064	6.726283823	9.125750884	6.728184589	29.03210106	20.944685788	14.8528912386	21.535392713	12.242087228	10.763095936
K02821	92.373997219	45.755424965	73.127459979	47.87780351	58.052454072	64.791697612	26.063077959	17.605605235	18.230286419	32.424927995	16.144112084	16.61708323	36.218174077	27.340997586	22.221888919	18.327894296	25.59980806	23.849596157	26.396552363	25.6638247685	35.364492776	24.892462975	33.4111708795	27.573425313
K02822	29.073903089	8.755962685	22.150300975	5.792906833	17.621396358	8.126882898	5.876752828	3.100129755	3.362102001	3.269100242	1.476741461	1.077028739	12.415751243	6.36032551	4.994474383	5.572677198	7.223959694	6.124768442	11.180385997	8.454389588	12.897088107	7.503804649	10.794361287	9.462418828
K02823	152.829522347	161.941908719	160.956176283	132.056055728	147.397541708	157.4779658885	220.266850788	221.324482221	221.257114017	225.582873229	240.1934137405	242.2277571722	233.802874289	216.777674272	248.668333571	246.117266647	253.5962213805	263.654994116	206.025941489	200.111770392	194.445661154	202.495167591	211.827617864	199.418206073
K02824	133.189898951	133.365864769	120.743410339	140.627684578	101.884041012	143.048697417	161.298569716	130.398987554	127.869297725	133.773495707	132.732316792	136.841798466	161.806070967	197.434137232	130.123326026	122.489052584	133.883454358	132.174468806	157.6563090395	139.0797991322	166.771571083	137.4846653896	136.511562959	157.3899634
K02825	57.307251955	63.620563352	42.340496316	23.741698528	48.870009478	67.60413942	108.3708945235	83.136966917	85.298002754	86.241961692	80.489847808	86.383964289	115.189921523	190.486039233	99.890738221	92.776677013	92.386626195	81.448310028	134.34786214	76.497626454	123.234222937	89.589673669	130.826875274	127.709238375
K02834	248.904823274	270.10994535	268.632791473	259.363177675	270.450286981	221.130398286	318.178808034	317.742709466	311.290672155	330.512768133	323.683097337	306.937640037	288.412199786	309.02844876	272.033914656	268.562756539	281.95929942	272.027615955	249.847068718	259.633508648	261.7620073705	261.642947019	251.307128538	261.9699072445
K02835	302.370304556	312.467426603	445.640653382	299.5693213044	327.135527005	296.6198093	390.055880541	388.2463721715	411.944368875	397.385620091	403.1189032515	404.359202827	382.950362667	396.70006896	395.065394253	380.359924013	389.019901516	399.29988626	369.797061809	353.740316303	367.701843151	360.783906219	343.949711249	348.646230047
K02836	307.10644436	314.697861526	318.232864621	269.1167365957	325.584923591	276.428845087	412.787232158	409.622217956	430.169861747	412.829488987	436.716310044	447.657665621	373.75206932	409.35225929	382.380121775	380.436103469	386.370725965	399.219056215	377.891198877	348.872644549	358.4659137465	371.5360326453	354.921617269	359.251547971
K02837	253.74399133	266.241439159	252.591470288	252.219397808	256.792758353	221.803247757	291.711229059	286.613268251	293.26992352	301.51268467	277.482315949	273.435278932	248.364728998	305.610920593	251.138578092	249.155949012	247.891176513	246.051555505	302.258049672	259.1992784259	313.683105211	289.744417198	286.767685372	296.6836038464
K02838	267.037606193	294.955800418	283.29841064	225.874112213	302.58351496	221.241595833	355.941532863	351.742837494	357.076213473	351.375052546	367.292039439	359.656200352	353.904235101	360.496443545	353.381874031	339.858270198	350.262877261	354.326757664	324.9616608955	305.747016593	314.767445356	306.615460533	314.62641337	310.507199589
K02839	62.72038389	61.206676204	78.277781499	74.697542092	68.154645763	63.807827226	23.719887891	32.585841773	33.00673578	42.55817275	11.6798466505	16.626967413	40.047986736	34.830906247	41.696709366	37.346617102	44.336973606	41.2271521975	38.866951207	41.1163526815	54.709178557	35.612877424	50.83204297	50.293747026
K02840	3.725207374	27.985172226	6.156630142	3.501801105	8.119856994	3.138866231	9.672023054	4.500692597	6.284759188	10.036437692	7.824011691	6.867635762	6.21922826	12.275780161	4.63152477	2.442067573	3.371917438	3.160037086	3.8602905	2.512033312	5.07444883	2.51373904	8.565900339	6.530131883
K02841	21.71705619	15.549650229	13.956015215	20.485980295	17.721987332	36.988525861	17.90502004	18.944003	19.042864162	13.433459675	13.088665475	15.6686839334	34.359363297	28.454826058	27.003866739	26.445830749	28.357129382	28.7294648837	26.015471109	31.802948896	18.087843157	25.718465462	30.372637139	19.2265797695
K02843	96.120368358	81.886403944	71.590700412	68.282606888	86.486938006	179.801245404	47.260789206	57.085484457	43.463457293	41.468243559	62.861367058	52.976345491	113.353053576	106.894843979	134.663016711	138.373099232	120.557846423	132.311561188	133.843942662	102.515228366	103.0638641245	126.018247634	129.430096093	116.12901452
K02844	30.779892234	13.089378958	14.695667944	8.1526735915	20.578069777	32.683322178	10.588053382	12.249969362	11.058303387	6.759714359	7.354626188	9.061463553	15.937589358	19.617278936	28.715873076	29.943017814	20.3910914	22.892351114	62.798709637	23.434287228	42.531338188	25.421782459	33.8747692305	28.323381162
K02846	6.321309426	0.311287733	1.49508557	0.474991913	1.64221307	2.500401677	4.28577034	2.176214251	1.750347938	1.24996419	1.770172274	5.130148318	0.26124498	0.242509301	0.186662838	0.068059597	0.100251424	0.147611706	2.904523682	2.084323595	0.637673123	1.614089983	1.133762852	0.619682464
K02847	31.249093058	20.165333389	24.141250959	9.410860939	24.160866071	18.273886145	46.112222019	44.11776281	43.503567885	37.671886037	51.806030879	46.337493983	42.622407762	44.881947222	56.185959101	54.779347758	61.4660928165	53.565889474	38.970971011	33.5928086555	26.601828729	33.588002912	34.502363417	32.175778911
K02848	0.612682205	0.401344257	0.797275053	2.157271957	0.408407279	0.309065834	9.402419079	13.480635162	4.7456021	3.400917308	3.804875325	3.781165277	0.857813592	1.868715752	1.616083554	2.801907447	2.125799142	2.57095484	33.856902553	1.896997042	2.52673704	2.877169984	1.226738778	1.040789658
K02849	58.842008094	46.949699703	52.9324403355	48.349150237	50.228805748	42.483581359	27.298356263	21.969872021	26.161575654	21.919361137	33.007888637	28.397239811	24.078991409	21.176477616	25.97238142	25.320958273	26.906547895	29.905744056	26.7201351565	39.4398631815	32.079525941	32.752533525	26.329580544	32.045579091
K02850	7.170260409	9.065643387	6.234586123	7.889485673	7.894410622	21.724704987	2.528034812	2.53064121	3.630730687	3.314583908	1.907521109	5.841653646	10.525934595	11.510576857	16.083288773	11.064759505	11.642466208	12.793960579	11.322431357	6.711234723	5.585470433	5.225647046	11.296748917	7.415450116
K02851	181.376443273	160.178801401	166.090818101	113.9895595565	174.056777971	110.580064747	275.146514674	284.421837338	286.993215756	311.573609871	288.305254071	255.521039739	165.832772821	227.292639751	154.564450508	138.826193327	160.014114086	159.210479384	160.751500463	140.2151982723	201.343415904	185.883314336	194.403775099	186.223527367
K02852	19.915228757	13.500939927	25.198418976	10.633476591	21.736449014	6.58950336	6.33147126	5.88440357	4.503394465	4.565091321	7.103573217	7.446032034	2.697624987	2.350524196	1.738336345	3.775741528	2.181785441	2.70472119	7.317751499	6.293613057	4.504463314	12.082592122	5.874218759	4.836904612
K02853	15.38125106	1.514799585	4.45737455	1.301864955	4.52932803	3.59090372	2.907252834	2.115539406	1.115048558	1.790480215	1.611727765	4.86872844	0.277281135	0.25024678	0.236595288	0.50857323	0.31180246	0.38364916	4.219267806	3.254261104	0.88624509	2.94880122	1.267235185	0.65175113
K02854	2.10880057	0.526922325	1.432612914	0.487830829	1.064692411	0.83125993	0.970933103	0.74527579	0.681333088	1.82739911	4.017637645	4.617225174	0.445731241	0.646223323	0.543652106	0.604121655	0.354501785	0.277588755	3.817362436	5.102423603	3.159913827	3.736506492	4.225139093	2.836625932
K02855	4.527136864	0.313386942	2.030340644	0.684908629	2.38707885	2.872589345	1.80909525	1.34329575	0.811682083	1.799927043	1.732006817	5.51877503	3.321862782	6.16341154	6.931019121	5.80025292	3.291041048	6.42598272	4.706034809	8.02561003	5.21640595	6.794065686	4.40854926	3.821453875
K02856	115.728187915	101.43702763	117.09747646	157.982431419	114.297353683	90.400937754	54.863799694	69.642626936	72.22927201	82.070153453	52.802619899	54.569877764	45.318869583	45.160392531	53.818085965	61.30741611	56.574487262	67.197086268	54.269343301	71.531718165	60.249301244	74.104312252	56.116361788	51.5170638737
K02858	38.232607944	35.559679195	27.379667952	20.789646044	32.641306155	46.251571479	31.194084908	24.609364831	31.517062343	27.604933742	31.634142072	44.478597925	26.630309486	26.313967021	33.962557539	34.680040801	33.129183535	35.488512079	65.865164342	41.935324023	30.89606499	44.363783612	47.231401664	39.774991075
K02859	5.65541993	25.933220541	7.743834772	1.08622699	8.65230531	0.99378307	29.502686403	12.734569814	26.578248875	19.52189543	15.782595621	13.753889223	17.19936355	70.908369217	6.759865244	1.639849887	4.491517987	2.601438903	25.079564892	4.568251183	27.870267917	4.852971147	30.179074134	32.547606538
K02860	258.293241869	264.400914799	269.226972589	268.031472138	273.766565853	235.286042057	300.160503543	287.571542604	292.677068517	306.220985663	311.385617665	298.974540228	237.40915797	279.856602468	255.476873707	266.125521137	255.306210106	257.082653591	257.367521752	228.012347751	252.9001603565	232.485576678	253.877359443	246.7946533955
K02863	313.972005678	323.940453694	316.266851951	289.972329934	332.058878712	260.329279028	422.545999652	400.843270296	421.25465829	403.1242335	412.895995397	420.08991179	400.687409446	437.755777687	396.144584421	383.465035189	402.124921687	407.616027009	366.746416471	348.335101604	371.7859087614	345.216328142	361.826899468	363.275609827
K02864	325.006851946	326.794333669	333.507768238	311.49597612	340.999879021	284.212929353	368.401804822	359.767806009	361.828608537	365.953121477	361.49191734	382.984254521	355.647662458	403.307809959	361.9956259125	355.475744002	361.852153197	377.667795138	355.195202917	336.350561388	346.909299896	322.464452141	337.567638079	341.600343563
K02865	0.37956217	0.38699633	0.34008616	0.10162828	0.381938	0.26092798	0.56541071	0.326663173	0.169580983	0.47399059	0.39748284	0.31403168	0.09269382	0.100295335	0.099070154	0.037869316	0.13924815	0.06125356	0	0	0	0	0	0
K02866	0.421396583	1.52578764	0.228091738	0.080604547	0.38032334	0.028111184	4.864251896	5.94155016	7.44943404	5.818573231	7.20036714	12.863201368	4.0749048475	6.172459516	5.345672629	4.73394232	4.442528649	8.158552475	5.243703951	2.427720389	1.535472185	1.678172471	0.974572092	4.68987023
K02867	330.095219707	335.708712508	330.614178594	312.774220211	343.06032934	286.428217977	425.202859744	406.509763923	423.73703388	405.9828823155	416.924172113	424.687319987	408.672680756	464.229215793	394.243483637	384.03176894	400.6985589905	410.691989839	383.059473114	356.3023711005	371.503771796	348.153966355	371.173951833	367.143227619
K02868	0.5947555	0.43777886	0.36334005	0.12408833	0.44302922	0.1592967	0.84234089	0.27828422	0.32024911	0.42507024	0.32326883	0.178809634	0.035898767	0.025895162	0.08769867	0.087996915	0	0.094890006	0	0	0	0	0	0
K02869	0.1860599	2.3991997	0.099231474	0.106752425	0.3477028	0.121815145	7.654661143	7.141622081	7.18889185	4.948305515	8.47259136	16.190720266	8.253981796	11.46401068	9.16321551	7.93431092	8.084466536	13.82778292	5.780392813	2.791725485	2.0808032	2.68950439	1.489038061	4.63851711
K02870	0.27334717	0.368869	0.50608027	0.13442902	0.45468777	0.17257147	0.27516705	0.160364	0.34740418	0.49805465	0.43903816	0.18227579	0	0	0	0	0	0	0.21443832	0.097966395	0.061685126	0.057502124	0.07490427	0.067150675
K02871	294.249769041	305.165462813	296.482035102	257.564522664	301.138221646	242.908366885	386.387770198	364.966914054	373.8753327355	374.755997372	383.272971562	375.147859905	368.720719136	400.1460892705	366.982170052	348.264084121	366.891555132	363.393313491	343.123141137	319.70064175	319.760480617	315.339784494	335.143476549	333.124925617
K02872	0.50968087	0.314675	0.37416366	0.12041272	0.4913216	0.25026953	0.36986026	0.081908956	0.17744328	0.52998126	0.3333404	0.2008059	0	0	0	0	0	0	0	0	0	0	0	0
K02874	311.787078599	334.261222565	321.340564858	269.157248967	342.02398861	257.016520372	397.192619207	397.741939451	409.946877358	407.4217016705	401.108609003	413.074155881	414.992900947	446.535811676	398.60351836	386.514171948	407.344984893	411.991772145	357.068601714	337.326125662	342.932691691	335.122438766	353.4806743885	347.077661775
K02875	2.38318319	3.231902494	2.36395409	3.125163357	3.626452475	4.853715632	7.826795356	9.76836933	9.422420127	6.835945186	11.551673243	17.158674495	7.241118122	7.615209869	12.26003195	9.308957392	11.39385967	14.305220558	3.398475779	3.912724172	6.718339084	2.786766095	4.506850965	5.9748362
K02876	298.750755228	305.84667694	305.340318547	226.775942611	294.455381692	226.733965989	379.481435444	376.445789787	378.175051718	374.672124577	375.278646766	383.641677803	367.781684599	395.6791055	348.347590039	339.258268356	362.959138364	361.08770263	336.1742502265	299.341909881	313.868832381	311.825781244	326.296415153	320.6148444585
