KO Bger Esin Pame Pful
K00558 561.194326567117 933.286195086033 870.000854760767 735.420327561817
K00560 229.271169500917 305.880696087233 241.12347663395 234.04728088535
K00561 25.7568889918333 15.5751305751667 58.5678219316667 8.150622779
K00563 26.1187016682667 77.1228300458333 57.7723302863333 55.540390573
K00564 30.2735158876667 82.1445918068333 63.5684578868333 64.2263083061667
K00566 372.087958306783 401.344346866217 417.370612826833 411.5090815636
K00567 308.126889630333 335.0164071285 350.61369521925 303.029995586
K00568 8.96782135416667 17.2317708951667 11.3139992495 13.8897380596167
K00570 37.2396161613333 35.6339990233333 32.01849699525 39.7395543928333
K00571 166.28971666035 374.91722473535 442.7785980622 283.467848423583
K00573 43.8547970628333 57.3578941296667 86.2956603982833 72.1412981404167
K00574 41.66448423 65.2667572295 21.4182078005 41.512248672
K00575 72.83618367925 100.4282272915 151.43285622475 127.149159268333
K00577 0.224164576 10.1373989766667 7.03932025383333 2.10904459
K00579 0.40357985 6.39872153833333 7.3784488644 2.12407007416667
K00580 0.2983484795 6.53560693833333 6.3634823405 2.59943606866667
K00581 0.394389746666667 6.026817925 7.67518118783333 2.6814996685
K00584 0.343773581166667 6.2379611705 5.09725594166667 2.97187319666667
K00586 0.248527641666667 0.204886840333333 0.0771471251666667 0
K00590 47.9634969455833 32.6085278975 35.5717940364167 41.9446002246667
K00595 92.5179210026 38.8804523013333 63.9874663321667 71.0275097625667
K00598 29.4860555986 21.3241997166667 21.08410037 21.727681103
K00600 329.470686975117 459.668205451583 449.222053501517 363.73866128185
K00602 320.921631957717 421.967141127667 421.417290234 390.67456181515
K00603 130.770983297667 109.652660103333 124.089447415667 105.618887895833
K00604 318.04013815845 375.8304918408 354.867498003183 313.14940489335
K00605 244.644380544167 247.633239575 272.121248647333 237.122629854233
K00606 207.404803162 224.107583353 215.745252048 189.817543765917
K00609 264.9474386686 345.693002868333 338.379388602167 290.507979170683
K00610 191.584258483667 187.886960829833 160.363416513167 147.592467857917
K00611 145.4767461772 261.303897219583 274.848734598167 251.07462781675
K00612 57.3154905364167 23.6209666458333 31.193709117 51.5033312688333
K00613 8.3633772135 1.98547082216667 10.7966509415 10.3665860586667
K00615 804.674094148483 874.09061926165 920.337627259833 855.981035298117
K00616 212.19018182225 112.442713360233 152.83940377575 178.056025786183
K00617 2.2884317805 1.53358218366667 3.024661375 4.79488493866667
K00619 31.6876488011667 29.7643469413333 60.0393623758333 52.616725042
K00620 86.169554615 165.869081829667 165.041819392667 170.255213559167
K00621 1.85652213316667 7.35942385016667 7.70499867783333 4.266069345
