Species Path	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanimicrococcus;s_Methanimicrococcus_sp030266245	1.3549378	0.4787005	0.85154665	1.0178052	1.2181277	1.8071929	0	0	0	0	0	0	0.6314642	1.070659	0.6997508	0.37766114	0.4840842	0.804451	2.4305817999999997	0.79572487	0.69468038	0.94115969	0.186848304	2.44893462
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAHKLT01;s_JAHKLT01_sp020854915	0.1370969	0.23855367	0.09004677	0.088019416	0.20459603	0.123249665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAHKLT01;s_JAHKLT01_sp030266405	0.08795463	0.09739182	0.10939932	0.061106525	0.08807769	0.025323348	0	0	0	0	0	0	0.25561437	0.2777151	0.3430632	0.50538576	0.4266596	0.6214371	0.063688636	0.12968591	0.11864792	0.14150535	0.060383897	0.1899418
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_cuticularis	0.35014775	0.26641698	0.303419525	0.23316444	0.241991324	0.23461972	0	0	0	0	0	0	0.2618878	0.10255106	0.091396786	0.0855938	0.056202564	0.09889137	0	0	0	0	0	0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_unclassify_g_Methanobrevibacter_C	0.04293022	0.047536466	0.06865374	0.12582757	0.03517388	0.015891682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Thermoactinomycetales;f_DSM-44946;g_Planifilum;s_unclassify_g_Planifilum	0.18582353	0.38580313	0.26002154	0.2813998	0.085640825	0.27514896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_DUOX01;s_DUOX01_sp012838665	0.122836836	0.18135576	0.116928376	0.2971695	0.06709575	0.14290926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_UBA2658;s_UBA2658_sp012516225	0.16220371	0.15394942	0.07411285	0.099610925	0.5980407	0.18013142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_unclassify_f_Oscillospiraceae;s_unclassify_f_Oscillospiraceae	0.15419833	0.28715906	0.16813135	0.23008463	0.26416314	0.21794322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Azobacteroidaceae;g_BNXB01;s_BNXB01_sp031287395	4.53629213	3.68143712	6.8539256	6.00616904	1.51247805	5.49499509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Azobacteroidaceae;g_JAJBTS01;s_JAJBTS01_sp020860885	1.8006933	1.4888505	0.21654394	0.7724055	1.0160111	0.9884258	0.48646865	1.46314626	2.1086011	0.24173308999999998	1.40935286	0.17680047399999999	1.10269193	0.6834481800000001	0.87341166	0.74995737	0.471069494	1.22242365	2.017969901	5.10401574	4.31338256	4.21452167	2.1071075649999997	3.15934992
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Azobacteroidaceae;g_JAJBTS01;s_JAJBTS01_sp029916745	20.80314606	24.552805639	26.566908865	40.108090796	9.44892789	21.090982414	0	0	0	0	0	0	0.32767364	0.15904836	0.13092098	0.21519017	0.3772335	0.13356175	0.14210795	0.42405624	0.038153443	0.193222414	0.20468762000000001	0.185681171
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Azobacteroidaceae;g_JAJBTS01;s_JAJBTS01_sp031256015	0.7518773	0.8325515	0.14551291	0.11977845	1.702922	0.90411747	0	0	0	0	0	0	0.77477366	0.3903248	0.98016346	2.085061	0.60504	0.34944874	0	0	0	0	0	0
