Species Path	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanocorpusculaceae;g_Methanocorpusculum;s_Methanocorpusculum_faecipullorum	2.1681063	2.9886756	1.969476	1.1181931	3.7461267	9.412562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanimicrococcus;s_Methanimicrococcus_sp030266245	1.1596208	0.42279506	0.80284375	1.1826805	0.9269352	1.5076553	0	0	0	0	0	0	0.45507863	0.785263	0.31608078	0.24789174	0.42894801	0.21227543	2.7527278490000002	0.7145914	0.72031048	1.034789623	0.19769985499999998	2.51351906
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAHKLT01;s_JAHKLT01_sp020854915	0.33922763	0.37562563000000004	0.30662507	0.1729164	0.253769954	0.29482502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAHKLT01;s_JAHKLT01_sp030266405	0.11872058	0.13145883	0.16612488	0.057994585	0.121588826	0.08789476	0	0	0	0	0	0	0.69005346	0.4562824	0.36290753	0.57949394	0.8206616	0.72199833	0.02763211	0.11108904	0.10598169	0.08891524	0.096520066	0.092297584
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_cuticularis	0.08795463	0.09739182	0.09377091	0.04582983	0.048042443	0.021705741	0	0	0	0	0	0	1.66898468	0.43577873	0.10837047	0.24848635400000002	0.161477212	0.165244116	0	0	0	0	0	0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_sp003315655	0.1063756	0.07067367	0.119080715	0.066514075	0.0	0.18901281	0	0	0	0	0	0	0	0	0	0	0	0	0.16818845	0.34990424	0.16871311	0.15264638	0.15365109	0.22687617
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_E;s_Methanobrevibacter_E_filiformis	0.34156477	0.17456022	0.26260957	0.10267886	0.06458162	0.08753456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp023402275	0.35763331	0.61601015	0.55603775	0.23293693999999998	0.50464379	0.48541918	0	0	0	0	0	0	1.007485856	2.66256869	1.3552453500000001	0.963557218	1.01510305	2.196006745	0.0	0.0	0.066034734	0.0	0.04510459	0.10782842
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp009780575	0.59798459	0.35691825	0.56668052	0.30394886	0.46718676	1.6083526	0	0	0	0	0	0	0.319164092	0.8414245300000001	0.9247316800000001	0.923333113	0.93771722	1.3693533039999999	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_JALCQC01;s_unclassify_g_JALCQC01	0.285891868	0.0	1.47549725	0.2031378	0.09582504	0.211660293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Dermatophilaceae;g_Flexivirga;s_Flexivirga_endophytica	1.8777518	1.5121667	1.3308247	1.412048	2.785606	3.2859132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium_protaetiae	0.9757781	1.4406357	1.7979186	1.3153176	1.5526174	2.847792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium_terpenotabidum	7.070017	1.433408	2.0587971	0.98954535	2.3660166	2.643475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Propionibacteriales;f_Nocardioidaceae;g_Marmoricola;s_Marmoricola_sp030151765	1.9276034	2.2183702	2.3465946	2.1583397	3.699913	4.3374305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Propionibacteriales;f_Propionibacteriaceae;g_Arachnia;s_Arachnia_defluvii	0.10017049	0.15845504	0.6407675	0.30198604	0.1172464	0.317834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Coriobacteriia;o_Coriobacteriales;f_Eggerthellaceae;g_Raoultibacter;s_Raoultibacter_massiliensis	0.53424231	0.213620804	0.28478555600000005	0.99750685	0.36476627	0.45046104	0	0	0	0	0	0	0	0	0	0	0	0	0.26250513	0.43425698	0.51931069	0.474214503	0.6563367	0.611471774
d_Bacteria;p_Actinomycetota;c_Coriobacteriia;o_Coriobacteriales;f_UBA8131;g_WQXH01;s_WQXH01_sp031264075	0.075127766	0.066551134	0.12014385	0.023487817	0.12310869	0.177987	0	0	0	0	0	0	0.024450732	0.097004905	0.23146057	0.3096635	0.14692324	0.4039359	0.1539503	0.10387534	0.13626227	0.08891524	0.099277854	0.16811356
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus_C;s_Enterococcus_C_asini	3.8858566	1.1719682	0.9913759	2.1744695	1.5361483	1.1753854	0	0	0	0	0	0	1.36502233	0.89646048	0.68606463	0.3703983	0.5185005	0.232549528	0.46453205	0.051447723	0.021596266	0.030197637	0.059004687	0.035264637
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus_C;s_Enterococcus_C_myersii	2.5401719	1.0380291	0.4956882	0.3781686	1.4494307	0.11194154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus_C;s_Enterococcus_C_songbeiensis	1.4124035	2.1961856	1.8622314	0.810329	2.9299862	4.7722745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus_C;s_Enterococcus_C_stercoravium	2.1575167	1.0921205	1.0597305	1.1322333	0.883857	0.20536958	0	0	0	0	0	0	0.79621625	0.78971946	0.49843475	0.09758632	0.5531985	0.23676857	0.37303352	0.06292456	0.044023205	0.12311338	0.10023242	0.023961905
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Loigolactobacillus;s_Loigolactobacillus_coryniformis	2.9267187	2.099872	3.0446413	8.951626	3.4868023	1.7577595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Aristaeellaceae;g_Avichristensenella;s_Avichristensenella_sp009787135	2.1212578	1.2997036	1.1759964	0.7184507	1.7264183	2.1672544	3.568495682	4.370062266	5.5749311200000005	2.229808245	5.773375553	7.86452403	12.08218265	9.27543903	13.33000554	18.12404673	17.989182845	14.97496191	0.69862854	0.85111797	0.4267451	1.4154482	0.9309448	1.6421506
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Aristaeellaceae;g_CAKUFI01;s_CAKUFI01_sp934647145	0.33765304	0.25424	0.4859756	0.084450535	0.40944013	0.33997527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Aristaeellaceae;g_Faecivicinus;s_Faecivicinus_sp004555155	2.99232601	1.43014061	1.12475145	1.84904038	1.25728007	4.7147631500000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Aristaeellaceae;g_JAEZHK01;s_JAEZHK01_sp029974035	1.05747098	1.54142799	1.98688908	1.0245492600000001	0.33925432	0.48696419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Aristaeellaceae;g_JAJDGF01;s_JAJDGF01_sp030265545	2.002781323	2.5215696899999998	0.893734805	0.690031554	1.92304139	3.9167121899999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Aristaeellaceae;g_Limiplasma;s_unclassify_g_Limiplasma	0.22896107	0.2218369	0.24028783	0.14540069	0.16414484	0.36021182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Aristaeellaceae;g_SFMI01;s_SFMI01_sp004556155	0.3818262	0.34449986	0.37315306	0.4531765	0.06952013	0.30362484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Aristaeellaceae;g_UBA2862;s_UBA2862_sp900317565	0.37615037	0.9235662	0.5884602	0.51129913	0.4689851	0.46010235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Aristaeellaceae;g_Ventricola;s_Ventricola_sp030536875	0.438393	0.7046588	0.67845976	0.64107925	0.25490743	0.28268522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Aristaeellaceae;g_Ventricola;s_Ventricola_sp934631055	2.776641414	3.18327335	5.61649362	2.69418359	1.4454468169999999	2.583264106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae;g_Borkfalkia;s_Borkfalkia_sp904374385	0.055266462	0.15299106	0.055238534	0.0755929	0.06792201	0.081833065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae;g_Borkfalkia;s_Borkfalkia_sp949291725	0.06829797	0.12100189	0.12014385	0.08541016	0.24621727	0.080903135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae;g_HGM11416;s_HGM11416_sp015055965	0.26712132	0.28099352	0.1281535	0.07307316	0.3064036	0.25709248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_CAG-1252;g_SACC01;s_SACC01_sp009928745	0.1360806	0.08371203	0.048359804	0.14181323	0.14865953	0.1679123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_CAG-138;g_JAEYLA01;s_JAEYLA01_sp023390655	0.09899195	0.03131815	0.0904613	0.18790247	0.08110677	0.05234909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_CAG-138;g_JAJDHH01;s_JAJDHH01_sp030266105	1.6495145450000002	2.78220603	2.137062306	1.923757296	4.970170550000001	8.302916830000001	0	0	0	0	0	0	0.62586796	0.50159933	1.3556772	1.60340535	1.01547475	1.11591169	4.8626756	4.13661943	1.08016578	8.615896172	1.8396224499999998	2.645232155
