Species Path	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanocorpusculaceae;g_Methanocorpusculum;s_Methanocorpusculum_faecipullorum	2.4282517	2.615223	1.8595144	0.9442335	3.5583959	7.7142606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_JALCQC01;s_JALCQC01_sp022649925	0.19369551	0.35949244	1.1760299	0.19619267	0.24746301	0.28257759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_JALCQC01;s_JALCQC01_sp022651005	0.2690498	0.18259504	0.5829366	0.1288862	0.14221941	0.21204233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_JALCQC01;s_unclassify_g_JALCQC01	0.16438232	0.091010086	0.7722073	0.36938083	0.05050617	0.18255082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Brevibacteriaceae;g_Brevibacterium;s_Brevibacterium_sp026013965	0.3340536	0.66096264	0.41598785	0.4708261	0.6326492	0.6770804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Brevibacteriaceae;g_Brevibacterium;s_unclassify_g_Brevibacterium	0.8934432	0.45951288999999995	0.46490876000000003	0.6615074599999999	0.87111595	1.0943155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Cellulomonadaceae;g_Isoptericola;s_Isoptericola_sp026934365	0.46530795	0.4508298	0.75961936	0.9395124	0.3176997	0.4593215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Dermabacteraceae;g_Brachybacterium;s_Brachybacterium_sp005490785	0.920898	1.12785142	1.80126349	1.86268582	1.9655215300000002	1.66533817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Dermatophilaceae;g_Demetria;s_Demetria_terragena	1.572487	2.77924012	1.9585732	1.15814088	2.89885972	3.0000324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Dermatophilaceae;g_Flexivirga;s_Flexivirga_endophytica	9.930227	8.79928226	9.2810223	6.21523146	11.9521538	15.8906622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Dermatophilaceae;g_Leekyejoonella;s_Leekyejoonella_antrihumi	0.257154	0.43705174	0.42558435	0.26175472	0.32828984	0.42061612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium_protaetiae	0.235119	0.29288977	0.26320028	0.28483987	0.25524724	0.5483216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Micrococcaceae;g_Rothia;s_Rothia_koreensis	1.8929847	1.205256	1.0671055	1.0578766	1.2485344	1.2403029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
