Species Path	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanocorpusculaceae;g_Methanocorpusculum;s_Methanocorpusculum_faecipullorum	2.7927773	3.0446122	1.9223017	0.8663765	3.3615274	8.69685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanospirillaceae;g_WRER01;s_WRER01_sp031285085	0.014395767	0.095642254	0.26474825	0.03375492	0.02358969	0.23447388	0	0	0	0	0	0	0.03528684	0.12726879	0.118530296	0.20182614	0.07951375	0.3730897	0	0	0	0	0	0
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanimicrococcus;s_Methanimicrococcus_sp030266245	7.9350178	4.3768979	4.74935118	9.5757868	7.5248677	11.9373404	0	0	0	0	0	0	3.2564631399999997	5.9597858100000005	2.81386966	2.19666117	3.2743053	4.47784343	1.770893672	4.26554119	3.34035137	5.487577996000001	1.093075294	8.366731736
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAHKLT01;s_JAHKLT01_sp020854915	2.4703765	0.682347963	1.011094964	0.95758796	0.31540877	1.1106322770000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_JAHKLT01;s_JAHKLT01_sp030266405	3.95306811	3.55059475	1.8261174	1.8134041680000001	1.19616197	1.3714659040000001	0	0	0	0	0	0	3.6426171199999997	6.40634951	7.051253330000001	10.35293885	13.2257293	12.30059745	1.46774846	1.09851434	1.3510661050000001	0.817127586	0.54684168	0.933875
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_cuticularis	0.2606845	0.1764004	0.27792335	0.14715251	0.27291557	0.17155376	0	0	0	0	0	0	7.00620364	2.0119637	1.44211841	0.909570146	1.50094613	1.19351349	0	0	0	0	0	0
d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter_C;s_Methanobrevibacter_C_sp031261945	0.8904044	0.85448252	0.7119642	3.47967388	0.68089692	0.439474224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_Methanoplasma;s_Methanoplasma_sp023402275	0.04452022	0.23005304	0.26105344	0.057994585	0.060794383	0.0769079	0	0	0	0	0	0	0.65171765	2.21227854	0.88970829	0.877071795	0.50391487	1.773328434	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp009780575	0.46559565999999997	0.14880988	0.51838498	0.3501289	0.29727885	0.75113235	0	0	0	0	0	0	0.66775963	1.087010491	1.1688848840000001	0.88448927	0.945547885	1.40580747	0	0	0	0	0	0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_unclassify_f_Methanomethylophilaceae;s_unclassify_f_Methanomethylophilaceae	0.35837385	0.09920668	0.17909646	0.23341925	0.4893758	0.9728484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_JALCQC01;s_JALCQC01_sp022650895	0.06382544	0.07067367	1.012186	0.049885582	0.11330353	0.21263932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_JALCQC01;s_unclassify_g_JALCQC01	0.26593938	0.12956846	0.6209205	0.21617089	0.20917581	0.25989237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium_protaetiae	0.6599467	0.6655104	0.7538445	0.7184507	0.482779	1.1516812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium_terpenotabidum	5.961164	1.3717673	1.2946119	0.83405674	1.8692418	2.9149916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Gordonia;s_Gordonia_liuliyuniae	1.0508902	1.2114686	1.8647478	1.9352826	2.6184545	3.2080293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium_acidiphilum	0.5664815	0.56606674	0.35352677	0.17278388	0.27168804	1.4116212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium_sp025345615	0.16998625	0.14789127	0.3495094	0.29419068	0.43771955	0.67419314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Rhodococcus;s_Rhodococcus_yananensis	0.6217477	0.4895714	0.57448107	0.44275847	2.8187642	2.4243066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Propionibacteriales;f_Nocardioidaceae;g_Marmoricola;s_Marmoricola_sp030151765	1.5114832	1.7790884	2.4266684	1.5906589	3.0326152	3.6037967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Propionibacteriales;f_Propionibacteriaceae;g_Arachnia;s_Arachnia_defluvii	0.92831254	1.1465241	1.6843942	0.68835574	0.9653669	1.2952515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Coriobacteriia;o_Coriobacteriales;f_Eggerthellaceae;g_Raoultibacter;s_Raoultibacter_massiliensis	0.586364	0.4707273	0.30475536	0.56141573	0.25222254	0.325586	0	0	0	0	0	0	0	0	0	0	0	0	0.37752763	0.55191634	0.0930852	0.5929468600000001	0.41445496	1.41865952
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus_A;s_Enterococcus_A_murrayae	0.54246145	0.13651499	0.069005705	0.028908039	0.40404877	0.091275364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus_A;s_Enterococcus_A_xiangfangensis	0.67807686	0.5870147	0.32531288	2.0621085	1.020223	0.109530434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
