module	wild01	wild02	wild03	wild04	wild05	wild06	wild07	wild08	wild09	wild10	lab01	lab02	lab03	lab04	lab05	lab06	lab07	lab08	lab09	lab10	fam01	fam02	fam03	fam04	fam05	fam06	fam07	fam08	fam09	fam10	res01	res02	res03	res04	res05	res06	res07	res08	res09	res10	hos01	hos02	hos03	hos04	hos05	hos06	hos07	hos08	hos09	hos10
M026	0.218588214358178	0.195406391682911	0.317686404862143	0.184260937908295	0.168992239131045	0.20503891511064	0.236054599371244	0.257286073579612	0.188169828860767	0.186301641396453	-0.161284004923901	-0.218826730696852	-0.140072391477381	-0.134621348331763	-0.183893515374097	-0.214774941589585	-0.140910198989842	-0.227502742439121	0.0614110726359972	-0.165716853035464	-0.0531619110408969	-0.00141632878550055	-0.0976170376707981	-0.0401218553159131	-0.0877327634875781	-0.228194248427254	-0.192315492422066	-0.0956082667097203	-0.0656749289184832	-0.102855082173909	-0.0648352076399169	-0.0268693744288229	-0.0567207483581363	0.0615436683006522	-0.127741028450291	0.0155313101300596	-0.0798102534517695	0.00932743464036448	0.0779668721179828	0.0566428593038645	0.0716335217753303	-0.0220631034706164	0.0216450646409365	0.0051687892829539	0.0595456655828683	0.0482222128133809	0.0328011348162565	0.0908042415309248	0.147045963457478	0.0132653003193429
M087	0.205630573284649	0.18848796278263	0.340324206992682	0.170692881630567	0.164223969580376	0.199523921079006	0.238322429203722	0.260229286766116	0.175543368639605	0.180335607736872	-0.25877236188056	-0.172882387047505	-0.102365182125983	-0.208718692727565	-0.148157650714441	0.130776656597045	-0.00216910548897189	0.0540528285298584	-0.175475964245186	-0.246389283852657	-0.132882631738565	-0.0663745505093115	-0.00629506893070366	0.0314830787427644	-0.0234376064019214	-0.27456345015525	0.114425678563749	-0.174219613070178	-0.0577444083626327	-0.13301957001759	-0.0652568273518962	0.0169475409532106	0.00731962257206336	0.0651145928410716	-0.08658306395219	0.0946359850930543	-0.0996404503759176	0.0625574457796353	-0.00449299103829911	-0.0822133704554039	-0.0276385344671797	-0.02840430679822	0.0391199437817582	0.0543951940125881	-0.0286900321672831	-0.093524626074317	0.0125825904752921	0.031963635223064	-0.0349542935729873	-0.103822977338665
M032	0.220359780830689	0.176142491928158	0.244503390523662	0.16922174541627	0.255056334583861	0.196412823663263	0.210339514670274	0.238214768163595	0.171429470677716	0.258618948519107	-0.0768923333574132	-0.197356167306226	-0.0987587328019775	0.103718698179935	-0.219002400234595	-0.126466697014665	-0.267682195220109	-0.238141520790298	0.023864772186841	-0.267288139578007	-0.0315346689251313	-0.146052887848134	-0.001303047688371	-0.07541868508641	-0.0383134306630579	-0.00105349892972583	-0.138856368106876	-0.0965294045923611	-0.096294265241804	-0.124043411967357	-0.0157299343578054	-0.0315428827312412	0.10181468100199	0.00083368842005473	-0.0294799842481851	-0.126157939901432	-0.0453805678132532	-0.145977622932603	0.0904779302222991	-0.0936678716131045	0.000629141257040465	-0.000890931635688305	0.035511606782975	0.154649198719119	0.0842707609043175	-0.0375308832049845	-0.045337454875139	0.114962492839814	-0.00829229424456662	-0.0300560165804586
M064	0.226446816825868	0.16168903835889	0.266156656801291	0.163683247708713	0.158558678669146	0.201771258521326	0.211560588358971	0.249602679265679	0.160827142452083	0.186236867575147	-0.20855416466157	-0.125535460868107	-0.0834240124253031	-0.342939266638209	-0.169168375221692	0.0803678302995211	-0.173325684021948	-0.0265506158507157	-0.188847810459105	-0.0497731515461436	-0.134963774928395	0.00599070828353654	-0.178551050710693	-0.116378451346911	-0.161033830213222	-0.0102656660311631	0.0356822903732754	-0.17714599420457	-0.142322346175741	-0.0618635604119476	-0.0992818108300223	-0.0268624745389309	-0.0475275850311146	-0.0468944555430595	-0.196636792489412	0.0852798373771578	-0.0566216457836112	0.0709358996220712	0.0218512195891761	0.0693736294388451	0.0592653756962848	-0.0184324232869397	-0.121661856822323	0.0470942867237831	0.114356457532181	0.093726546237732	-0.00389070982064749	0.016080547541982	0.141922397607166	0.13999296900167
M011	0.201735469957207	0.15736498443905	0.231099987351333	0.184576357306141	0.201370278369515	0.198129737512091	0.217935852381733	0.2164389822334	0.164187590440222	0.217168429743386	-0.0970679586752474	-0.0123138374694522	0.0423972441726719	-0.315462333906877	-0.152589223200905	-0.138515803700394	-0.0438912378807805	-0.102993590252252	-0.10673570459327	-0.0394202664821786	-0.0609439788088356	-0.0854028981846122	-0.00595956868029025	-0.0806536395671848	-0.0770347352954298	0.33907551317254	-0.135877053853556	-0.176900272571376	-0.0356097960160256	-0.0941188599643878	-0.157050397585879	-0.072635097089726	-0.155717291394446	0.022115928805563	-0.202315262816275	0.0450566385906549	-0.189677570979203	0.00470628742385721	-0.0546232170990065	-0.0259430007350716	-0.0597945673736587	-0.0808620553961096	-0.118040504047113	0.181966694679394	0.00963178785542127	0.00647070103371624	-0.0369427647367593	0.095871778785992	0.0706025300646559	0.10718971403776
M078	0.203396670067494	0.176509294048352	0.314353278031014	0.169610163075251	0.160603418965361	0.191808534834976	0.225300900513247	0.252122789711037	0.168441085585346	0.178205821496876	-0.226004524417499	-0.193877559977708	-0.179902245737823	-0.15826853777595	-0.214604345452202	-0.0424163540098229	0.125600899692995	0.0593663107726845	-0.214268158308865	-0.268673856695263	-0.196224550378126	-0.141430443187849	0.0311967433554865	0.0442821864828152	0.0278036094052315	-0.135076504769238	-0.0283880443059027	-0.203654190035704	0.101050466021031	-0.159343668551163	-0.0499368697699369	-0.027993875529339	-0.0525550223902777	0.112641990131603	-0.0618932922530343	-0.0145466153980091	-0.0622280301963504	0.0363867345356943	-0.0442638412481121	-0.0765882815291579	-0.0064105600723752	-0.00568600491827687	-0.015761932565556	0.095833678897495	0.0353595845595342	-0.0150039502216185	0.143427251467195	0.0327962844774875	-0.0281313636879884	-0.0629650727450575
M016	-0.236131585684433	-0.257655340567807	-0.133186130756522	-0.258438974750722	-0.265309284321543	-0.246367999744702	-0.209484211482736	-0.195592540405831	-0.259859273317104	-0.254365933091196	-0.105522096198146	-0.0481859189041607	-0.0423958960471044	-0.0101978834238825	-0.026657154720815	0.171990383242244	-0.0461456446637765	0.0780578278520748	-0.0438328255001284	-0.101114390008649	-0.0185501919662872	-0.0452751474916699	0.0917452718908164	0.109379219676598	0.148371182608029	-0.118442582600671	0.179964751919421	-0.01257031661961	0.0311427309722241	0.0259125025273253	0.107910186516674	0.142420796938884	0.132997310840441	0.107461199378008	0.0675011559314093	-0.00380338176395817	0.0762485548937472	0.05424709115973	0.0834259326801206	0.0135361543739866	0.106022368334141	0.126283082362635	0.150622276717152	0.23578771720681	0.13060815391885	0.136852741113776	0.173046096846829	0.180339386998183	0.0545468500652821	0.0226637770660624
M047	-0.25187079462863	-0.251393298421083	-0.179341723011205	-0.246854618161339	-0.246850832088051	-0.242519678831471	-0.221553568976434	-0.227719297235481	-0.253646359174885	-0.249273685107664	-0.0847841068750604	0.0266885176803649	0.0328105104828298	-0.140966288636536	0.0712205511853451	0.114766302556737	-0.104340030957292	0.0201351033241493	-0.0788130245939921	0.0739450461429893	0.0803905046218652	0.0320893362925594	-0.00889099195190959	0.0341488794375549	0.0479807283383496	0.0495078724151493	0.0938870975233356	0.0307729157798588	-0.0256873948106304	0.102286134500754	0.0438885772153239	0.205336145933111	0.0883091673623604	0.0433401895033282	-0.068517753141177	0.0543431944337731	0.0170806047128991	0.0603332685905989	0.203952131337634	0.0480475477482194	0.185251951657316	0.167679900156752	0.149749757483344	0.270323134606697	0.173867205861129	0.122187452761817	0.0364472491731419	0.037457667935912	0.0829044824141604	0.0818943174334835
M131	-0.211868745061779	-0.228402648577141	-0.184728638946949	-0.224806733737321	-0.22289690715544	-0.224192593979739	-0.233011178400588	-0.203967427053802	-0.237670491707672	-0.227573809103455	0.0949460917731337	-0.0408914223030493	0.0294061474344006	-0.0385056384090655	0.0395062141648405	-0.0288970392265037	0.104756485452418	0.0327051374861477	0.0878516334448413	-0.0705411969041707	-0.08004958593739	0.179126124290583	0.126944468990898	0.105805402138709	0.0224736207469418	-0.0811790184805332	-0.0458320874002383	-0.00298915667099004	0.0126095397579235	0.0397988462596859	-0.0073657114612835	0.12554848611433	0.121238296232044	0.0669642512002449	-0.124682893397585	0.199490346844484	-0.123229740544052	0.216690008798648	0.184682769211038	0.253152394125057	0.0273132704859486	0.020750764644423	0.0742598974531272	0.0962727949372177	0.145791204148068	-0.0817790827445552	0.271515595981885	0.141701315046608	0.0101585524765666	0.0936020875630913
M042	-0.246027386801001	-0.276777178063026	-0.204023461660143	-0.214233025856713	-0.221700981971457	-0.258045031748411	-0.202750489754837	-0.236833657130943	-0.245720933471946	-0.22282482458701	-0.0512792901401955	0.0819210429127108	0.0521467537499055	-0.106013030410036	-0.0792853027751767	0.0315397557081411	-0.054998632699132	-0.0285164185090097	-0.117473275214962	0.0674746843847807	0.142960495409972	0.00806350359645886	0.0445054600652389	-0.063771555839775	-0.0554148799516458	0.220632479091208	0.0735449026412597	-0.0252263383993008	0.000249341775417318	0.0596519974232223	0.0776392899073096	0.0705795263116852	0.00843915166662598	0.0912612167516994	0.0864004908448407	0.152439404432164	0.148445201431136	0.115926852099442	0.0517575651585734	0.093140418541057	0.143637812160391	0.129861495904027	0.00557644776103771	0.202363866315242	0.186315792638984	0.235458060385242	-0.0178299596467992	0.0642924389014043	0.111509725590854	0.17101048107149
M025	-0.24179335073153	-0.254886032979028	-0.185420964222507	-0.233662180484158	-0.256379269004982	-0.245725011301834	-0.218041821659505	-0.22134727899715	-0.249879135413292	-0.248719133026627	-0.0801299819261638	0.111423497659174	0.073078115457341	-0.157144133511417	0.0212004376677711	0.0800731232937295	-0.117538939360552	-0.0158465378787913	-0.0558336459735906	0.0961772984523951	0.140919202823709	0.0571769498149126	-0.0339945315110728	0.0069670921484322	-0.0219513459527699	0.177422132189146	0.071499477382056	0.0149558004795138	-0.0176349296789189	0.0991260396850429	0.115472042540846	0.143879796798348	0.0478708405227386	0.0536600997011361	-0.0103051924487239	0.133770880758121	0.02079736617487	0.101102857925236	0.105658284031179	-0.0205953434125541	0.167302812535498	0.165273717869998	0.112275348949075	0.208943729421815	0.1931688121042	0.0912129531531996	0.0136600709774891	-0.0258976801066621	0.0829298654151518	0.205727793649707
M094	-0.272445814455183	-0.257016405562671	-0.163385069441141	-0.251477333454384	-0.22192612306715	-0.255613173300814	-0.232451942848346	-0.224076774021985	-0.254000549814676	-0.254229717775651	-0.0326133352663557	0.114426345637318	0.0679118235756357	-0.0619092021526615	-0.00794216912574455	0.0153506536546308	-0.101508221562762	-0.0733361260535737	0.012151765077318	0.0887349103937737	0.148378079938996	-0.0393953027491549	0.112352460693918	0.0080306204649327	0.0812924620909821	0.253839975530099	0.00684138684950072	0.0991797142945678	-0.0201593874079582	0.0876409062633639	-0.0381284795214019	0.102630490601764	0.143570570161253	0.0690036204539386	-0.0136270445240777	0.0181999829151317	0.0363530963682683	-0.0390036681020279	0.0521769824397894	0.0124692277612862	0.111231835891483	0.137749215597201	0.0757781826271259	0.215663230685231	0.112645227485355	0.15481516595343	-0.0286486049773064	0.183111029057987	0.154351178873869	0.167014303846875
M069	-0.222031046853653	-0.242367139335527	-0.164538743746347	-0.240317665053175	-0.251142720041456	-0.228365570847428	-0.23148172203077	-0.215150580741778	-0.248764725162069	-0.247156644070099	0.179311875067807	-0.0542337611535399	0.00335081736903001	-0.0640998773097929	-0.0396163064812033	-0.0563096583550383	-0.070811299346957	-0.0921802659125445	0.00921286689249872	0.0224038487758561	0.0324313119396746	0.18591587307929	0.0994852537493839	-0.016215737574233	0.00670516911026369	0.0120742480376597	-0.0617362942009082	0.0794391956803711	0.0541753600788218	0.0109143162592451	0.00356691112544062	0.0488748929838991	0.0346215235511947	0.1524070936736	-0.0365704796392836	0.0380179577520814	0.0149663329752845	0.0359502607779676	0.254506273631872	0.257586718722277	0.0860591748127633	0.109189875833931	0.0994849962030726	0.0525581043509715	0.118393545652439	0.125223885263918	0.0805187828540572	0.119148028947981	0.267118627411519	0.189477115291631
M144	-0.237989025146076	-0.277710881988632	-0.204783715412336	-0.233481992075182	-0.226445544523723	-0.250861031439807	-0.215831624772342	-0.232790463113939	-0.260738467803332	-0.229087974950109	-0.0129940648684044	0.112740649227864	0.150865542963824	-0.112246785791202	-0.0440588119168972	0.160842329719418	-0.0488529990678399	0.0663649541623135	-0.107167603104385	0.0535470349794596	0.0644099069453278	-0.0521387112626408	0.0814894265291212	-0.0538845052775422	-0.0374897306610419	0.265313640402221	0.135028520684824	0.000121501023437967	0.0528616330654609	0.0252039152778818	0.00918415000568219	0.0633737827307288	0.0391990995977353	0.0557325621825185	-0.0361591132831821	0.0585186964354851	0.042282593321299	0.0862925124598184	0.0819463790087556	0.010463330298624	0.107905190564185	0.134381414324602	-0.0210102622167734	0.231892247120021	0.166110815008117	0.16060517735795	0.126633691554456	0.105578178156814	0.0860693799804243	0.160765053587018
M118	-0.233037277020101	-0.203485964502455	-0.152626449246215	-0.23694417199958	-0.244099672084406	-0.214868005119534	-0.264020007639337	-0.242299792325975	-0.262193046592713	-0.2488839682574	0.0531771749511924	0.0502486995893855	-0.114103325984319	0.0251863099865214	0.0355561629386369	-0.0778411270214442	-0.0918655947249675	-0.108920816163738	8.21602379657022e-05	0.0140116999518176	0.0367276367807085	-0.0716727883010752	0.0106938025401252	0.0419492847224439	0.0466249869140014	0.163353016934239	0.0442152412403623	0.0431197247254102	0.00430507823041675	-0.0419656847732444	0.0790685640871703	0.0723329760403426	0.245946102958663	0.0306016899681397	0.182011990827657	-0.0123178033025649	0.180448392389191	0.0455927461105692	0.174870344918419	-0.0288446659607039	0.0652412914134748	0.166146962929472	0.09631264316314	0.228482591560824	0.216268360694191	0.147332066521307	0.112977021954984	0.13333245240933	0.06535836676203	0.0384146165676434
M065	-0.257519419719849	-0.272234842772768	-0.177384224779376	-0.251352698356448	-0.227665610771693	-0.246732013632542	-0.234827683472267	-0.216501494008365	-0.286702602015079	-0.237456379001208	-0.0244071344965363	0.0582503705414157	0.107519459063371	-0.0784339178080716	0.0088903630280443	0.212509191603842	-0.0334986648927127	0.12460561666642	-0.014648348452374	0.00151502194077759	0.00206866144407822	-0.0697173990914143	0.145052554761767	0.0280178245152454	0.10586910015523	0.226332701501453	0.174219801038378	0.0416787655273054	0.0945864785913426	0.0269072938650654	0.0136660372705834	0.0742591931070028	0.100245601836881	0.144576374068695	-0.100979687746808	0.0376084688804454	-0.0497598744315154	0.0565082829701621	0.049356175367438	-0.0304090040742811	0.115971535681993	0.0977225097969433	0.0382176910611499	0.243889983658102	0.0608609060316477	0.057759611318058	0.114860782146284	0.181555427566588	0.046261979807982	0.0188872347096162
M019	-0.244496308833357	-0.239887831924988	-0.163593092506465	-0.259000017317236	-0.264462273531477	-0.24525978881532	-0.241163575189492	-0.210328983866879	-0.261941765561388	-0.258233512583096	0.0114281860485744	-0.0530415596811584	-0.0530593558312707	-0.0418050499742161	0.0288832083570283	0.0117245065506569	-0.0599798588440483	-0.043217885361399	0.193141626489367	-0.0486644814611456	0.109186932770982	0.066614004578452	0.100649417659843	0.047199981582124	0.0828406612482893	-0.207956633220203	0.0147452925897197	0.0547876698501939	-0.040099276244629	0.0790908717551718	0.0783286929356233	0.128496844331292	0.124273633757364	0.154912992995481	-0.0226618392224343	0.13671772408252	0.0131872884289979	0.114365604165461	0.12464582921623	0.0634727241389412	0.116310406122278	0.13187219113147	0.150382555509191	0.149643701498404	0.119916283694537	0.106954307362792	0.0679383717117977	0.191421824196128	0.132584968394756	0.0531347868165331
M074	-0.232835278031908	-0.252808084737089	-0.165651364837526	-0.26112141387008	-0.24530623305358	-0.244992190113354	-0.219492493433098	-0.215188076414184	-0.269413805952612	-0.247465200875872	-0.0848629924312647	-0.0284924788646137	0.0390718753285569	-0.0658998553132957	0.0125947558159832	0.203648733567221	0.152547635015217	0.213292599120261	-0.033355918153434	-0.0797712011580269	-0.0619326784622362	-0.0260083880126637	0.135883154689186	0.130595328512553	0.130086052318841	-0.0368133999853249	0.184168973077868	-0.0216382310749135	0.0980832163381182	0.00292928254786721	0.0150942078258752	0.0823340020393652	0.084037884073843	0.127574878750481	-0.0450408576030768	0.13537951264883	-0.0359332943747649	0.157775857870398	0.0630807024874553	0.0472091166722014	0.0592318782922919	0.084408403279956	0.0188001251370227	0.200260048835596	0.106344037674822	0.0197545001287376	0.201588146599923	0.126314113119066	0.0335039915594192	0.00843042342595735
M114	-0.237203047222487	-0.298595991072066	-0.181118698087207	-0.259940001517619	-0.228417244205495	-0.245090600738622	-0.226887618767854	-0.209612095698032	-0.264847054305411	-0.239233395220788	-0.0657130933140102	0.159992965124347	0.145926710589534	-0.0381619269754105	0.0387395449980444	0.0938303712495709	-0.0908534708999325	0.0396580273523701	0.120675608106384	-0.0339952027507101	-0.0330282754024327	-0.039193039492462	0.101193233586598	0.0605366569191591	0.0102623478580335	0.0755757376637497	0.0950253509832839	0.0275260035835234	-0.118638691116621	0.0554313193417903	0.000962917284270307	0.0271759775073499	0.0582222135085262	0.105839263378926	-0.0729275992058012	0.17050359625764	0.0505600625142828	0.158274392276265	0.0645814109781275	-0.00260873591028164	0.186283585108702	0.0818715471169098	0.023097423798651	0.10900564499495	0.0210423751044909	0.149244928045582	0.219095361645571	0.166672636166443	0.209762576888913	0.0594959919712548
M141	-0.229744302429894	-0.254255292762498	-0.203514325649506	-0.254435078111947	-0.249746208742029	-0.237585559675871	-0.214977349389743	-0.212618641862772	-0.260562288173972	-0.26739152449564	0.0799838734287342	0.0396244423461013	0.0122202348563167	0.0162543395473389	0.0577112160984912	0.195864135951001	-0.0296722042204016	0.0967102693828153	0.0143021971240436	-0.0812916281031067	0.103972633684742	-0.0887613189502868	0.0995294421318055	-0.0268214017738071	-0.00515873160018167	0.321419120466452	0.170750396509391	-0.0201556256775792	0.0832153031781156	0.0916618805316237	-0.00350104452718358	-0.00141558025677031	0.0594767785150225	0.0875759666589149	-0.0263470134623351	0.0327105904984993	-0.0244859802230389	0.0423103436200287	0.117950234681706	0.0236510160103644	0.114189606475172	0.0253839727270709	0.0181674404791456	0.212425127135531	0.141602959856627	0.00637889063639868	0.139339640977103	0.226810056176484	0.0431153270942577	0.0181336633092653
