ID	wild01	wild02	wild03	wild04	wild05	wild06	wild07	wild08	wild09	wild10	lab01	lab02	lab03	lab04	lab05	lab06	lab07	lab08	lab09	lab10	fam01	fam02	fam03	fam04	fam05	fam06	fam07	fam08	fam09	fam10	res01	res02	res03	res04	res05	res06	res07	res08	res09	res10	hos01	hos02	hos03	hos04	hos05	hos06	hos07	hos08	hos09	hos10	QC01	QC02	QC03	QC04	QC05	QC06
neg_14247	814.6229725	897.7138139	449.9610886	0	1236.196207	2549.631944	916.1990761	207.6442438	872.1999992	1008.894867	11137.66078	4372.271222	916.6858578	10444.44827	4660.862201	1928.608126	881.9475399	0	3993.741941	18787.53595	342.6656239	4057.32897	1181.752404	2794.196911	458.0519116	0	631.0384461	22445.40934	0	3876.857004	0	2558.998552	820.9473318	1707.276505	4252.292406	3434.833711	4299.456215	921.2691193	1814.263419	5676.282146	0	0	0	332.2133891	1290.389892	6207.35859	0	3086.251937	0	0	2754.463218	2546.964313	2270.797822	1711.92538	1479.198305	2569.158259
neg_15175	15406.78503	2732.912854	4988.810199	70101.37856	47837.84225	12678.4768	17464.57157	1011.836687	37210.68018	30790.43838	28323.16381	1219.346118	370999.5947	0	642218.3344	45915.88201	5344.88998	14488.15222	0	0	605.8622483	0	12849.07035	3142.346467	0	10576.66176	14590.18143	0	17434.14712	45992.20052	0	0	0	2367.564937	182.5795748	83369.95505	0	40986.69279	91484.14019	0	0	0	0	0	0	0	0	5610467.535	627.8824908	3.692435909	27479.90311	43197.49404	32430.42876	47925.1949	26971.96369	38979.38135
neg_15288	113565.2324	81189.55497	94236.45593	122133.1806	81178.78006	78765.12346	90025.66596	83502.61226	102811.3772	95788.62358	18685.28512	10397.81349	707.7671478	24135.03489	20636.10917	2619.611556	3904.341192	2219.332261	13607.11342	1433.947371	636.0336906	4443.406767	17598.74601	22805.14204	32995.08641	413.3973242	4260.902959	9442.674103	11932.28774	14703.41514	21752.81879	25635.97582	0	27456.25622	102084.7822	0	75005.52603	1329.216388	34661.85102	7268.33451	5347.97038	4212.277866	31163.3225	12654.84302	4399.916259	17040.26895	10648.14878	42290.21797	1691.467985	0	17763.40214	13881.62348	15038.17074	16894.01255	17207.0885	18470.78742
neg_15479	3526940.055	2715381.665	2847375.585	3967394.054	2925436.843	3112113.891	3105390.573	2561072.249	3525157.613	2796167.184	824492.6434	1949157.719	1639988.552	2459560.676	779370.9074	402698.9909	1350488.427	509915.7195	831894.2299	980492.7295	400094.473	652336.8223	719744.8855	599260.009	621433.8469	2512616.457	551528.6422	1160426.02	2078466.441	956362.9807	917234.3562	1261796.315	2100865.552	1628478.706	1702440.34	851065.0352	2164383.543	1262318.148	1423018.92	1886203.616	1542467.957	1495893.442	1443704.816	643903.4948	3042210.436	2252633.728	2713110.064	1685384.056	1461177.958	2594789.064	1170834.827	1187120.028	1244665.366	1223222.987	1207073.486	1179899.177
neg_16060	0	1109.373413	0	0	23.56223299	0	0	2189.702998	3.021283971	5.225037012	4432.854853	198.9056044	4.562622275	1733.045983	1453.538643	3.842885553	291.508138	0.017906182	54934.47126	1855.157787	762.3182232	1354.523277	119.8727907	7367.7563	4732.321234	231.4455493	16.27684875	858.2075746	164.4595686	293.9679725	283.1235819	332.7144395	13292.17124	179.7625232	76.71720529	365.944376	163.8496183	116.3701127	1692.607314	617.5025013	172.9870167	395.6941999	299.9728196	5870.407024	1807.481058	884.7005573	4004.068046	188.6876679	574.5417807	2169.214008	1669.640198	354.9132796	1027.494825	198.7405461	596.7397591	2073.163851
neg_16713	335369.9278	306032.7474	388140.2199	280986.3953	279644.1848	332322.8108	360431.7648	365924.9978	306074.4746	256651.7749	526862.5335	490979.2808	635839.1854	840024.4931	1031145.799	4236551.816	712998.8098	2312014.075	531142.9713	374083.0817	296161.6839	413375.0867	684900.4418	1391428.045	1559827.418	329500.6863	3753827.348	381371.0433	898716.2883	696231.3203	1136447.867	2755910.143	779733.4901	496328.2831	1147045.698	485810.3048	725455.0137	884450.4038	520211.6713	462350.9681	722341.1756	538653.1765	945216.1624	1058576.069	419371.8049	390628.3894	3341296.121	1084501.874	384489.2676	624201.6659	596116.0305	606685.9024	572614.9452	642776.0704	604460.5157	592736.4438
neg_17978	628986.8117	56703.33025	162804.8944	58930.48815	109172.2704	296638.3165	70344.02364	558459.0753	56206.07784	249898.6012	28407.17315	2834.970732	13449.50962	0	0	0	0	0	30898.49548	14764.94004	2196.789733	4584.257484	9622.772019	14129.57346	16143.51509	4009.021511	6069.04468	4350.063818	0	13824.6533	0	9497.555633	95717.66078	2288.483917	8039.233334	5636.13152	13741.35697	22.93125981	0	1504.924241	9485.956622	2989.0331	21591.49446	2454.004957	2961.545622	11514.08177	0	0	8398.297715	5072.879107	16282.70076	12009.33409	15135.91172	17510.08237	18078.29891	15892.09986
neg_19432	0	0	0	1646.415468	0	0	0	0	0	251.7224381	10106.08728	16454.65423	7863.369102	0	20918.06702	4355.279092	0	2303.319972	0	5073.333273	4019.438292	15120.61972	78264.86461	0	7346.304523	2313.300991	6235.697717	70244.44713	0	23484.54612	6349.594403	0	0	1129.870837	0	22978.18973	0	13359.97537	6787.823783	0	4285.958591	19584.51269	7727.413139	11277.53561	0	1432.587427	0	6890.926317	1629.589764	1453.241065	11121.93242	11251.2531	12194.9569	4417.512223	5970.015555	7868.89314
neg_19442	8945.764461	15620.24903	6806.236653	14918.70411	13654.65345	14192.51922	14019.91689	10387.67728	12531.24346	15468.85337	266379.0435	175893.6518	361368.5902	723774.364	183663.174	385908.3016	615903.1737	428613.0225	309937.2146	401348.6678	167121.1165	527548.9141	554059.2958	175659.3717	299609.3777	164629.1633	466812.0604	310359.5653	314219.645	247205.0733	391719.1173	358318.4612	190287.2618	347183.3436	567205.2328	474184.5819	424562.988	356095.1981	115884.8638	533282.2421	320117.4709	367102.1321	282990.4864	321028.459	364725.3965	361972.6847	77078.21307	165282.0409	296976.9968	301398.9344	247210.7539	251069.9732	248712.5999	249106.8736	251747.7738	254878.7274
neg_21374	2005.345188	2836.632049	0	684.9526904	2118.688494	2192.148675	0	3777.700603	3459.608503	2787.150005	155833.7459	65900.88497	101325.4513	30284.16463	146466.3689	507891.4292	70889.54646	235063.3898	243248.6142	110901.7616	179408.968	357146.5367	37537.46899	24403.09943	79771.95544	51122.32984	223030.7338	144896.1423	581.7803019	73104.85717	10581.54599	102069.1683	201888.8174	58807.32289	1861.524048	97926.91829	4343.821998	93862.12947	224746.9339	114527.5246	226905.2795	167859.1113	19793.54446	33090.06556	101463.7433	2593.708247	133990.2107	15844.65912	57773.3056	40851.28911	71364.37538	78675.14867	78399.2589	75790.77264	78046.51808	77615.69602
neg_23004	674.7938419	1256.048395	688.2953125	1481.908582	2129.232593	694.9523996	842.0483706	736.6620555	1603.293806	1298.386999	2905.337937	2381.165571	304.5802152	60357.01262	1313.582832	984.7618413	5020.37912	3253.241016	998.1500164	1762.272803	2477.216714	1916.491651	2966.411857	1365.266982	1366.284687	2026.805306	1494.112047	1712.453877	2518.355499	1382.90733	1546.323253	528.5533342	1020.540256	1016.563241	1599.511114	231.8068637	2481.186878	210.5172927	2120.726536	2495.079685	673.2414462	428.7907139	320.8522013	1016.884643	372.0004654	1857.82238	0	0	2124.637828	6720.474007	3013.665012	2754.715005	3189.939606	2928.573985	2361.652842	2287.444305
neg_23111	392381.3891	386252.815	334993.7892	365931.4652	328597.1724	383992.6558	382112.9637	367305.2769	372076.1852	348642.9058	63317.64853	29581.85656	115007.9027	24531.32023	60292.17771	52526.30361	45278.08243	42111.16258	545472.4281	150867.9898	234065.6588	92592.45912	34361.54537	71007.87362	41196.35099	34530.28175	35176.22192	42090.0385	34768.78828	108803.9122	40205.5854	89346.26387	16054.25379	41305.93774	26114.70678	142993.1602	14701.8954	100589.3266	564335.7106	138950.2157	62809.81077	40431.85543	54567.70033	14264.15374	82714.97876	11405.34656	77929.72766	51704.52866	246471.1916	59453.54733	116904.9284	119337.2429	122669.5236	121309.0107	117827.2997	121954.0833
neg_24047	1211.532616	1502.098119	760.2863761	1239.967827	1343.077822	1011.401801	1414.331058	967.932339	1181.926788	1319.524131	9588.312489	16544.54443	5025.087653	4202.605329	19218.43805	24847.57869	4255.77437	13518.64136	1824.997775	9678.39573	9428.000403	3060.906065	4632.140226	2489.88331	7410.225882	21582.65272	16659.18669	1776.584191	3113.324222	3042.528252	27046.53092	7665.914439	20150.65567	3070.188532	2333.620057	2444.813661	16420.44892	7508.293314	13728.45146	5038.006217	14745.43377	25184.71201	4304.555789	3940.311365	17888.20431	36499.30669	18039.87702	2229.6451	9441.12529	17012.9556	7179.529792	7096.535472	6834.708543	7326.005781	6678.0875	6782.925891
neg_25260	8218.064205	8053.561009	5111.595497	10060.86138	12527.68423	7440.799285	8620.706554	6455.893365	8930.025251	11622.59241	18790.61599	61664.66717	22129.50537	22748.79546	13569.36863	30310.75877	4540.830803	16763.49609	14319.53725	28963.51476	6618.424301	14108.09994	14146.5557	13054.26619	7779.28989	109241.824	21275.79281	11272.0878	9482.304838	16402.27598	1734.804693	34985.42192	18183.52723	11294.46021	16073.36443	7965.356276	18755.22959	1944.934488	12757.64667	14641.86614	8962.67028	13581.38144	10077.38921	17025.61132	19428.38564	34747.31223	488.0466498	14896.30685	25862.81271	27671.90228	14149.93703	14653.64805	14234.03772	14932.50917	14960.71874	14786.87128
neg_25317	2158.219374	12186.75783	2251.599016	3266.906532	6247.993038	5812.612574	2934.589593	2837.110408	5469.084674	5320.241763	618.2100645	313.9074673	5437.176479	328.5923339	750.7134717	951.1940987	479.0640507	93.65173767	1875.392377	1649.072326	66184.58912	1622.887876	278.0027636	869.074633	307.1700335	3701188.211	279.3767191	419.6259568	195.2192279	2067.877288	3932.323715	484.935533	736.3528076	306.6218053	99.45051258	2371.679109	1428.062576	189.8882572	684.2965126	194.7345342	299.9780035	189.5144238	14095.55937	79292.74013	2198.10686	697.5630697	370.5464574	1837.482711	1320.044181	730.395474	34082.21213	33692.39307	33410.48982	33874.72048	30009.493	30780.04018
neg_25615	0	0	0	0	0	0	0	0	0	0	0	4214.262003	4250.219272	0	5441.266153	4383.661297	0	2050.443992	0	190.2448047	0	0	0	0	438.8714256	2362.761605	1498.530061	0	0	0	3543.491931	0	4825.334033	0	0	0	0	12460.93692	9455.700281	250.9363904	1305.166485	857.2623963	0	0	139.4736564	140.3280348	29824.68281	0	3459.099828	2310.241977	870.3525916	805.0628692	683.5558643	836.2888905	836.0804792	923.879583
pos_761	51535.38827	98431.60181	54463.70234	17527.35867	119241.4846	92914.38659	36632.21813	57324.96743	44444.03019	99267.35264	0	982980.3112	284323.0164	601279.5088	114807.8672	62159.47444	0	0	145969.3409	0	3141.433626	9652.798149	36709.41763	364901.8089	0	0	194397.4291	35376.44805	0	19803.08846	16488.09343	229376.6293	81670.64124	37055.99494	534810.6672	14776.99141	102533.7024	12852.56406	34931.33213	0	38183.36156	17507.63216	41152.94236	104695.8806	21208.76785	2729.152103	0	47129.67421	0	0	30829.05171	34366.84369	55667.32006	35832.01367	46639.38998	47247.61239
pos_823	0	0	1558.087882	0	0	0	0	0	0	0	0	0	0	0	6416.093374	154082.0843	0	45920.55758	0	0	0	1255.174428	0	0	0	0	89011.28198	1518.188394	0	0	59269.76801	0	18593.30318	0	0	2421.841958	85653.84988	192011.8565	0	0	55388.94487	18700.79399	2307.524908	0	26159.14151	175313.0788	836544.6633	0	14843.57265	1098.148473	5354.738041	5667.143465	0	0	0	0
pos_1098	52.83718746	401.9105126	977.9731315	344.3109242	505.9938458	88.0515993	597.5419689	728.7345251	470.8135167	561.218448	141.8198396	152.6040729	154.0591089	126.6365195	330.3175008	147.6657981	13327.30679	5890.569072	121.4516181	304.7805506	119.2739012	184.7446476	2469.907654	1198.306909	3242.438197	2778.876852	140.1746896	196.2524381	2156.351102	84.08005999	513.3593101	549.3160701	275.9798079	17497.31853	180.2997599	11829.12651	515.2147172	5255.870451	95.19384293	106.1629913	248.4627242	259.8349786	380.234469	122.3700255	180.3221198	304.3295808	177.6850864	268.9853451	262.1897162	355.6431846	1165.867662	968.5568212	572.020821	1227.916802	902.660044	828.2727919
pos_1137	1262.571793	1062.666252	0	0	0	2389.01067	2824.580395	0	1055.840537	5565.896976	0	143882.2031	10962.09333	0	1534.097491	0	0	0	0	0	0	0	1452.784879	0	0	0	0	1404.81088	0	0	2282.705121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2047.682588	0	0	2597.329149
pos_1340	8776.566138	7678.24871	6497.623671	9786.038679	16646.61305	8758.790941	8205.870203	8088.964392	7866.024883	14838.08257	12924.06105	25805.35688	32229.51255	3086.717202	17794.67442	8563.283176	45701.33314	15867.36852	20137.59751	19855.19193	73103.66287	21195.1844	17673.78334	15412.48523	29248.10718	52137.89587	22883.60941	16812.6389	29890.41405	42336.856	62036.24332	42917.8534	11541.69454	24629.74036	77497.58711	71284.39558	38700.14507	41919.29788	30829.34328	10264.85553	51428.74571	26307.37971	74512.9222	5869.558523	64925.93668	16592.1995	33482.66648	9820.301049	33425.62271	26030.55742	10115.10096	10991.82869	11887.2992	8863.186334	12085.59806	8977.925928
pos_1842	13624.85138	12585.65159	10026.96476	21024.35304	19699.10598	9829.195562	15143.65537	9491.115725	17583.1508	19275.1721	53860.84214	36723.97357	18156.69345	16226.70241	5721.585717	7245.72296	14567.6192	6172.271343	10635.51222	23699.21145	102405.3581	14492.46992	27621.48005	4126.018909	8220.511815	86338.04521	12995.0289	17979.90238	25764.39272	20692.1891	3278.897981	15595.89488	9679.489838	16941.15394	26413.81415	13619.80085	23297.07606	6312.678704	18358.51266	17708.14017	11554.06748	9387.003424	12942.69794	18762.93262	12001.88272	27220.23064	2248.622123	10157.88519	20695.88875	38324.30874	17017.60763	15113.19464	13908.32635	16472.51896	23457.82762	15557.06348
pos_2289	2898.020421	778.8924667	2294.577257	847.647916	1444.165894	1840.454337	1023.84578	2108.376521	1494.33852	1166.72081	4380.819227	9751.501487	4940.613724	230.7719027	10659.90365	10010.21992	0	6350.507251	0	4470.491889	6601.738763	2817.638848	1926.008207	248.3291904	1633.204505	601.0390026	6115.396101	4228.291837	0	1242.309416	12499.18964	5076.039832	1830.713949	0	706.6715472	301.3706307	19061.5161	6042.601974	6472.902263	2730.533435	8415.369916	17858.92184	219.322251	381.5843142	20584.93094	38792.59862	13155.37524	1123.514789	8138.39555	6156.957852	3179.130675	3973.553616	4718.317956	3630.728501	4672.195687	5076.2586
pos_2709	166788.6901	180270.9019	143435.7925	147650.7642	162525.1082	179184.5558	155211.2238	169329.1984	170663.8324	162777.6646	16467.09389	1301.517426	4334.436866	47.35041385	802.3372098	7282.380788	11388.07006	6482.687025	11101.08398	5639.747531	9592.974411	14981.99202	2232.834617	4247.003117	2390.509856	17560.16867	973.2891838	7360.716345	1446.971809	552.1153495	2616.73696	2599.290645	7920.67006	511.0274045	218.180565	3770.191039	1479.893611	2295.268725	8615.437651	16239.35903	418.4670099	4418.738603	2709.348761	1322.329858	4890.848956	1997.106347	114.031323	1143.0717	6504.209246	10776.58365	7600.136018	8023.004065	7500.946251	5776.514282	8959.056525	9833.543174
pos_3155	407.4140829	0	3.617209776	314.0460323	696.3939992	349.6709401	1016.025697	308.3062785	395.606108	498.5664623	11290.44567	6887.948776	16152.72878	2246.395114	23185.01832	164670.0346	25198.88641	74949.23	10036.31514	13153.23726	13960.54007	10250.93815	14047.56109	14262.59765	16775.49538	3719.888395	89066.00857	19371.09215	2256.960542	3483.090535	2279.071066	8520.363151	19047.25255	10843.53489	4709.23117	12650.82437	14876.48272	11177.57883	3865.823888	4912.017487	4363.222198	20266.92775	5044.24932	15575.21481	5985.459812	34491.11031	6202.141669	510.5304356	10126.0629	4407.492677	9369.109903	10840.56211	9219.532923	10277.96916	8217.258274	9575.688363
pos_3276	43087.47366	39361.40114	35007.47672	31694.01816	28176.22266	40774.6141	33786.04411	26125.2544	33961.95608	25874.24279	43967.53939	309837.3397	76503.77294	22656.72869	135265.4325	104485.006	56266.82989	68252.76126	130280.8802	159045.7151	307066.8689	106924.1347	63507.22184	184890.9333	107955.2471	89924.96187	138223.3702	99776.58556	142773.126	199126.2341	299302.7867	261116.6765	94517.28034	134647.9024	295968.9714	300801.7286	198115.8826	342779.9055	276850.1173	69989.44342	411916.4614	190876.3036	491823.4827	88788.99673	360592.3685	131807.6653	439684.8475	21330.27362	162905.5932	265335.6332	128229.4507	152945.0945	141978.8476	147850.5731	132651.4726	136946.7776
pos_3566	661636.8775	704905.5119	622177.6027	609303.4985	657669.8867	768850.2653	597854.9984	625464.716	649281.2417	642309.4291	148973.9096	16662.22701	33596.92002	70219.25546	92569.14732	186782.4238	146305.3981	143235.6241	35406.26318	29410.27266	10714.85317	243397.6168	56570.24322	79229.50996	50451.28386	3576.364088	103998.384	31043.7975	93792.13902	51505.05814	14521.55561	161661.8205	86242.29633	30338.27863	20556.40032	162659.9342	11197.61144	193319.9641	41730.26655	401218.3799	11333.54047	13694.30471	23279.86262	40888.07226	52673.31674	3097.591088	497868.2371	133306.9974	29821.43358	85069.57167	88606.29524	87342.03293	81711.96378	81943.69501	104889.828	90362.08409
pos_3638	87320.59966	66982.75073	55709.55048	79031.23273	70130.12635	72082.48432	78192.64953	73747.8252	64921.45017	62218.42708	61401.81111	1239.47795	35510.8416	545.4933368	8512.967527	39392.58385	6077.703187	17722.225	13807.54215	37415.19249	5567.38533	54079.10932	30136.3772	43183.16019	5351.374797	60415.39093	19470.57301	8292.361884	29799.31976	5121.165632	1349.959342	12126.09149	31118.52613	16424.9751	499.1519115	17919.26059	160.3294639	21928.67179	29222.41233	83960.90065	1197.23123	4196.077337	235.4521816	1387.832546	16175.85903	1159.72466	40210.75604	15950.63313	50308.56425	35981.43997	15658.9394	19588.58577	21603.39218	14338.65043	13883.9796	20952.86901
pos_4198	23289.33827	30184.55771	20378.3743	23909.23594	24133.69784	27478.20939	25158.62397	20214.00447	26435.92249	23255.90766	27373.40595	82781.81271	89580.25843	10804.03431	29458.74394	27808.96505	76729.99851	39000.99263	33064.75013	107725.1961	140343.8904	70213.24242	26627.23603	34851.69823	30200.4681	52194.09186	18084.58348	33197.62035	32063.91138	93759.10746	51545.55626	37279.22429	34617.68616	33846.31257	20769.28205	88760.22139	17661.72489	48833.43585	28986.56477	76099.83737	74037.02174	31808.93515	33737.81617	35696.05773	28645.71705	26733.45083	4186.760874	9937.52217	44196.52357	72906.22088	37958.67481	37334.00959	37173.93083	39933.90218	36827.15006	38455.05788
pos_5092	9523.942915	4958.611841	6506.716847	8702.639597	11403.05541	7717.468461	7076.192467	4763.924695	9226.533994	10414.29683	49404.30188	21223.98128	24277.10642	32079.59903	36889.5048	39153.96141	28593.77625	27242.63317	32734.63841	31757.08949	21442.70482	18748.42261	41923.48578	114691.8259	208158.0703	9153.15478	33558.069	39975.4733	21418.97883	57678.35873	23253.59688	59690.22665	27050.49605	20834.47738	36255.27895	17062.14404	26073.55666	17397.81027	20816.72156	18165.93871	24538.46734	23724.51053	43030.54244	88418.60386	16810.55008	20840.52667	27029.7776	22937.11604	15656.35016	17477.8422	31444.46103	28128.88287	26854.60057	27251.33845	27019.17046	29041.01262
pos_5159	316.4894687	4.474096403	0	381.8958381	434.4462571	0	0	0	265.8423534	366.3769252	27895.63834	14495.20179	29872.34489	59898.33149	12712.12892	12088.02447	12639.90343	7789.106599	10096.58706	4914.151626	156598.7668	5929.671791	7119.077031	8970.582432	19955.4623	112989.0587	9607.094155	23799.34092	3928.486179	21151.38754	20803.54281	6925.374071	11131.20602	4216.358059	13637.00677	3366.75455	7814.339234	8183.455542	15037.73842	6474.893633	12533.68912	11287.66865	22591.11234	164083.7402	3328.400807	2196.812583	23755.58668	119207.1721	733.6241283	5930.629605	23072.98163	20875.68848	22811.98516	23090.77861	22896.95263	22043.73522
pos_5290	2292.568729	0	4155.943018	0	3275.384738	0	2044.184558	1954.528818	2012.733925	888.2246958	54689.29211	18532.98157	140286.4638	10802.89321	190773.5379	446967.2917	3852.842078	196556.0307	3309.545575	45218.17542	11563.36858	19849.23561	18351.47414	2221.556236	63499.15846	72154.34093	205994.2709	70756.27954	3700.369557	17249.572	107899.2516	8529.813945	46735.11466	4232.59479	4782.953124	11050.71572	243466.3539	78448.1891	74309.62189	27741.56312	92046.56761	1458537.78	0	372.4030148	191888.9702	661391.6842	208213.8544	1223.721062	70055.88147	14415.33761	66458.04363	60855.3746	55072.28974	60133.87011	58691.97068	62623.03686
pos_5498	0	0	0	0	0	0	0	0	1500.494546	1345.319295	5751.140914	77207.88696	2055.227443	10753.32162	8269.917755	2802.778844	64127.37526	20568.56353	28810.88373	2721.743365	15925.74232	23010.22902	1100.71519	240771.7716	0	0	2479.444459	1261.351535	1983.238573	1704.243194	1176.230889	1289.803525	3003.57734	0	0	101938.5843	4422.122575	55647.34405	0	1322.924029	0	0	0	0	0	11695.29986	8.53120063	51243.50512	0	0	10741.68051	9272.050991	6506.472381	8076.56543	10251.96603	11146.0019
pos_5511	105106.2964	110027.1798	55417.66984	104025.5233	70962.40416	117075.3418	83218.35989	77491.04164	101686.3041	75162.80556	1191.345732	14431.69641	13304.92243	18675.4615	5535.300209	9198.24519	14813.26251	8748.581417	12324.22801	6501.517549	17985.12668	26553.51362	3428.441455	11269.39166	3084.062802	10029.13409	7422.170286	39385.29243	9138.42232	963.9372087	940.9228682	5489.340782	12512.74389	8196.098695	10144.67971	24141.04068	12070.03681	12175.94696	4628.901776	1862.425488	5642.023961	1552.083294	3437.576403	5159.143765	1642.877373	25195.79965	4192.125532	34890.67952	2187.386672	1222.705687	13326.48968	15076.34147	17718.32965	15802.13994	16200.65455	15240.67249
pos_6910	196.1329595	113.3509491	304.2723431	43.49312823	88.34033425	231.0606494	201.3226486	200.6465308	125.2747895	106.4758313	3400.956846	52501.48928	5.063508371	434.4642579	1360.309941	1948.180804	116.8343238	74.24817707	296.0083708	0	142.6752386	164.7476205	109.4511211	244.4607684	143.0433518	254.2256408	329.2468715	105.9289509	231.4158379	50.67816369	15921.93406	204.8195866	64917.17659	216.0069863	610.290303	16439.90744	269.1336434	7957.896977	1302.085033	14163.71152	7126.936598	4542.590287	942.3403687	172.2293166	604.96668	360.2020948	645.587213	622.8188582	95471.80451	334.6751961	3478.346342	1818.262572	3299.219056	2296.91688	3207.538395	3110.544083
pos_7663	11481.21273	7579.773449	5157.022124	8329.263538	7904.048198	10580.24604	5473.541101	5678.992921	9870.128688	9799.924448	79862.59429	68082.03348	73471.37419	134725.4757	125394.0587	170079.737	267493.6163	169579.3661	52549.51081	48999.15842	44765.193	98098.88236	158771.2929	305804.8497	214755.7924	75335.46174	178840.7108	108932.1615	248768.1053	248449.0867	160762.3145	75399.19686	50505.28367	86095.66431	259352.0398	28683.03877	128794.9077	37135.517	74449.08857	101733.057	57889.43528	39824.05123	99734.507	359510.9673	63193.29468	27151.6898	82415.26827	33277.48271	27305.12631	27985.03899	75660.10206	81620.42756	81549.83998	84783.38758	84225.90537	87416.37163
pos_8002	9052.235806	12920.94474	8814.482391	12201.66972	12244.92114	9104.641563	4365.59578	11370.22754	12174.57803	4763.77153	6190.908318	3970.782313	7716.710851	9783.54628	6209.924244	2928.631886	187471.1903	45231.98613	21709.89687	3586.987853	2633.951435	976.8126347	62279.55759	45559.20449	99316.97617	3729.973125	7905.767626	998.7587712	48927.72361	4916.785734	4095.51627	1645.1505	129083.8304	34156.15764	13223.42129	14062.66122	6383.571626	5183.500114	4535.665964	513.0713277	4240.675806	4700.518304	11529.38535	1876.258752	2153.378801	4981.895278	0	3207.599031	1328.601202	1533.285283	3717.144291	11414.79171	10576.93523	8663.19989	6885.76028	5965.335509
pos_8155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12131.23367	2266.223751	0	2468596.74	0	0	99950.811	0	0	1941399.751	0	0	586.6966597	0	0	0	169478.3218	49312.95147	0	1394.861405	0	977.5685277	29129.53129	14028.57245	0	0	1264.779703	0	0	0	0	0	5381.14826	7402.552539	239983.7794	246629.8244	254691.7266	269439.0541	259161.1858	255981.677
pos_9081	37118.39263	44583.66099	42899.3866	41458.77113	42441.76257	47553.14414	42834.0051	39719.94485	44643.10158	44960.04145	48578.99223	37553.63863	46237.67096	99085.86196	50505.84452	20132.36904	87752.78182	40015.91065	88286.07886	69774.2746	48532.36093	110288.3461	41599.08868	72354.53208	58232.43034	43949.25124	47783.84604	68752.13596	43647.33733	71330.2146	94966.00642	149190.9161	44155.27228	57619.33427	130543.2552	66948.455	126333.7046	72352.17279	79818.35955	102680.4193	115825.0434	233444.4223	113898.369	68248.8167	84265.04564	147647.8507	93920.10494	52313.54272	71944.72127	55737.41444	60955.04782	57472.80452	58677.52655	57973.96885	52699.32179	61098.78647
pos_9484	0	0	0	0	0	0	0	0	0	0	35687.54831	9464.006985	15993.46857	10780.31364	4107.388127	28261.98469	0	7023.588356	0	0	0	0	0	0	0	0	22113.21593	0	79295.15902	0	0	0	3052.000006	0	0	0	0	25994.10414	0	0	10978.81532	57410.78999	0	0	1837.640522	0	165106.7978	0	0	1751.009772	3033.716098	4368.325299	3407.15503	2361.5271	3868.019902	2058.807119
pos_9489	663165.2524	677455.1721	717510.7397	671844.2087	728477.0668	657614.8189	642363.0859	644247.8941	685556.743	654708.9068	690352.5053	706408.8884	790876.499	1015067.924	824990.9832	1830236.199	687900.1668	1136567.931	815797.4722	714419.6646	521945.6119	691675.1796	828765.5101	1620617.921	1713288.29	478650.3821	1815371.542	720275.3555	887970.8906	822972.9176	936242.5002	1291334.433	1848899.324	791250.8009	1704445.207	602865.3451	1144872.626	755216.0057	706730.7531	497812.6739	791788.3007	690633.446	1432086.662	1526776.137	765757.3535	820638.7252	1423526.387	1037343.701	524662.6665	643832.238	674658.1593	686301.3705	685794.485	702384.59	716395.8986	710184.2836
pos_10231	854422.086	933144.94	1017661.173	836867.6683	887687.8826	893981.8909	953056.9693	998828.2657	902832.0635	858063.3983	786930.0041	989888.8839	871140.3071	1977653.107	978390.4203	505476.6491	804316.686	519546.5606	856244.5957	613103.5438	1123059.939	1518265.278	1061235.942	848666.7303	788760.148	1656620.592	806365.1842	717196.0256	1410052.75	1159538.983	2696667.756	1882231.771	995134.5485	1780551.853	1599072.696	1168940.757	1977460.231	1283161.595	1832319.897	2111038.681	1758632.018	1822074.357	2976791.396	753830.9032	2472370.995	2803338.601	1695969.924	7801389.812	2456593.172	1645459.003	1057611.932	1024653.197	1037802.817	1071873.976	1068593.222	1092697.319
pos_10452	118307.7509	100202.8513	113307.1257	73021.67368	124111.8155	80370.95514	85031.50965	65435.76003	85080.13934	151604.1629	317235.5186	362283.4166	526569.8412	1775889.146	550283.8054	556799.0488	640281.8648	479437.5452	648763.5851	458159.443	548258.3604	921457.5685	552587.6327	418471.2754	484882.3183	441668.7201	604696.7949	785609.538	656977.9452	483706.2161	778588.9649	617508.2222	374791.9417	1207519.773	612487.8456	738392.5289	872918.1971	830413.0206	945017.3361	1302052.819	909401.504	1165915.655	1858025.235	448228.8243	1245477.593	1149754.691	904461.7966	1018961.325	1035608.291	627021.8607	494214.5535	550146.3222	547055.7816	512310.3933	513589.0776	588776.9112
