ID	wild01	wild02	wild03	wild04	wild05	wild06	wild07	wild08	wild09	wild10	lab01	lab02	lab03	lab04	lab05	lab06	lab07	lab08	lab09	lab10	fam01	fam02	fam03	fam04	fam05	fam06	fam07	fam08	fam09	fam10	res01	res02	res03	res04	res05	res06	res07	res08	res09	res10	hos01	hos02	hos03	hos04	hos05	hos06	hos07	hos08	hos09	hos10	QC01	QC02	QC03	QC04	QC05	QC06
neg_10722	13692.60504	10694.34603	23821.85126	15219.50326	3030.252239	15090.33157	8936.287406	2462.12335	15461.19582	11534.2954	1571.741879	3108.307345	0	7492.949755	10030.56062	1557.076566	4341.203486	171.0286585	66826.01171	419.3274901	2246.469674	118494.5155	3340.343292	1119.582962	76423.98807	47708.60414	727.6480915	3559.678351	19582.01579	13300.52139	580.4292539	1934.667291	4801088.789	1283.092399	1155.341959	6402.415349	5624.391741	308.2799545	3971.77725	152252.2084	6433.143074	241.5551434	3432.160242	4812.948049	253272.9228	28527.66596	2636.710109	83863.08696	84342.39778	4562.077577	11546.13675	13969.87008	11586.33258	16856.43059	15831.81093	13423.96435
neg_11838	55152.46539	38365.66674	47123.27233	58941.82568	41294.48765	38228.17131	45009.5775	47478.78712	44744.05623	42715.38497	3953.082603	7985.168552	32869.77186	9562.245429	5976.049261	1507.075668	17319.91288	6077.216587	9307.657109	7849.499718	9686.805228	11198.53966	14230.84341	9700.361451	6269.090196	17833.06616	3396.78139	38797.41808	21626.24405	10540.61678	12266.14592	7983.562773	8018.074468	14108.83586	9620.451718	9298.269208	11638.56901	9501.470296	14371.33562	12002.87667	13789.99331	6066.510651	15050.08153	16236.17821	13740.68665	14718.00319	11548.46457	20296.31172	13974.14067	12349.36208	14174.5235	12390.87649	12822.06955	10941.88748	12857.28514	13114.26356
neg_12552	4963.345968	21368.73051	3786.84856	15127.90699	19702.25816	22912.15854	9211.767687	8524.7368	18306.29307	26278.84501	1449.448354	0	0	196.2873075	5318.928012	0	334.1584189	0	0	0	0	0	0	1.894387495	0	3995.531653	0	0	8847.119865	0	432.9076111	0	59.66285969	547.9421166	0	0	0	0	0	0	0	0	505727.9686	7588.711179	156.9118562	0	0	2127.153344	0	0	0.791759749	169.0022007	0	44.81102861	0	0
neg_12686	944906.8131	768737.4997	1251099.789	382722.1472	497761.4519	1057009.91	943990.5677	1843191.444	439640.3176	330830.5489	30426.76905	919682.5117	1286171.506	1619238.137	307996.2396	903256.9636	62045.58224	312674.6408	1964302.71	747704.9509	614667.1189	1074993.75	967114.306	927140.6363	20883.01324	1559142.651	765902.5339	549245.7765	135303.332	714441.8198	963790.1201	1369167.68	1420470.757	348046.4209	1254860.018	505483.1084	15037.93167	1573243.172	1753281.765	101003.1499	1348290.776	1304328.323	1935722.346	1998031.172	204507.7233	1616121.689	2643850.352	2601535.019	107996.002	1588265.692	1292313.133	770927.8133	864165.3631	982364.092	469139.5946	522255.498
neg_13870	494853.5085	488087.2129	467735.6712	391548.2848	229122.9442	593945.6241	481396.045	285223.2485	316412.0182	292255.6928	1037876.437	659830.5825	956777.0198	1077598.365	877520.2199	441810.1106	789382.6867	272663.6772	515963.7868	818534.2029	134535.8846	617842.3931	611681.9108	573543.9788	1313248.962	530205.6423	624198.4257	867816.9573	727725.3426	661680.3236	906932.3761	584624.851	479567.1494	323837.3513	752038.9141	440196.5943	869856.3163	553997.2914	351005.9206	634532.9415	843346.1356	749577.858	453631.2046	300987.546	468897.7578	1230342.211	1458303.953	1339589.54	463933.2686	1161560.897	181068.1003	162555.0224	211753.9324	252514.4021	188879.8378	198469.0155
neg_14107	135901.8721	139273.404	167410.03	127561.3835	126780.5803	108950.8503	108488.3048	166198.3295	153104.4695	135194.8831	93227.44303	30720.74522	84772.66479	328544.1256	66842.35198	45857.85088	142103.7897	33827.41081	46548.32812	81811.20626	116388.6966	170007.235	224418.2679	304598.616	34536.51467	68954.76791	51522.63376	124180.476	480568.5525	116957.1921	139801.6685	130152.8853	137124.016	625893.645	58326.55539	133794.3748	93906.15662	169516.1782	211568.1868	438538.3584	120166.9778	117641.512	163117.9938	107512.2737	106473.554	116108.2883	564253.9927	71267.13105	182273.0336	175093.735	156921.9344	174056.4486	171407.0477	152222.4021	165074.453	175290.7633
neg_14745	7668.585624	18139.11093	8531.799238	14059.57227	15253.88395	12295.61234	15912.96466	17820.35022	14229.3802	14207.79196	207711.6697	18324.55293	115057.7597	127191.7506	128907.3034	3251.004796	19948.66814	5044.139049	159069.102	45281.07233	4658.477282	17986.18231	7726.840816	851125.2013	14694.0962	3063531.482	1178.742491	9624.988036	74971.61197	9569.49681	37980.44585	7326.05952	14893.32665	1144166.018	25901.90084	81661.83615	19564.28349	44417.18792	36744.28426	10427.73262	422562.102	4396.910326	62000.40838	285219.7073	47942.07856	1720.003653	28797.08317	211000.5793	27219.97287	34890.67128	162013.2656	169437.5975	144098.9615	155307.1385	159256.0451	155947.0167
neg_15668	235626.2789	230319.4946	167957.9471	285975.3261	195668.8701	213556.419	201817.7588	191994.1269	232684.266	233317.6706	28645.92116	38269.97142	8091.233269	68388.77777	23509.01891	8230.018446	28620.67497	20282.15338	4681.555924	1949.457286	26360.30326	16570.06884	9547.413063	20074.11169	17212.52714	13660.41826	1908.274343	8269.297275	31004.46884	7267.863931	47110.32524	16615.21902	34836.48541	31437.11066	23488.90492	8699.534856	46230.02065	49505.15518	56724.14302	17362.262	22136.18367	32936.12867	26379.79486	25320.35623	51249.46983	29655.29659	172964.9168	45620.04259	11562.64988	18910.95683	31680.85675	25067.48227	29302.51929	30295.61476	32028.78954	31821.92935
neg_16364	7705.419057	13809.64846	69866.8366	4749.439674	4182.465529	6936.131933	19758.28017	19326.44988	13171.37458	8760.728086	0	2548908.176	1879421.319	0	142690.2719	4840.846783	0	0	0	0	0	0	0	0	0	216790.7328	213769.7447	0	0	484699.0888	5103629.045	0	5009835.672	413393.4536	1957225.817	118426.8139	1183962.332	49381.34788	0	178166.4114	1373065.646	0	0	0	0	0	0	0	0	0	320832.797	349372.7068	326001.0765	365148.3066	354167.2832	346941.9688
neg_16479	58435.98166	60554.25698	68873.61772	60936.42969	50975.0035	62676.08481	67059.80375	62071.96825	59860.59842	56450.72631	1530.30422	4137.35769	8893.261878	2276.627275	14316.39779	24050.50156	6813.95327	21068.94142	15225.21239	5560.573325	1162.992826	8006.05004	9056.311297	11535.41142	45360.95276	1861.675117	20062.20167	14549.16831	17484.04141	17162.13908	4449.249474	24814.25435	663284.7733	26715.69925	2762.886683	11381.96143	11415.40585	8835.907265	6193.593473	7796.35709	11409.88692	9887.90888	21890.95481	10534.76746	19410.22532	11689.59626	40904.01048	14857.05462	6405.403509	13144.74093	35316.27883	33410.67199	30553.9396	31839.36081	37795.81086	29063.05279
neg_16821	5913.436623	9822.94771	9021.633669	1186.296815	7707.061389	5549.774408	6738.581282	7555.263782	7425.188794	7154.179593	27255.43152	2275.380009	54391.65841	0	178681.54	2964.112658	0	0	4520.790227	0	28737.30551	0	33675.77559	45287.01235	40857.18604	0	3105.113168	17175.42938	0	74883.86029	17628.42428	48178.62001	5182.792613	0	0	0	1714.527725	0	4073.48346	0	9789.869473	0	0	47974.93893	0	0	0	87258.42522	0	0	14110.35201	12745.28518	18366.5928	17056.65801	14394.22999	17206.88915
neg_17210	89560.93053	67294.00278	55839.93152	92471.00798	91203.94183	76599.97867	94197.81798	74751.21378	72541.6474	90590.2993	1180201.42	2022750.938	1994587.216	8054920.962	1671578.742	1353641.28	2488519.164	1463063.311	1291906.58	1507070.534	1464196.37	2331116.413	1860981.731	1752296.596	1674624.663	2039353.561	1807483.034	1498392.888	2984840.341	1880758.002	4295036.331	2632844.066	2382624.789	3474006.729	3653490.038	2098509.087	3596917.211	2989361.151	2170248.703	3597830.955	2375370.09	3292102.922	5517664.145	1375780.27	3884533.171	5030967.707	7458727.141	2654309.951	3393499.243	3010919.659	1781517.174	1761843.167	1722254.951	1879921.736	1719926.492	1786827.622
neg_18573	1755.176292	2653.016647	1510.015864	4274.910704	3342.145833	2188.223758	2698.224864	2461.441541	4140.115507	3120.759389	31341.46413	5437.112584	4160.944615	3012.357147	34583.57946	1916.483614	1189.645783	1457.059899	1783.610785	55446.47333	7671.908637	3854.889152	4197.620787	1302.12298	2135.324707	10983.17439	1321.510686	4139.580848	16705.10935	11601.26869	22443.98964	56083.05921	801.9319581	5201.231229	210.9820413	5343.113854	968.8432925	3822.364037	462.7541628	1406.985803	20954.33424	21315.95046	78986.29124	37664.24033	12781.33136	2110.811891	6229.273234	7316.095394	1127.676047	4964.692581	9258.279929	9109.493143	10698.1472	9525.15695	9413.435195	9304.103575
neg_18962	10664.21363	14076.43214	11113.46644	12368.71844	12752.13633	12439.1591	12193.92031	9990.364546	12513.39734	11399.1877	13534.18018	132277.0696	182845.4254	2924.075453	71734.45696	96703.1623	73972.45684	78116.13533	19993.72684	42541.14886	27181.44667	26854.87453	203958.4843	49485.71999	34210.44365	200856.5278	61545.04774	63126.5884	22308.38688	90624.26253	47511.28489	31732.56543	15556.07504	158719.2474	23312.22612	210596.2061	18907.78127	160218.9973	15309.63593	39399.40053	38140.80008	82994.14905	14705.87212	1441361.488	35804.58993	21264.217	16407.4467	17525.25234	20286.02274	38311.26752	74688.54315	80303.48728	76998.32699	72638.29624	75679.97484	76737.60094
neg_19062	0	0	0	850.7657496	0	0	0	0	813.331346	0	0	0	5883.129198	0	0	0	0	0	0	0	24133.80231	0	0	0	0	0	1383.922679	0	0	1832.444833	9043.176919	0	0	0	7951.950709	10038.79169	5544.235194	5236.288238	0	206090.6907	27466.3293	0	0	12534.67841	9763.405158	0	0	0	0.387076512	187139.8208	0	1433.577881	0	0	1634.15653	0
neg_19164	62627.67926	63522.3971	47069.37427	112339.8268	57784.27811	60247.91703	88284.51529	56307.24893	86125.41525	57156.49938	79855.85149	901693.2221	202740.2507	123638.6628	430584.7674	101997.8576	166185.7163	118961.1465	173512.5779	894837.0689	921443.9761	588251.095	165663.8967	377675.9888	188186.5525	717795.2076	591224.6459	451486.4522	236992.6665	335750.9576	941927.0554	455247.1539	149371.296	123754.1858	1475718.004	352649.6155	1086634.297	425739.2658	344971.5963	320392.2038	702290.244	409585.9452	836101.9507	515118.4682	519717.4782	987757.62	632230.0232	133231.7181	110859.7168	789357.6759	412381.1709	419669.6228	414489.4509	406092.0008	410226.81	424306.4982
neg_20275	1235.613702	1671.182163	13666.09047	1629.032714	1398.008504	1086.818948	5804.30453	6214.452812	2490.257116	626.5535638	555.0975791	3913.737506	216.1428685	33025.61081	3012.460829	858.790565	8117.046121	2835.90901	2092.416993	560.3801137	2381.458778	3594.201461	5238.163709	4000.481079	1712.154755	6216.074429	4421.915878	4971.076022	14512.83632	2422.658892	9511.982121	11273.49182	8103.147912	11048.8631	19344.92008	2964.242742	11797.99493	5530.452888	10363.48329	2167.264697	5193.221044	7214.437467	30832.10975	7905.672548	13960.91757	9383.650159	23395.97033	23032.65041	3644.19437	14403.45836	3636.774558	3655.954794	2649.589041	2482.949222	2070.866701	4480.986987
neg_21367	5246.310346	3476.152255	3171.660769	1856.295363	3551.908319	4465.672749	2709.138568	2225.26009	2765.977161	3822.604465	25567.34629	4203.446042	27838.88533	17359.32384	17629.34238	22431.82964	4482.895412	9740.942754	124231.9081	30334.32985	8687.976424	16843.64336	2734.055811	21895.27687	6025.551732	5189.953471	9271.001937	10189.68957	3059.70703	7338.466431	1378.143931	6365.360442	7009.852133	5965.761902	3158.246112	28517.54545	6961.771133	14737.78059	4198.282349	9420.387938	6115.10244	2082.051855	2819.611473	6153.956311	2939.03402	18777.17245	861.6759184	2822.430697	33596.40732	9277.786447	8155.689167	9105.884013	8705.099161	9059.584854	8238.482022	8822.994459
neg_21496	125114.2179	143516.5388	124523.442	121330.0046	128874.7232	136351.1208	123581.1937	127058.004	125579.5528	119715.7207	9480.338626	1769.13361	2257.317789	12172.6554	4420.662353	667.6552995	547.4621778	1525.830962	6922.113385	3213.622926	8903.52265	5590.911852	3653.912584	4997.051578	7936.378352	0	3591.188324	5350.398226	2475.839046	5443.09304	2604.219033	5343.280085	6671.185725	3171.338264	12245.22037	2915.836162	4901.494774	2937.150235	4511.661622	4003.215889	2887.524777	3184.191422	5714.83423	2950.742561	1666.471132	2063.105395	348.47356	2158.836453	1910.881638	1251.558884	8354.840213	10724.03189	10502.52148	9230.190977	9849.549469	8128.504603
neg_22076	8389.574706	6067.039331	7635.48921	4521.350828	3660.727447	5184.606228	5555.259542	7145.444986	6877.159016	4009.737494	23698.30162	659.702851	1166.521295	4344.660615	1529.273332	0	177825.7893	60185.34783	8574.639418	1071.481262	3688.159131	3599.786046	3494.360992	2182.715518	2456.748999	1902.858016	1263.694182	3516.968393	873.0440038	1954.00419	363.6352452	1631.441324	8343.230075	888.4412218	3108.416302	19635.3082	2173.7103	13423.45324	3478.405261	3247.41911	0	0	7194.994772	2326.321042	1108.921216	4293.994521	4960.110514	867.0159271	195.0132507	0	2916.269532	1517.818897	3035.057067	3193.466125	1579.411971	3519.485275
neg_22356	12932.69223	9236.222502	8388.276397	13720.86628	11894.6723	12358.45275	11327.69328	10386.36404	11802.24483	13963.46819	5664.696472	12108.98915	8590.049945	6813.591769	4846.666718	256418.827	9690.672164	115239.1749	10273.93901	2517.076149	1914.499535	39080.62791	21349.07469	9198.835591	882.3263517	32558.14907	141368.2977	1584.411769	4777.493975	1073.512712	976.7359832	10813.90475	3281.855873	7389.143045	9427.77523	25972.88734	4681.908053	19204.40241	3671.419347	17878.79689	346.8310242	1942.969133	2464.609352	9132.993158	8351.814826	7716.137189	8992.220634	8898.836141	7005.794233	21651.86774	5291.191037	9470.47645	7762.369864	7982.696841	6889.311137	8555.685913
neg_24383	1348.553337	1023.655743	600.3825113	679.6284442	926.4663793	1246.472518	710.3084339	1254.133806	1082.362135	1241.926589	1927.974256	0	3075.50591	1764.167662	7233.582792	2237.581314	161.892868	231.9477265	2312.172152	1504.30423	954.8608379	253.8246172	205.252484	99.85556808	2575.775516	9484.573907	1976.421214	0.51792903	338.3840643	3832.849539	12810.34143	0	22102.32265	63.65708683	0	0	2838.023643	1706.180214	9584.368895	1261.383812	2338.125119	4183.652296	328.1657223	1608.597965	19485.6184	7994.847768	20328.96663	2161.394386	8196.451422	0	2249.110058	751.0270013	924.3114201	1813.111793	1727.956562	966.4235532
neg_24680	51637.59182	103499.1057	66184.05225	137221.509	95635.2938	81203.03716	105193.8127	57558.36422	115997.1237	85753.47367	9190.524847	9236.489117	20011.6552	5040.654616	11111.79529	9638.353991	16649.61974	11433.93308	4464.233073	10596.17859	8025.125932	91398.29864	6217.817133	19125.83063	9413.5323	2988.408695	13727.59997	7153.305486	25615.26583	6911.460714	12961.31995	10245.48439	3955.062838	7598.72047	24070.06801	9007.070063	13915.23385	7105.54897	3897.447048	8397.373575	6497.909153	9222.108758	8543.802695	58052.63352	4081.629511	3506.951561	7223.376881	6145.267917	4405.545094	3523.950665	15512.46071	15071.26297	15473.35983	15490.44712	15622.46436	15167.94664
pos_1232	14054.87112	15808.54608	10752.31841	13388.92885	9199.742375	14160.69599	16776.03084	11576.61732	13379.6356	11857.42546	1651.36012	0	1459.890671	2134.710699	0	1458.142615	0	0	0	521.816426	16.9864184	1946.421647	0	0	0	30497.62108	569.1373643	0	0	0	0	0	0	0	0	0	24.31939663	0	45.29002769	2015.756564	0	138.2468605	0	0	37.0483731	2941.147376	0	0	3789.522008	91.79918454	484.8417551	0	684.3770677	673.904211	1303.767394	1638.91735
pos_1995	3238.788533	3865.323458	4880.69597	4204.870715	7485.946512	3190.066814	3336.056297	3644.465112	4221.954772	5459.339798	7120.655202	2391.378838	5586.128423	37689.43324	5689.654619	7109.904849	40117.58899	7645.778261	7287.766118	8591.956527	3562.171942	5076.676934	2653.404613	9648.799079	1368.922751	9351.29498	6305.787692	4477.98726	3895.591397	9103.039203	3423.082473	11367.31181	591.5757141	638.1007595	4190.883294	7587.975214	12231.87164	1592.712109	18632.53512	1200.311487	7084.145617	9505.367553	8032.842191	321328.2915	5412.559384	22691.73291	11054.11846	246622.8601	785.7176073	8419.698218	9933.79142	12798.73884	9412.550921	10534.86936	9335.117596	9260.534292
pos_2010	103433.0115	93344.03261	42919.72543	81003.05021	80612.15864	88873.81588	76436.81762	70197.22903	92188.39699	83829.74193	4140.271539	3024.25639	11811.66311	0	5635.776309	325.8208743	345.5701493	0	34042.67692	3515.709691	928.1196272	18301.39022	2015.204803	2115.409812	5216.897461	15455.0766	1295.449868	1678.003721	960.4326735	4383.31307	2287.427998	2892.751486	3023.545176	1130.40921	7312.284581	5124.398527	8396.947772	1387.9972	2920.833518	15041.81231	255.6612372	9724.39351	0	597.7113932	16551.55644	14704.43494	0	2555.075317	14007.91322	6351.07185	8487.337225	8702.015522	11015.65303	10156.34478	6532.914428	10860.84221
pos_2029	0	0	1062.413239	0	15632.2827	1203.41773	0	0	0	10603.40227	1897.761817	16465.04676	1695.394221	0	1007.712647	4737.96156	0	930.4694295	0	5991.491671	0	11697.37323	0	0	0	35985.05783	1419.121405	0	0	897.2630414	2411.713694	1430.702134	1202.469601	216.1957856	0	1071.652767	0	0	2848.809675	437.3777885	33485.78428	3281.499494	0	5276.474392	10163.04825	0	0	7152.737303	807.7348954	0	1599.739747	4105.005137	1735.473191	2956.620789	4652.255431	3148.512405
pos_2680	186785.6609	185098.8774	137519.3689	177516.2476	165249.0406	181104.0399	164371.7155	161162.6909	177757.3016	188014.5778	95792.63669	26188.19386	113661.84	10453.23817	100632.7296	13562.49498	79006.71816	35640.19481	550803.4849	105778.5834	204845.9435	127566.978	28529.94154	123450.6774	121199.4468	93467.85902	20134.39249	76392.81737	24205.39311	105185.6637	53280.51338	98841.04849	46123.36587	52136.09578	46262.99122	164325.0074	38728.73471	102244.8779	107973.7302	439708.045	88979.02633	203058.9662	66029.10655	18427.6529	88888.8571	65853.20366	13012.26991	97822.71566	556327.2246	68726.67114	120739.6471	120464.9071	124285.4988	122682.6863	112328.4116	118797.3319
pos_3901	81264.84814	70136.79596	47765.70734	138343.6927	127271.6662	77811.84601	103677.5887	66651.99211	99718.8041	118160.9327	298365.6253	702741.3096	217011.0737	152003.1427	157211.6	306382.2029	193552.8316	219056.6019	118673.9935	492109.3625	793649.2224	185668.8212	182145.0891	147412.3128	69723.9816	1399045.164	352236.0491	105611.9694	173900.8785	281855.1852	163822.507	212305.7026	123763.2268	125577.9095	555377.9402	427054.3364	453642.0218	280585.4329	151596.0866	337874.0268	207668.4213	160093.0036	74815.48751	197824.4517	212508.2504	454720.7085	41527.66685	192348.7968	153726.9533	555477.5422	264704.5489	248187.9708	248510.025	245269.1216	250200.3796	246043.4973
pos_4099	8204.356778	4028.556807	3016.126044	7979.596565	5098.989648	6993.697672	3815.302134	7248.457853	3632.022999	5099.321855	15553.9742	21705.54118	42831.32346	1826.948805	13615.53295	688774.319	162919.193	373006.4188	3505.502996	19747.92228	6828.735375	4282.177645	3564.014105	1911.212723	2689.260128	2065.660584	405278.8816	4041.72483	1873.082161	5379.420125	1384.840644	3643.859674	4449.540034	2988.773852	2094.941168	31954.52815	1737.625261	25738.17435	6426.073648	3147.839337	5054.477289	8409.171192	2543.299263	0	6833.50771	2154.718863	14026.71379	1039.48172	3896.803089	4982.978746	6623.535588	7124.288161	8840.383573	7630.601699	6486.430078	2365.145626
pos_4508	502.1553007	2404.105578	637.5533665	1004.245994	1044.615275	1040.829585	1339.387884	1265.38946	2718.946791	1630.708606	13443.26538	15312.46529	13548.6373	273.3240739	19234.30924	118974.1967	2707.540775	53763.63466	10589.7396	12426.45829	8579.313157	9315.749103	9983.753771	15199.08609	3594.976368	8207.489985	75268.90874	16020.53779	2259.151016	19444.07848	1548.715904	10831.45958	29477.37914	4678.625494	6405.602808	17205.81489	8439.85508	9827.589702	3370.628435	2702.099251	2477.095767	9395.476258	15842.4557	14773.98477	2788.3187	8947.620024	3632.348731	3024.565876	1688.531523	1750.871235	5459.812577	9087.140523	7034.866932	7207.356084	9043.298397	11204.37142
pos_4965	3331.844635	650.938138	1006.564248	3762.27113	1293.355628	761.7944441	1375.694126	3990.422256	3415.980212	2077.331083	26595.99612	11655.904	22383.27946	22941.13335	28092.00218	22186.51569	2334.498413	11578.31751	23726.87102	58106.50185	18413.48559	57660.10233	17436.21027	16850.33062	12906.27639	606.3652422	14761.17764	14293.01272	4591.942818	21912.44881	4330.174273	58528.35244	13149.05375	10639.08684	11567.15271	16672.6571	10833.77417	39670.08031	12018.89984	13590.28979	12191.1199	19967.85165	22793.90281	15294.23035	7500.979941	13835.93561	113908.1085	4618.28205	19245.15832	6388.671324	16392.66941	16008.39506	16924.36998	14617.80819	13713.14925	16264.38547
pos_6299	65947.31963	59966.69365	68000.60034	83021.22183	72080.23599	62704.995	82784.55432	64981.14232	68368.30486	75708.73355	2486.307784	0	0	566.4488931	586.6408273	0	757.6269858	50.99963794	0	89.15895799	55.06994203	4790.287643	463.9504881	489.6599044	399.0972265	4731.22298	0	6.723208221	0	0	1063.967616	0	790.6836159	0	2.753240171	404.2276691	459.8630745	40.59285237	0	3549.181934	0	104.5459548	5.618399435	907.5144614	0	587.4266319	0	0	0	64.48977805	6917.40823	5317.157101	6319.288741	5962.150124	5626.267841	4542.702739
pos_6505	0	0	273.3792126	0	0	0	0	1411.781797	0	0	258494.6499	4137.963364	9267.397563	3918.397531	4515.679679	1394.409111	11673.60051	3372.798945	2541.016057	4048.405294	19444.9598	1061.459212	5070.761865	2244.41824	5079.555954	14860.09215	225.6858612	10866.3162	1507.1159	20377.53572	106968.3815	1174.85476	1933.700848	28.42085751	135.1432544	773.2444077	0	1639.233142	82539.63479	27009.42743	46392.1059	2001.373745	8706.263441	141156.288	15078.02852	6239.760998	6646.13116	2814.108531	5541.440475	4322.79853	12512.20163	10044.64312	8641.395928	9063.536865	11092.98029	12650.40425
pos_7753	1581.942259	5426.793765	3655.966046	3544.024926	5182.231482	3778.466926	2311.95102	2645.971539	2343.700445	5142.275457	450.292669	10359.51626	3832.235845	0	5874.221615	4114.359985	102.4795205	0	0	19393.49655	2304.926299	1267.813234	1450.466689	0	244.4967114	97007.92578	1380.899378	1356.415682	55316.12587	1468.688602	8228.499659	3135.632952	3666.713262	4612.995745	0	1209.224863	124.5391508	0	852.829416	755.9860287	3590.58833	3369.500635	21966.04326	7820.544299	771.4107051	816.0800531	0	2711.631715	1877.923078	8038.661049	5479.96707	3959.832019	4769.032858	3056.523356	3531.673051	4966.800022
pos_7776	41887.16211	43551.25136	32982.6892	31264.56633	23531.25246	42657.48363	30399.1585	32842.27677	38434.77683	25131.43197	94593.05954	68141.64426	46418.73527	22741.7155	100081.8031	38656.05986	40570.71945	47179.14473	444210.7957	35565.69482	59183.8701	53407.02421	78497.68031	89040.08625	65764.02145	8961.365674	30050.00965	33651.79203	58693.08119	125081.7625	86620.30905	66563.21232	36825.17903	120553.0785	53716.32349	156643.2069	25734.93262	116724.0916	109111.7317	96489.27883	43718.08141	90431.07122	50028.78495	33724.61118	60930.42716	36165.007	25128.83285	59295.33234	91402.3207	107603.9691	49281.87338	54337.84484	53309.98657	59264.9302	53124.61921	58500.72575
pos_8428	22382.47392	9202.273853	13653.68202	5866.382104	5390.753939	7201.183116	8548.27078	9693.856909	8243.415099	4150.378213	22802.64905	28514.99448	13924.10202	33839.54475	28499.18493	180641.5806	2981.841915	75088.45843	23522.55593	12580.17415	34839.65752	14204.68966	27306.34098	46964.4754	74074.73799	8770.471546	127146.6697	26761.57634	2446.501873	32992.96245	29759.27439	32855.19316	44612.31842	10092.36595	27291.0258	9690.752665	16570.5435	5958.266351	19124.01576	11077.29161	22407.8856	16755.67309	40899.12355	21766.23752	12487.0578	21466.41076	17299.14665	32079.10575	1765.691181	11286.94167	16385.40326	22770.38877	16076.42179	22279.58112	15791.08367	18180.02176
pos_9758	28499.35999	47882.02873	58140.59298	45319.23087	53561.64657	18253.11544	50264.36051	36737.74096	31277.31728	50734.0761	358985.9095	271132.6123	192170.8163	23589.96412	798623.6304	51373.16715	73879.47595	66579.71165	463482.6596	209126.0014	269882.6279	159795.1124	129938.9851	1152445.824	317452.6129	69999.57275	122796.108	261610.4723	340837.7771	1869256.171	50667.17131	91488.00503	53644.91399	287331.854	295971.1625	81280.56317	129899.549	17411.85574	71757.44601	467829.3968	37139.4496	48642.97057	296212.6854	334141.5213	23318.1504	3976.038222	64422.49798	420562.1134	435747.7498	45768.24801	203393.4235	189715.3584	226732.7142	195474.0724	186830.0165	226350.4412
pos_10959	81946.34655	145130.8408	122121.4869	153601.4406	34096.37144	134898.6102	150021.6327	126318.4493	157216.0663	43998.81199	226524.2361	427864.3636	202430.3399	972324.9174	285012.5686	250224.7294	907379.5958	334051.4089	407113.4943	216914.02	367786.1814	202245.7219	358230.7021	312738.1397	263701.4854	343740.8908	303631.7044	208436.8664	266512.0853	244006.7193	525804.3827	301539.5937	376141.1467	455975.2932	673772.0963	260143.0693	386691.0192	272688.3838	160751.5024	182847.8188	229327.3294	261779.8776	283909.2292	502554.0024	301848.82	162460.6394	384176.0942	507605.6265	254665.2035	174879.6763	277294.3153	252298.7307	267784.4882	278250.8822	270304.4981	265387.9967
pos_11793	583519.8518	609341.4309	583889.1329	633088.7699	562032.8678	633616.5459	648970.0529	582604.6722	666349.4459	597576.0206	4446.53421	978.6610035	3660.909208	1680.822801	3691.88827	3086.958453	4374.905446	3046.746913	0	3466.905701	2783.916956	7459.130187	0	261.8458007	1918.577608	0	5389.66468	2862.850484	0	641.9358266	3752.843012	0	505.066812	101.6828901	43441.2856	1921.933565	0	319.9826575	4772.905738	9439.288053	2763.67952	13789.23288	9785.352668	2998.824327	0	0	8627.729928	0	0	137.9116036	21801.97721	13243.8213	39025.43477	33341.06277	33696.6558	20175.34372
pos_13171	7035.939658	4793.143303	5286.695718	5064.661708	12915.48747	8087.259953	5146.82308	8875.784745	11388.54874	7540.519656	54725.52204	44483.03456	26251.25884	15749.09756	93170.91442	88981.29463	27961.56323	62618.99154	42467.36897	164230.3044	5415.122182	71909.90778	5507.379139	14356.40425	34257.91109	123594.1606	54997.18398	61085.68282	21545.67025	62902.79062	10793.82631	13376.67729	15636.69995	5991.851675	2187.400062	4799.064547	4994.866789	9835.060256	100016.1545	42395.39899	41468.98353	41620.41734	4187.533848	167868.4062	9777.855212	414.2359048	26103.83835	13106.09105	17022.58695	17128.43583	24173.0387	12313.54527	19405.47464	31849.64107	29789.60218	22912.7564
pos_13509	333.2110047	424.940732	1029.075681	573.1979631	618.110821	181.0006522	149.5357236	415.9431836	245.7351879	569.127858	252.896188	97.60049503	16151.44639	2221.753637	803.8113868	409.4962642	408.3029442	490.3264958	1042.607903	0	679.2037854	680.8824223	395.1563683	648.3954923	895.5804996	163296.2977	607.1708547	1406.566643	1033.767241	481.8929827	378.302594	658.7904502	1396.225693	1881.779173	1395.694094	636.3410243	1214.998221	869.0334758	973.3701355	1282.735025	176.8579952	789.0153636	2146.904877	3863.642247	2989.291919	0	921.8291927	3698.243852	658.8103557	827.7054879	1709.235316	1151.519346	352.9700434	1903.865273	903.1749969	1543.111802
pos_13700	15419837.41	14082542.53	22005733.25	14552820.93	14131949.06	13443870.75	17245969.04	18097053.64	14621602.66	13965047.5	9263577.694	15492450.51	11340600.05	17818693.4	12152457.24	7247762.043	15071507.21	9324765.223	15266051.31	7630838.2	14249610.72	12882572.4	14834835.64	11037024.65	9012768.977	12228400.26	12032371.4	14053274.39	20563260.86	12000065.65	23538162.74	21419958.32	24269752.29	20267901.29	23093820.13	14478684.01	20840214.95	17610373.34	21203963.19	15404080.42	24988276.45	20533672.42	38975959.75	15870095.81	25799830.08	28635838.13	28824058.29	35021210.19	17382598.04	25446842.65	13556548.88	13920303.04	14557023.61	14015379.91	14276484.05	14383992.59
