metabolites Bger Esin Pame Pful
CPD0099 24.9596860158744 22.56193074983 23.8103966121418 25.1624313646245
CPD0100 23.3851283588401 25.3871733534368 23.5556271300386 24.5439847851254
CPD0101 22.8944379313672 23.6700014474335 23.1822655058553 24.1256210947161
CPD0102 18.6353049755505 20.823882181199 19.6229554128972 18.3841685001824
CPD0103 21.9725884484705 23.4250376143974 20.7192081218326 22.257665583468
CPD0104 22.5629541595701 23.4732650650631 22.6109700573032 22.8602355549491
CPD0105 22.5629541595701 23.4732650650631 22.6109700573032 22.8602355549491
CPD0106 21.5802572390565 20.3231825031882 21.4996440678243 20.5972437758822
CPD0107 19.8309440534885 19.8755467907149 20.9518685539896 19.2619645622452
CPD0108 27.1065275301144 26.8620457037562 26.5239783139688 25.9067034743171
CPD0109 20.8128958399993 21.4725268361901 21.2312650282169 20.7388733840795
CPD0110 29.0442640859491 23.2371275232541 27.4448047471054 27.1433411624591
CPD0111 24.2958096923786 22.5270117795637 24.837236136538 25.0055245703347
CPD0112 28.7742629622167 27.4303728734547 28.3870644075249 28.6505615534187
CPD0113 19.1846180775096 19.8137784497137 20.6447907433211 21.2612617955327
CPD0114 21.5229138514541 20.289975870319 21.9036104186945 21.4592072635037
CPD0115 24.0588683002506 24.7588675336738 24.3982946683639 24.5304586705675
CPD0116 25.1978987189634 26.9285838359392 26.8928591124752 26.4382027107502
CPD0117 20.9903836381805 20.7291117537942 20.2933957175614 20.4301544900739
CPD0118 21.700635862223 22.739020299394 22.9029157858331 21.9641552665632
CPD0119 20.6718344974013 19.6574890710826 19.9933696168691 20.4073957790088
CPD0120 30.0918700471548 28.781153370116 29.9549260353164 28.8912302628784
CPD0121 21.6838717675506 21.7857835188699 22.2708093876874 22.5756527945543
CPD0122 24.7235913874126 23.6152324213753 23.9327261948763 25.2329042664626
CPD0123 21.4464561714551 21.7363640241899 22.3020445681361 22.6599814028773
CPD0124 19.8504231994037 22.1665787616541 22.1560456702902 21.7688137497998
CPD0125 19.7493727071167 20.5323741050229 19.8473536299458 20.658648503458
CPD0126 30.7006662542128 30.1979674920705 30.2326678747981 30.4050037415957
CPD0127 19.7800480537913 20.4836980897479 20.7688462912044 21.4343076591879
CPD0128 28.5966944207484 27.3880436453395 28.6823361698078 28.5447448074333
CPD0129 27.3178119165413 25.2744974695196 27.0606481370414 27.059814452797
CPD0130 21.3722375573094 21.5774690094357 22.2971171266689 23.7126440044521
CPD0131 22.3797184375506 24.1403388094899 24.2713997882919 22.8814243733806
CPD0132 19.6022615975197 19.5723545303641 21.3514365329396 22.2674272670452
CPD0133 27.4465601328046 21.4903155903637 25.6058955403503 25.1988614045129
CPD0134 27.4465601328046 21.4903155903637 25.6058955403503 25.1988614045129
CPD0135 19.7953149771312 21.0945890231154 20.7379651200863 20.3824942838689
CPD0136 19.6693143080989 23.8016437094457 23.3150122766434 23.6325911092629
CPD0137 24.1561091942011 22.6427667312056 22.5640486564188 25.1068313571742
CPD0138 21.6185402851106 23.5705705400456 22.8161606470104 22.3892442888501
CPD0139 23.5820037930994 24.4107214379561 23.9739558482962 24.2478990874914
CPD0140 25.2848671182043 26.9970018984855 27.2301872788384 27.3584587215985
CPD0141 22.5038349898161 24.2947306615415 22.0282287096749 22.4984363889039
CPD0142 23.0060930988601 21.9353467960226 22.9546396716386 22.8191933614265
CPD0143 22.548284834034 24.4907165876333 22.7069688486323 22.5831704127201
CPD0144 22.3619416552904 22.0399509451704 23.2873631441636 22.8721836611666
CPD0145 22.3619416552904 22.0399509451704 23.2873631441636 22.8721836611666
CPD0146 23.4104650441149 23.2109442364523 22.558459098918 22.9135815188888
CPD0147 26.1351469296597 27.8690840709239 20.1990114012544 21.8571381446868
CPD0148 20.3633518226045 23.7212808827264 20.6018926770067 22.6892703682835
CPD0149 21.4131865739399 24.0042947256881 21.575342350387 21.3012946077614
CPD0150 21.6789712921475 23.7868002964575 23.0648370248298 20.9395866967729
CPD0151 21.376173804541 22.0957539789575 23.6114795376092 24.1885495866491
CPD0152 21.376173804541 22.0957539789575 23.6114795376092 24.1885495866491
CPD0153 27.6352449442324 26.6365784262191 25.8279704773014 25.5372817595897
CPD0154 28.6887820479205 29.1699584003324 27.3401913744269 27.5068520191741
CPD0155 23.0663284268791 20.4677478242256 22.2593801771234 22.289178327865
CPD0156 26.0670790886466 25.606839697237 26.1189684337268 26.030419276138
CPD0157 24.8511840830232 26.1337302035941 24.7843366960436 24.9475082232689
CPD0158 28.5966944207484 27.3880436453395 28.6823361698078 28.5447448074333
CPD0159 21.3722375573094 21.5774690094357 22.2971171266689 23.7126440044521
CPD0160 23.4104650441149 23.2109442364523 22.558459098918 22.9135815188888
CPD0161 22.777345143218 18.8849779946577 23.1887396525156 22.9824410602006
CPD0162 26.6313901522518 23.1827745667677 27.027646696129 25.9363891536428
CPD0163 19.1212739156984 20.0182868181091 19.2054030049841 21.3040404283005
CPD0164 20.5751246773279 20.0437342902898 20.345057319673 20.4475087563779
CPD0165 21.6369293731834 20.7517346501877 21.5444058877724 21.000010799835
CPD0166 23.5689051347753 22.9497585003752 25.624634869098 22.994805711822
CPD0167 22.6048800388256 22.0899061051395 22.8881300679102 22.7936640436596
CPD0168 18.4500434078912 20.1692991405747 19.3733509495548 19.4882950068019
CPD0169 23.4283162487609 25.6905342216498 24.8365076959238 26.0787929112169
CPD0170 28.0528585380948 28.2486035805637 28.25694462747 28.6322765153386
CPD0171 21.7464099848682 20.8627620400126 23.0097877349779 22.8582919872063
CPD0172 24.6570980905996 26.1733181568673 24.7742722471281 24.4290889912061
CPD0173 22.1021494613724 22.5994529165908 22.8962043575046 21.5431733584268
CPD0174 22.58962534098 22.494286093957 21.5521015540211 22.9439470256116
CPD0175 24.0561374378009 21.7590331578171 22.1993215889444 21.4615615183525
CPD0176 19.3619801276616 14.966595643803 18.2490667707762 17.9268197822317
CPD0177 23.4066734163821 23.0469259210348 23.296460051642 22.8192998515684
CPD0178 20.9895641910764 19.8758385401561 21.2149277563782 21.5821652867252
CPD0179 24.2517208161856 25.6103152333495 24.4471610123006 23.7214551708899
CPD0180 24.6409167621128 23.4149019092508 24.0965193565166 23.7789123248685
CPD0181 23.6057394540529 25.9139194253858 24.7582798015991 25.7575310386489
CPD0182 24.5705832555828 22.6131024142475 24.876510579101 25.2602270099615
CPD0183 30.4882786553962 30.5548991711744 29.918096999601 30.0128837556323
CPD0184 20.3637631637998 19.7736410425735 21.2569028747917 20.8047209637373
CPD0185 21.8813988798012 22.5594299230689 22.4951878752468 21.9005563958597
CPD0186 23.0070156656295 23.2992293217873 23.5797578733805 22.6909324270805
CPD0187 21.1992063514705 21.234664562454 22.3438549211301 21.5728262833655
CPD0188 22.9406966419061 24.9353220168961 25.1985411083515 25.7500154024811
CPD0189 20.9231674432776 20.8373442312115 22.8228379497836 23.2057748969072
CPD0190 25.5834663246628 24.4498800288859 23.8859692195822 24.2691566706859
CPD0191 23.3578002137458 20.8339503950133 22.1361897951643 22.1764401328038
CPD0192 20.7512056592814 22.4473547700569 21.6819369487871 21.4923033431785
CPD0193 28.3754904818412 29.5320084241178 29.5357489473502 28.5392259383468
CPD0194 24.6477581024487 24.029151913619 24.5847062429524 25.8272283211294
