module	logFC	AveExpr	t	P.Value	adj.P.Val	B	Directionality x -log10(p.adj)	regulation	Metagenome_fam01	Metagenome_fam02	Metagenome_fam03	Metagenome_fam04	Metagenome_fam05	Metagenome_fam06	Metagenome_fam07	Metagenome_fam08	Metagenome_fam09	Metagenome_fam10	Metagenome_hos01	Metagenome_hos02	Metagenome_hos03	Metagenome_hos04	Metagenome_hos05	Metagenome_hos06	Metagenome_hos07	Metagenome_hos08	Metagenome_hos09	Metagenome_hos10	Metagenome_lab01	Metagenome_lab02	Metagenome_lab03	Metagenome_lab04	Metagenome_lab05	Metagenome_lab06	Metagenome_lab07	Metagenome_lab08	Metagenome_lab09	Metagenome_lab10	Metagenome_res01	Metagenome_res02	Metagenome_res03	Metagenome_res04	Metagenome_res05	Metagenome_res06	Metagenome_res07	Metagenome_res08	Metagenome_res09	Metagenome_res10	Metagenome_wild01	Metagenome_wild02	Metagenome_wild03	Metagenome_wild04	Metagenome_wild05	Metagenome_wild06	Metagenome_wild07	Metagenome_wild08	Metagenome_wild09	Metagenome_wild10
M00004	-0.0252713331674169	0.303935595753113	-4.08363618714465	0.000157892435339396	0.000739601407642433	0.384854232131544	-3.13100227094342	down	0.301880652235096	0.330368452315707	0.30372266992353	0.284754921112952	0.316249609692326	0.295533595028217	0.299610950195238	0.315454482094135	0.323566486139654	0.287317836386076	0.312800787317737	0.270668723820107	0.283970271287725	0.2748031344263	0.247663933483101	0.315974988886867	0.261659865540113	0.311122315948159	0.309786314834613	0.271753164919876	0.300257337378736	0.325494853038552	0.316113513170651	0.318912531618627	0.296241863178583	0.320715516382066	0.321590487785319	0.300309840301197	0.337594886776547	0.333423679823741	0.277000835243434	0.272412363343318	0.276281678273	0.291732635945537	0.31842879568463	0.273594909962315	0.280940215746546	0.277353775677636	0.32609081383842	0.302312695282022	0.313597912786503	0.318699921027806	0.309073896474564	0.310172302416855	0.321695756897481	0.332261574606155	0.307560216794943	0.375207087746638	0.31405259471691	0.308992140149389
M00888	-0.0455015321032972	0.33494270786682	-4.30025957945765	7.78000258005189e-05	0.000438240651661151	1.06249909565904	-3.35828733929641	down	0.345918084391927	0.366108389847103	0.356072916686043	0.343335595461225	0.386596702300666	0.274897157167498	0.311585950628917	0.327340900483815	0.346023605079638	0.315774651613989	0.283156224201057	0.316622108703903	0.325823728562328	0.275962555679013	0.300378969689371	0.301791682293717	0.247416609924658	0.299125340705422	0.280989637595801	0.301615841232589	0.34448710642601	0.33504584499219	0.321370705163393	0.404194929344303	0.371560598719759	0.379764255271951	0.405571846090135	0.373922023060329	0.407339373492891	0.393100580478248	0.290099978608985	0.293079785847548	0.319061692593941	0.311729420714432	0.410931561416991	0.310954846311312	0.282917287890752	0.310275920614449	0.283417746837301	0.383257957680635	0.346931156886722	0.348853349620048	0.37233666030621	0.355103087407354	0.398296179741972	0.263593143304563	0.32634345879382	0.379366279791675	0.344829791050852	0.372862172633535
ko02010	-0.0574632607963053	0.121924306564853	-6.76774667427496	1.3115087550301e-08	9.72702326647328e-07	9.51235737531776	-6.01202004531616	down	0.101971092842898	0.151233178804069	0.104613713400447	0.0926992689057789	0.142620050562752	0.113665989802253	0.0927161945563222	0.100962220039127	0.133080609152263	0.0947455694168108	0.0995857458978501	0.0708786557686866	0.0938662277807423	0.0690632438498865	0.0914924643375882	0.122194295288824	0.073755220746285	0.0815697952134603	0.104114135405552	0.0765640406424661	0.110652907407556	0.146443882899046	0.12874444339297	0.135585039174733	0.128184141515266	0.143961754653157	0.149535060377427	0.0531317489592121	0.140569002770212	0.140399412103018	0.0962102797049372	0.0820597877193014	0.107503500293964	0.112308160952054	0.129772206373959	0.0899702228917026	0.0990827370087389	0.0902552258461875	0.0883732948762025	0.061242939308832	0.191428601096983	0.180382549426881	0.197146079967024	0.18318639368959	0.16931633033611	0.206978727075557	0.202033399875407	0.150908682477149	0.18974766832932	0.179709435326115
ko00960	-0.0763343022700122	0.0420299982444119	-6.34497189938885	6.06186507832931e-08	3.85361422836649e-06	8.01345115264004	-5.41413176318271	down	0.0160189981905648	0.159767372860576	-0.000627635524204047	0.026463144121699	-0.0015938243483033	0.0376471112787534	0.0452560420054667	0.0316538708238751	0.0178297100664921	-8.45078794645311e-05	-0.0263768608630411	-0.0190743156019735	0.0166175709433933	-0.00751956736375282	-0.0179980262896479	-0.0269885030198729	0.0333738084088707	0.00518513716743031	-0.00108403990094678	0.00521935120321419	0.029305528250438	0.0701089863828056	0.0839667746112845	0.00731355138508119	0.0875415292417898	0.0777851789775718	0.0801833750275426	-0.00368101215167179	0.0181983217070743	0.0586064594161242	-0.0261282126834685	-0.0515315749741451	0.0555283919646158	-0.00398631393605028	-0.0145223304148743	0.0174412679396628	0.0493682751906686	-0.0282374835398378	0.0444104633630439	0.00886100090346772	0.12641791330185	0.11204257006273	0.121318994048157	0.12245436445669	0.114070897823647	0.162211621627536	0.138930376562181	0.108074773794378	0.12344107898216	0.118320308621016
M00702	-0.0606891050399376	0.127302842040022	-3.46407603254538	0.00109211600802791	0.0035473841136673	-1.44908669571965	-2.45009178321845	down	0.157098759297755	0.14005082380131	0.0161112324575471	0.0518900476422236	0.0905649750173043	0.158163274114496	0.102580711291048	0.12743466559667	0.149279062092863	0.00964378926033675	0.137504939562322	0.153021108249057	0.0895805369897009	0.045704831374617	0.0187473025030467	0.105192160344847	0.045624007637012	0.115651367170706	0.0822123149095732	0.0859262743275111	0.0952232974440335	0.0685943579071327	0.119241555826389	0.234429820599044	0.185457529555338	0.178919301149575	0.19313133366037	0.148303103169864	0.276697506454239	0.193938018460506	0.167585377410595	0.126554207021958	0.083302913892939	0.0867132335323235	0.296894904252271	0.157986341777764	-0.0130254904898078	0.130954971818134	0.0660550630131181	0.105812294852162	0.196871996610133	0.234776270712159	0.18612518209821	0.158687390011426	0.122071262958073	0.138750327506949	0.20188851722742	0.0140858114025473	0.206750854816055	0.120382663710224
ko00909	-0.0894127983138096	-0.186455092629144	-4.8302472847168	1.30389210957646e-05	0.000123453614630112	2.78344016119849	-3.90849618972614	down	-0.237404109063539	-0.144092242023052	-0.173673130393029	-0.2727726851868	-0.101920640161734	-0.163925523511279	-0.167291322673353	-0.0625132558324266	-0.171351570619174	-0.24007019957217	-0.194942403431321	-0.268649883250878	-0.28579822596554	-0.289979033575171	-0.280193143556435	-0.2935429842921	-0.260653113212038	-0.253489133346179	-0.288532259930642	-0.287455188338927	-0.200224385769669	-0.0806556051678992	-0.109754583536763	-0.168781863010178	-0.160724377343736	-0.0984082616072172	-0.201685807687538	-0.0469835018554247	-0.095373566327897	-0.11335024257636	-0.279868243809219	-0.287889474947919	-0.255903327900814	-0.241512211163212	-0.201492972604764	-0.260986181897629	-0.187194589012352	-0.255521298987298	-0.164853364835853	-0.0931346455451819	-0.177657335106617	-0.0985783294713578	-0.261328027025244	-0.183167243519114	-0.0706749529740947	-0.0719025653286168	-0.158592565488905	-0.00635680256535265	-0.218039718959107	-0.133908537496069
M00554	-0.0360255330884016	0.433668758099272	-4.08951983911555	0.000154916353692901	0.000733380610567457	0.40303479408009	-3.13467057628825	down	0.387244171552994	0.4315932716387	0.432793175875572	0.431999901911393	0.467144389109138	0.426276412057756	0.401157882106868	0.412377267326638	0.44367440535857	0.415715416151581	0.411576228979221	0.349885553631024	0.443279660977304	0.415536959924656	0.434593296144473	0.4593626650196	0.369936930762342	0.387810606699261	0.439504094308602	0.369059693216922	0.459190227924555	0.432391727076697	0.389807978018023	0.481749405052925	0.415687175902107	0.45993329437878	0.483944246500818	0.450516381901756	0.492703016257449	0.475333625129193	0.416638154615116	0.363676938261505	0.455709139306896	0.412547254521709	0.490166566184444	0.410783866497528	0.43431424541175	0.412454529596578	0.392698043306948	0.458245625462267	0.451018250554088	0.466939939508622	0.43531897904447	0.446010420134235	0.475052592881965	0.431555675641525	0.48127528545282	0.464449664711115	0.457439067329748	0.455364605645377
M00564	-0.13728396711675	-0.244372146895077	-6.25371232038393	8.4294636146882e-08	4.68888913567031e-06	7.69093151600509	-5.32893003562025	down	-0.311986245369347	-0.180681256881734	-0.335990438960284	-0.339813632478749	-0.329846020805607	-0.320533813735631	-0.344756475527623	-0.119295719371734	-0.357646099389878	-0.32801634962177	-0.31908646190364	-0.316027907088868	-0.334652321228821	-0.335061949105799	-0.325367422683976	-0.315945981513472	-0.328699062750068	-0.318021429423496	-0.314689789357405	-0.0433575050695481	-0.1565981294121	-0.146179114018488	-0.335744662234097	-0.0896218891188527	-0.116588875719421	-0.140990518531208	-0.153954992582272	-0.393529501413189	-0.120087236727074	-0.161176515001654	-0.319605323881146	-0.172649713779089	-0.322964272472369	-0.319468781255487	-0.341534069562059	-0.324247773153568	-0.342681027617598	-0.18358514127735	-0.339868249529013	-0.392491777458177	-0.171036121883537	-0.167535060657386	-0.170737942353433	-0.0857085851407623	-0.0565541325937738	-0.16912490298724	-0.182691882189973	-0.149350557446465	-0.165448296868627	-0.107376415620993
M00046	-0.0618376345541976	0.131169884728747	-4.40895245556171	5.42580286346739e-05	0.00034492603917757	1.40858105235274	-3.46227401860952	down	0.195089158379315	0.122022436672163	0.101389432984194	0.155806378139673	0.16230327487547	0.155911716265811	0.153980228865739	0.0635282474297034	0.177095268118962	0.0556600688772446	0.160189421675892	0.0927995749100083	0.0670027188020411	0.0448045797335248	0.123907752598465	0.0911849637858771	0.0847834156505745	0.128098420922491	0.100027213762702	0.122618171768323	0.0960268936376779	0.135071240240978	0.200623135468245	0.213336665063584	0.258832091550632	0.242470910227391	0.251779520910603	0.0385792952050924	0.15729235567205	0.244045413813044	0.0951643761336948	0.0891865517239133	0.13732934929394	0.124118076529519	0.0789197618441429	0.0502930774803046	0.0394093734223031	0.0345953370326965	0.0894189594174649	0.0964076201159003	0.135946280810146	0.134505016301799	0.185570830619305	0.136606043851436	0.167587673109432	0.163333758195176	0.125715285418747	0.204050168215976	0.131611375418136	0.142465355495871
M00736	-0.078344271998247	-0.242172807331791	-5.92691019368814	2.73477978167986e-07	9.36136156036569e-06	6.54086885504134	-5.02866098083994	down	-0.251121441763971	-0.203533523712106	-0.281968822783265	-0.286823291111003	-0.273980457180659	-0.262243704641446	-0.293111568649464	-0.281661577952396	-0.30998955135856	-0.271891192330747	-0.260543616577301	-0.256344603888752	-0.280391632651468	-0.280719360471063	-0.26810183941669	-0.256139774001506	-0.272341818082689	-0.259007392422954	-0.254357753982463	-0.254931277666753	-0.294238133029319	-0.16356886299593	-0.281620611974946	-0.2772577353766	-0.293234466581812	-0.0696050953419808	-0.290981337822103	-0.248038376917212	-0.146329251877535	-0.218996647983297	-0.261096657272867	-0.286495563291408	-0.265377601916314	-0.260871344396896	-0.288728209062393	-0.266954792048111	-0.290735541957407	-0.285102720058134	-0.286823291111003	-0.353925562172892	-0.177176590939563	-0.122404227656935	-0.141367017101598	-0.128793858635895	-0.200340375414937	-0.166561193503078	-0.181213252129914	-0.12622580574976	-0.176595577536619	-0.198776464087814
