KO	Metagenome_fam01	Metagenome_fam02	Metagenome_fam03	Metagenome_fam04	Metagenome_fam05	Metagenome_fam06	Metagenome_fam07	Metagenome_fam08	Metagenome_fam09	Metagenome_fam10	Metagenome_hos01	Metagenome_hos02	Metagenome_hos03	Metagenome_hos04	Metagenome_hos05	Metagenome_hos06	Metagenome_hos07	Metagenome_hos08	Metagenome_hos09	Metagenome_hos10	Metagenome_lab01	Metagenome_lab02	Metagenome_lab03	Metagenome_lab04	Metagenome_lab05	Metagenome_lab06	Metagenome_lab07	Metagenome_lab08	Metagenome_lab09	Metagenome_lab10	Metagenome_res01	Metagenome_res02	Metagenome_res03	Metagenome_res04	Metagenome_res05	Metagenome_res06	Metagenome_res07	Metagenome_res08	Metagenome_res09	Metagenome_res10	Metagenome_wild01	Metagenome_wild02	Metagenome_wild03	Metagenome_wild04	Metagenome_wild05	Metagenome_wild06	Metagenome_wild07	Metagenome_wild08	Metagenome_wild09	Metagenome_wild10
K00797	36.328152206	17.57479524	12.60675507	37.925964300000004	49.91717977	16.688197995	12.265646008000001	12.73916082	4.75709583	14.53504759	5.50231068	2.953350104	2.926609264	3.520882695	4.1384558799999995	0.6195599	5.35357287	1.5912673800000001	0.69211467	0.74538956	60.70003402	33.511714420000004	76.095445985	35.17307125	76.82562706	102.07082498	48.097350615	31.77217348	16.59760603	71.35704576	7.97409209	6.239751135	9.34076885	5.148352417	1.14771193	10.75871121	11.617622429999999	14.649368339999999	7.10803217	4.00469408	34.608979812	45.08504981	66.86973497	36.358312742	41.624475866	106.888789174	58.15833963	125.820773955	35.505133029999996	30.228022055
K00798	71.123171195	217.95002594	31.090344793	38.84674742	115.40180557000001	29.10822002	30.750686295999998	97.853888793	24.940191365	21.27198103	10.653674274	2.9182709499999997	2.124207556	5.06343233	2.39212262	0.47970884999999996	7.294805214	6.64701007	0.34761772399999996	0.206708875	101.173813714	151.577355905	146.666082615	158.57842945	147.050160926	149.52913519	124.291623557	57.24531709	116.209251044	138.069086915	6.69804278	9.55646863	8.716413318	6.879841051	42.95343263	12.06292848	14.991120969999999	18.902973709	39.17594099	38.07486239	155.795555597	144.750019282	159.930693555	190.031647034	146.5413049	123.556831116	122.100579846	175.40235005	163.060104634	156.674988104
K00799	1.77807706	217.25435187600002	6.99764316	40.9856955	1.1587223	0.47551931000000003	4.1283917	4.587955356	0.87064147	6.38800478	0.9834651440000001	0	5.44680717	12.60410502	1.88014574	0.38771594	2.95441938	0.2640118	0.1727862	0	19.0332935	7.10009279	4.94594573	0.09319001	4.84181343	3.63966098	2.519610062	8.421494054	5.871874845	1.9776895799999998	0.6872175	10.36099112	1.1181865800000002	1.62954336	1.31891127	2.93124757	11.85974147	6.1176663300000005	5.88133524	1.75743155	449.46362892499997	433.987854449	1365.414047438	810.946850908	171.306844296	1445.693599184	804.744639026	521.52206373	495.77331838	442.635627096
K00800	297.9441887	345.409047049	88.792284663	135.806310214	208.719051625	99.981974605	61.992282154	207.18105439800001	69.034931294	93.77484189	28.564025328	12.302927328	27.96678484	74.400761944	11.577219401	4.09209317	69.300993386	16.777865669	5.151508815	7.272827085	223.07664285	391.98781724	334.665853078	362.549314928	386.636567502	389.659754407	397.049188842	195.70984039200002	461.254261284	419.093037969	60.896372740000004	29.986797108999998	41.336357413	44.075870894	204.594931286	61.60951891	68.79295522	64.059003878	94.777955344	237.09991143300002	276.804213215	352.696279829	366.314346074	338.85011609000003	403.759055202	217.11563673	350.8479074	265.321467445	322.007096956	352.13831234
K00803	10.59936376	16.9084334	3.31372576	34.24137194	8.75313933	2.4137563799999997	4.989796679	1.13283693	2.87221323	3.6976557199999998	0.6226259700000001	0	2.200587	3.49366712	1.20573191	0.20133784	2.27490591	0.18712349	0	0	13.48621535	10.33362406	19.323562088	9.254119410000001	28.50682068	17.33138593	9.87885989	0.11623805	7.70426513	17.377276529	0	4.7609682499999995	1.74206535	1.01595313	0	1.65883644	3.5746296	2.3147488800000002	4.19496333	0.64091405	7.67907839	19.06244238	42.48465113	7.96560897	14.224623841	18.81443869	11.570550365	123.34918907	8.59019484	10.41589832
K00806	227.927730774	306.376923605	63.16913971	112.98800334	302.21014087000003	78.548952415	43.813641199	133.924886477	605.902438953	68.463794455	24.52184385	9.18131849	18.88033471	53.19423233199999	10.275760706	3.97746016	49.00642913	11.418236453999999	3.59654708	5.60532262	204.25166446	262.9105285	267.289362755	343.635714088	316.905431202	313.965732642	325.580810364	403.224692865	336.768856685	312.810395025	40.44508639	18.968251925	23.137835722000002	31.44034668	257.42824849	42.994318334	49.839879289	38.08941643	59.640396674	291.81183816	306.130483851	246.710900473	233.277181201	268.456016881	329.1551292	217.575114058	266.618531078	298.446993507	296.832557427	374.989059795
K00809	118.3175616	29.457082130000003	20.16218563	39.44507625	24.12540234	23.20029936	7.140026828	37.22959336	5.54161939	27.99744972	3.5121234599999998	3.80052725	9.98668173	33.99502938	3.148600825	0.77649159	29.410094490000002	3.46686653	1.6362509	3.6542590400000003	19.46575461	43.579455700000004	46.97523277	19.58589657	53.038126255	39.549962934999996	30.64691793	18.05217218	20.947896805	35.42843462	22.28372475	10.64178518	6.567211394	13.332676775	0.8398394	19.01719934	18.453018569999998	12.953936115	13.718741365	5.056260935	6.40185944	20.195572849	3.717752274	9.83348876	22.532005766	20.516215148	11.150279904	91.87118007	8.54235622	13.394661039999999
K00810	2.7155846	2.34525182	1.9503925	0.62805885	0	0.86195505	1.28671127	3.54738108	0.22344463	1.68719287	0	0	0	0.32992443	0	0	0.759760776	0.46740485	0	0	0.95266149	4.9790494	0	4.67560762	10.28983845	12.75698951	11.6688717	2.64011457	3.6430238299999997	15.89419053	0.087714724	0	0	0	0	0	0.20307337	0.39815053	0.56364305	0.15505806	0.372895645	2.12186413	0	2.835816544	3.76764417	2.15960579	0.4704334	3.4131286000000003	0.28004152400000004	2.93375076
K00812	284.304605118	297.293132706	84.160343806	118.09347565	209.59181533999998	90.687412348	68.00750153	167.806929538	94.15315661	86.82137281	28.588473536	10.991092346	22.848235201	60.304338579	11.553673278	3.2306474880000002	58.436117415	17.483015929	4.86616609	6.056405	234.62948108	379.7809031	347.806066879	250.5640219	439.247807386	394.225179175	270.92026712	124.274674895	227.13715895	362.43672320999997	50.676833664	25.879156078	31.709516183999998	35.723104379	46.39903814	62.37297024	61.16318668	52.788468414	78.601118736	58.717173922	222.749085369	295.369518503	229.910224782	198.16514609700002	293.736989618	153.913738349	222.512503533	254.48984029	260.439808125	265.915725773
K00814	0.61256275	1.75499739	3.9402800300000003	25.2692754	0	0.20784093	2.1943596899999998	0.9825133399999999	0	2.50817379	0.26579687	0	2.68711821	5.097403	0.85369923	0	1.63941965	0	0	0	11.596952139999999	0.17888618	0	0	0	0	0	18.38234996	0	0	0	7.057545129999999	0.50305492	0	0.186309704	0.9406689	5.4395171399999995	1.7084932000000002	1.7741031	2.96727785	0	0	0	0	0	0	0	0.26195672	0	0
K00817	196.45772256499998	192.320200454	46.73685696	92.12372776000001	70.14114209	57.733996061999996	27.941836078	103.852856855	15.14332709	51.738767734999996	12.384886435	5.12769115	14.34108694	46.938863848000004	6.144765167	2.48147767	41.242416324	7.182184925	3.38363012	5.4857646650000005	86.104231613	261.741319869	199.24171096	217.35689743	204.471239074	222.165317524	149.630145456	25.536883184	169.22984042	191.440191264	40.389408919999994	15.741015914	17.940889131000002	32.21862027	40.28714149	36.93532945	39.68959526	27.981350859	46.80832116	12.066095426	210.982764932	270.773336388	450.851848531	303.67259651	163.468848996	210.45945373	237.783608354	247.59089449	222.958356186	203.389647984
K00819	42.511180004	69.601556404	21.07957627	32.415415689999996	11.91141397	20.004354864	20.918998415	52.50279882	2.660621484	17.78370689	4.03977739	2.78015596	3.158224343	5.811109163	3.6463504639999997	0.45253033	6.46276512	6.56855272	0	0.45170703	28.46898113	54.444511445	104.476719465	45.09072716	119.89795292000001	93.39618874	75.13213839	26.759149909999998	47.029506004	83.28782089	5.328460394	8.361813665	6.398742364	6.002699125	0	8.978262345	9.56776993	12.80495631	17.468732449	9.29835125	14.774774518000001	43.66480467	16.827650765	18.693998814	43.45339147	21.50473766	19.58719679	70.13632003000001	20.936966595	31.06399237
K00820	214.50254727499998	276.549563629	53.978667526	118.47797675	310.71596515	64.38553587	47.476089094	106.580839712	246.613790988	61.26096271	21.612498483	8.823832624	19.20905419	47.352256391	9.496781618	3.871723074	43.419753784	9.961365654	3.29557762	4.40570302	181.397381486	227.34636324000002	268.101577936	433.590652084	300.361656508	314.019556306	380.747532691	445.164910806	389.576248226	346.657299056	36.94747409	21.398839859	20.742571896	27.570487229	283.055038581	37.95304112	49.637444276	34.165877145	55.295831872	410.41074490399996	433.820628566	322.094361677	456.689594171	484.574054197	503.598036438	380.467910269	399.360214105	464.1444075	448.798820163	415.716288922
K00821	325.140278005	276.824054434	75.217302369	129.272427047	80.47581112	97.361281265	49.957479456	159.631387525	18.334953004	90.49819839599999	20.078126685	12.097553215	25.494039511	89.300233457	9.71454439	3.323533346	78.43274343499999	13.018535812	4.36524308	8.981347046	143.347605464	267.099947941	257.868038975	206.830137665	281.056866265	261.990230671	197.545586149	36.845223572	174.522450316	227.463068639	65.85002368399999	24.900955733	29.121947113999997	47.973736984	30.85385114	62.565451294	62.294843750999995	43.77824395	72.04334575600001	17.957174175	193.326986656	252.809487598	269.832460718	179.851339489	176.361185015	318.648320125	268.3035298	180.49322753	178.04154563	204.382335571
K00823	7.901585	46.96198282	1.5040051700000001	4.30229196	5.485412560000001	1.73554447	1.65324597	0.83561288	1.6767231200000001	1.08323572	0.6052308399999999	0	0.6033471	0.60395087	0.33044516	0.75675198	0.56522711	0.11756774	0.284061894	0	5.69194149	8.496581729999999	11.75163084	10.84443596	15.08715106	11.617613482	13.70157852	0	6.391353489999999	17.58292429	0.76847388	0.17432597	0.63122833	1.23594491	0.4091033	0.92607287	1.38407787	0.98134958	0.42360669	0.82272725	20.883955368	39.469055430000004	58.142107806	37.979001176	23.485267606	203.68129904	79.09201353	55.6060551	24.73302261	36.5035155
K00824	1.21694893	34.282527890000004	0	0.6419081	0.4720967	0	0.09808044	0.96271022	0.44654357	0	0	0	0.090596154	0.12657484	0	0	0	0	0	0	0.6079056700000001	5.33105464	2.38292577	0.9149697999999999	3.68430412	1.54295793	9.74134404	0.82115218	28.32940406	5.79191214	0	0.20099309	0.1414484	0	3.9783968	0	0	0	0	1.96424735	19.233895735	12.91941975	11.97280767	10.80723584	2.7135549	11.793821486	6.60462115	16.805806676	14.921121219	5.36348135
K00826	241.359401672	225.64105274	78.348941235	162.55101054	108.62436115	87.962201046	63.607636388	142.289366434	28.17332802	74.83372903	22.079272225	11.320260750000001	20.334839134	47.541323688000006	11.80418651	2.92022817	44.44568259	13.059088571	3.489574617	5.36563768	187.58888895	256.774774814	360.961374859	233.85329947	328.648833105	298.486724334	226.113341726	72.000754656	211.463077664	265.041266448	40.49320053	32.4032617	31.8561686	31.04897425	41.903978008	45.947054349999995	59.052597055	53.05778806	71.668366951	24.404173455	216.564327501	270.066983317	277.039240774	256.90317796	190.174188599	282.16531978	249.574409926	303.219560631	227.782608304	227.462529919
K00827	1.7549051500000001	3.133354	6.29559304	0	11.8102129	2.81746606	0.85411674	0.39532563	0.2910876	5.713102060000001	0.47868997	0.16953053	0	2.6225505	0.34419706	0	0	0.20962214	0	0.29609061999999997	38.1152572	2.08577905	6.0859017	11.1626425	0.21046065	4.761631899999999	3.3366213	0.16521892	11.04159417	0	1.11258044	0	0.48303133	0.16228741	3.991841	2.0653300999999997	5.9883822	2.46301013	1.05736506	0	0.25296134	17.10368173	0	0.373957	1.4918183699999998	0	7.13920632	3.3488241800000003	1.0118569	11.100031470000001
K00830	33.533259004	22.250004360000002	15.40240384	30.09030469	24.85729346	18.909614954000002	16.447460102	27.79915032	4.63946846	12.97668253	5.8137870000000005	1.69166869	4.3552231500000005	2.5663867099999997	2.8672637	0.84479555	5.85389703	1.958377045	0.42974528999999995	1.081931805	61.92635418	24.056537990000002	87.90982636	36.53765284	75.78263187	53.449052105	42.02883326	15.10963559	38.91415653	46.673335645	7.2438018	6.06634938	10.47109642	3.60839061	0	13.30156801	17.24381535	14.94079489	11.340141000000001	3.48118073	15.509257716	36.81852221	27.08988347	12.55652368	20.944080425	21.03446766	15.98142383	85.2936353	15.81374528	16.986312560000002
K00831	193.06163243	166.53534213	54.885692864	126.35108475	61.286262513	60.569585943999996	45.018520525	111.2356203	17.57449117	58.521582566	13.969965976000001	6.26795995	17.92669006	48.872543294	8.39780511	1.91358632	38.55865935	11.41508503	2.9604037699999997	4.28745863	113.6501795	227.255631835	204.76673564	165.26607262	235.318546868	234.644618055	161.311304891	49.561053786	147.442057136	208.650140036	32.56261939	26.437909485	18.179273796	28.008839315	28.698868366	32.82403721	42.880617210000004	31.72263297	57.45682634	14.55282547	178.698293169	282.416563382	293.75645587599996	226.36281942	158.955558308	192.927368836	249.016778091	148.244726985	190.190599326	205.081300049
K00832	1.4923359	32.02697749	0.87010023	14.88370958	2.34255489	0	2.31294501	2.37066234	1.19544419	0.43560532	0	0	1.6044521	2.1569086	0.5821568	0	0.85766834	0	0.14727283	0	6.45786756	10.21523185	4.13020441	3.0057883700000003	16.44919201	8.49538643	8.80295249	12.41280198	3.19278124	8.31356654	0	0	0.37421789	0.6889997299999999	12.27339116	0.77623849	2.39641662	2.08419554	3.1394689600000003	2.49201608	43.82694747	46.65065827	45.534173145	70.218270815	25.006634174	207.129410176	143.4644823	13.28074231	42.56141684	58.52063148
K00833	37.706385055	66.31128898	10.894744704999999	20.22215835	14.67786325	15.271510125999999	13.810854449999999	29.242322035	5.27598086	11.2768621	1.54278593	2.71980074	1.058607265	2.200727197	1.88100793	0.54310043	4.991220226	2.047976106	0	0.53759421	33.097960575	98.913757496	83.36206328	38.80647042	58.463291679	48.532304184	51.84003464	7.234021026	35.923563056	45.898432455	3.72070453	4.728698736	4.123932649	3.17439036	0.7561696360000001	7.27693748	8.00657173	8.8545053	19.610887155	3.03583654	66.965221076	75.598596504	157.522402335	114.13219450999999	61.332606301	141.598458606	99.05836733	95.812597596	69.153590894	82.307964383
K00836	0.4627695	10.01865065	0.7892715	1.0179567	5.69163486	0.41138777	0.5839689499999999	0.30686098	0.84881076	0.73226464	0.46135989	0	0.43482648	0.6098604	0.12515354	0.43787488	0.2013077	0	0.33702826	0	3.36827255	3.94900464	2.39715676	3.01149442	3.22426567	4.73605508	2.59615668	0.56278603	0.18407787	2.74364273	0.92375544	0.16157088	0.69482964	0	1.7069644400000001	0.19589813	1.58495873	0.8127541	0.53103941	0.32254186	44.353418386	31.12814388	113.864092164	91.41657143	14.033243616	109.46806476	54.52974667	12.60800628	49.445208879999996	52.95752715
K00839	0.4704459	0.77284932	0	0	0	0.21548876	0	0	0.19214082	0.19419429	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23542707	0	0	0.9241583	0.1386792	0	0.53219247	0	0	0	0	0	0	0	0	0	0	1.1056402650000001	3.65961586	5.50260452	0.7962867	2.81154661	51.535325400000005	14.738907900000001	7.41002753	1.5626857	1.71331762
K00841	0.39390501	129.89954507	0	0	156.30888605	0.2585865	0.17470562	2.2254749	32.92764522	0	0.13928866	0.0374752	0.71500369	0.08873632	0	0.28969762	0	0	0	0	11.936140060000001	3.1717641299999997	2.79446016	205.12889842	6.2376873	84.34757293999999	164.39244025	68.89834171	289.587091874	153.65731794200002	0.29485653	0	0.11980198	0	172.47614907	0	0.27351663000000004	0.13114153	1.70384245	170.88038042	123.22401965	99.11136556	114.429886786	140.896474436	366.94936148	24.2607905	127.48801007	33.31210862	148.18854879	227.83979548000002
K00844	24.119881104999997	61.46026153	13.67323395	16.022820824	4.3866485	16.191128250000002	12.446873801	39.725128760000004	7.35413811	9.47644474	4.910364104	0.59401927	1.065476019	1.563422915	1.092057814	0.13951892	1.267050866	3.1146448700000002	0.33669614999999997	0	35.46985696	93.975797545	66.31916816	36.67471164	85.307033785	63.534282829	42.1948755	47.64210158	28.15935347	54.926439784	4.039216967	3.60837597	4.38432502	3.69580288	1.09439554	4.92773023	3.96528973	5.03741494	15.786504264	12.08850581	29.256142445000002	28.652006959999998	1.66490496	10.48966076	31.60586519	8.65808751	14.8769857	30.607321927	29.602337495	19.946207180000002
K00845	21.48251869	25.798560719999998	5.2189708999999995	31.041780759999998	7.2535209	8.20507239	7.657075891	3.24837132	1.55401677	5.6283490800000004	1.446926984	2.23601405	3.6543632329999998	2.69658044	1.706423475	0.19098586	5.18317795	1.3531776500000001	0.13550611	0.2843535	15.825906900000001	8.04756836	39.82777059	21.7945776	41.961200161	15.26796532	27.513711655	0.9326554	14.86944436	22.68942313	2.68719518	6.06395112	1.10012267	1.9100167799999999	0	5.5947289200000005	5.6640653400000005	7.30342793	7.53794199	0.24218789	17.751540412999997	27.91414044	27.956712324999998	14.94095274	15.078255584999999	109.34453379200001	32.933660775999996	16.97032072	20.713927169999998	13.048345604
K00847	46.511265858	354.624886085	34.724671674	79.49954766	459.21916664	27.94065747	27.884805273	89.777877806	254.91496795	23.2895206	16.77779912	1.222197456	8.130786025	9.102859155	3.701285444	3.51618847	4.410068814	6.161747565	0.7810944900000001	0.61493175	208.38055092	314.354127845	147.825755735	411.086893545	196.728038887	258.715613044	367.360809972	492.60905557	473.711235346	324.582066844	7.50777132	10.52502546	16.92476842	9.279971131	386.41488539	14.22360744	25.104767286	19.420638877	39.066213406	815.680376839	430.700464634	446.253786156	262.189898701	453.048721104	439.46314011	377.907084791	500.160131701	265.069043076	436.57805843299997	526.171982025
K00848	36.087093208	135.76661029000002	25.67549992	30.06510496	44.89760458	18.84102765	24.945126362	54.869857839	26.021054095	18.99262912	8.064160474	0.587702089	2.39919381	5.341957728000001	2.0029251439999998	0.81288374	2.065102686	5.172859646	1.07569352	0.08055346	100.81523865	224.846348899	133.191989316	140.25313149000002	157.015613856	175.540732599	116.813326505	56.321064774999996	97.697877786	136.18627336	5.09625934	4.541147142	9.666470891	5.37338195	37.07284713	6.33978131	11.99872646	13.844614175	33.253432369	27.451902876000002	121.289713264	138.21070385000002	46.887676401	90.318852517	119.697998787	166.75305415	121.096598282	127.080333077	117.757555147	95.6637836
K00849	53.029370812	169.17446984	31.694014565	79.16422864	167.97578622	29.64457371	25.201461296	70.735571835	97.510730064	23.362220826	8.44934436	1.0569806	8.040176228	7.824606152	4.27179542	1.67133304	4.06990042	4.838362096	1.14903424	0.40336147	120.60211339	201.728700546	129.38912138999999	394.503772035	158.650346414	249.596302154	326.229993873	193.207374215	313.372442875	328.012195864	9.733593904	9.45190578	15.520734215000001	9.13711822	259.83056709	11.26552289	21.41250734	15.117914514	31.369811973	317.77455782	207.010942914	196.027527453	155.904745706	189.94060387	221.96851046400002	169.61101411	261.247428354	184.02388319599999	192.01964782	178.457825176
K00850	103.745999569	149.693846453	43.133827656	96.57642599	164.04005796	48.823838199	40.504697026	89.515081007	429.76009824	38.03013205	12.172573184	5.006624064	9.767617029	12.52753575	7.221552176	1.624945274	9.79239292	10.357405202	1.336594433	1.268048434	148.092478274	220.1658279	248.094742906	268.722495394	242.537400465	268.688849195	246.904887894	164.14850045	290.87771252	261.17146434	12.528236295	18.63267641	21.11696755	14.35276851	215.26951395	20.46493391	29.99796495	28.54891883	51.448803855	196.85077684	197.797490251	226.333844432	114.863460295	178.996302054	257.467988009	299.461899122	275.24439209999997	162.50330582	207.50819671099998	224.40780637
K00851	0.26541188	61.973826360000004	0	0	0.78356023	0	0.36145994	0.99136937	0	0	0	0	0	0	0	0	0	0	0	0	0.25887	1.1901724	0	0.308709055	0	0.21574807000000001	0.35490652	8.127921	0.19634102	0	0	0.31991276	0	0	0.13605256	0	0.21007603	0	0.51608545	1.1446619	34.05893933	67.22096797	101.288207395	30.090019466	10.721525967	245.727321002	82.34160298	25.49326377	45.131001364	23.690270334
K00852	21.964909449	316.224554354	17.66529407	48.813156749	287.84067262	16.848028125	13.904236599	38.109072438	324.04075203	11.24188532	7.61526012	0.67106972	5.046171174	4.20711976	2.869659666	1.89708088	2.24373482	3.163046755	0.67439721	0.18807431	122.691947444	159.796217616	101.904798097	348.454485961	95.93921859299999	212.399006469	160.58972144199998	495.814481531	340.51065456	242.54504064699998	6.5317961	6.159575959	13.05757434	5.947979655	378.228595575	9.33441649	14.38728532	14.222530435	18.096477875	861.8578415439999	353.862322085	218.126258379	194.501952995	227.17985326	286.239957643	395.550262283	406.895029723	337.77279527	363.909664645	315.84592994
K00853	26.737202294	69.33188299	15.19490094	23.831936386	39.704271930000004	15.96319226	13.985993289	39.435456771	7.70209758	10.50200965	4.96128549	0.619782154	2.60770481	4.01979905	3.37817898	0.80872304	2.49411317	3.432332656	0.37241309	0.08913938	65.18847145	191.68437012	60.732557035	59.36863139	71.747773338	55.285650267	38.337459436	9.389580946	27.22167493	44.910599206	5.784920639999999	3.51028859	8.332700557999999	6.64984806	0.1453939	9.66489615	13.776534179999999	10.32147465	21.42801041	4.79378278	31.856172992	57.73965616	29.390005619999997	26.97456481	45.983495672000004	126.155392455	64.16920346	41.939453809999996	42.060618984	37.28462912
K00854	68.334534553	269.990434073	39.078100631	88.66713197	276.25475412	35.685634627	34.519957577	73.230588386	237.95772750999998	24.625437014	19.999737475	0.302594016	10.370703616	6.642765876	5.571006791	2.760760994	5.951795025	4.973607796	0.90266799	0	178.783412515	388.081534763	243.748827563	267.79071738	270.71524512	249.969702179	226.899074652	584.4928844450001	242.042503741	240.404711375	7.44059703	11.33757929	22.863629030000002	12.095803743	156.10039613	11.93248937	27.267763719999998	30.158357276	38.399714501	350.085224788	430.689866613	303.531442656	181.494824619	225.37590192800002	339.299940751	271.388215869	271.33914826	314.441259447	327.761121777	341.944020655
K00856	74.14527932	83.66327143	22.07424645	41.874650530000004	18.44839639	26.984444431	26.646612327	65.74694464	6.110469268	21.39047844	7.437238166	3.508682234	1.95659862	5.978817735	2.3764016	0.67394597	9.390338850000001	5.86376671	0.66308312	0.7678800800000001	67.55881412000001	127.92279096	147.007559986	87.74513613	146.785069105	116.69965112	107.20207997	24.56977198	52.90848279	102.13807759	7.28705367	12.576984986	9.38261388	7.3626588559999995	6.246330499999999	12.5880101	14.05757985	19.30213689	36.17100171	9.111121774999999	43.273945276	69.237804265	87.12739533	50.939157869999995	74.274282126	25.17788316	37.955543776	79.49721285	45.07059193	54.095409002
K00857	48.576375624	258.32360523	24.244889644	30.99610742	268.42925861	24.51706932	26.453691964	56.51957889	581.43666514	20.63835936	13.39600909	2.03389327	5.28748798	5.634623743	3.158034376	2.86857365	6.48151116	7.380972894	0.78436917	0.14886267	131.19423061	96.2048859	98.678511431	306.54008881	156.261056715	201.35036304	267.238755612	429.16803336000004	355.074810125	254.82141346	8.912408304	7.199274465	12.728357082	6.31493645	793.60267717	11.99620239	16.492384464	16.021498657	24.060205194	537.580847665	304.055580807	170.547865467	172.00547416999999	246.365566123	262.98114468	149.89909356500002	243.40417513	152.90528919	244.41811584	294.711397826
K00858	185.109297404	282.446705896	61.509026358	133.27935617	396.31628169	63.169413365	51.995872821	132.07120661	621.54662017	56.337393834	23.768036875	6.2499065499999995	23.916523856	33.677770036	11.165361690000001	4.114828624	41.050221034	12.124676226	3.0704460040000003	3.635722115	209.544131315	251.897453202	279.427619199	336.99256277	280.185608571	320.165178606	338.529891482	439.985423321	495.950342667	324.651157744	31.7978295	24.563244384	34.013390877	27.462745141	303.54122281	37.84678827	54.88314167	46.931243454	60.911076664	443.81513314	379.10379959	270.06527417899997	257.928433209	333.203791542	343.663262433	311.363857195	262.220852492	306.79249452	301.781985374	338.703998388
K00859	260.320220765	377.51632638	87.19274057	143.22501772799998	292.3316406	104.669668157	68.722648357	196.296303984	532.46227909	83.030479975	29.360857096	11.90625979	18.240159218	54.570541271	11.115424249	4.87157943	50.00541332	18.309349096	2.743305407	7.498633953	223.798474476	357.751445373	373.660454636	371.37287825	392.651418616	412.052369631	389.357544891	465.276707936	349.038430455	383.329870665	62.22527598	30.300821566	31.728717141	42.192949614999996	265.05182843	62.008031344	58.49298716	53.030963492	85.917539737	403.081641953	337.675748515	325.713065823	270.5568255	324.351195023	365.495907355	241.985404031	294.213239725	286.659997565	349.10833226	361.249988449
K00860	18.09934566	37.412187899	5.5858139	5.961913989999999	3.0040039700000003	7.5549652300000005	5.29769653	7.06499987	4.804475774	3.7671942300000003	1.66084737	0.6728585499999999	0.35012263	1.8677174699999999	0.5251035	0	1.26244397	1.05308136	0	0	7.587980634	33.17345932	23.898050745	30.856661758	33.6429045	24.116295475	28.76117274	2.51106607	17.59625544	21.3462617	1.48842045	1.27569629	1.194524131	1.06944718	0	1.6773286600000001	2.76870292	2.465881192	10.371155530000001	1.46211139	21.471429365000002	37.95479897	20.150607446	24.769446555	25.78350929	130.88236139	37.755077606	79.30249565	22.43180048	21.18653168
K00861	3.0349657	1.2373451659999999	2.4857519459999997	1.76744663	1.7378826	1.52058663	1.3607685	4.031633845	0	2.07509646	0	0.067812234	0.16915295	0.20801446	0.115551904	0	0.34334666999999996	0.26074418	0	0	6.318345774999999	4.97250496	5.2023397000000005	0.104372635	0.46633374000000005	1.2540460549999999	0.14996041	0	0.98022884	0	0	0.44207989000000003	0.5898352	0.7337650800000001	0	0.482093	0.7483962	0.70012645	3.5289810499999996	0	0.72446757	0.271061734	1.03257782	1.0029022699999999	0.80304946	0.121250354	0.3066568	1.4181016	0.806467	0.8704407200000001
K00864	191.107343648	367.10940398	45.456563364	95.89653549	504.65142558	55.589646625	25.529557889	75.024653936	754.395952203	47.22199045	24.972297895	6.257604526	20.90387797	52.229450955000004	7.884080226	6.4316636240000005	39.45833663	7.757946641	3.2424919	4.32270048	152.82759608	192.66206806	170.010376743	440.96220635	193.482707723	258.938111685	309.009327626	726.298173726	487.192207306	290.15213404	29.20974024	18.43441425	19.112448645	29.202794015	497.0203856	32.91724337	46.200918625	25.916058654	38.650978685	922.847810645	560.206377015	267.453340974	410.439046134	363.141033236	416.461373987	348.89681017600003	457.00074845	512.4866832499999	469.767162849	470.323585666
K00865	60.092948957	149.48024085	29.83276789	48.15914659	455.09561709999997	31.486764400000002	24.437363035	54.323997826	85.70989851	23.10797543	6.60558458	1.757689126	7.913383984	8.38340747	3.217270462	2.58008627	5.719510835	4.120189863	0.733136614	0.7639529199999999	121.49292335	96.45945142	144.741697605	281.965958151	118.451752287	120.301525084	232.192965028	157.13270273	356.83003216000003	154.768639939	11.193745955	9.16012569	14.33993532	8.987045556	368.10994136	16.16847984	20.12937081	15.209262735000001	24.907090044	346.38391117400005	276.223677504	154.723270538	272.98927156499997	343.961937099	562.142035774	286.885582566	346.861504824	180.827950104	261.675051544	295.3116829
K00867	4.54919426	171.48171431	3.47438828	1.075949	241.07852728999998	4.42070626	2.36087153	16.19661997	211.05074134	2.30926268	4.5971721	0	1.21248406	0.64339207	0.430011996	1.68126478	0.24376081	1.13728957	0.20632483	0	51.415204419999995	24.67658524	2.5367098400000003	244.627180275	15.71418038	77.19314084999999	188.08789875	416.63359617000003	282.84914696	137.32227523	1.6119676	0.895972196	0.44186746	0.4172789	312.90899134999995	2.09606034	3.0980708299999997	2.5809184899999997	5.93417447	519.29748103	306.976923227	154.922247153	174.586145354	209.56902319	140.44153883500002	230.48280306	274.29550562500003	149.587795	295.94649898	199.520406675
