module	logFC	AveExpr	t	P.Value	adj.P.Val	B	Directionality x -log10(p.adj)	regulation	Metagenome_fam01	Metagenome_fam02	Metagenome_fam03	Metagenome_fam04	Metagenome_fam05	Metagenome_fam06	Metagenome_fam07	Metagenome_fam08	Metagenome_fam09	Metagenome_fam10	Metagenome_hos01	Metagenome_hos02	Metagenome_hos03	Metagenome_hos04	Metagenome_hos05	Metagenome_hos06	Metagenome_hos07	Metagenome_hos08	Metagenome_hos09	Metagenome_hos10	Metagenome_lab01	Metagenome_lab02	Metagenome_lab03	Metagenome_lab04	Metagenome_lab05	Metagenome_lab06	Metagenome_lab07	Metagenome_lab08	Metagenome_lab09	Metagenome_lab10	Metagenome_res01	Metagenome_res02	Metagenome_res03	Metagenome_res04	Metagenome_res05	Metagenome_res06	Metagenome_res07	Metagenome_res08	Metagenome_res09	Metagenome_res10	Metagenome_wild01	Metagenome_wild02	Metagenome_wild03	Metagenome_wild04	Metagenome_wild05	Metagenome_wild06	Metagenome_wild07	Metagenome_wild08	Metagenome_wild09	Metagenome_wild10
M00021	-0.0951515084500487	0.195664786060162	-4.70736673387604	1.98497388902032e-05	0.000162041357543622	2.37735918572047	-3.79037412705822	Human_down	0.128915053211623	0.188096483156232	0.110088637203074	0.116550997677039	0.290364407264796	0.116785187093381	0.109872922479656	0.313676152708538	0.266091925983898	0.114866769398461	0.106404506063568	0.100572081043818	0.257620718389645	0.121617703767866	0.110561474490896	0.277783561721403	0.118134876476312	0.0906404530701066	0.107598688960207	0.108168904736563	0.263409864706596	0.199122202562323	0.112585078944373	0.360066166473592	0.225443770899607	0.261781624371594	0.338052474339146	0.261437411693136	0.292151672254123	0.283480736174018	0.118193045372047	0.110186610141268	0.116027380891185	0.114434880916003	0.287518720915891	0.115210865881067	0.120344130322076	0.112069121371651	0.112818602593824	0.366910617102188	0.256679803197558	0.217532186399266	0.205729047093383	0.260668960241174	0.297255856303434	0.254728983943853	0.266243938796498	0.240412099091532	0.171999559273187	0.286332385845436
ko00909	-0.0894127983138096	-0.186455092629144	-4.8302472847168	1.30389210957646e-05	0.000123453614630112	2.78344016119849	-3.90849618972614	Human_down	-0.237404109063539	-0.144092242023052	-0.173673130393029	-0.2727726851868	-0.101920640161734	-0.163925523511279	-0.167291322673353	-0.0625132558324266	-0.171351570619174	-0.24007019957217	-0.194942403431321	-0.268649883250878	-0.28579822596554	-0.289979033575171	-0.280193143556435	-0.2935429842921	-0.260653113212038	-0.253489133346179	-0.288532259930642	-0.287455188338927	-0.200224385769669	-0.0806556051678992	-0.109754583536763	-0.168781863010178	-0.160724377343736	-0.0984082616072172	-0.201685807687538	-0.0469835018554247	-0.095373566327897	-0.11335024257636	-0.279868243809219	-0.287889474947919	-0.255903327900814	-0.241512211163212	-0.201492972604764	-0.260986181897629	-0.187194589012352	-0.255521298987298	-0.164853364835853	-0.0931346455451819	-0.177657335106617	-0.0985783294713578	-0.261328027025244	-0.183167243519114	-0.0706749529740947	-0.0719025653286168	-0.158592565488905	-0.00635680256535265	-0.218039718959107	-0.133908537496069
M00006	-0.0630181195404572	0.29806105980537	-5.507340942716	1.22309107627784e-06	2.36641534323322e-05	5.08035694910374	-4.62590902748346	Human_down	0.257262553612975	0.348423389895633	0.315175615186128	0.232521065072652	0.335339510266393	0.268967228015933	0.280203463439979	0.316444180779855	0.319459821818124	0.270831939142771	0.312816293428332	0.206238460305239	0.248311804917172	0.249578367271173	0.173083598999469	0.33521633817935	0.215410898253247	0.302964862735705	0.312899481962219	0.207996270854034	0.312206611309002	0.328037451748692	0.333007431780371	0.337669541941109	0.279143566226857	0.318398959704214	0.334600086123998	0.346684110502241	0.375997394661219	0.36158090019962	0.225540731859177	0.235554954906277	0.229233510016789	0.253250902189155	0.337649972728161	0.231894352725217	0.263959774383142	0.251471542334833	0.302906846604318	0.345006627792168	0.330488796246641	0.32479223176136	0.352844515501101	0.334093811835715	0.36226319913467	0.3369971781843	0.329966628258955	0.355903330951771	0.328149558290928	0.334613326230128
M00015	-0.0274120096283527	0.440116834100108	-5.8103983208589	4.15269089983781e-07	1.20545885410914e-05	6.13318723523027	-4.91884760879405	Human_down	0.431122945871468	0.449392086277431	0.434934039955707	0.445489062263735	0.420449502149985	0.438900767270261	0.440092587618039	0.441840463534249	0.415853542530584	0.425105373459663	0.423361035186985	0.420497432936912	0.40863007263918	0.412277131701991	0.440968041121806	0.387820981770376	0.421420346475578	0.430889304937127	0.434567159552505	0.409985247392255	0.433316606905436	0.463652977647655	0.44902688601879	0.455302191981041	0.4608883294648	0.465282095763589	0.449452209221952	0.435226703799475	0.450918797340996	0.457046768545652	0.420098711973622	0.439560834769219	0.427721444264594	0.431648216639417	0.44066487783117	0.429041166449606	0.420449453968587	0.446160598201132	0.455016768036294	0.430601710683542	0.462548819085333	0.476431880768278	0.473815677143523	0.469297821949518	0.441714510903171	0.447486310845286	0.474094414026069	0.439098739368024	0.468515385644897	0.458163671118911
M00736	-0.078344271998247	-0.242172807331791	-5.92691019368814	2.73477978167986e-07	9.36136156036569e-06	6.54086885504134	-5.02866098083994	Human_down	-0.251121441763971	-0.203533523712106	-0.281968822783265	-0.286823291111003	-0.273980457180659	-0.262243704641446	-0.293111568649464	-0.281661577952396	-0.30998955135856	-0.271891192330747	-0.260543616577301	-0.256344603888752	-0.280391632651468	-0.280719360471063	-0.26810183941669	-0.256139774001506	-0.272341818082689	-0.259007392422954	-0.254357753982463	-0.254931277666753	-0.294238133029319	-0.16356886299593	-0.281620611974946	-0.2772577353766	-0.293234466581812	-0.0696050953419808	-0.290981337822103	-0.248038376917212	-0.146329251877535	-0.218996647983297	-0.261096657272867	-0.286495563291408	-0.265377601916314	-0.260871344396896	-0.288728209062393	-0.266954792048111	-0.290735541957407	-0.285102720058134	-0.286823291111003	-0.353925562172892	-0.177176590939563	-0.122404227656935	-0.141367017101598	-0.128793858635895	-0.200340375414937	-0.166561193503078	-0.181213252129914	-0.12622580574976	-0.176595577536619	-0.198776464087814
M00564	-0.13728396711675	-0.244372146895077	-6.25371232038393	8.4294636146882e-08	4.68888913567031e-06	7.69093151600509	-5.32893003562025	Human_down	-0.311986245369347	-0.180681256881734	-0.335990438960284	-0.339813632478749	-0.329846020805607	-0.320533813735631	-0.344756475527623	-0.119295719371734	-0.357646099389878	-0.32801634962177	-0.31908646190364	-0.316027907088868	-0.334652321228821	-0.335061949105799	-0.325367422683976	-0.315945981513472	-0.328699062750068	-0.318021429423496	-0.314689789357405	-0.0433575050695481	-0.1565981294121	-0.146179114018488	-0.335744662234097	-0.0896218891188527	-0.116588875719421	-0.140990518531208	-0.153954992582272	-0.393529501413189	-0.120087236727074	-0.161176515001654	-0.319605323881146	-0.172649713779089	-0.322964272472369	-0.319468781255487	-0.341534069562059	-0.324247773153568	-0.342681027617598	-0.18358514127735	-0.339868249529013	-0.392491777458177	-0.171036121883537	-0.167535060657386	-0.170737942353433	-0.0857085851407623	-0.0565541325937738	-0.16912490298724	-0.182691882189973	-0.149350557446465	-0.165448296868627	-0.107376415620993
ko00960	-0.0763343022700122	0.0420299982444119	-6.34497189938885	6.06186507832931e-08	3.85361422836649e-06	8.01345115264004	-5.41413176318271	Human_down	0.0160189981905648	0.159767372860576	-0.000627635524204047	0.026463144121699	-0.0015938243483033	0.0376471112787534	0.0452560420054667	0.0316538708238751	0.0178297100664921	-8.45078794645311e-05	-0.0263768608630411	-0.0190743156019735	0.0166175709433933	-0.00751956736375282	-0.0179980262896479	-0.0269885030198729	0.0333738084088707	0.00518513716743031	-0.00108403990094678	0.00521935120321419	0.029305528250438	0.0701089863828056	0.0839667746112845	0.00731355138508119	0.0875415292417898	0.0777851789775718	0.0801833750275426	-0.00368101215167179	0.0181983217070743	0.0586064594161242	-0.0261282126834685	-0.0515315749741451	0.0555283919646158	-0.00398631393605028	-0.0145223304148743	0.0174412679396628	0.0493682751906686	-0.0282374835398378	0.0444104633630439	0.00886100090346772	0.12641791330185	0.11204257006273	0.121318994048157	0.12245436445669	0.114070897823647	0.162211621627536	0.138930376562181	0.108074773794378	0.12344107898216	0.118320308621016
ko02010	-0.0574632607963053	0.121924306564853	-6.76774667427496	1.3115087550301e-08	9.72702326647328e-07	9.51235737531776	-6.01202004531616	Human_down	0.101971092842898	0.151233178804069	0.104613713400447	0.0926992689057789	0.142620050562752	0.113665989802253	0.0927161945563222	0.100962220039127	0.133080609152263	0.0947455694168108	0.0995857458978501	0.0708786557686866	0.0938662277807423	0.0690632438498865	0.0914924643375882	0.122194295288824	0.073755220746285	0.0815697952134603	0.104114135405552	0.0765640406424661	0.110652907407556	0.146443882899046	0.12874444339297	0.135585039174733	0.128184141515266	0.143961754653157	0.149535060377427	0.0531317489592121	0.140569002770212	0.140399412103018	0.0962102797049372	0.0820597877193014	0.107503500293964	0.112308160952054	0.129772206373959	0.0899702228917026	0.0990827370087389	0.0902552258461875	0.0883732948762025	0.061242939308832	0.191428601096983	0.180382549426881	0.197146079967024	0.18318639368959	0.16931633033611	0.206978727075557	0.202033399875407	0.150908682477149	0.18974766832932	0.179709435326115
M00939	-0.163716136864378	0.0252588703610349	-6.95334953830497	6.69262950228209e-09	5.95644025703106e-07	10.1717066681552	-6.225013209823	Human_down	-0.0416387718909692	0.165107323495847	-0.0557355308623743	0.0108691386425626	-0.0738391874733109	0.0404603059440279	-0.0672323939612664	-0.09325284291515	-0.0624039493790168	-0.0632417238324172	-0.0819364613178985	-0.0564151688431307	-0.0827870209992559	-0.0706887907912624	-0.0699897982281181	-0.0272117183535032	-0.0535672533199748	-0.0291940296491006	-0.0245281009692408	-0.053512752184345	0.0262037559910085	0.000360471691719314	0.054054494638514	-0.0523454823168597	0.0042943471558298	0.0572161958619792	0.0856446828334211	-0.0756360476359082	0.0142599295672935	0.0791822954278201	-0.00978618364292293	-0.0774397206945682	-0.0630136689189662	-0.0523028187796204	-0.0158803797464725	-0.0526921681145505	-0.0185906231319436	-0.00571782332915671	-0.0709458897433845	-0.049719528552008	0.207246901225471	0.143561513815432	0.241727464330356	0.285205911194873	0.189775384353428	0.291736168519725	0.247076118173008	0.205839602651736	0.19890443341499	0.265462908699399
M00134	-0.132110410432251	0.157150063002888	-8.14455930043033	9.12365394153204e-11	4.06002600398176e-08	14.3861950639253	-7.3914711848096	Human_down	0.0951949155269021	0.178141839003238	0.0403895375584365	0.0677132870895418	0.203105776687215	0.0928503250174819	0.213396372788075	0.216744638952558	0.170624137081211	0.052932286680761	0.0713927558668651	0.0989555731402904	0.073110050835118	0.0244027143631178	0.0816959801403589	0.155649138872747	0.0565353797579403	0.109166076209152	0.0797253220235951	0.110464860275948	0.217472860571238	0.255459045287829	0.247576179729749	0.263815574869379	0.237883355808505	0.129861076403522	0.289274254554283	0.18543787799865	0.276016315607596	0.280381466484004	0.0625184539578682	0.0822592688824338	0.0903490740922626	0.0855217599700381	0.169722891498942	0.0678977528844911	0.00485938337278569	0.0898362113909038	0.10765131835236	0.176369882626989	0.218429977791178	0.148063482268255	0.249603657219484	0.217544283425781	0.268232108210785	0.302996517433817	0.221846337781192	0.370205814245422	0.136386464905276	0.211839534648835
