gene	Metagenome_fam01	Metagenome_fam02	Metagenome_fam03	Metagenome_fam04	Metagenome_fam05	Metagenome_fam06	Metagenome_fam07	Metagenome_fam08	Metagenome_fam09	Metagenome_fam10	Metagenome_hos01	Metagenome_hos02	Metagenome_hos03	Metagenome_hos04	Metagenome_hos05	Metagenome_hos06	Metagenome_hos07	Metagenome_hos08	Metagenome_hos09	Metagenome_hos10	Metagenome_lab01	Metagenome_lab02	Metagenome_lab03	Metagenome_lab04	Metagenome_lab05	Metagenome_lab06	Metagenome_lab07	Metagenome_lab08	Metagenome_lab09	Metagenome_lab10	Metagenome_res01	Metagenome_res02	Metagenome_res03	Metagenome_res04	Metagenome_res05	Metagenome_res06	Metagenome_res07	Metagenome_res08	Metagenome_res09	Metagenome_res10	Metagenome_wild01	Metagenome_wild02	Metagenome_wild03	Metagenome_wild04	Metagenome_wild05	Metagenome_wild06	Metagenome_wild07	Metagenome_wild08	Metagenome_wild09	Metagenome_wild10
K21613	7.683549184	16.99411251	3.16684192	23.00398299	12.41937293	3.01720949	3.993810049	7.43170453	3.35297749	3.97035771	0.8884852	0.7245436	0.2682878	1.80299656	0.95407774	0	1.49364727	0.637959375	0	0	14.99468683	11.74635111	40.36270318	12.75652048	23.757330186	16.81165353	7.730883426	2.17204947	18.45328222	13.635826525	1.103947646	2.82443848	2.01738356	0.68769976	2.10702515	2.3737166	2.126671954	1.662931912	1.00433669	0.71261036	14.290590232	38.16402195	8.331884666	20.603809596	14.77420289	51.744811425	17.13905525	9.9236958	20.67422793	11.81392212
K21619	2.56755241	0.29814917	0	2.81047756	11.8529556	2.55501275	1.04374882	0.47042801	0	0.1354994	0.52373978	0	0	0	0.15772834	0.23131847	0	0	0	0	7.52862337	4.84851894	8.35438255	5.79574086	13.15099387	9.65212774	8.32399488	0.53428281	9.38432685	10.394015182	0	0.15101065	0.31796163	0.74770235	1.63543418	0.5449145	0.4788239	0.81796211	0.53707672	0.42051844	7.10821523	7.01441934	5.8595567	1.25455473	2.472144465	2.88109349	3.36368924	26.30370681	5.76851467	2.50152365
K21620	0.10101489	0	0.4895387	0	0	0	0.1712801	0	0	0.33387014	0	0	0.14123449	0	0	0	0	0	0	0	0	0	0	0	0	0.52748126	0.31948107	0	0.25213474	0.61328402	0	0	0	0	0	0	0.047104683	0	0	0	0	0.19129428	0	0.28244835	0.33183945	1.33067515	4.19107769	4.36105593	0.39418456	0.602611125
K21621	0.48083791	2.00478145	0	6.01976987	2.04028565	0	0.164792364	0	0.86804801	0	0	0	0.20008218	0	0.27163312	0	0	0	0	0	0.51644902	10.93397154	4.65903757	0	4.423565127	4.18722496	2.14268418	0	0.2168589	2.82534008	0	0	1.2367584	0	0	0	0	0.07797404	0.115126766	0.23547198	0.56569843	5.75956673	0	0.90416529	3.48118069	13.6053873	5.41716234	1.58598781	1.55184683	1.48317091
K21624	0.31074387	0	0.29718116	0.31744927	0	0.52590907	0	0	0	0	0	0	0	0	0	0	0.18296808	0	0	0	0	0	0	0	1.110658015	0	0.19664235	0	0	0	0	0.10960463	0	0	0	0	0	0	0	0	0.6416622	0.24474426	0	0.18282121	0.11214648	0.83696086	0	5.72606278	0.43316492	0
K21636	152.074627371	259.587950696	75.723178616	149.38546994	394.942892236	72.884516002	62.599546015	115.693591726	756.343405787	56.05244139	28.439024424	6.62937832	12.600659586	20.88726346	11.744313469	3.82845289	16.497710084	15.48048189	1.94864288	2.22088382	281.76054963	273.781972972	355.512216165	546.760253094	395.156723806	479.790933095	499.5288485	444.330854496	762.794791589	432.741435237	18.77884217	25.674808482	32.959792031	26.953066841	2413.29613785	28.87243485	46.842678216	37.514962157	67.325409238	699.160725864	482.642487593	427.817337175	191.664565196	482.381241921	411.279225216	257.900995886	347.085442195	248.33807813	505.122144506	418.70987616
K21645	0.10026664	29.04728928	0.45759329	0	0.79558748	0.58748605	0.52739401	0.8604143	0	0.13478616	0	0	0	0.19258752	0	0	0	0	0	0	0.88272525	1.50351604	0.71451682	0	0.66856866	0.37335774	0	0	0	0.29663268	0	0	0	0	0	0	0	0	0.2857238	0	17.86187033	17.65998601	45.82882081	19.478711166	10.20157729	35.62575474	31.613927295	2.64714183	19.743831934	12.80905271
K21672	1.30501921	0.40733624	0.5156455	5.01150431	4.86474261	0.61481092	0.47944306	0.269136	6.01297195	0.55471021	0.63180586	0	0	0	0	0	0	0	0	0	1.24636566	16.1711357	14.51764573	2.47925041	13.8317313	8.218152054	5.4278406	1.89305213	4.91631855	6.109360136	0	0.39895684	0	0	0	0	0.324424224	0.22708203	0.52035014	0.54120165	6.289828053	5.565361285	0	1.99148356	6.82335655	1.310245906	0.9953008	5.80104647	6.46387802	5.02080064
K21677	0.70775041	0.3623252	0.7980049	0	1.38980713	0.5419114	0.23806027	0	1.1377894	0.97461152	0	0	0	0	0	0	0	0	0	0	0	22.15536424	3.02213035	0.29100269	4.9183304	1.68868277	0.48948827	0	0.47460583	0.5752925	0	0	0	0	0	0	0	0.28566715	1.03801369	0	1.42482936	6.83618915	6.417479348	1.96836072	8.540277274	4.066915	2.15553712	15.92856858	1.05139009	5.3720265
K21679	0.52070142	16.85654377	0.14745131	0	0	0	0	9.745482	0	0	0	0	0	0	0	0	0	0	0	0	0	9.91824171	0.73702432	0	2.15866105	2.28475033	0.2298664	0	1.13149641	0.6990661	0	0	0.18608582	0	0	0.22686729	1.0544199	0.31010887	0.470820596	0	0.65332239	2.029109904	6.64092531	1.69099957	7.06485526	1.72069707	3.32960658	8.72854857	0.42733032	4.61623977
K21681	12.79892736	4.10377801	3.75388107	5.5901889	3.3671507	3.63347076	6.26730409	7.2023649	0.21043997	5.22404395	1.87490166	1.1092161	0.30043054	1.307276083	0.69096504	0.21396767	4.6358256	1.96885712	0	0.41082231	22.42037961	9.86553416	34.24815408	15.94921953	41.86661675	19.634802585	17.7254418	3.14085216	13.990650264	18.03671544	1.99241781	1.91944949	0.35849607	1.1961412	0	2.53000147	2.65366632	2.50186028	3.223129754	0	2.7161086	9.692140025	3.206291685	7.367989579	11.4722677	6.56025928	1.97246983	23.96180366	2.89881137	9.04209027
K21686	26.07740154	10.54969314	11.40824831	28.99481598	22.95631554	17.46745803	8.293799146	4.62703103	5.993206684	8.27710489	3.6600751	1.71819157	0.76487761	3.229345214	0.4910765	0.5608319	4.157010464	0.29320517	0.42190919	0.86630219	18.77458205	25.81200535	93.31927733	55.83327259	48.31448889	40.421934762	59.44558918	7.40908186	24.790576483	44.24968369	2.28177667	6.72747417	4.845300926	3.489607216	0.76093954	2.62254787	7.07872584	3.79026118	17.91156227	1.23158052	22.079370083	28.97153236	53.970462964	22.07180065	25.0392176	20.56841292	23.72292227	41.12782321	24.63829963	21.854608115
K21687	5.191737334	4.42583456	2.001285	4.96165869	9.37500861	5.11192291	0.47450885	1.46653577	0	2.0991769	0.7806585	0.111254446	0.23945925	1.14864999	0.55326235	1.04904949	0.87856116	0.528937745	0.4758313	0.10483292	5.13213313	2.35244326	6.7559034	4.82193894	9.687467564	2.635920207	4.87277735	0.15452823	2.31501264	12.6853549	1.64661232	0.54761496	0.656251	0.36512687	0	3.3220817	3.8600264	2.64665743	0.893099755	0.37697098	2.92392954	3.225756314	36.58506753	7.62868667	3.16202363	33.89656299	9.531247033	46.179431976	1.86202682	5.52180423
K21688	10.124778624	10.660198104	12.10146993	19.38388049	42.49581782	5.56657126	4.4543735	8.96567784	3.7749618	9.96588406	3.10278786	0.13692847	2.492999393	1.73621941	3.48089706	0.45853135	0.65857134	0.72423074	0.39560174	0.119728655	65.89305725	16.21894953	27.584559	22.71130384	20.70709536	43.36692594	15.82915738	5.6342878	7.3227787	33.49020206	3.57276537	1.80290162	7.31203693	3.53247999	21.83034236	2.53437088	9.89637158	5.30910772	3.35723071	0.89092565	82.104980232	112.566151384	76.424641468	69.35285057	6.88666024	16.032177435	35.71659635	65.849601425	104.818363425	14.33271297
K21698	0.15040012	36.5133532	0	0	0.31240907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14135657	0	0.65332327	0	0.72017188	0.50445056	0.29232806	0	0	0	0	0.23984046	0	0	0	0	0	0	0	0	48.840872036	72.96174967	70.10538521	76.8361076	23.984886335	231.91699514	171.675602984	8.3556667	60.53917536	47.13984901
K21701	7.11911918	18.79131528	8.50708235	11.90413792	17.28002177	3.97660985	4.63093361	16.57130503	1.46645582	7.00748324	5.39690564	0.9044015	0.75234727	1.12121268	1.137031534	0.046624053	1.18127274	0.907447526	0.31934854	0	32.02597661	32.42872244	17.65976678	9.51181603	19.4830987	15.208406028	8.08027129	5.771374835	6.03377036	20.632494207	2.95408754	1.16863144	2.13118599	1.085811664	0.64869774	3.85675233	3.82266647	4.77716642	3.64339569	0.69099016	23.12958388	2.77414114	8.104568625	15.559951924	11.928842344	10.36128368	9.94921156	18.92006242	4.15660039	20.58636814
K21702	3.45737737	0.5448074	2.09109127	2.74292405	1.48686347	0.55232673	0.591191305	1.70810542	5.06258595	1.46514305	0	0.16753595	0.62085071	0	0.17215674	0	0.4216845	0.13631037	0	0	1.441879	8.79408229	5.80828978	1.76273004	9.20864722	6.29190971	5.58592441	0.3380925	1.4550272	4.3162028	0	0.24243355	0	0.54508062	0	0.57851154	0.79463539	0.6910031	0.90848424	0.27389595	1.82467207	6.81320978	2.00540583	2.34624956	9.45611598	8.489582235	5.48472843	31.20802712	2.53463819	12.20881582
K21703	26.311236799	8.78751025	8.82379579	22.27958819	6.51884134	8.52408121	4.167237258	1.28180948	40.503971236	4.35185874	0.90325249	1.03489089	0.23312761	0.44652982	0.18726096	0	1.63732501	0.24272041	0.23555732	0.25399969	16.67550488	25.60498512	43.51909022	13.968471125	37.7167142	18.355238693	14.900007711	3.78067548	21.51508646	17.015985299	2.5517896	1.611147246	0.32395065	1.88297647	7.33548542	4.49466857	9.60601702	4.66093992	2.45511734	2.11129377	57.545751626	39.63754624	105.051591994	80.6496599	30.057332273	134.276095615	103.777940316	83.03008824	36.312242646	61.93631824
K21711	0.56229889	76.25636015	0	1.3838983	212.5532662	0.41000712	0	3.15391762	154.02582882	0.19373517	4.7181101	0	1.31513447	0	0	1.11757175	0	0.6882015	0	0	31.4166972	9.14729374	0.558069974	148.88267505	5.4847612	41.47332532	164.8744666	344.39679073	151.22816647	100.115133295	0	0	0	0	215.53382032	0	0	0.56517467	1.12264341	362.00007368	147.96655813	17.7939806	13.476606284	80.467420155	226.69925669	41.62817387	132.37126986	40.664283626	118.68535138	179.60031657
K21721	4.905568824	0	0.44978973	8.9309851	0.76673308	1.64851	2.396588783	0	1.1766393	0.99452267	0	0	0.6279744	0.8639689	0.27326456	0	1.27140561	0.15567592	0	0	3.68228502	0.850145	21.576495565	1.64627484	6.60142117	2.76007157	2.37262316	0.5353379	1.52702461	1.20744283	0.06097252	1.44608973	0	0.46803779	0	0.38556722	1.94645875	1.430505735	0.55423946	0	1.3923078	3.633665835	1.95995845	2.24099427	2.64329725	3.10764268	0.93151522	13.09021889	1.967841114	1.85444775
K21739	0.18843633	112.77537071	0	0.42286524	129.5760291	0	0	1.61279388	174.18330041	0	3.57955293	0	0.48669516	0	0.0601634	0.7697685	0	0.72413397	0	0	19.501578	3.24169014	1.70221221	50.28316318	2.63711802	18.44534699	61.52911605	179.3333782	154.8071202	37.27357789	0	0	0	0	107.1427555	0	0	0.3627283	2.70946206	339.89657739	174.89486912	14.125074096	27.3822877	72.45521482	70.27291803	4.16779604	41.8628492	54.35787483	122.88335616	90.924584778
K21741	0.18291906	13.4549026	0	0.71657005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20398292	0	0.53550744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50692946	0	0.58375944	4.79743948	16.97145799	4.48031603	1.23011656	10.73253882	6.59544226	2.97476018	1.0111759	2.529145076
K21743	1.47167837	2.14227465	0	10.05318722	3.2061515	1.7638306	5.655323397	5.1808677	1.7624345	0.98973405	2.41223282	0	0.06494268	0.22067322	0.600053164	0.2402152	0.69211372	0	0	0	20.00972174	1.07080659	3.40021457	73.26436557	2.63780925	2.33985247	82.04536492	234.25381484	1.32584024	3.922933926	0	0	0	0.6423936	0.17505434	5.96567473	0.115674846	6.15330484	0.95295773	0.33666134	0.649418206	1.05817874	0.80813307	22.21455588	1.095448236	1.770589623	0.9311565	11.0865168	0.7607077	46.03664318
K21744	27.12319683	89.50775168	19.27831541	47.38550636	369.77621876	20.926684613	15.147322244	27.973819119	282.85784654	14.96272804	14.5810035	0.2077904	14.090001625	4.70978079	4.361617783	2.63294151	2.34134357	1.87441784	1.43889615	0.323867834	200.120229685	39.2777729	85.069690575	232.12616313	103.515640358	100.581246802	187.044839436	487.96249758	297.52279416	154.317566696	18.19263839	6.43275166	28.22448116	5.12033501	390.41815669	16.16601348	31.30366139	22.473186	8.16638465	615.99336329	345.796815699	129.208133517	178.680312486	264.760467778	305.679319249	88.34255092	253.090327794	168.93391072	316.817278209	238.30383341
K21745	31.425286146	198.217959224	22.043394514	46.11633533	693.94741428	21.21790141	12.879554856	34.619841355	634.64819678	15.09713675	20.66760162	0.34177348	5.52951131	5.76386996	3.18187548	3.16311863	3.12576783	2.52875751	0.61759891	0.20840782	159.84165942	139.289710519	101.534677534	381.151305865	71.62617236	152.680181714	265.93391577	782.65825757	413.793418016	196.81963318	9.84004105	5.20650435	18.2270257	9.591859299	390.84769373	11.19061534	17.96354534	14.008750094	12.896660025	600.87241534	362.078127754	253.75362416	128.417632266	236.369045716	348.429703137	48.3073512	244.470732329	127.66994753	464.76201303	344.10183594
K21747	0.41018194	6.82398496	0.53711087	0.36696938	3.4212372	0.7732127	0.29252417	0.28460363	0.20271735	0.62796897	0	0	0.2052106	0.42059368	0	0.36948442	0.18774125	0.08360368	0.31589785	0	1.6165172	2.4438886	1.0324719	3.8870608	1.643165193	1.20665893	2.6604087	0	0.71250796	2.0413708	1.19577085	0.21728493	0.55418466	0	0	0.42030174	1.196001	0.72490594	0.33780152	0.13747881	26.27313294	14.634213016	89.67371248	51.25781773	8.667544375	47.67810334	30.68644379	70.337508	35.70285483	25.03443659
K21749	6.7092572	4.0883201	0	0.66854286	3.65416555	2.2248632	0	2.85968612	0	0.45739098	0	1.1990114	0.17959452	0.10820111	0	0	0.31485784	0.18058395	0	0	2.25407127	3.98660568	1.64349826	4.37804665	4.02753363	1.1860119	0.99742553	0.6174525	0.12146319	0.73640424	0.1335243	0.84720166	0	0	0	1.43021	0	2.3370514	0.4326249	0	1.158936015	0.91281415	0.51745695	0.17973983	1.76558997	0.96803591	0.70926296	3.49642704	0.49548752	0.8002689
K21750	1.48812562	0.3344326	0.39880693	0.41106853	0	0.60766038	0.70200589	1.21127604	0.28170455	0	0.99999213	0	0	0	0	0	0	0	0	0	3.548624	5.90950714	1.18576037	4.33900323	3.31983969	9.06677576	7.01095031	0.4884924	2.67764278	7.85969036	0	0	0.87353845	0.42048737	0.2977113	0	0	0	2.09590542	0.80243406	1.46961239	4.84968479	0.3589455	0.32615403	1.85272686	0	0	1.784019	1.33564545	0.42039912
K21755	13.23718063	10.3320018	0.7986595	14.10059788	6.91567943	2.34646409	2.610933716	13.774747455	7.47685843	1.98205147	0.08381044	0.51640244	0.14547157	0.3986588	0.17100133	0	1.50338232	0.40683407	0	0	4.32304227	14.78954652	26.683255115	8.95989996	15.808903296	43.30105138	11.84343738	44.33228785	35.59531017	42.39096371	1.73878896	2.24486418	5.02374404	1.5575047	12.59064863	1.75659427	2.8693662	2.13511642	2.82820393	0.44251219	28.133708321	12.99087111	13.63114257	35.242486565	11.15551653	65.67308397	28.91258435	6.05739028	28.43364111	21.150573611
K21757	27.568962754	139.96152078	9.47542646	29.21370866	198.90132639	21.14536707	12.944904519	7.06770751	53.87776559	10.26945126	3.83121628	1.91087145	4.1942914	1.9140304	3.53584868	1.72150304	5.577121	0.3276724	0.23763338	0.7323086	27.99122105	35.302624635	93.479562124	86.7408384	33.1793399	34.05151803	58.514133075	16.13593582	120.72940838	68.830019	6.5604453	9.55181529	3.84490185	5.06077935	109.95373402	5.65308029	6.994540703	6.744998914	11.411513962	157.84199847	177.146488679	125.990412724	333.390266783	178.006263447	152.050907397	516.666852046	260.93829734	91.11681893	166.431461273	180.55536764
K21776	3.71739374	0	13.06459329	196.9423871	0	0.13212447	14.53926205	3.09007524	0	10.04484987	0	0	18.96451157	27.95093505	4.71622261	0	10.07564329	0	0.26736032	0	67.26738133	0	0	0	0	0	0	0	0	0	0.38651286	33.25294255	1.308079055	0	0	8.95183932	32.93042517	16.54019309	11.98669931	0	0	0	0	0	0	0	0	0	0	0
K21784	1.2148573	0.13287303	0	0.89724212	0.48046404	0	0.21733716	1.2310312	0	0	0	0	0.12060787	0	0.14101242	0	0	0	0	0	0.300935695	0	0	0.37246716	0	0	0.64067584	0.08107955	0.41320273	0.42970875	0	0	0	0	0	0.4631828	0.29870984	0.92977184	0.14895557	0.39694104	0.23385434	0.8413181	0	0.15670384	0.59697967	0.36864993	0.27936947	0.15932694	0.50289796	0.72012211
K21792	0.67647114	0	0	0	1.23789992	0.56210232	0	0	0	0.14568885	0.28503063	0	0	0.1973077	0	0	0	0	0	0	0.18760934	0.19784018	0	2.63924936	1.88453197	0	0	0.19622627	2.82686135	0.64074856	0	0	0.115828946	0.12219294	0	0	0.25985718	0	0.68717863	0	1.19773325	7.89570094	0.14980376	2.41418361	8.68335141	4.30409861	1.51743739	5.10948821	3.31254931	9.55911828
K21793	0.47086091	0	0	0	1.23789992	0.56210232	0	0.4965001	0.38428143	0.14568885	0.28503063	0	0	0.1973077	0	0	0	0	0	0	0.18760934	0.19784018	0	1.92387024	1.88453197	0	0	0.19622627	2.24233095	0	0	0	0	0	0	0	0.62722644	0	0.39435615	0	0.92203399	7.44830681	0	2.41418361	7.96742359	2.73196769	1.66331248	4.73941483	2.42439376	7.22267107
K21801	1.83571152	1.05415808	0.46182868	3.13266657	0	0	1.16097725	0.52768868	0.2823794	0.58965637	0.16873823	0	0	0	0	0	0	0	0	0.05472896	1.53098913	1.02765567	2.813506	0	1.33193961	0.919434824	0	0	0.53087619	0	0	0.26717056	0	0.21071589	0	0.22674833	0	0.48759712	1.18838094	0	4.3508298	1.38848206	1.16785201	0.66177424	4.0184644	1.08872565	1.70530202	6.33968005	2.7352492	2.66269195
K21802	0.72710149	0	0.2962284	0	0	0	0.471198	0	0	0.41560638	0	0.06502535	0	0	0	0	0.46714431	0	0	0	0	0	3.17327114	0	1.00325456	0.27955283	0.48330927	0.20805968	0.20693728	0.48209757	0	0	0	0.2945722	0	0	0	0.26565218	0	0	2.05576332	1.296848	5.210787444	22.77487857	2.71212886	7.69998864	9.18101541	31.46004958	1.79676226	11.89561804
K21803	10.15106511	0.2029483	0.47298402	1.63968309	1.53094166	0.2295424	0.42048735	0.47201374	0.37064588	0.7411501	0.3515378	0	0	0.22150584	0	0	0.7040301	0.17915079	0	0	0	0.18823391	4.32346784	12.58840795	9.33016683	2.05335185	11.58127394	0	3.3465471	7.74573992	0	0	0.40363938	0.43665972	0	0.26500314	0.24154113	0.7049867	4.4819274	0	0.631711175	2.04182044	0	0	2.23012446	1.38851444	0	2.1092066	0	1.094195815
K21804	16.91517904	0.64874561	3.7622772	4.48723153	6.127626	8.36433366	5.61599205	1.08734678	0.3001748	4.62994835	0.81086706	1.514328806	0	0.9636256	1.2856913	0.25797418	2.72971435	1.55206273	0	0.61377691	4.46305903	6.35315124	25.67169247	13.5661945	16.99695019	8.99518364	12.42444455	0.6841091	10.85593911	9.49557775	2.69925908	3.195732	1.13062205	1.27512334	0	4.66333141	2.24758081	3.57871332	0.99522963	0	4.28568353	9.066094305	0	0	2.88356248	1.13440818	0.69734913	1.6480318	5.12748494	1.79190457
K21814	0.21030514	0.3361545	0	0.37032968	0	0	0	0.31249666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36122283	0.9151018	0.97564007	0.5414959	0.3651213	0	0	0.73302452	0	0	0	0	0	0	0	0	0.22775088	0	0.25914666	0	0	0	0	0.24739106	0	0.9312982	0	0
K21826	4.00592922	1.84540212	2.11286059	5.57875707	2.57616565	1.42910897	3.6654059	8.09077491	0.19787642	4.14782614	0.22541371	0.36731601	1.645846	0.3760807	0	0	0.22489837	1.04366192	0.289926886	0	2.01344874	3.739726073	5.200603265	3.21516245	3.02626252	2.61454895	0.87395828	0	0.193711076	0.13368714	2.34609307	0.6337138	2.1317539	0.33862853	0	3.17918104	1.16337836	1.74450656	2.697441054	0	6.179483958	4.19532237	19.34795625	5.64170262	11.34174022	24.024689226	25.11200306	6.42070989	5.4423876	7.35524551
K21828	0.50869086	146.88571897	0	0	214.9309055	1.622985	0.094435364	2.64278682	183.7875334	0	6.2082921	0	0.43063813	0	0	1.7755334	0	1.7345834	0	0	40.67145092	9.45846831	0.43045708	104.2101106	3.66180976	32.5610027	52.32906618	279.64522137	85.3053581	43.24905935	0	0.2281002	0	0	111.84021606	0.90602828	0	0.9120186	2.47171923	396.278306	199.2649873	11.808720806	6.28811773	72.9460728	99.66361886	4.08150283	49.67269322	33.2030619	157.52698435	90.23129563
K21829	5.7978303	3.75085805	1.1197338	8.88047441	8.01906778	1.33954617	1.18263834	0.85917858	3.59313313	0.54452218	0.43076213	0	0	0.13298713	0	0	0.20961395	0	0.15319459	0	8.0723143	34.15816273	32.15508291	8.05998218	15.56045098	10.00925147	7.16973793	1.4786876	1.72006915	6.272475236	0	0.57610621	0.56039555	1.252589294	0.47099808	0	0.18607411	1.61143255	1.04968005	0.84484453	4.458448748	6.06187501	4.35196853	5.50139311	10.3981847	22.057817505	11.08131107	1.62611967	8.569591333	6.74110904
K21830	0.3528942	1.27164626	1.12312147	2.5926573	4.4019465	1.3015133	2.67933596	5.31187552	0	0.99742018	1.5492555	0	3.1020703	0.11180774	1.234557	0.24073853	0.46264818	0	0.20497629	0	18.93654785	2.05668845	3.30657598	0.2642347	3.90848634	0.66697253	0.7668354	0.45877427	3.06215598	0.47484856	2.15843716	0.71262383	4.252527	0.82588427	0	2.9730982	4.43908794	5.64523492	1.04194456	0	2.342544045	2.668341934	8.2642701	3.39225383	2.71093374	12.76661228	18.587755575	2.35872045	2.509309316	3.35656036
K21832	0.30851302	0	0	0.51912713	0	1.6311998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3587825	0	3.96052772	0.5671842	0.64354875	0	0	0.69727773	0	0	0	0	0	0	0	0	0.22325698	0	1.08467258	1.63977256	19.300498116	3.39376593	1.43465401	8.58621767	8.42688534	20.45904733	1.18693579	2.4802247
K21833	0.78993241	0	0	0	0	0.2281646	0	0	0	0	0.13182668	0	0	0	0	0	0	0	0	0	0	2.2066293	1.70861442	0	0.9940468	0.6235927	0.15437108	0	0	1.1927872	0	0.12355423	0	0	0	0	0	0	0.4847056	0	1.05777198	0.7631953	9.345361716	18.92324102	3.82906342	11.61805664	15.44298883	21.68130708	0.74538887	2.78740754
K21834	0.27584308	0.1803277	0	0.53138516	0	0	0.88215301	0.20198865	0	0	0	0	0	0.20297927	0	0	0	0	0	0	0.38643086	0	0.24199119	0	0.3249761	0.123128176	0	0	1.00022334	0.22559695	0	0	0	0	0	0	0.24624191	0.090515144	0	0.2388521	0.82271	1.19695523	6.26581613	3.40507603	3.74067891	9.07056528	10.51213433	16.469653366	0.6256282	4.66438676
K21883	4.82636389	56.51289248	1.60073612	1.10649653	23.27370313	2.17164407	1.06189743	19.55262	1.1640729	1.05870106	0.47290242	0	0.23017315	0.62912285	0.22749278	0	0.17462699	0.61209846	0	0	9.45339731	48.058902445	16.8629606	6.52134403	3.40464798	6.54417554	20.360284894	1.47343479	49.22256343	16.75860946	0.7472601	0.51691422	1.869615724	2.02654815	7.24764042	1.04142908	0.79284955	2.08798501	9.12673336	3.9963528	5.105212566	1.15781002	11.61372217	4.84389044	4.00035108	14.26537499	7.00976558	59.39417839	2.88755123	3.05100652
K21885	1.35335265	13.5107309	4.63465953	3.61747397	46.95758657	0.88544382	0.50853426	3.8149211	0.9758034	2.66893019	0.73955964	0	1.90170453	1.70062924	0	1.08913585	0.66561693	0.34458269	0.80138397	0	13.42391324	6.64224664	12.77895989	18.93060548	4.86881785	12.95523997	12.90221836	4.61777406	14.24132084	11.7129203	2.09748681	2.73472401	2.26678103	0.20415886	11.96496234	1.10435739	6.43434976	1.71951558	0.86668898	3.6491263	0.15830475	0.90409583	51.85397955	7.324703114	0.93947396	2.84612572	1.5328433	14.23110446	2.346409684	3.99763799
K21898	4.74498401	0.583825	1.77285101	1.38992675	7.743501275	3.90427542	2.328774207	0.57219666	385.362024994	2.13691635	0.24072705	0	0.29374373	0.422712276	0.1049966	0	0.82653132	0	0	0	4.78333172	19.30031485	34.24975774	17.64037965	47.10440435	16.89724536	21.879161684	3.99786491	9.03522362	19.19414971	0	0.886484506	2.285117786	0.78147643	0	0.77616465	0.91895018	1.68943942	0.9165778	0.45666225	13.552530055	14.741644814	1.214215936	4.570044309	11.147179794	1.72689697	0.91564959	6.13099245	9.789554915	7.00485692
K21900	72.288536614	263.337575866	37.321369195	55.76773488	643.77105957	29.898815764	23.52971216	45.342973305	510.98915759	26.523447097	13.736231154	2.667154074	7.57589537	7.75396081	5.58372649	4.3792921	8.531582741	3.620235575	1.62351663	1.25887605	236.98365466	100.810527239	132.085001107	592.20352041	106.996194322	227.24071658	450.175250658	883.62444325	553.585031446	349.249863665	9.50334806	8.42325209	13.333006257	7.703224036	672.78585996	16.05940693	27.91625757	22.515098764	25.04035308	1081.70660826	604.540782659	293.678939174	277.952412812	538.8034267	604.544466269	271.44104326	542.39153749	191.12223453	622.975659273	662.684043046
K21902	167.07047371	337.45673354	89.60118822	113.660582535	79.76009837	66.988456825	111.435946006	272.232607406	29.83858603	82.673122892	42.576460907	10.02583991	11.51275518	19.880858014	13.49950117	2.209460831	27.33614399	35.38147074	1.79568954	3.00482412	335.68279612	702.26355601	568.785093996	159.75205724	212.65450795	264.596947294	111.151445394	363.58742796	104.51148272	182.98900598	30.023336996	30.005891501	29.263327309	35.432535872	25.04692872	52.759431315	50.28645914	63.991054775	155.581491034	34.31366929	43.903500847	55.009403476	15.957009298	33.13639248	95.439392004	39.84218293	58.464840964	108.00027023	41.9149353	124.062325691
K21903	78.20815189	58.10515038	26.618224208	85.40469072	287.11734744	38.9673777	27.119714509	33.56210415	111.58645836	24.56254213	13.13755546	3.2823381	7.74733874	6.60552508	6.78675687	2.96364064	9.298997606	4.486828548	1.48505569	1.097170813	151.34339045	86.8460074	187.035477522	176.156222468	155.41395733	172.288231073	215.431268708	161.136274306	258.313863356	187.994743991	12.38190101	13.472668665	16.946727475	13.00900672	203.56593849	16.88672522	25.559477994	22.576325246	20.82422025	336.074525068	193.466847043	146.814491892	96.76141771	164.667945222	249.845802421	38.539590055	178.786992337	81.36646026	172.28295851	217.743819075
K21906	0.28597218	0	0	0	0	0	0	0	0	0	0	0	0	0.120511286	0	0	0	0	0	0	0	0	0	0	0.3214309	0	0	0	0	0	0	0	0	0	0.050015535	0	0	0	0	0	2.574731794	8.72469432	50.37458082	13.4953556	0.70268306	0.35402104	1.59109866	0.6121516	2.80747809	5.00722955
K21908	104.426466466	249.36553555	45.19777014	67.227889245	349.89866574	49.76046111	46.706143386	131.110424304	191.90295249	37.02742038	20.5367845	4.846609315	5.963068492	10.34768353	5.90167626	2.2544914	16.04416249	10.88528391	0.41071153	0.891081794	194.785460485	264.78738066	284.287918244	278.88066702	216.45931775	202.806383504	286.38920345	367.52859054	329.65135776	194.23844767	13.015363616	17.46179941	23.78290312	14.19590529	320.30733418	18.63782606	28.804882771	26.1528642	58.500829272	449.13847159	215.85197	255.752159811	275.424029576	184.971229429	308.560072747	173.012593415	278.550996405	296.462432756	212.263812804	294.558008151
