CPD_ID,Bger_1,Bger_2,Bger_3,Bger_4,Bger_5,Bger_6,Esin_1,Esin_2,Esin_3,Esin_4,Esin_5,Esin_6,Pame_1,Pame_2,Pame_3,Pame_4,Pame_5,Pame_6,Pful_1,Pful_2,Pful_3,Pful_4,Pful_5,Pful_6,QC01,QC02,QC03,QC04
CPD0577,25764407.3120941,31050839.062676601,34980284.5210803,17068431.244047299,11967960.9873148,10464371.974056199,1237654.1820078101,1252383.2599941799,1455592.0832920601,870721.58325028396,1047757.85556684,1235691.6534861999,18285323.298634298,20638442.9560268,9267441.9427122902,8886097.2446891591,23189027.6186135,20908521.256271102,6861821.8656946402,9380107.1778237093,20861125.959254399,10478149.1922777,4656524.9087844798,6387671.8179354202,12054123.240202401,11974857.418129301,12018632.7369696,11780223.0894957
CPD0578,1194603.8877884899,1903755.7122851,1047608.92889004,823308.67350362905,2616505.6120070801,233922.31997484399,11592912.8124469,4597356.0602038503,6080744.6095593702,13439883.9366681,11397650.093616201,10812557.670980001,24474573.125234898,5909796.9210475404,11614946.7468058,7947899.9701115303,10058992.937647101,24802184.205147602,26253039.788459498,19867045.915832002,20085970.347268999,13477992.7019102,10015349.1540951,7986582.2247749995,8062941.9676602697,8065795.1726406198,8189240.8949949201,8413901.3572910205
CPD0579,254969820.175028,350248880.59750003,283347470.93398702,236103045.18539599,96480308.713541597,85254773.158581197,95917284.747298107,137355518.93760899,160533610.59556201,331993655.05720299,49967043.422001503,51535394.107603401,436853873.58946103,247469583.42362699,460798826.21750402,243731960.608574,132300325.590839,141877302.07452199,386680015.35082603,411350620.97181702,236868559.91393101,292021327.61154199,164473347.082528,384240307.78758502,221127369.415014,226071932.22915,223946101.58897901,218386711.984016
CPD0580,44308291.193804704,33370914.596857101,11814315.720975,45574380.793974496,5644519.3736435501,49554082.965240002,26775993.5620353,65599301.817494102,34878017.370377302,11609413.774623601,56894475.141754501,79428974.384003907,1347095.75900313,2374600.20785029,1946050.9881506199,1451835.0362775,2228387.4027424199,4486160.4929358,3104749.45420213,2404850.5079293698,1459488.3568194499,5002077.9977499098,2170365.6711330898,2028819.93144338,20316886.8527757,21117542.285105102,21735604.436305299,20133866.479318999
CPD0581,2414820.7410670398,2881786.8190747001,4349245.1485676402,1670713.09283777,4161265.7041502101,5689896.8164549498,587944.37341691204,712231.04573288595,558632.37835868297,672348.80896086094,603545.65902583604,849173.24091567402,1337076.41311748,1084332.8599938201,942009.217621107,771598.53685508994,583764.85321511596,1912951.22469812,1023723.91032823,1749997.5426660799,1439123.25178872,1328304.46205181,2258289.22990005,861973.06979410397,1356481.7153983701,1431563.40528667,1319430.6409811999,1223701.1053289101
CPD0582,2414820.7410670398,2881786.8190747001,4349245.1485676402,1670713.09283777,4161265.7041502101,5689896.8164549498,587944.37341691204,712231.04573288595,558632.37835868297,672348.80896086094,603545.65902583604,849173.24091567402,1337076.41311748,1084332.8599938201,942009.217621107,771598.53685508994,583764.85321511596,1912951.22469812,1023723.91032823,1749997.5426660799,1439123.25178872,1328304.46205181,2258289.22990005,861973.06979410397,1356481.7153983701,1431563.40528667,1319430.6409811999,1223701.1053289101
CPD0583,4233365.6080440404,2298681.2893968699,1604699.79622265,6716878.2110107401,1397172.8419902299,1280736.08511133,66554.458199203,46697.517764021897,133586.30471484401,132892.629761719,19990.6210935339,35985.751856166899,2617872.4636601498,1743203.12666031,1944419.2780114401,1438506.1410286501,476681.21355989599,713585.09819042904,872100.05611160595,201736.50344449299,1798700.5688229201,2203371.6644140598,578516.82685714297,755456.20276708901,1310797.4928261701,1347447.5207643199,1498861.538125,1441048.1145375001
CPD0584,4383839.9818100696,8847202.4626617096,4815122.6631272696,9531259.2029169891,2512937.5625317902,9385665.4196632002,29752240.186152,38007531.870412499,66377385.960060202,85634470.800178602,13134276.9855917,8702042.3830740694,15326258.713791501,8876730.6693628095,24946867.235778,10278569.2695555,3430179.0748959598,13834295.1660219,17197117.7529753,25455327.054764301,25513946.0195527,26979612.853980999,11205898.0867821,18238950.133358002,20691987.911966302,21282135.6731943,21068858.696030501,20647285.475170001
CPD0585,3029301.6151332599,7395388.1448238296,1564439.0250909701,3222488.1211218801,1400044.2251353399,3034506.9318940798,1460942.57623221,2356619.66633385,1360381.4803117199,1307629.81148544,2122384.4048664998,2010346.3381781201,489528.336445586,1584831.6551795499,1458454.5753391201,1476083.93078648,1112520.4934378599,1943126.8326013901,506224.04410455999,1254794.6964464399,1525489.2447717399,1090021.9684289,1100147.2240691499,2563926.7665687501,1293510.4848485,1841966.3522363601,1932428.71922708,9749265.7954387199
CPD0586,1691569.9172979,2702508.1718279198,1656141.65188393,2187609.86621289,561263.34393185703,2259441.5698495801,18872889.8415442,12318523.9238238,8274714.4554606602,12259052.8939537,8841112.5435150005,7149859.1955759199,2694933.2890625,1751767.1365485999,1395384.3245052099,1641350.0202096701,4268042.0480887098,3244388.0107517499,1843526.8153059899,2554985.8012284599,5745089.4850546904,4148426.5483557498,1527888.95256979,1755949.22844342,3686763.8544435799,15341519.5981491,3820747.62085333,4132125.6840232098
CPD0587,2668892.4279044601,3534927.5613345602,4143303.6355504198,3106449.6196970199,3951232.2449078099,2531899.2491319799,5491723.9050770104,3131911.3829414099,2450853.5400761198,2177086.4120628899,2766989.9124763901,3212579.7128603901,62979528.591068998,25654383.607106701,64387663.291662604,36217481.882751003,14404112.791578,42164564.904840499,10951680.573048601,26440701.901415002,27007199.097553499,15602941.810578501,14849211.572572701,43221669.690623902,17052013.9853434,16875791.166978698,15088593.193288401,17543528.493157499
CPD0588,254969820.175028,350248880.59750003,283347470.93398702,236103045.18539599,96480308.713541597,85254773.158581197,95917284.747298107,137355518.93760899,160533610.59556201,331993655.05720299,49967043.422001503,51535394.107603401,436853873.58946103,247469583.42362699,460798826.21750402,243731960.608574,132300325.590839,141877302.07452199,386680015.35082603,411350620.97181702,236868559.91393101,292021327.61154199,164473347.082528,384240307.78758502,221127369.415014,226071932.22915,223946101.58897901,218386711.984016
CPD0589,254969820.175028,350248880.59750003,283347470.93398702,236103045.18539599,96480308.713541597,85254773.158581197,95917284.747298107,137355518.93760899,160533610.59556201,331993655.05720299,49967043.422001503,51535394.107603401,436853873.58946103,247469583.42362699,460798826.21750402,243731960.608574,132300325.590839,141877302.07452199,386680015.35082603,411350620.97181702,236868559.91393101,292021327.61154199,164473347.082528,384240307.78758502,221127369.415014,226071932.22915,223946101.58897901,218386711.984016
CPD0590,254969820.175028,350248880.59750003,283347470.93398702,236103045.18539599,96480308.713541597,85254773.158581197,95917284.747298107,137355518.93760899,160533610.59556201,331993655.05720299,49967043.422001503,51535394.107603401,436853873.58946103,247469583.42362699,460798826.21750402,243731960.608574,132300325.590839,141877302.07452199,386680015.35082603,411350620.97181702,236868559.91393101,292021327.61154199,164473347.082528,384240307.78758502,221127369.415014,226071932.22915,223946101.58897901,218386711.984016
CPD0591,962448.08030625002,2323794.7452835902,1259757.30752452,1611602.5401878899,4929988.0941441003,3734043.5420976598,4328747.6302656196,3896627.3350703102,2567264.1616825,6602420.0553678097,3739270.17777539,4331977.6085086996,1498049.9632923601,1095019.9511766999,546522.83546874998,882340.77299881203,1302264.84838605,1914004.1066999999,2773777.5042968802,1437104.7947211899,2449016.2776727099,2688389.8656525002,2579489.3036072901,2251110.6562282802,2554737.40921875,1983558.02052734,2015996.0932329299,2227810.4774707002
CPD0592,28235906.660599999,17728437.240230199,28487319.008749999,28462492.105801199,9561521.5799122006,6394486.1448463202,3848008.6772195301,8963640.1619561706,8503038.6063857209,4181498.21403701,3761490.7027288498,5791850.6724421196,16442789.4998306,17623505.644499999,122340322.17524099,31449632.956992399,28712525.2929722,41148170.693821803,58347919.062455699,30865396.584202699,25767344.749287099,19702940.634492598,24021234.557619501,60624555.281742997,24779695.424348701,25471736.986668002,26074046.849571899,25071191.108030401
CPD0593,1155904.3398289101,1444412.48278661,681270.94089140603,982210.95092410699,5573596.0157439001,3258499.0324101602,5639445.9077640604,1659695.0582588401,1041184.76015293,1137579.8528209301,2278295.7758516101,3867528.81417645,1935699.79454941,3172861.8274163101,3427585.1070187502,4467041.6386361197,2239019.6527853599,4179268.7965751402,2874759.9339409098,2030869.90885534,2482169.84514844,1394337.0658183901,1572376.96988516,1949400.3976213699,1580156.87074582,1732693.5108457301,1641099.94702313,1555567.7778990499
CPD0594,6276146.57810946,6059129.8743145904,7626686.7025781302,7268263.4283047104,15716801.552157599,7198499.7899338501,3579925.7660859399,4277938.0788312498,4588523.3140273504,2695723.9890957102,3235958.9376532398,3737422.3595886999,10821322.585544299,10768341.4565625,9691841.5426268205,9035503.5439797994,6432567.7845895598,9551837.5325426795,19421697.819515601,8991015.1588741895,30743838.834770702,9311915.8535916097,6785163.4198567597,10253305.864801001,8024884.2363051297,9032936.8018235303,9250561.0647959709,9215613.1787839793
CPD0595,1758495.0578119799,1392136.9083678401,1734159.6702191799,1755729.5572488899,2186412.2494735401,2394814.40222451,2062477.2619479201,1047262.8872738,1126423.3969751401,2055029.8812347299,1202756.2490698199,816298.14995507803,1501771.3879980501,1477191.8781766,1415553.5643602901,1739176.4698198801,1599166.9309328999,1524869.66596066,2756853.9460523501,1166402.2354550799,1483539.2721053101,1533648.4694600501,1824222.80654297,1146919.46867209,1588431.5352026401,1757758.9446805499,1758671.5896545199,1937976.87648506
CPD0596,10865317.7645892,25931918.092541698,59263257.291527301,65599741.298812501,21267976.488648899,128930971.58416399,8326020.8775813896,5234896.0480949497,6697414.5341771198,11750543.575558599,6980414.8042698298,2316236.5603437498,18375107.429078098,46310955.369728498,67400734.683132797,99868364.908538997,28695424.173696399,42540944.846108302,64267785.8003086,20019466.027222101,44265848.873140998,18257159.6661672,42780186.561912499,11635628.626602801,39041712.794644803,39271985.941500001,37865282.185716704,49981784.974020697
CPD0597,335518.70525624999,3813520.9557110802,240912.53774640299,2949474.45158567,5945140.0576964403,4158533.45230697,627747.31302160001,529010.65788985905,672426.31049297599,363372.97372118599,495495.85252368503,78553.353856249902,609160.82268498198,1599169.8593997599,942279.27615535702,704324.73385268799,2568261.6907280302,5910203.5025226604,1248348.0755876401,2319016.8224716801,3521781.4125916902,6756324.2607895704,580674.26850586,720214.47255659197,1134840.77697376,963729.84631689498,4521243.6139188102,4164171.3801894402
CPD0598,4122680.4448053301,3472383.95969263,2921518.4332290301,4034701.3277369798,1612246.86423203,1739671.2865795901,690328.28434946504,801402.46846729505,745819.59208537894,542784.99224712094,446769.92407738202,650928.13796789804,1012780.8853495501,630828.13608051697,1356710.65093056,855298.13325428404,607159.81237289298,914289.30854335905,1346997.8246255501,950467.355079956,1938058.90896361,1379685.35217825,484525.50555111899,1140124.94083594,1487538.5815322299,1570536.2485716899,1352188.60677361,1650859.0131969899
CPD0599,4122680.4448053301,3472383.95969263,2921518.4332290301,4034701.3277369798,1612246.86423203,1739671.2865795901,690328.28434946504,801402.46846729505,745819.59208537894,542784.99224712094,446769.92407738202,650928.13796789804,1012780.8853495501,630828.13608051697,1356710.65093056,855298.13325428404,607159.81237289298,914289.30854335905,1346997.8246255501,950467.355079956,1938058.90896361,1379685.35217825,484525.50555111899,1140124.94083594,1487538.5815322299,1570536.2485716899,1352188.60677361,1650859.0131969899
CPD0600,1258792.07848425,1129915.1499454,1189694.6217099701,1097008.6626827701,1138929.2900436199,460296.884679329,808716.82462787605,786259.77044004796,864209.82987073599,1001476.49674473,765221.33706512803,912979.71553339204,1877789.5599712101,751159.73380673095,2170131.8417697898,868821.43062304705,1106842.7774437701,1791181.2570531201,912860.70652228605,1313857.2796753901,1857781.6723011399,1323263.4547470601,982145.13184859103,964656.48995453899,1033809.52873636,1287278.8980287199,1742674.1249695299,875113.80617737595
CPD0601,12277476.5922732,2838326.48384983,2555768.5416947501,3639624.3159724502,6232749.1593071604,7211926.6442162599,2374528.8357176902,2126921.5039265798,3672221.9277514298,921622.72069431795,1374133.6713823299,580229.90426590899,5329434.4415490096,4042573.3235985199,3883958.3660378898,3137782.8312741802,9134070.6709493399,3561218.0422124998,6797903.6101179002,6435731.9344157698,3538412.65193359,16708624.767757701,13258907.472163601,3033641.2755455701,3609556.5373192201,4469486.0269484399,4339640.7804628098,3963675.65906476
CPD0602,80820663.527614594,20941791.831648398,41282476.376294099,92293760.517692804,17379857.347672999,41392791.5719034,3980915.2856299998,21556693.414471202,11142258.658,4258690.17541485,15323291.2617852,71746691.836379707,1995706.2002769201,7031113.4548102496,3175871.2735132002,6572273.7758208597,2375957.2183400998,4665730.2525151698,2663724.9633091898,2944115.5405349098,2781006.12000885,2987890.3585999999,18520210.984560002,3595999.9824119098,13115405.296848901,10470128.488392901,10075729.8168741,10493281.635395201
CPD0603,5409522.4026237698,3732228.6528089098,3672864.2692611599,1850446.0403076501,3084586.8893773402,3402286.4608038901,8401368.2639428098,2256886.0822427701,2367299.1420333302,1267693.8527774101,2973869.0495551699,2091287.69600635,14366974.570119999,13620769.809007101,10134152.0251355,30702410.508096199,18980918.438017499,11237465.714552499,14703115.2030978,37334478.864437997,16550759.871066101,40916638.298524201,30795395.201340102,11685370.608067701,9970803.0642641205,9153993.1141531896,7521620.0703344299,7790495.6633090097
CPD0604,254969820.175028,350248880.59750003,283347470.93398702,236103045.18539599,96480308.713541597,85254773.158581197,95917284.747298107,137355518.93760899,160533610.59556201,331993655.05720299,49967043.422001503,51535394.107603401,436853873.58946103,247469583.42362699,460798826.21750402,243731960.608574,132300325.590839,141877302.07452199,386680015.35082603,411350620.97181702,236868559.91393101,292021327.61154199,164473347.082528,384240307.78758502,221127369.415014,226071932.22915,223946101.58897901,218386711.984016
CPD0605,10637121.5265477,4816788.9658070803,11530251.2944702,4391089.1560718799,3336566.7427387498,2366708.07155,3975871.3535775598,37222455.196539797,9759386.4200929701,8895359.4379244298,2503194.8727923301,9581774.1119809207,754591.37692148401,1171283.38824757,10263982.053949401,2471538.6905690702,2251206.8775183102,3949641.78936852,5030603.4828633498,506245.19585906202,2441979.4339260901,1536461.3878758,2025977.82357455,5012351.5688968599,3719657.5780589101,3957978.4246708001,1342799.70731958,3593638.7093587499
CPD0606,28235906.660599999,17728437.240230199,28487319.008749999,28462492.105801199,9561521.5799122006,6394486.1448463202,3848008.6772195301,8963640.1619561706,8503038.6063857209,4181498.21403701,3761490.7027288498,5791850.6724421196,16442789.4998306,17623505.644499999,122340322.17524099,31449632.956992399,28712525.2929722,41148170.693821803,58347919.062455699,30865396.584202699,25767344.749287099,19702940.634492598,24021234.557619501,60624555.281742997,24779695.424348701,25471736.986668002,26074046.849571899,25071191.108030401
CPD0607,67227604.954955399,67520288.844321594,58711665.042916097,66530486.219531298,41951294.630158,35242078.671600401,70125489.969064996,88484954.820600003,57735904.994342498,32577098.204406001,63480417.396246001,22513738.622788601,17067979.908675902,8849886.0165895801,15537717.900972201,8764713.26199219,5748198.1700328998,7877389.4211343098,9374536.4263281208,8981890.8905922901,14207787.626814799,9554469.3333857302,20211228.606929999,17149841.210340999,76945411.282865107,28399154.7379952,29317184.097369701,25919836.910249799
CPD0608,4122680.4448053301,3472383.95969263,2921518.4332290301,4034701.3277369798,1612246.86423203,1739671.2865795901,690328.28434946504,801402.46846729505,745819.59208537894,542784.99224712094,446769.92407738202,650928.13796789804,1012780.8853495501,630828.13608051697,1356710.65093056,855298.13325428404,607159.81237289298,914289.30854335905,1346997.8246255501,950467.355079956,1938058.90896361,1379685.35217825,484525.50555111899,1140124.94083594,1487538.5815322299,1570536.2485716899,1352188.60677361,1650859.0131969899
CPD0609,58606623.194872499,70459467.650415301,83261035.737761796,19712551.162500098,92511641.807244107,70133633.692191705,77043770.517423794,147383874.61586201,86671886.957015306,74811151.700693995,102981025.701629,109720553.54324999,25616520.401815001,72124108.575155005,105657437.829,70127401.472839296,27478640.515261602,40735660.968000002,42817239.914583303,70199454.355791301,114931445.797901,90137046.323387697,88986880.315248102,83028235.475432903,65737376.092473403,122346501.83855601,125750532.41943701,55976876.866041601
CPD0610,1934318.7262238599,2632141.9456407898,2121659.2618664098,3633096.0118586998,4439265.6775400098,3810680.96562484,1814543.65105714,2453586.6068497798,1723131.9003105001,2164732.5169009999,2742976.1170839798,1339335.9129876301,2360780.6842745398,5298550.9409359396,4022136.3627593699,5678272.8684143201,5069588.5978127001,4860138.3922638996,3837959.0897588301,4173444.4846350402,5431978.6383568402,2904774.6879738299,2572925.6325722099,2881267.9080000399,3766955.1187512502,3386380.9801718998,3619134.1897154301,3474247.9075366901
CPD0611,316594293.05545801,199484261.59329,382740961.93486297,327692761.027821,387626044.87058002,138119145.70045099,51211762.611003503,78489881.512488306,91164469.586785302,59799033.730175801,72817953.794639602,95982432.178653702,285624845.837681,178477682.99417499,169959840.54896599,113256684.904284,62056819.0443305,107728070.981592,65972389.551067702,64638960.9215573,180928216.70203301,79150051.578056306,80461336.830605298,73336650.165778697,169871744.117497,173655709.13676599,172976728.99875599,171804958.97766101
CPD0612,13796751.6281901,10862435.464347901,11934355.8033421,6144029.0345903505,16225783.934005201,9733234.8799131904,1863957.7825480099,5859495.6328781201,8082542.0130837802,2912473.59188919,6742234.2392408298,3875922.0272571398,13945482.4779342,75306814.412871003,25747248.537009601,74602279.641065896,63230136.308142103,64635485.832699999,23010950.582417902,16617727.6957161,22293823.242488999,23441559.888679501,8977990.9786417894,9323637.45749183,21205323.602434099,21217305.083517302,19910849.838361401,21915846.635944001
CPD0613,2247292.7058189199,4802365.9032988297,1434347.2258629601,2492363.2631129199,1173963.4433756401,1109234.7911256901,14522460.1450091,10575345.3861409,9173510.0372887496,4180771.2336150398,59706306.473334096,8086502.13566666,1144107.62721191,10647927.020580599,1841899.57039453,9372656.0915849991,20654523.440877099,27207900.765830498,164703.16561173199,420579.59750814398,284042.10794406501,543741.33389541495,274935.20215271902,2786881.0727969399,5433425.1950916704,4981192.44245,5300844.6522351597,5678037.0556009598
CPD0614,7848408.2292575603,6001162.1143922703,6483714.93111833,1933435.23037076,1855403.5846362601,2076607.69352813,2170726.7744209599,2127168.1791709098,2325547.6435300899,2087105.90881526,2396709.6361465501,2326804.2164864601,3108201.5956312502,3800722.7161469902,2764819.4375502099,1361465.6247875299,2437315.3444601302,8353778.3725236701,1626516.9582654301,2732051.4741058601,3437868.73959229,7644808.8075336898,1391523.2013646001,4380518.5736713298,2415960.1145078498,2536662.4372347598,2763684.82483913,2209288.9821967599
CPD0615,27029748.181256399,28872646.220565699,139826655.23380801,44726700.930450402,20347202.7268763,26268109.801621702,21838783.535023399,28460730.333989698,34898183.777859397,108080253.23908199,5932939.9768662099,13999130.506094901,28481821.944217902,35723844.948052399,42071367.930729397,16318897.325106001,27754741.332538899,35461506.752530001,29817282.110831201,48122551.641132899,32154806.569819201,20410334.179637801,15690832.640807601,32113317.832341701,35869897.870973103,33352299.097206201,36405907.288243704,36718017.362489402
CPD0616,254969820.175028,350248880.59750003,283347470.93398702,236103045.18539599,96480308.713541597,85254773.158581197,95917284.747298107,137355518.93760899,160533610.59556201,331993655.05720299,49967043.422001503,51535394.107603401,436853873.58946103,247469583.42362699,460798826.21750402,243731960.608574,132300325.590839,141877302.07452199,386680015.35082603,411350620.97181702,236868559.91393101,292021327.61154199,164473347.082528,384240307.78758502,221127369.415014,226071932.22915,223946101.58897901,218386711.984016
CPD0617,34329439.478802301,31753879.3840147,19964834.4115385,25386777.546560101,11065846.208487101,53922773.708406202,15627640.338122901,17130414.795037501,9083974.3422156293,7253128.9484523404,16526385.339606799,15353327.817855701,13558331.666216001,39669936.250553302,10185731.9585297,15278253.720636699,30266548.6868646,31327991.872910801,20998188.991142198,40041309.235891998,12503228.1134692,39069863.396824203,77867786.783071697,24580553.614696901,27562757.721618701,23061043.680675,23518293.2633375,23597308.7998062
CPD0618,104330542.601491,66009423.993749999,73403894.284066707,159936386.841562,36876378.016172603,27489795.145149998,8232064.27056251,5422324.7364161899,7412257.3588867197,7131052.2840458797,6392964.4899471002,7697201.5436327998,20053463.616441999,51844585.486571401,44112801.408107102,35020985.928874999,49401248.5508966,117220.28264355499,61619503.298747003,56793214.082381003,35073186.322437502,53369823.352899998,44598361.2088001,55474292.233249903,50960655.310000002,38179856.330357097,43261522.390086301,38499761.165571503
CPD0619,13796751.6281901,10862435.464347901,11934355.8033421,6144029.0345903505,16225783.934005201,9733234.8799131904,1863957.7825480099,5859495.6328781201,8082542.0130837802,2912473.59188919,6742234.2392408298,3875922.0272571398,13945482.4779342,75306814.412871003,25747248.537009601,74602279.641065896,63230136.308142103,64635485.832699999,23010950.582417902,16617727.6957161,22293823.242488999,23441559.888679501,8977990.9786417894,9323637.45749183,21205323.602434099,21217305.083517302,19910849.838361401,21915846.635944001
CPD0620,24707280.777462099,15301624.4689367,11296118.808222599,17905598.215163201,38817939.007479399,36531878.348986603,14598575.444847699,15082490.898918301,12727889.992406201,6436969.4164640596,12077978.3042471,9924724.4742374998,4024691.4269078998,24570382.630252801,3411201.9506503898,5700571.9710702999,19391895.475940298,23140067.134330399,5963185.1503802203,3950683.7703538998,6940565.5401997603,5166462.3329240996,1657703.9173359401,2892929.61213751,6035520.9892834798,6801671.5362656303,5882667.2170249997,6764265.2978921998
CPD0621,9609577.4165012091,12940006.978560399,4739806.6688020797,8466944.2974531297,9673062.6820588894,11300284.9680664,1030979.43875939,891283.14430930396,1448152.8530220999,993331.27394112898,1183238.7714386,1431407.35260928,14128883.0555923,4819331.0509140696,4709352.1222836701,7155184.0811953302,7968323.2928554798,10623484.744351201,4344661.0742794499,9845347.6550441496,7801789.3184068296,3517281.20099075,4619432.3713439899,3128806.5071798302,5953595.0076972703,5691005.43971154,5341449.8502576798,5613864.5836406201
CPD0622,2887076.0637202198,2929595.1909554699,2638547.3093733601,3582165.0431270902,2587874.5726640602,3761580.8115326902,1111778.2647368601,1315002.1372338801,1238638.80289584,1314174.9605296201,1374560.94950451,142453.393874512,818800.09003915102,2493010.7740585902,784897.97834425897,1461540.12589674,1185398.6953725601,1957487.38459584,1201703.41974929,964123.45496826095,946547.89198632701,1229130.2801882599,1955610.9276385,1019376.3154605,1063076.0503627199,1470412.42736133,1611579.37289614,1732844.3461822199
CPD0623,5382719.7127403803,376203867.11997902,5919184.9307760401,11623545.2197266,5797468.7127700001,2114097.0935511999,1888088.11471924,622840.47269664402,1191566.4127207501,2693676.0325383502,1395743.4578930901,14595110.5795523,9729042.4739287496,4953226.58853532,9358722.0721194893,22923456.636100199,7743807.7460896997,9565873.4221887607,10569354.511401599,3461408.92557697,8217865.8452898897,3359083.8667211598,4293321.8498067996,2961286.9208902898,5069251.0166774001,5344054.5659757601,5972950.5735562602,5411239.6540659703
CPD0624,12087537.1292371,4680486.56462109,9120118.1449448504,6298507.6860589497,4409020.7987757297,3787234.7474309001,6414803.6631490402,3391486.0152184698,1737236.03684405,1584154.40294662,2921564.0540664,4721653.2477148399,4678228.7658749996,4128138.42066528,8913214.609375,4340221.6301936395,1668786.7622461,4805991.7185758902,2288239.3546532402,1962264.6163010099,2608909.3223979198,18221576.6120078,1935898.9563916,1909714.41716162,3484399.9343906301,3798214.36203002,3820384.2479687501,3843637.5872440198
CPD0625,4987210.4096746398,5157132.4867059998,3094825.2511749002,3336995.21797411,1161291.9429377301,1746839.7299760601,13728349.738927601,14956585.439878101,12256368.232011501,12233526.603628101,13656085.296443,18556120.526097398,12277513.302689999,6061939.9997835904,10959547.193459401,6638863.1123265596,6553881.3023957303,14123927.1478776,8284773.4627666697,5472263.7267980501,6804513.3962466801,7565661.1060935399,6575485.6026505399,8217315.7248349003,8208788.7429900002,9691414.1269665901,8169356.6834979104,8280622.8553268202
CPD0626,93678684.756480306,35730205.771300003,31469238.1013299,19897054.5768875,91868414.0739014,74433643.468540803,794111.38772968703,2277109.2119245902,1162076.8234222201,1817780.9471615399,2353459.4827040499,3294064.1742840102,31035628.720796701,26663210.6285173,22941356.616618801,46414409.471385397,35932147.7219273,17737867.7546333,50300753.095320001,113778997.86182199,50931289.9972229,32417961.451909699,69021617.451450795,40336910.208355397,25932252.895430502,26146174.5262812,24353577.989513699,23209766.666212499
CPD0627,6693967.4207066698,10092704.449168099,10578010.140170399,10149989.3475469,27369748.254178099,6200621.9360367199,5626665.1974203298,3584956.2574489098,5630736.9781925296,5833797.5677656196,3853980.2466373602,4350798.7927030399,3946788.4188127602,1649631.42936165,3160215.4392790399,2845745.94360781,3127629.7529314901,3192788.29961889,6219034.4655033303,9501810.3614695799,7349787.3591157701,26301172.233860299,13854982.622664699,2376067.91672727,16494511.0240649,14903319.676253101,14845238.607200701,14725512.6947907
CPD0628,11353973.9191426,2964852.8496728102,32588995.009603102,13216472.6632993,1266165.51819201,1145449.43808857,1228281.9365647701,2864400.55547377,27419048.786576901,1187804.4809302399,4270817.3593407897,4682459.3338250201,748356.537001797,2739844.5045582298,455703.18598257803,1084302.3169750001,3471516.3107237201,2440063.5788556999,5418511.7932847701,815535.93765060103,4792234.8579311604,1038414.6016727299,1021371.5577152,538201.50068294303,4429646.2591990102,7985645.2894183602,4006013.1996042598,4111820.89909006
CPD0629,400884.09504497302,329618.07451339898,316581.71087869798,2239496.5378890098,88050.482205920503,0,594213.28435806104,598238.91042791703,363132.12085841899,939467.21579695796,1708874.7054427201,3557996.9566664598,1389199.35064114,2917643.1848866101,3724161.1873663501,16029053.154396299,38115695.451224998,54230341.668934397,333735.83470303298,548822.74013345095,366981.26675385702,164735.09023143901,480079.32028755598,173735.94767128001,5348799.1279898398,2886805.0426540198,4685194.3953929199,5149118.0075300504
CPD0630,512437.66156917601,483437.42304945702,1016777.67490845,586140.82124984404,1272327.8287500001,516753.61161252501,563513.11201741698,913287.92251443199,434726.09213248303,1538118.29538893,1826732.13120938,540467.59926766006,936560.09258088004,1428351.8468815701,1952227.6567327599,485375.13620474201,461623.711349766,902132.63278721098,1015092.69494219,653798.49093935301,1256506.6491193699,1092137.74737518,574880.89217976597,544431.23584533005,931929.39098794304,1854170.73582946,679025.59145934705,485308.75336523401
CPD0631,4317056.4778515697,8161442.4731631,6638590.1002154099,6648839.41478795,3241988.8790031201,6943978.6304902304,2251880.4217523402,5965998.8664980102,3517684.9616083899,4102092.4855901101,7175045.6405087998,2262688.0055386601,4013516.0749035999,8882707.7707596198,4286093.7634842303,9957707.7331720497,16519438.8314014,19629173.9832629,4667667.0788964899,3584654.43099121,4750912.2691529002,3322176.95953683,4350919.6688084695,1540135.30971563,6059302.1411707597,6178529.8177409898,6113369.7921054699,5855458.9553196495
CPD0632,28235906.660599999,17728437.240230199,28487319.008749999,28462492.105801199,9561521.5799122006,6394486.1448463202,3848008.6772195301,8963640.1619561706,8503038.6063857209,4181498.21403701,3761490.7027288498,5791850.6724421196,16442789.4998306,17623505.644499999,122340322.17524099,31449632.956992399,28712525.2929722,41148170.693821803,58347919.062455699,30865396.584202699,25767344.749287099,19702940.634492598,24021234.557619501,60624555.281742997,24779695.424348701,25471736.986668002,26074046.849571899,25071191.108030401
CPD0633,46319125.795130201,35586198.5525418,39096068.242118701,71796019.638750002,62412809.761875004,6480269.6684818799,4107362.1597130499,36002744.705714896,16002292.938994,23932674.315779999,5553025.0650732396,5380181.2350850003,7313003.4809021102,11301538.542620299,11515438.3205557,14289753.7504634,9786371.5751835909,60392916.406450897,36969833.936622098,56188532.949775003,54994378.829366803,11516492.551958799,30279749.983396899,63057946.859567396,26126797.572560299,26519540.461396001,26503403.976160001,26350857.812500801
