CPD_ID,Bger_1,Bger_2,Bger_3,Bger_4,Bger_5,Bger_6,Esin_1,Esin_2,Esin_3,Esin_4,Esin_5,Esin_6,Pame_1,Pame_2,Pame_3,Pame_4,Pame_5,Pame_6,Pful_1,Pful_2,Pful_3,Pful_4,Pful_5,Pful_6,QC01,QC02,QC03,QC04
CPD2248,1016373.67259654,97592.687124999895,876133.45077323902,204510.12302567001,1618925.24631348,1528718.1963867201,37095.568263319597,76143.120331443803,34941.697262855901,34059.286113236099,35423.259060701399,4121.8916008894603,682172.64474348805,176994.03993917999,507709.813387501,288772.51733203197,325294.68794967601,162252.84680442899,349305.04768457002,197246.212975,1061505.53596435,142393.02029882799,72415.947466406404,503698.204662501,338007.00265969703,349813.48988099,335319.56284114497,380014.181710937
CPD2249,1430437.96679004,641831.99434393097,211376.557770263,663241.88543343497,1327265.86747861,977489.25330215099,25489.549422636599,34208.439329391702,13081.1708736822,0,6923.4139096766703,4946.1287551407104,398278.41333462199,246391.75271428199,73991.190916601699,339428.56495661999,197781.69502102199,53329.923792242997,176145.214747041,102095.523177065,474384.77157551103,193774.51451218899,83694.197768896804,68768.463500623402,199721.306774639,194403.534245605,311282.451875047,168773.57070000001
CPD2250,2740211.9189982899,6734548.7401318401,1430391.51662344,4929199.1931599202,1407146.7322567001,1523004.2909841,2984261.2540704799,9996483.9153144397,5138063.0092805997,1603626.9326736,5024350.4824804701,4239560.8171553304,2672770.4584597899,7315172.0210830001,3562593.4571360201,4414007.0792876799,3340653.2128676502,4989444.9311686596,5072975.2507082596,6372153.24458104,5037488.7175429603,2246355.3683505901,11832750.005003899,7748733.2530833296,4767797.79411765,4588393.1650708001,4521581.9035572903,4524483.6245698296
CPD2251,1709175.62075,408044.66148936102,1791952.6469525499,480858.25593779102,1086204.73155125,1210829.56664764,111615.039524436,127336.831853449,98479.882257282705,69081.880688968595,99620.605778696598,106319.872495651,1252133.78611937,360851.618926358,1017418.94226405,4968748.2261419296,790061.80982048903,398003.03312499903,1759606.00295469,126232.55924277801,1137214.3034968099,327230.21881246602,145078.465233817,314111.52047222899,1231951.20282552,891535.05422814703,709770.59200791502,730441.79524417699
CPD2252,1227686.0037755701,1296323.3876884801,314303.74659961002,1358587.8737659301,1446525.24134028,1572307.99067898,0,60961.740347327897,22322.490021418798,0,0,14044.8483344742,218532.177053572,81099.547136719004,291738.60448698001,243199.94441406199,122543.872233398,197632.39102083299,768608.93716171803,1701955.2954023399,2608151.4218012099,201055.351844583,300067.87306496501,370737.75766944099,155342.68503125,217052.3765896,151447.961261719,524437.06417225301
CPD2253,3021612.2898523998,3905299.34153572,2877386.7879683301,2598009.4463805798,14764285.3542578,9584576.4167963304,576923.46403705096,374843.291210939,353326.775683399,497928.21608056797,761607.49463666906,500512.42415454198,3451197.0356192798,2172459.70321406,2424273.32744824,2280513.7553097098,2535060.1457677502,5647703.9594147699,899663.69083928701,6905941.93621636,1894692.08305398,1809064.3789093699,818201.60790535004,789455.67658522795,3161634.0482271598,3629568.0133675798,3589265.2971336502,3654713.2435009801
CPD2254,781010.61216406303,1207921.7858941001,728758.65709239198,3260174.2765990999,272379.37229749601,1220748.8585894101,242019.41460058599,309809.425092021,2909074.2130622901,3069099.7375265802,3110413.9491609298,2872911.8602197599,3207520.6303066299,463890.65741223103,3192731.9546298999,3224010.16434866,551695.43240157096,499874.93937187502,5234241.2516711298,2496067.8960461402,2093921.08562769,2681249.0647646501,4683515.0781773599,3949738.47384704,1413972.6565690101,1288720.3104980499,1072138.5266195301,1171933.20913488
CPD2255,4586048.2882703096,4141870.0505273398,6619520.52637567,2934480.34283541,11750498.7466364,10281644.9394469,188397.028778646,235617.08964550801,162338.63001171901,694016.92911279202,175096.889113104,174436.62477978499,731158.40333300701,620377.89658958302,806993.70572014502,601531.89281249896,638716.14209545904,1128208.1845245601,1373593.2840005199,946794.64077131497,1573184.3438152899,712202.10367578105,1079496.6971191401,1260076.2474666701,2213873.3417369798,2278542.09630469,2279853.7695208299,2427362.5261875
CPD2256,4120846.3969348902,255182.530359856,521785.19943651097,2091590.0106347599,3528984.86130859,709978.476229719,17381.998645305601,35791.603934392297,17106.9684799512,29824.177931495,14119.528591849999,45545.260020324196,89941.7524568183,29506.102775249601,97272.077237078105,179036.58670440299,17766.5539735811,31488.5322171109,51303.941218705797,63572.0001023476,261242.08456099001,27749.782827219798,128265.10026676299,38314.724371582299,285290.02375446499,333802.17132161499,357265.64907824999,332717.50089076598
CPD2257,616956.45835839806,1461948.60870536,757235.24301409104,1451377.70911918,559555.09953097196,1076746.1890448499,4896380.1991015496,4320937.6612457503,4446104.3673792602,4311434.8469659099,3066817.8581129499,3036359.42491992,1987555.31957708,5748599.5113652302,2933878.5988308601,3262745.14460612,3633717.1330913999,4491488.4223986901,4706779.4571428699,3828884.6958239302,4667224.5951749999,3220287.8348164,5258297.9035379495,4733316.8353703897,3008466.1847007498,3085430.3948166701,2968581.1338408901,3097692.4581399299
CPD2258,719121.25828138005,1017503.82108294,1135002.8615514301,905715.41838481603,1015993.59098125,730069.31910000194,2259220.2091260701,2388010.2748125,2378078.9552626899,2366916.83746449,1730977.4251679699,2126136.9042024398,1195277.5086768901,2574072.2123273499,1630356.0713466799,1575710.77570091,1600990.72766445,2483138.48526339,2024918.1958242201,1743153.9177663999,2300720.9351528701,1642360.62369852,2570483.9807656198,2258341.8573886701,1676179.3489875,1714651.96953683,1641390.22941667,1599588.97526458
CPD2259,1979475.0503990899,1930963.31458913,620767.65432954498,2295805.42576758,1910543.3474451499,2424436.44575,376132.97262081801,1607908.55467045,841895.98770418903,483912.86008253699,990160.41867773305,1026641.96764027,1134735.2326803401,2161993.4243823201,1561030.9429311501,2293776.24747395,1531789.74639276,3352218.54166015,4777341.93579638,3880880.5304052699,3710607.6887014899,2537469.9067534199,3628039.3540815399,5210831.9064882798,2066859.0542602499,2245492.0528846099,2356376.53676847,2379376.2440631501
CPD2260,8282020.3286132701,1539705.5626848999,2263090.8185454598,1512712.47385085,6450000.9847886097,8159814.6208114503,53857.646807951598,18441.272684997701,42701.724835342597,57145.525683801898,0,34100.924251513803,3819949.3413046799,1240954.4199973899,4098580.6343546901,3674883.03369141,2207621.9005943099,1144916.4654878899,3574118.7813125001,2205476.1349338898,6281359.5105177099,2862955.1521953102,2822534.2491403301,2949880.6216193801,2746305.375,3362765.18558869,2586665.9560351502,3004042.9330827198
CPD2261,38534579.513660997,71470715.006474897,73019148.391384706,85615745.869750202,53004534.970577002,64096975.277250104,2264673.5090863099,6608759.9320714297,4920486.4974316396,7017718.03988689,13914615.1604167,7358350.3968229201,9047372.2109511495,73648561.387694806,87612951.3451294,189284423.85141101,49359017.142231204,38403921.383043997,58664077.992660999,25801134.573725201,9809346.1125000007,18351839.366119299,19085093.975341801,22555056.028246202,22875928.403250001,18683406.6068036,36703319.804412901,38952577.973839998
CPD2262,346911.78211680899,176482.85155396201,4337698.5920742303,156545.225471916,1299425.5144497601,1343597.62732957,565203.07757557498,633506.84538713703,102956.76225976599,353501.48946455203,297964.06434549502,420154.90777912998,6841710.9451505402,17599630.6004573,3168715.60058764,8475996.1120720897,11996378.450046301,2159873.5223067701,192394.493745838,228255.83338390299,90803.963438147897,233078.56137329299,157281.660109447,280764.35279064201,977668.97570520802,2600159.3230337198,2275098.0153546701,2544723.5056876098
CPD2263,0,21040.7094155577,56234.902781892903,126311.87575966799,0,90717.557360345701,204668.117656205,436132.63426980202,249452.387971669,274773.24249670497,172345.23788272499,287959.20704913902,2128478.9593405901,766174.78662330704,1453302.2185271599,432968.72168091999,89370.933099226502,434937.5604278,37021.241749967099,481749.484142081,1428258.2550242201,1621929.2879137199,1142022.6581689499,1208090.5471796901,551531.97004336002,450758.260234849,489515.862642614,496062.56701041298
CPD2264,7743630.15190899,19061033.764033299,3165440.9801342199,4930764.2833185801,35812521.264954999,43105232.858334199,607100.51012597606,1163126.0038612999,543603.12475644494,624713.57580571203,392157.47273989301,601507.16514228994,4878774.6579659302,5279941.4195554601,3704584.8523524799,5095064.9850530298,9070283.3001098707,36432983.379734002,3485414.39864871,42578922.446975701,62399235.2324275,12918731.9401813,3712238.7641687701,2253023.1280454299,14460153.4959032,16092247.8195055,15892117.4708014,16048676.925952701
CPD2265,62281225.983092099,99009342.323229402,8521435.5876000095,2755774.4176383801,4797365.9036063598,3726002.6987552899,873001.40866699198,1975754.9723269499,1200696.2513862399,446836.209594057,1041412.41603076,322296.80725291203,2239578.5948730502,2293420.9691864699,30850922.809200801,1944792.81697649,7754558.8032330303,24603215.4006906,4339660.4600388799,6310785.6079562996,26034730.1508676,596261.41500788601,1669614.18876914,802640.98972554505,9630930.5695696492,10108947.3808743,10077665.688657301,10667420.474040899
CPD2266,9525085.8587638792,11601610.603548,7025762.4080438903,12017691.0082868,19978604.132989202,21794845.255415902,873675.53504115494,1313848.6032649099,454157.29163984401,715452.71641004505,1792054.42147617,870793.50322522596,5893375.09187588,7710794.2099191397,7110928.4695593799,17426202.9188473,13347179.808703801,13456552.3738652,12966027.161771201,12804826.481819101,11832983.921961,10027788.9290272,8558092.9109294098,4215414.3546239603,8959826.4926050808,9370060.6335790493,8984189.8177852891,9074204.9008266293
