module	logFC	AveExpr	t	P.Value	adj.P.Val	B	Directionality x -log10(p.adj)	regulation	wild01	wild02	wild03	wild04	wild05	wild06	wild07	wild08	wild09	wild10	lab01	lab02	lab03	lab04	lab05	lab06	lab07	lab08	lab09	lab10	fam01	fam02	fam03	fam04	fam05	fam06	fam07	fam08	fam09	fam10	res01	res02	res03	res04	res05	res06	res07	res08	res09	res10	hos01	hos02	hos03	hos04	hos05	hos06	hos07	hos08	hos09	hos10
MetaB_M143	-0.238120015641421	-3.6576644490971e-17	-6.41223757363444	3.20036156412907e-08	6.14469420312781e-08	8.25563229259114	-7.21149972534038	down	-0.21713325579776	-0.252728271536902	-0.230730682410505	-0.151893900251019	-0.10399204938616	-0.239034981830703	-0.158527911723704	-0.227357718582728	-0.196678403317814	-0.126882950294072	-0.0447898221088882	0.0774031598516409	0.0386006515665846	-0.0897235003409632	-0.108845097065444	0.161467221158423	0.0468400915971957	0.116728803228272	-0.165878998442326	-0.024323395480553	0.148765011815817	-0.202099490262677	0.0779895605112593	-0.107018645407346	-0.075708194539798	0.313646253060488	0.18522852798818	0.0092523689202004	0.100409459754129	0.0349217684640881	-0.0546787788366497	-0.00215313335406781	-0.0507613981407357	0.0900093037232771	0.127833937849346	0.15620815826228	0.11653844723626	0.162755867374588	0.00846838910006829	-0.0453648838449164	0.0591968333828856	0.0637837992249421	-0.118245946342775	0.25672809344551	0.131872946891117	0.093856095127953	0.133134182862258	0.190986004480839	-0.0398132922318018	0.131739764652705
MetaB_M019	-0.298545893766212	-5.79050696281058e-17	-10.5492731664085	6.22609714432258e-15	2.80174371494516e-14	23.626005769445	-13.5525715936311	down	-0.244496308833357	-0.239887831924988	-0.163593092506465	-0.259000017317236	-0.264462273531477	-0.24525978881532	-0.241163575189492	-0.210328983866879	-0.261941765561388	-0.258233512583096	0.0114281860485744	-0.0530415596811584	-0.0530593558312707	-0.0418050499742161	0.0288832083570283	0.0117245065506569	-0.0599798588440483	-0.043217885361399	0.193141626489367	-0.0486644814611456	0.109186932770982	0.066614004578452	0.100649417659843	0.047199981582124	0.0828406612482893	-0.207956633220203	0.0147452925897197	0.0547876698501939	-0.040099276244629	0.0790908717551718	0.0783286929356233	0.128496844331292	0.124273633757364	0.154912992995481	-0.0226618392224343	0.13671772408252	0.0131872884289979	0.114365604165461	0.12464582921623	0.0634727241389412	0.116310406122278	0.13187219113147	0.150382555509191	0.149643701498404	0.119916283694537	0.106954307362792	0.0679383717117977	0.191421824196128	0.132584968394756	0.0531347868165331
MetaB_M028	-0.286787560003945	-4.90579799006241e-17	-9.43666888433631	3.52363382708149e-13	1.07958142787177e-12	19.6017172265352	-11.966744595255	down	-0.228245451469757	-0.241603921928488	-0.161932819219449	-0.244411507556146	-0.262533138091261	-0.227418314343081	-0.212669649775865	-0.199335509451825	-0.255267848992106	-0.260882319203583	0.0498642349138466	0.0287529254425271	0.130355624815447	-0.158063737186043	-0.0185827618199157	0.0781043191704971	-0.108396447325529	-0.0387065142268992	-0.0164966905439876	0.0621057121274724	0.017098928515824	0.0943335734323733	0.00584504917768652	-0.0604543238149021	-0.0252472836394536	0.0810801309467762	0.0345540462670004	0.0200911030845668	-0.022160933105633	-0.0158974741333086	0.050319392391861	0.0253093565394686	0.0714652202810486	0.0783142930228893	-0.108644760452499	0.0921554022009919	0.0754501649158995	0.121888818579394	0.156183486667963	0.144557514819754	0.181349074235825	0.20555518576188	0.0121849193233419	0.0200690447406668	0.190675992306432	0.23448694208505	0.150422610270479	0.0835396739256083	0.245631000741919	0.12520766557524
MetaB_M131	-0.274889896715486	3.87363752185621e-17	-8.51278653485323	1.10191094906115e-11	2.88500321208736e-11	16.1717999912349	-10.5398536989758	down	-0.211868745061779	-0.228402648577141	-0.184728638946949	-0.224806733737321	-0.22289690715544	-0.224192593979739	-0.233011178400588	-0.203967427053802	-0.237670491707672	-0.227573809103455	0.0949460917731337	-0.0408914223030493	0.0294061474344006	-0.0385056384090655	0.0395062141648405	-0.0288970392265037	0.104756485452418	0.0327051374861477	0.0878516334448413	-0.0705411969041707	-0.08004958593739	0.179126124290583	0.126944468990898	0.105805402138709	0.0224736207469418	-0.0811790184805332	-0.0458320874002383	-0.00298915667099004	0.0126095397579235	0.0397988462596859	-0.0073657114612835	0.12554848611433	0.121238296232044	0.0669642512002449	-0.124682893397585	0.199490346844484	-0.123229740544052	0.216690008798648	0.184682769211038	0.253152394125057	0.0273132704859486	0.020750764644423	0.0742598974531272	0.0962727949372177	0.145791204148068	-0.0817790827445552	0.271515595981885	0.141701315046608	0.0101585524765666	0.0936020875630913
MetaB_M137	-0.28539647348983	-3.76483783384729e-17	-9.31957548936244	5.42879936090489e-13	1.56349421594061e-12	19.1708973210814	-11.8059037210662	down	-0.247997675213016	-0.277880633498385	-0.227902912709725	-0.193958286866098	-0.208565910837245	-0.272001277944046	-0.194033977342718	-0.218104302251218	-0.239191048337333	-0.203535762918854	0.00312558444994437	0.0515087687954859	0.0721969789976391	-0.080534156850249	-0.0646309357747896	-0.052295767906613	0.0146532658564557	-0.0413512724249416	-0.115451027993096	0.100770505505194	0.119445147317444	-0.0256338889497423	0.0990992052742148	-0.0395288132177868	-0.00875658627722645	0.324726639614978	-0.0292704076710128	-0.0178909792497301	0.0351996521663406	0.0269629410960375	0.0476671000423	0.0571432425217421	0.0425213944421364	0.109900712484889	0.0147146926923593	0.0191334639537167	0.0813378134836606	0.0145079462382839	0.0866813520776082	0.0143052971367966	0.134217442367352	0.185495911798485	0.0523917503374483	0.24376951627676	0.1738101350725	0.213583768840703	-0.000138196994011371	0.119715180435577	0.103134218375512	0.196934193576271
MetaB_M140	-0.276232301097211	3.20967211142609e-17	-8.60897866276515	7.67540983371719e-12	2.04677595565792e-11	16.5318579969041	-10.6889296935108	down	-0.202485571974214	-0.27984352061804	-0.154380902220807	-0.221614694442014	-0.235793899281188	-0.22441612810507	-0.199103581349359	-0.198650326977657	-0.249777298944425	-0.243792484864915	-0.0646852175115323	0.148967933615982	0.163312212535564	-0.0904636843252346	-0.0559497643570862	0.143012632342003	-0.132261740729047	-0.050276915423433	0.0460346030409995	0.0768674642251182	0.0949975826977811	-0.0520988774925727	-0.00815874774891075	0.0058125050327068	-0.0660037648116902	0.337537458309802	0.0991146681905701	0.0107526437773728	-0.127627451140049	0.0192834148814284	-0.00578656528698453	0.0409751015464046	0.110286065041798	0.0607639901522505	-0.0338986183651489	0.178950295436774	0.0195203753111425	0.134155635388598	0.0643571500725329	0.00177391229885358	0.108574730503232	0.114519691095733	0.0247391689295526	0.210724527677934	0.1440553340799	0.185155147689218	0.0509571438035904	0.103226014041179	0.104918879485365	0.0937234747659938
MetaB_M027	-0.299763418265798	5.01682029252493e-17	-10.6792321329658	3.92112759005343e-15	1.88214124322565e-14	24.0871304590909	-13.7253477885327	down	-0.244808048565551	-0.258865487954907	-0.197449508181286	-0.275383967958491	-0.256330455144112	-0.222110377206923	-0.230189036739648	-0.217448496869129	-0.244762893190326	-0.250759074316012	-0.0132734962481465	-0.0544277894020015	-0.00852736302545207	-0.0219139765368232	0.00437858017793474	-0.0258723041660124	-0.0339587183215274	-0.0513893788796893	0.0358274690235659	0.0384348789548915	0.0529673752853004	0.144220930851945	0.00215730795338268	0.00973988535363134	-0.0267825698044498	-0.0804728668466109	-0.0187381557145151	-0.00378044633880826	0.046547587837451	0.0437571306030987	0.0614422597841636	0.147386952175806	0.0594148874432537	0.155915274144241	-0.0532204178269503	0.208467693761732	0.00801017850898914	0.211663613779179	0.124419159855532	0.157645068490268	0.158213333813461	0.107117640613994	0.118972649145882	0.0404531882657694	0.10553167812869	0.096291846113261	0.18331710392744	0.137121116740061	0.233054418510554	0.0979956199938962
MetaB_M141	-0.298103821411734	1.10154940724527e-18	-10.5028647814811	7.3473731400091e-15	3.11182862400386e-14	23.460859852845	-13.5069843286807	down	-0.229744302429894	-0.254255292762498	-0.203514325649506	-0.254435078111947	-0.249746208742029	-0.237585559675871	-0.214977349389743	-0.212618641862772	-0.260562288173972	-0.26739152449564	0.0799838734287342	0.0396244423461013	0.0122202348563167	0.0162543395473389	0.0577112160984912	0.195864135951001	-0.0296722042204016	0.0967102693828153	0.0143021971240436	-0.0812916281031067	0.103972633684742	-0.0887613189502868	0.0995294421318055	-0.0268214017738071	-0.00515873160018167	0.321419120466452	0.170750396509391	-0.0201556256775792	0.0832153031781156	0.0916618805316237	-0.00350104452718358	-0.00141558025677031	0.0594767785150225	0.0875759666589149	-0.0263470134623351	0.0327105904984993	-0.0244859802230389	0.0423103436200287	0.117950234681706	0.0236510160103644	0.114189606475172	0.0253839727270709	0.0181674404791456	0.212425127135531	0.141602959856627	0.00637889063639868	0.139339640977103	0.226810056176484	0.0431153270942577	0.0181336633092653
MetaB_M052	-0.255005051008351	-3.20056481317721e-17	-7.26930775098113	1.23117008904143e-09	2.60718371797008e-09	11.4829985207162	-8.5838283647314	down	-0.238220045666694	-0.240716879850425	-0.238240682220451	-0.234468436963429	-0.206755446329655	-0.154314576314659	-0.156549699855177	-0.177105107355938	-0.227954134519207	-0.165715398991172	-0.0104737869039135	-0.147425320815461	0.152771126093415	-0.215030496194752	0.00941940737915067	0.0293998736172289	0.202706742765767	0.0950755935502145	0.0633031497111628	0.0110811043540379	-0.0096471697280344	0.0601583452723949	0.163520648057705	0.0592768509852312	0.130671946060992	0.140200687906923	-0.0234192512596291	0.0658091823354236	0.287684400061795	-0.00435840307894336	-0.0185107281258046	-0.0577074126562588	0.0601227856941157	0.218412427785366	-0.264404194740839	0.182297240432338	-0.117529355532066	0.108941413025554	0.0318329440620906	0.0538307177859509	0.102841038834529	0.0814479662485278	0.0381777076810115	0.0619326374988795	0.157858554455866	0.0456920325967227	0.0312909493240283	0.083467379936572	0.14192131332428	0.0374003602652337
MetaB_M044	-0.325945810348152	3.43692088677905e-17	-14.6376686301679	8.27548826720489e-21	4.40128108394985e-19	37.1064503403412	-18.3564208947158	down	-0.271036625373768	-0.292614884039217	-0.222139330658474	-0.272350844399976	-0.246141101788106	-0.270208321090436	-0.242544341502291	-0.245436464831452	-0.292123654411796	-0.252970914689701	-0.0342119112225909	0.0465345798121589	0.0538101595041861	-0.0209624451786706	0.00214934666358033	0.0778949170144413	-0.0795190415010791	0.00480599517925511	-0.0234479769331733	0.0364476123499177	0.131290228072564	0.00186298619244909	0.0931678459782508	0.0229596139940795	0.047339913519738	0.0363920454606649	0.0821503124976887	0.0712697576211936	0.00127966386766986	0.0865852076612196	0.100922367450641	0.121189825108169	0.0676827990723835	0.108448978076185	0.028092891656624	0.066365058381529	0.0586910703789088	0.0576266702794789	0.0779604918545486	0.0340568645006601	0.127817715808455	0.17434945586257	0.144144693888526	0.214784539163006	0.162584156277907	0.143672198555955	0.0268599770753658	0.115987538824096	0.0790144845768924	0.059515895439774
