sample	wild01	wild02	wild03	wild04	wild05	wild06	wild07	wild08	wild09	wild10	lab01	lab02	lab03	lab04	lab05	lab06	lab07	lab08	lab09	lab10	fam01	fam02	fam03	fam04	fam05	fam06	fam07	fam08	fam09	fam10	res01	res02	res03	res04	res05	res06	res07	res08	res09	res10	hos01	hos02	hos03	hos04	hos05	hos06	hos07	hos08	hos09	hos10
Pame_20008.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20009.t1	1.10327	0.821797	1.04504	0.559622	1.28681	1.53815	1.27783	1.10267	0.984745	0.962019	0.914136	1.17057	1.5636	0.691406	1.4419	1.43251	1.57767	0.981179	1.75846	1.72784	2.30284	1.68214	1.31391	1.19835	1.36112	1.31201	1.80464	1.35511	2.27704	1.4716	2.10195	2.19696	2.77895	1.27204	1.0918	2.73478	1.33692	1.83296	0.708565	3.12775	1.89222	2.36387	1.84873	0.660156	2.20785	1.99342	1.75724	5.47714	2.95457	3.61596
Pame_20010.t1	1.47349	1.59009	1.51601	1.32059	1.49704	2.35085	2.41455	1.08423	1.42955	1.61844	1.25697	1.79211	1.68174	1.03375	1.4336	1.62358	1.50369	1.98615	2.04542	1.40588	2.64068	2.4112	1.85558	0.944382	1.56415	1.75148	1.22214	1.72525	2.28849	1.71154	1.65522	2.29743	3.03107	1.61451	1.70165	1.95552	1.92834	1.67628	2.59176	2.31256	2.55816	2.05991	2.25617	1.30933	2.32166	2.64839	2.72092	7.61369	4.63423	5.09167
Pame_20011.t2	0.634184	3.82619	2.28975	0.283676	1.12143	4.41423	1.38603	0.650434	0.45102	1.35961	1.13069	1.19002	0.758656	0.548222	3.93391	1.74172	2.10326	1.16473	1.57814	1.05022	1.36721	2.02888	1.43244	1.18904	0.770982	0.423969	1.3194	0.53631	1.38186	1.6597	0.950767	0.94667	0.925383	4.10346	1.03021	2.65161	1.0501	0.479793	0.914805	0.797517	6.37375	1.02541	6.55246	7.56496	1.87526	4.66452	1.94201	3.21264	1.12127	2.05164
Pame_20012.t1	13.1157	15.9658	12.6543	13.8685	16.4311	23.5527	16.6454	16.3558	18.0425	10.936	14.7243	16.4636	9.95079	23.7216	19.3626	18.9285	12.6804	14.7792	10.0879	13.9063	14.6644	13.385	10.5941	18.6379	17.6254	20.1812	10.9579	17.8341	22.1217	11.4584	23.2359	9.57814	26.6879	18.5337	18.2289	10.0685	12.8447	24.9405	21.3487	23.2479	18.6831	19.3644	22.6523	23.5592	8.35944	13.0035	26.3531	12.9121	19.6669	23.2986
Pame_20013.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20014.t1	1.52678	2.25321	3.96634	1.21504	1.95662	1.75224	2.19768	1.75991	2.57095	1.44569	0.325274	1.38967	0.991682	1.06797	2.00635	1.46678	0.749846	2.05158	1.0561	0.386899	1.7307	2.49474	0.863571	0.976122	1.61651	1.35889	0.721917	1.58477	1.02966	1.11765	1.80665	1.3886	1.51965	2.04266	2.27911	2.21379	2.35734	1.8337	2.11043	1.62778	2.99104	1.49408	1.85055	3.23484	1.25548	2.55254	1.66774	0.623	1.80062	2.02204
Pame_20015.t1	0	0	0.073548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20016.t1	10.4403	10.752	13.6543	6.40737	6.27377	7.0882	10.7117	6.92457	9.60485	8.93219	5.67129	7.46092	5.80021	5.37559	12.8652	8.38004	7.46741	15.1316	7.15681	9.07119	13.6143	10.6501	7.51792	9.46299	7.2147	9.27579	10.5771	9.85943	6.99198	8.577	9.23462	9.11337	13.0101	12.1986	9.05051	9.09632	13.8715	9.66606	12.6396	9.31435	11.6466	15.3849	10.7532	14.4568	12.4188	17.213	14.1917	11.7903	16.065	14.1038
Pame_20017.t1	11.419	10.7494	14.3841	5.42418	6.77875	11.3822	12.8671	6.80164	7.26943	8.64613	8.7169	9.03373	7.3274	7.37212	11.8361	9.5815	8.77684	13.2733	8.65778	8.23959	13.6083	12.8002	9.25553	10.4708	9.67495	9.80686	10.9911	9.43826	11.1413	9.66077	10.8628	10.6134	13.5733	14.4883	12.8711	12.3545	13.5268	11.5044	14.1954	11.3633	15.7375	15.3629	14.8666	17.4424	14.5569	15.2493	12.1251	25.6095	13.9991	17.8151
Pame_20018.t1	0.23263	0.345568	0.158024	0.154982	0.246229	0.187725	0.164401	0.187785	0.148804	0.256166	1.87577	4.09259	3.79618	4.24685	4.31142	4.9504	4.09917	4.35707	3.59022	3.26489	4.66172	5.46616	4.25988	4.73131	5.182	5.0473	4.87197	4.67338	3.55448	4.84493	4.91626	4.7814	5.33971	6.17157	5.8019	6.1845	5.09775	5.67195	6.15338	6.52362	7.55165	6.04824	7.35466	7.68832	4.37684	6.98264	5.35272	5.44118	6.22193	5.93839
Pame_20019.t1	0	0	0	0.05805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035515	0	0	0	0	0	0	0	0	0	0	0	0	0.037503	0	0	0.072176	0.039718	0	0.114749	0
Pame_20020.t1	1.59419	0.775362	1.18014	0.807321	1.03355	0.917531	1.35286	0.737208	0.82426	0.979584	0.080947	0.387287	0.34795	0.061109	0.131254	0.103309	0.18674	0.253645	0.087183	0.04797	0.203703	0.246154	0.141803	0.303364	0.198925	0.308395	0.157149	0.539569	0	0.183204	0.494926	0.834332	0.326098	0.784971	0.510328	0.406489	0.333859	0.381263	0.308284	0.451578	0.488679	0.5864	0.243263	0.968163	0.208497	0.34987	0.230691	0.025973	0.544807	0.59066
Pame_20021.t1	17.882	18.9697	18.8361	14.9869	14.2113	17.8468	18.6162	15.8998	15.9448	15.5189	27.1908	21.4757	17.8106	20.3932	22.3764	25.9193	20.5617	26.8808	23.0835	20.2835	30.2506	23.5853	21.1198	22.8932	22.4557	23.6041	26.5204	23.6258	28.5199	25.5805	24.1552	27.6919	27.9552	37.1671	28.797	24.6089	28.1538	31.8067	30.5419	30.7837	31.1275	32.0418	33.3278	44.7915	39.1014	28.7397	27.3199	46.6451	30.6574	34.1233
Pame_20022.t1	0.858083	1.09266	0.660678	0.859112	0.999234	1.10587	0.788647	0.913242	0.709009	0.763462	0.056634	0.420268	0.434625	0.213057	0.26516	0.539109	0.36947	0.152608	0.447899	0.242233	0.427136	0.600746	0.452811	0.437745	0.616208	0.352257	0.43905	0.401896	0.135614	0.430333	0.468684	0.497581	0.543856	0.726657	0.533723	0.53411	0.751478	0.591273	0.422836	0.647941	0.94412	0.541927	0.66499	1.01903	0.273965	1.16393	0.428583	0.428206	0.554188	0.574455
Pame_20023.t1	0	0	0	0	0	0.816616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20024.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20025.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20026.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20027.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20028.t2	1.36244	1.72787	1.2322	0.370675	0.533189	2.60486	1.08747	0.679552	0.429129	0.61981	0.177442	0.750923	0.701597	0.61721	0.553588	0.953711	1.09262	0.972519	0.77565	0.569078	1.13177	0.940429	1.09019	1.09169	0.944217	1.07056	0.768342	0.646209	0.644354	0.634142	0.713879	0.968553	1.45193	4.67705	1.3783	1.22789	1.40858	1.31695	1.49755	1.21967	2.01187	1.57602	1.91802	3.12741	1.71255	2.05788	1.01348	1.15996	2.05241	1.72566
Pame_20029.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117887	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20030.t1	0	0	0	0	0	0	0	0	1.07488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20031.t1	5.6039	7.51346	4.8008	5.89174	7.13186	8.83065	5.03035	7.0788	6.67418	6.72753	0.705159	5.94445	6.85316	5.28897	3.82432	7.62854	5.1167	3.10193	5.829	5.2662	6.30899	8.04152	5.86883	7.75494	9.04889	7.76263	4.79559	5.7026	3.04495	5.91364	6.03999	6.92043	6.17937	5.82306	7.87374	6.35327	6.90772	10.338	5.9294	9.05776	7.07213	5.72336	7.69099	10.8805	4.06368	8.03458	7.82329	3.05357	7.75058	7.93895
Pame_20032.t1	1.45516	2.17946	1.49652	2.32143	1.8944	1.75056	1.08986	1.29304	1.97345	2.30062	0.381187	1.98879	2.62218	1.89359	0.740524	1.8644	1.6146	1.49566	2.798	1.35894	2.73956	4.62457	2.06264	2.7311	2.88657	1.81198	1.92521	2.4627	0.72823	2.00619	1.95036	2.80593	2.37578	1.49431	4.27143	2.55295	2.76941	4.30741	2.57726	3.06343	1.22621	1.5296	2.25259	1.85225	0.376352	3.74068	2.97953	0.558297	3.95325	2.04618
Pame_20033.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20034.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20035.t2	0.814657	1.10253	0.693151	0.555648	0.536665	0.986031	0.944731	0.825735	0.8588	0.718145	0.121145	1.06943	0.970049	0.829883	0.786772	1.06184	0.716152	0.701445	0.682485	0.547119	0.934123	1.26734	0.750705	1.35968	1.31617	0.829149	0.805205	0.779605	0.510437	0.634641	1.18244	1.02409	1.29477	1.35756	1.41643	1.3072	1.4528	1.19727	1.15997	1.48215	1.74599	1.07894	1.23611	1.44861	0.597605	1.38991	0.997636	0.327274	1.40041	1.05172
Pame_20036.t1	0	0	0	1.56957	1.60536	1.96132	0	0	0	0	0	1.78183	1.6977	0	2.05132	2.12345	1.69293	0	1.7415	0	0	3.85262	0	0	1.58454	0	0	0	0	0	0	0	0	0	0	1.94438	5.36107	0	0	1.85131	0	2.19841	0	0	2.01225	0	0	0	1.99289	0
Pame_20037.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20038.t1	0	0	0	0.239667	0	1.53346	0.238804	0	0.497228	0.240325	0	0.291888	2.28219	0.761551	0.639097	0.654582	0.253383	0.290668	0.540889	0.882715	1.67545	1.8676	0.603867	0.497556	1.52114	2.45284	0.557278	0.306535	3.13165	0.883607	2.05446	1.82692	0.642988	1.15866	0.978498	1.18084	0.863181	1.50466	0.900446	2.95708	1.07001	0.332228	1.19839	1.27479	1.3118	1.49527	1.96126	1.2897	2.82786	1.37051
Pame_20039.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20040.t2	0.533379	0.288898	0.295028	0.101166	0	0.389394	0.302698	0.2987	0.155352	0.152177	0	0	0.051698	0	0	0	0.052016	0	0.055732	0	0.059101	0.133288	0	0.048924	0	0	0	0	0	0.061029	0	0.065964	0	0	0.064252	0	0	0.064113	0	0	0	0	0.064081	0	0	0	0	0.059651	0	0.050869
Pame_20041.t2	0.055525	0	0.11422	0	0	0	0	0	0	0	0	0	0	0	0	0.073221	0	0	0	0.067801	0	0	0	0	0.056322	0	0.062968	0	0	0	0	0.068625	0	0	0	0	0	0	0	0.066515	0	0	0	0.072468	0	0	0	0	0	0
Pame_20042.t1	0.916676	1.14363	0	0.286799	0.305809	1.47009	0.716015	0	0.592357	0.287548	0	0.348102	0	0	0.388252	0.587222	0.307811	0.348883	0.326164	0	0.338021	0.186706	0.18049	0	0.151551	0	1.85138	0.369158	0.381644	0	0.176939	0.183944	0.575607	1.21953	0	0.178502	0.513405	0.361662	0	0.178533	0.321684	0	0	0.582437	0	0.535653	0.391074	0	0	0
Pame_20044.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20045.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20046.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20047.t1	0	0	0	0.063606	0.068383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20048.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20049.t1	0	0.547485	0.528896	0.482555	2.02735	2.45086	0	0.965133	0	1.93388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20050.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20051.t1	0	0	1.16081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20052.t1	0.118386	0.192249	0	0.112286	0.181184	0.216009	0.167876	0.110561	0	0.056296	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070717	0	0	0	0	0	0	0	0	0	0.073815	0
Pame_20053.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20054.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20055.t1	0	0.276319	0.268278	0	0.257856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20056.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20057.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20058.t1	0	0.075833	0.088178	0	0	0.085225	0	0	0.068151	0.066666	0	0	0	0	0	0	0.073419	0	0	0	0.07991	0	0	0	0	0	0.0794	0	0	0	0	0	0.088499	0	0	0	0.079675	0	0.083727	0.083914	0.074432	0	0	0	0	0.332573	0	0.090628	0	0
Pame_20059.t1	1.06463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20060.t1	0	0	0	0.136036	0.1462	0.261555	0.203341	0.067018	0.069723	0.0682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20061.t1	0	1.31074	0	0	0	0	0	0.576796	0	0.577365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20062.t1	0.23337	0.248533	0.241047	0	0	0.560134	0	0	0	0.219408	0.300986	0	0.695502	0.463998	0.292629	0	0.232031	0	0	0	0	0	0	1.13859	0.231583	0.320583	0	0.841046	0	0	0.805108	0	0.293357	1.85293	0.595884	0.540146	0.525136	0.275111	0.274415	0.270503	0	0.303795	0.822575	1.16774	0.299827	0	0.298645	0.590066	0.287186	1.00234
Pame_20063.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20064.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20065.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20066.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20067.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20068.t1	0	0	0	0	0	0	1.24215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20069.t1	42.2028	38.5708	45.3918	30.9265	37.7193	37.6856	46.2445	38.88	35.6195	39.2368	95.5629	64.7579	73.8343	52.888	86.5569	61.0411	64.043	98.2443	73.1038	77.0976	115.052	97.7664	65.5714	59.5267	56.7107	54.3381	79.4425	67.1479	64.3683	88.9633	60.461	85.2095	75.126	68.1713	76.2012	80.4874	75.1383	62.9212	96.3465	67.0883	83.2169	80.9381	86.9459	82.5152	92.8472	74.0449	71.0464	81.7586	63.6505	72.5203
Pame_20070.t1	4.16091	3.24362	2.07432	1.77115	2.67244	3.59448	2.76016	2.05438	2.02818	2.38066	0.558851	1.25253	1.7071	1.92651	1.88938	3.28295	2.03687	1.5285	1.48622	1.63581	1.49361	1.39685	2.2826	3.39862	2.60238	3.54803	2.37263	2.50514	2.90904	1.91093	2.53869	2.26597	3.1661	2.52241	3.13767	2.5743	1.85662	4.62748	3.26215	3.13639	3.83961	3.35323	4.7975	5.59453	2.83984	3.39307	3.2524	4.04422	4.61893	4.23772
Pame_20071.t1	13.1848	12.0252	8.39091	6.78728	9.3811	8.64106	13.4452	7.6358	9.62694	8.08347	0.578659	4.11368	5.35416	5.81859	3.89456	8.67762	6.64042	1.53669	7.11616	2.58099	2.93661	15.3195	10.592	7.79518	10.6758	15.8405	7.78398	5.88513	7.68458	9.2881	6.1463	8.55881	9.76214	15.8705	9.14014	12.4373	5.06588	7.87874	10.4646	11.3834	8.02098	8.78719	18.3762	15.5857	9.19867	16.9038	7.46119	9.62508	9.39795	8.2067
Pame_20072.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20073.t1	12.4252	8.76703	7.16584	10.4015	10.6945	7.95594	10.15	11.5278	10.3411	9.67748	3.43361	9.01624	9.86593	12.3843	4.45173	11.2266	11.4686	5.10832	9.27867	5.89698	6.04351	7.0932	13.1732	11.6013	16.369	14.9466	8.93484	12.7818	7.18063	7.65132	11.3611	11.1681	10.4628	9.46502	13.4833	9.53575	8.42267	14.8589	7.87039	15.4873	10.7178	9.75725	13.3019	16.7978	5.04299	14.856	12.606	7.02684	12.8714	10.5735
Pame_20074.t1	30.3579	19.18	24.0815	38.5692	33.3276	22.7224	21.2533	36.9655	33.5399	34.1546	13.8957	33.5463	27.2295	59.4002	14.7602	54.8346	51.4174	18.4458	40.2144	28.3199	26.1911	28.3034	45.7135	37.5169	63.1542	60.9472	41.0171	48.1832	36.9449	32.6549	57.2009	47.5185	49.239	35.7226	39.0221	29.1428	37.6478	65.2681	29.9867	51.0507	43.4755	38.0833	51.3316	61.5814	23.1811	50.1112	39.5168	28.2803	53.6677	48.4973
Pame_20075.t1	0.544795	0.220941	0.278942	0.064315	0.104005	0.289206	0.224951	0.189609	0.197217	0.161292	0	0	0.070377	0.034961	0	0	0.035555	0	0.037449	0	0	0	0	0.069322	0.034206	0	0.03846	0	0	0.118159	0.04042	0.041991	0	0.157971	0.043799	0	0.076539	0	0	0.040682	0.036325	0.045477	0	0	0	0	0.044036	0	0	0.037373
Pame_20076.t1	2.40721	2.03936	1.81642	1.83946	2.13963	2.4442	1.84058	2.62864	2.40008	2.25574	0.146835	1.04211	1.24833	1.26428	1.02916	1.29404	0.993903	0.401781	0.830768	0.731384	1.15796	1.42057	1.05524	1.03484	1.29994	1.19042	1.07535	0.747762	0.589656	0.723331	1.00075	0.908151	2.15693	1.63339	1.86158	1.32766	1.35749	1.94539	1.31642	1.70749	2.15056	1.07308	1.74701	2.41978	0.73734	1.70145	1.87023	0.423877	1.42858	1.92837
Pame_20077.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3457	0	0	0	1.14	1.27384	0	0	0	1.00853	0	0	0	0	0	0	2.33973	1.29213	0	0	0	0	0	0	1.16992	0	1.15119	1.4502	2.5779	0	1.32617	3.68138	1.33667	5.32835	2.67378	1.15809
Pame_20078.t1	24.2789	23.2239	19.0697	18.6854	20.7375	21.3308	20.8598	21.3759	21.6055	19.9776	8.28722	23.6215	24.4008	21.5971	15.1663	30.9062	23.2123	17.5598	20.8996	16.3227	20.0356	27.0358	23.0913	33.16	36.2212	32.1954	23.3061	29.9074	18.6806	20.7256	30.3753	29.731	37.9931	40.5261	40.0419	31.094	34.9544	41.8377	31.1214	40.94	44.8579	36.2965	39.6707	61.7852	15.7002	38.0364	34.6683	6.75668	43.9598	36.5844
Pame_20079.t1	96.5989	80.5883	74.5651	67.0013	77.3938	79.2698	77.2584	72.4298	76.6223	73.3721	30.4622	83.5235	86.5467	82.7914	54.8052	103.614	101.394	55.3569	80.6528	66.1187	65.7828	103.6	99.7436	111.651	115.729	116.094	80.3762	107.257	105.693	76.2161	112.219	128.433	123.321	151.898	143.147	107.993	105.099	153.272	116.476	151.93	151.368	131.374	160.814	222.517	84.8586	135.151	124.443	59.2962	153.532	134.341
Pame_20080.t1	0.111361	0.080299	0.076072	0.035076	0.037804	0	0.140163	0.034477	0.035861	0.070368	0.050308	0.213814	0.076826	0.152601	0.049229	0.291078	0.077571	0.04324	0.122627	0.179958	0.084513	0.138307	0.088629	0.189058	0.224051	0.052435	0.083905	0.183736	0.096025	0	0.2205	0.183167	0.140379	0.258387	0.095591	0.178876	0.250666	0.177948	0.132749	0.1331	0.039605	0.198249	0.045247	0.145798	0.096973	0.130897	0.14419	0.14476	0.092399	0.122226
Pame_20081.t2	0.308638	1.48507	0.317633	0.289692	0.308851	1.29921	0.578559	0.716656	0.299204	0.580894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20082.t1	0.064454	0.069794	0.066416	0	0.131581	0	0	0	0	0.061349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20083.t1	6.41589	4.49454	3.90518	3.45561	5.0481	4.17242	4.63808	4.38582	3.8946	4.54531	0.242186	1.17689	0.896428	0.960487	0.736916	1.1313	1.58359	0.569624	0.930022	0.754131	1.24456	1.29886	1.30034	1.40739	1.67551	0.881139	1.25981	1.51441	1.09984	1.51743	1.21697	1.59706	1.74505	1.86516	1.40372	1.66403	0.824854	1.31028	1.80945	1.36021	2.64598	1.88333	2.83755	4.16658	1.05235	3.24654	1.12249	1.33982	1.63942	1.91417
Pame_20084.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20085.t1	0	0	0	0.915813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20086.t1	37.07	27.932	14.5126	21.3694	19.5151	22.1977	22.728	28.5755	23.0314	21.8485	0	5.85468	6.2019	18.4325	6.55592	15.8931	3.53258	8.04291	5.57154	14.4123	2.89786	3.1625	6.07008	5.80525	14.542	11.6706	4.66862	1.01934	1.09535	9.70037	4.85571	4.21445	5.77328	1.02577	6.52174	7.18707	14.5221	13.1871	2.93537	7.00741	5.61029	0	11.4857	9.90327	4.40135	10.1079	12.1081	3.29707	10.8756	8.53385
Pame_20087.t2	0.118678	0	0.178014	0.109201	0.124823	0	0.147176	0	0.303944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251369	0	0	0.125244	0	0	0.106043
Pame_20088.t1	0	0	0	0	0	0	0	0.118243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_20089.t1	36.8384	8.64732	5.70708	16.6184	15.8476	8.07812	14.24	14.9598	13.9735	27.7161	0	2.4339	3.43812	4.46928	1.39919	2.88813	5.72542	0	0	0	1.23577	9.27077	0	4.18824	5.43132	5.90095	8.24783	2.5657	0	1.20871	9.70372	1.34335	2.97442	0	5.43293	3.98167	2.44502	7.76192	1.21053	2.54077	2.39622	0	8.04419	1.41431	2.75396	2.54708	5.5397	0	9.72206	7.21917
