gene Fam Hos Lab Res Wild
Pame_01076.t1 1.63405366598111 2.16271958016814 1.37822514173386 2.04691999067643 1.6666257055372
Pame_01077.t1 3.38004520795245 3.7726369538896 2.97358738832402 3.51023556913262 2.06587034655205
Pame_01078.t1 3.85830736721157 4.34100465474496 3.38053668607462 4.14424111391221 4.0467126086916
Pame_01103.t1 3.65633106763905 3.63239398341843 3.34007923363111 3.90189746124811 2.82197500532509
Pame_01104.t1 3.07894218549897 3.4618846863797 2.65408913400252 3.42828942893696 3.07822868814082
Pame_01105.t1 3.12135776068191 3.53016614453236 2.89607963109407 3.33299385030288 3.08967349951131
Pame_01106.t1 2.98059135402774 3.47824173268414 2.8690708824961 3.29376873414297 3.77269546280718
Pame_01107.t1 4.00759070709059 4.48536327241169 3.54370348748469 4.41855344099471 4.65495139488965
Pame_01108.t1 3.10644540620644 3.50797935083786 2.59758612372148 3.27920312760148 3.32411734815698
Pame_01115.t2 2.25041723388689 2.17060779054953 2.08086350228959 2.32487461177102 0.0978383122043117
Pame_01116.t1 3.21323996847917 2.85010647638619 2.90284742823416 3.24968482285376 2.60852907382571
Pame_01117.t1 5.89651337988886 6.30474433229375 5.79309919464938 6.41612592400866 6.44500785773879
Pame_01118.t1 2.24968690731942 2.27900689332354 2.14004328807138 2.60250527327579 3.17504497455071
Pame_01121.t1 2.01823226546753 2.53612834295381 1.69164475910585 2.2803825142672 4.23925660427737
Pame_01122.t1 2.37559568988131 2.89687175534381 1.93360708807388 2.62217528475483 2.91763118202848
Pame_01123.t1 1.54970441655846 1.82698140880169 1.354730438647 1.90725166190975 1.30034045541686
Pame_01124.t1 2.87831350639337 2.7916967441556 2.71184543970207 3.05109261298627 2.00521086813716
Pame_01125.t1 6.15764990851925 5.8940602943689 5.82224728601219 6.31982778199289 6.13204499812224
Pame_01129.t1 6.35875794104001 6.85572466987416 5.96377732042475 6.69689541378516 6.08459436323047
Pame_01131.t1 2.74263689096212 3.40033612521462 2.39676151550195 3.09998991914742 2.95555012808755
Pame_01132.t1 2.40977878032218 2.48967703815475 2.27131684162879 2.65334666972778 2.11313061587457
Pame_01136.t1 1.59476081485722 2.10456730270375 1.11061053350635 1.72502704677859 2.552475468469
