gene_set	Bger Mean	Esin Mean	Pame Mean	Pful Mean	ANOVA P-value	ANOVA P-value Adj.	ANOVA -log10(P.adj)	ANOVA Significance	ANOVA P-value Adj. Significance
M00744	0.02227167279	-0.02792517855	-0.07750769236	0.02196015429	0.03149231748	0.03529908113	1.4522366	*	*
M00745	0.0497798929	0.04722443735	0.02410027248	0.04125769473	0.7769279699	0.7826829919	0.1064141035	non	non
M00746	0.07893554208	-0.09250364504	-0.08687417353	0.04342111647	6.495614606e-07	1.531913734e-06	5.81476569	****	****
M00761	0.1762523707	0.1518587946	0.1696065572	0.1657798989	0.3220647666	0.3309884755	0.4801871275	non	non
M00763	-0.2252467696	-0.2312383925	-0.08835394698	-0.1749614331	6.376864146e-08	2.072314357e-07	6.683544364	****	****
M00769	-0.1897204276	-0.1833770682	-0.04985165956	-0.1245006541	1.530773901e-08	6.123095605e-08	7.21302896	****	****
M00778	0.008367352156	-0.06950714316	0.003472480079	-0.04134324398	0.0001752016743	0.0002717957534	3.565757333	***	***
M00779	-0.3589578625	-0.1620952236	-0.3430460562	-0.2584330549	9.524417267e-13	2.158867914e-11	10.66577393	****	****
M00780	-0.2846313999	-0.1773940677	-0.3689217294	-0.2972776593	1.523629051e-05	2.738505079e-05	4.562486449	****	****
M00781	-0.4685625234	-0.3456074807	-0.399066348	-0.488341059	8.232374435e-12	1.184167988e-10	9.926586683	****	****
M00783	-0.3032666324	-0.1405791061	-0.2373675394	-0.2882035939	4.013427541e-06	8.066396241e-06	5.093320448	****	****
M00787	-0.1374267249	-0.185560717	-0.1991858249	-0.165414645	0.001968962089	0.002542204217	2.594789565	**	**
M00790	-0.1877059344	-0.3535656871	-0.311010007	-0.290472456	2.363009217e-05	4.155636898e-05	4.381362406	****	****
M00793	0.3400242081	0.3577932126	0.3664890333	0.347701648	2.504606827e-06	5.377693928e-06	5.269403919	****	****
M00796	-0.2252695183	-0.1358824366	-0.05623530295	-0.05523122593	1.281936294e-07	3.709432679e-07	6.430692506	****	****
M00797	-0.06296581119	-0.1464307388	-0.003366428387	-0.02173996445	5.373291461e-10	3.246079488e-09	8.48864085	****	****
M00798	-0.0352776463	-0.09492933325	-0.01925498732	-0.03952105664	0.003709396315	0.004671091656	2.330581611	**	**
M00799	-0.06790354171	-0.07295790196	-0.03060801815	-0.08609970631	0.01230809755	0.0143888361	1.841974334	*	*
M00800	-0.1085123849	-0.2268600484	-0.09973816364	-0.1262300278	4.366182142e-06	8.647584047e-06	5.063105208	****	****
M00801	0.004435097525	-0.006835312161	0.01955417337	-0.03145368767	0.5369427829	0.543604604	0.2647168737	non	non
M00802	-0.03424018277	-0.157749953	-0.1048365057	-0.1571451317	2.439219366e-05	4.252997868e-05	4.371304835	****	****
M00803	-0.02677638213	-0.1605884323	0.002299566167	-0.04706579741	1.259027614e-05	2.303512406e-05	4.637609444	****	****
M00804	0.04073484541	0.1251876634	0.08493532808	0.1458256181	3.646068864e-10	2.28860938e-09	8.640428327	****	****
M00805	-0.1735931792	-0.2379526188	-0.2922038431	-0.3564737599	2.274499669e-06	4.910031031e-06	5.308915763	****	****
M00811	-0.2243166699	-0.2231440652	-0.2877804195	-0.2239335574	8.525924322e-05	0.0001364147892	3.865138544	****	***
M00814	-0.1856311559	-0.2810194599	-0.1382899193	-0.2150187543	5.329890623e-08	1.782455225e-07	6.748981371	****	****
M00815	-0.09808553579	-0.2170806483	-0.1076334438	-0.1035963857	6.922915226e-07	1.604857621e-06	5.794563491	****	****
M00823	-0.2651004231	-0.2172635166	-0.3890502165	-0.2773740242	2.738174922e-07	7.161380564e-07	6.145003247	****	****
M00824	-0.06925824019	-0.1386993622	-0.09142054309	-0.09841011248	0.01293313153	0.01507633618	1.821704187	*	*
M00825	-0.09330552139	-0.2305294266	-0.2321085938	-0.177679753	9.581783866e-08	2.83287523e-07	6.547772553	****	****
M00830	-0.3143972216	-0.112192352	-0.4478656378	-0.426097344	4.740992672e-20	1.173478572e-17	16.93052484	****	****
M00833	-0.3720337457	-0.3890479429	-0.4585797199	-0.4392263462	3.21674381e-07	8.202696715e-07	6.086043346	****	****
M00835	-0.04426841582	-0.03455299957	-0.1406294305	-0.1705299548	0.0002072091305	0.0003131160194	3.504294713	***	***
M00836	-0.2102271667	-0.04741793055	-0.006512244457	-0.1136351623	4.841401666e-06	9.496595576e-06	5.022432057	****	****
M00837	-0.1752310073	-0.2671667929	-0.2435873814	-0.238708863	0.006163349708	0.007461859587	2.127152928	**	**
M00838	-0.1162972419	-0.2622662627	-0.1034563229	-0.1795786825	2.586805877e-08	9.682722915e-08	7.014002496	****	****
M00840	0.232874638	0.1997364068	0.2115691634	0.2110204733	5.733874924e-06	1.114009985e-05	4.953110916	****	****
M00841	0.2362661242	0.2564292088	0.2471854351	0.2425268183	3.874279555e-06	7.825277517e-06	5.106500252	****	****
M00842	0.3924096452	0.4419605787	0.3985140825	0.3963211638	2.251859043e-10	1.579605381e-09	8.801451395	****	****
M00843	0.3924096452	0.4419605787	0.3985140825	0.3963211638	2.251859043e-10	1.579605381e-09	8.801451395	****	****
M00844	0.4381549464	0.4613216669	0.455850485	0.4559063109	6.812679199e-07	1.588327493e-06	5.799059947	****	****
M00845	0.3362134685	0.3699312094	0.3444017148	0.343863252	7.244610774e-10	4.163100275e-09	8.380583128	****	****
M00846	0.1687960262	0.1775088779	0.1651537537	0.1664193603	0.3953094518	0.4022101155	0.3955470112	non	non
M00847	0.2735201612	0.2318354656	0.3444534598	0.3219767404	5.417483257e-08	1.797018836e-07	6.745447371	****	****
M00849	0.1387648393	0.2054992909	0.1991273464	0.1570329929	2.394577416e-05	4.193079768e-05	4.377466876	****	****
M00850	-0.09421838268	-0.03220018967	-0.1355129873	-0.1309137327	8.403607946e-07	1.937102849e-06	5.71284732	****	****
M00852	-0.09735511177	-0.25228162	-0.4011465448	-0.2640729563	1.325575358e-06	2.988037271e-06	5.52461399	****	****
M00853	-0.09359391248	-0.4828649726	-0.4040006821	-0.2614450335	3.586017812e-11	3.568525042e-10	9.447511251	****	****
M00854	0.2599922213	0.2851067776	0.2976557214	0.2889847515	8.725736833e-09	3.747474345e-08	7.426261332	****	****
M00855	0.2322300854	0.2652111281	0.2613593643	0.2659092351	6.544995281e-08	2.094338976e-07	6.678953025	****	****
M00856	-0.1685448665	-0.3287801997	-0.1551336208	-0.1630441406	9.213295482e-08	2.743813545e-07	6.561645404	****	****
M00857	-0.3420099498	-0.3891832059	-0.3639621142	-0.321567866	0.2487837887	0.2582793531	0.58791031	non	non
M00860	0.1380359087	0.1472389124	0.1991601829	0.1385651131	0.0001151104461	0.0001820351241	3.739844806	***	***
M00861	-0.3394323245	-0.05513742473	-0.2727938702	-0.416162294	8.628518908e-20	1.173478572e-17	16.93052484	****	****
M00866	0.3583549354	0.3383929653	0.369359748	0.3656851463	4.799526989e-05	7.960191104e-05	4.099076506	****	****
M00867	0.2027229015	0.08330385086	0.128261287	0.1250005618	4.139608207e-06	8.279216415e-06	5.082010765	****	****
M00875	-0.1679424852	-0.1720584964	-0.2207095557	-0.1955622324	0.05844915608	0.06410552602	1.193104532	non	non
M00876	-0.07676801101	0.05305214404	0.01193163107	-0.04442099026	5.144685637e-12	8.39612696e-11	10.075921	****	****
M00877	-0.05831200016	-0.3384190643	-0.1621254718	-0.1729844717	1.004653593e-08	4.225759442e-08	7.37409523	****	****
M00878	0.1205131574	0.1798534043	0.09144825959	0.1014905893	5.097074553e-07	1.245273304e-06	5.904735322	****	****
M00879	-0.1065316531	-0.1018741692	-0.1822252489	-0.1048759961	0.1054566998	0.1129300092	0.9471906365	non	non
M00880	0.2445024521	0.3244578494	0.2994616333	0.2747964857	2.317982568e-07	6.263158198e-07	6.203206619	****	****
M00883	0.1104126693	0.209704151	0.1726530157	0.1711226663	1.218010024e-07	3.549629214e-07	6.44981701	****	****
M00885	-0.1431663092	0.08427247176	-0.09873773865	-0.1521379055	7.086191778e-16	4.130237494e-14	13.38402498	****	****
M00886	-0.1924460789	0.0301215972	-0.139866019	-0.1977903263	6.901588746e-17	5.631696417e-15	14.24936076	****	****
M00887	-0.2908007015	0.1019445121	-0.2036522949	-0.2209579149	5.410132479e-10	3.246079488e-09	8.48864085	****	****
M00888	0.2697411129	0.3172854515	0.2852388172	0.2733540788	0.005564500154	0.006817765954	2.166357912	**	**
M00889	-0.4254258713	-0.2213128125	-0.477663694	-0.4660130834	8.239766034e-14	2.758465656e-12	11.55933242	****	****
M00890	-0.3834620999	-0.3665078304	-0.3177578911	-0.3613784694	0.004613921787	0.005756819845	2.239817361	**	**
M00895	0.2656857935	0.260908909	0.2896850295	0.2798799476	9.063859139e-06	1.720025362e-05	4.764465149	****	****
M00896	0.2042947837	0.2230324797	0.2481350824	0.2232693308	2.67115506e-06	5.676204502e-06	5.245941966	****	****
M00898	-0.06204839858	-0.01615647215	0.01226165286	-0.01922570104	0.000203848194	0.0003096683961	3.509103115	***	***
M00899	0.2148058497	0.19716264	0.2577163197	0.2403573596	1.186078824e-08	4.93796082e-08	7.30645236	****	****
M00903	0.2026646427	0.2664823032	0.2361221465	0.2368212259	0.000295863612	0.0004311155489	3.365406313	***	***
M00909	0.2712240068	0.3032416419	0.3244904669	0.3005090548	1.353770139e-08	5.523382168e-08	7.257794906	****	****
M00912	0.1143942877	0.1537118264	0.1212075682	0.1098216477	4.499866208e-08	1.542811271e-07	6.811687197	****	****
M00913	0.2845099016	0.2941102755	0.2844352698	0.2845753803	0.006667820966	0.007977920687	2.098110286	**	**
M00914	0.1020182084	0.1864109309	0.2152665627	0.1575543432	2.805974283e-07	7.291958646e-07	6.137155803	****	****
M00916	0.2280925011	0.2881110887	0.1287226413	0.1755041639	6.090955223e-09	2.766611691e-08	7.558051792	****	****
M00918	-0.2185407074	-0.2953442824	-0.3878412909	-0.2224352004	1.100134569e-05	2.031017666e-05	4.692286299	****	****
M00919	-0.1091396739	-0.1298577135	-0.09748040199	-0.1258623118	0.3247816954	0.3329420395	0.4776313644	non	non
M00921	-0.07050816188	0.047813454	-0.05825606142	-0.08120942586	5.414139484e-09	2.510191943e-08	7.600293069	****	****
M00922	0.03692948938	-0.008921010037	0.08402935923	0.04107919239	0.00479177198	0.005960496853	2.224717537	**	**
M00923	0.1773669005	0.2700310928	0.2151135238	0.2000635718	1.295410978e-09	7.240105192e-09	8.140255124	****	****
M00924	0.2071709303	0.1670993039	0.1782247649	0.1900030484	3.831485555e-05	6.513525443e-05	4.186183886	****	****
M00925	0.195685316	0.1709218489	0.1827169246	0.1956233978	0.0005708978664	0.0008059734584	3.09367926	***	***
M00926	0.2871807727	0.2944086262	0.2761876397	0.2805599375	0.02867787351	0.03232202318	1.490501463	*	*
M00930	0.2485975016	0.1755739151	0.1763286478	0.2059787976	5.937074565e-07	1.408329315e-06	5.85129578	****	****
M00931	0.2040349392	0.1464058256	0.1610241263	0.1936842224	1.024775673e-05	1.917928783e-05	4.717167523	****	****
M00932	0.2212323833	0.2134456486	0.1454495865	0.1533549054	1.649814045e-06	3.653734761e-06	5.437262983	****	****
M00935	-0.1284389803	0.00343193496	0.004145466622	-0.1446007915	1.66819047e-09	9.197590699e-09	8.036325921	****	****
M00938	0.3273513564	0.3442153169	0.3396386266	0.3349393926	0.007872932716	0.00931059869	2.031022392	**	**
M00939	0.002583432771	-0.03891207098	-0.01892076187	0.00671348837	0.0001082009027	0.0001717741958	3.765042076	***	***
M00947	-0.1219199513	-0.1224271816	-0.0701708335	-0.05768393394	0.1611446649	0.1707714891	0.7675846347	non	non
M00948	-0.0404148746	-0.03042823403	-0.03442613201	-0.0582141216	0.2256565967	0.23486707	0.62917787	non	non
M00949	-0.08797280265	-0.08994173798	-0.1060128171	-0.09503628809	0.8953671459	0.8953671459	0.04799884544	non	non
M00950	0.4030010628	0.3894988325	0.3694811589	0.3806140142	6.286108162e-05	0.0001034166182	3.985409668	****	***
M00951	-0.1029006379	-0.004852114388	-0.1233673649	-0.08356643099	0.01417705148	0.01633965255	1.786757183	*	*
M00956	0.06224938058	0.1004886933	0.007678802907	0.05092598167	6.246267844e-06	1.202111925e-05	4.920055095	****	****
M00957	0.01987259251	0.1196777153	0.04075090867	0.04716639581	1.998083029e-07	5.50822889e-07	6.258988021	****	****
M00958	0.1520310808	0.199570422	0.1972018426	0.1716964981	7.452767035e-08	2.270954142e-07	6.643791636	****	****
M00959	0.1871313768	0.229098604	0.2319618624	0.2090506452	1.773256112e-07	5.024225651e-07	6.298930864	****	****
M00960	-0.1528462052	-0.09422239338	-0.1625829286	-0.130971036	0.0002815782144	0.0004117702921	3.38534499	***	***
M00966	-0.05515825435	-0.1761023373	-0.02227892261	-0.1591928923	2.841084117e-11	2.972211077e-10	9.526920352	****	****
M00967	0.2744993779	0.1879807839	0.2228891846	0.2039371469	4.780718843e-05	7.960191104e-05	4.099076506	****	****
M00968	-0.07647394624	-0.1084033089	-0.02145800278	-0.1036841175	3.297860781e-06	6.864934687e-06	5.16336359	****	****
M00970	0.2932306073	0.2900950515	0.2993577532	0.2885228387	0.8132186729	0.8172246762	0.08765852828	non	non
M00972	0.3141976023	0.3204687683	0.3428609184	0.3227850441	0.01371816403	0.01590059922	1.798586509	*	*
M00973	-0.3783597556	-0.1804945003	-0.276850238	-0.3065164118	7.584263367e-11	6.583786071e-10	9.181524289	****	****
M00975	-0.02802145497	0.04753598742	-0.006235264225	-0.06447400984	2.02551208e-06	4.395792174e-06	5.356962849	****	****
M00978	0.3410779326	0.374881985	0.3826191502	0.3660487663	2.636866922e-12	4.890189564e-11	10.31067431	****	****
M00982	0.1971065596	0.2131984459	0.2011692108	0.2166730696	0.07103293159	0.07749047082	1.1107517	non	non
M00983	-0.29819237	-0.3788801983	-0.3790324701	-0.4299954052	6.21701333e-09	2.787408174e-08	7.554799431	****	****
M00984	0.01534214544	0.01633597934	-0.05500720355	0.02319764374	0.02240976606	0.02553962166	1.592785541	*	*
M00985	-0.02950734055	-0.2317207253	-0.167701893	-0.2039707923	0.0001658018889	0.0002581953079	3.588051654	***	***
M00988	0.338644902	0.3458759343	0.3384548871	0.3385145302	0.2818017687	0.2910762572	0.535993218	non	non
M00989	0.1738575393	0.1416385723	0.1292608625	0.1614831535	0.007225312578	0.008594540909	2.065777317	**	**
M00990	-0.08076097265	0.1404150307	0.0169390001	0.01188149893	1.911676429e-10	1.445640563e-09	8.839939674	****	****
M00992	0.1284493861	0.05369080351	0.03821172563	0.03275019979	0.0001172422456	0.0001846904872	3.733555473	***	***
