module	logFC	AveExpr	t	P.Value	adj.P.Val	B	Directionality x -log10(p.adj)	regulation	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6
M00035	0.059323157104625	0.323930641960347	7.51948029108018	9.8951748365097e-08	7.34042060599265e-07	7.26667153241892	6.13427905430353	up	0.294701450649126	0.28901800966035	0.296050525275935	0.277323706947855	0.297537957440238	0.280689143678404	0.362150427002453	0.368811498917726	0.367672746742094	0.372892994409658	0.365536077728402	0.373474313932559	0.32437730375679	0.324918217145307	0.331783556068258	0.331503313343711	0.333663102002539	0.333820428630595	0.32749495868466	0.310295702541638	0.306258863969936	0.29525930573796	0.304321421063041	0.304780381719082
M00741	0.063530491928097	0.0840472322254602	5.5140044084551	1.17733979286682e-05	5.03362862189457e-05	2.4157403251213	4.2981188295925	up	0.0359473338872297	0.0432259022284362	0.0367402672086801	0.0543380439709263	0.0380523751879869	0.0270627905530158	0.105548658374053	0.112831117347764	0.148756774333548	0.133218074402408	0.140611366597412	0.149204615974013	0.0837869374432626	0.0756693632813733	0.0972939056278692	0.111916713586568	0.101853016413913	0.104775697761752	0.0961961682488979	0.0720348880297052	0.0623495057313231	0.0629263348975678	0.0587036223798152	0.0640900999435258
M00378	0.138521199853822	-0.0289264116976805	4.16457576894054	0.00035328949000302	0.00103699361094412	-0.988147899031657	2.98422391934892	up	-0.177831885310437	-0.0376096963707981	-0.179295093546393	-0.163072529358921	-0.157409857405965	-0.172273188959969	0.0536902304339505	0.0343902138620924	0.0621368716488098	0.0491937459297288	0.103571456851146	0.146804410430388	0.00219552690109737	0.0170960482737014	0.016289841724869	0.00655113601212975	0.00133314657055087	0.065101311275447	-0.0628806650479973	-0.0965219638054452	-0.0738733409589415	-0.0611854009307529	-0.0878715901635288	0.0172373912009049
M00026	0.0332862722169513	0.311218579345222	4.12657788829621	0.000388858615701038	0.00111728390990158	-1.0831113686771	2.95183645549987	up	0.26855004581394	0.277935919649232	0.278714457710444	0.282224411877625	0.281309308118958	0.283441967703734	0.337959309020054	0.331752434948608	0.337270199775448	0.333749196453966	0.337641454942247	0.338727105907289	0.312408256271652	0.304028949657659	0.320374863557386	0.323066619332909	0.322136759843427	0.323297029006578	0.333459175155023	0.312373368922358	0.304538243843187	0.305258141483459	0.306785705308458	0.312242979981682
M00038	0.0479955046531818	-0.0536759146353464	6.10330460096651	2.75863259699687e-06	1.38953345626509e-05	3.88292775374893	4.85713099210619	up	-0.0562772561114324	-0.0721983501337581	-0.0655743611929037	-0.0235106277650608	-0.0505839246523019	-0.0519132838238529	-0.0337297569468941	-0.0258303552836831	-0.0214346432839331	-0.0233034360714677	-0.00447095691588057	0.00269343162909858	-0.077894186168865	-0.0776843037865449	-0.0603099583176228	-0.0643628864100186	-0.0556279974663343	-0.0545724399334087	-0.0716111594856543	-0.0587696596891214	-0.0800348120825808	-0.0939007713500424	-0.0676619430900282	-0.0996583129160213
ko00363	0.157119580049209	-0.183930679464151	5.50744462255771	1.19672053020533e-05	5.03362862189457e-05	2.39927109374499	4.2981188295925	up	-0.15301357161118	-0.263192221913865	-0.179238275922363	-0.140862591162473	-0.162386708220287	-0.144539894462423	-0.132223987781629	-0.0954158978415004	-0.0340606174882194	-0.0559124594067643	-0.0492210293729989	-0.0297119746723558	-0.205231740887624	-0.199326039194632	-0.227117214024131	-0.180690798249912	-0.219635485847121	-0.17003762229056	-0.318487873278606	-0.307179244616451	-0.18484059315831	-0.286820652876043	-0.340804783300839	-0.334385029559338
M00781	0.106382496156618	-0.425394352769245	6.091985047912	2.83569778353402e-06	1.39632899802699e-05	3.85501152424538	4.8550122427489	up	-0.468562523376631	-0.468562523376631	-0.468562523376631	-0.468562523376631	-0.468562523376631	-0.468562523376631	-0.358803685758806	-0.356654496263588	-0.384614236522815	-0.344178293847662	-0.315332418988589	-0.314061752529229	-0.41058084844542	-0.425730348384372	-0.383380115072243	-0.391959150606313	-0.372648419391379	-0.410099206132101	-0.48840908496129	-0.48840908496129	-0.488256026645727	-0.488153987768685	-0.488460104399811	-0.488358065522769
M00176	0.0277101269891809	0.182339518963437	4.98083553696611	4.48138977394432e-05	0.000161805931660998	1.07096591618544	3.79100556158394	up	0.17030282875754	0.164056846912392	0.165308001969042	0.184089520304036	0.184224654445347	0.165149262049553	0.212568189481567	0.19755999540314	0.189912529286132	0.191163664926857	0.21218554922144	0.215342756912801	0.172083214370683	0.167086119436595	0.187891320093325	0.190786589413962	0.188939032973261	0.182299085129563	0.166265967252705	0.191426715580828	0.165912396972144	0.186521173511936	0.163590505497178	0.161482535220464
M00013	0.132334840287463	0.0649321879981225	14.1723704980039	4.37615006470704e-13	1.98385469600052e-11	19.8680391648071	10.7024901401638	up	0.00228583042415178	-0.00189498902040804	0.0110275815175642	0.0470568126124647	0.0071652481477626	0.00892188059939204	0.159204617726837	0.164154863164693	0.160446397602566	0.148118688311162	0.168480969455442	0.184694373021617	0.0503070467536385	0.0374858397657018	0.0529217812236712	0.0378844542859871	0.041851551903002	0.0493277668840312	0.0836050128895489	0.0378722062401556	0.0256467911190772	0.0354545916353022	0.0288693952609051	0.0174838004306758
M00024	0.0283167239825315	0.118554599942951	6.50589722733542	1.04494044707328e-06	5.68447603207862e-06	4.86771541278852	5.2453095603279	up	0.121181722158169	0.113411629167462	0.112801194309861	0.113064364462417	0.125321111532853	0.119071426757408	0.144771481671703	0.136827262582885	0.141917174232284	0.132328518048621	0.142419928824822	0.140488492218783	0.117051698702596	0.0968849280899931	0.104061367621147	0.119380931896816	0.111933378529324	0.120771052238172	0.11093692924566	0.105855376015556	0.117549014198627	0.103623170732556	0.0929035496952739	0.100754695697836
M00100	0.110849131275257	-0.243348493918441	4.18487726174334	0.000335630235710302	0.000999541139925571	-0.937355727855084	3.00019932613319	up	-0.353426131911265	-0.331734439628211	-0.34922830503075	-0.322653362714404	-0.344917255287297	-0.34874691650371	-0.193508885900702	-0.181254838558731	-0.152329542927482	-0.12706174446003	-0.156501560047437	-0.150613300877608	-0.19631600471072	-0.209131683710141	-0.206900116934334	-0.187903354800944	-0.15550295968926	-0.192709171085212	-0.269005903328565	-0.281499180370515	-0.28042574252778	-0.298598495073339	-0.273959299200305	-0.276435658763841
