gene	Peri_vs_Esin	Bger_vs_Esin
M00117	0.273826058359434	1.04396841509944
M00726	0.263462558113163	2.45805466907629
ko01051	0.229633074363388	6.1392566355773
M00725	0.226098026918423	1.60498043792774
M00097	0.216381864501274	-6.65982215828346
M00740	0.200246216304133	-3.87335327267077
M00549	0.184142848098841	-7.41329083175433
ko00511	0.178406099449208	1.54341731864486
M00532	0.176978457708663	-2.41352646525215
M00696	0.176775762888352	0.454748787520453
M00433	0.169330455291309	-0.64877775570567
M00152	0.133562372936068	-0.97409849704542
M00970	0.118474410852883	0.0764649948278841
M00989	0.095421679691422	1.41963491390773
M00787	0.0709203853781035	2.1123808688719
M00096	0.0704983495284589	-2.54249980657159
M00050	0.0621221119926313	0.577331779570003
M00048	0.0347870625534358	-5.00608092536223
M00171	0.029699763053019	0.571668139284128
M00049	0.0222920392042564	-0.914327626231256
ko00909	0.0135199798719699	0.214509619426454
M00801	0.00592147066530442	0.0970915370700958
M00744	0.00152386136654447	0.583711445605272
M00417	-0.00152386136654447	1.44542757122055
M00046	-0.00152386136654447	-2.44357509586147
M00914	-0.00152386136654447	-3.74098353418073
M00011	-0.0182884972400045	-0.608622858142683
M00639	-0.0236822470787129	-0.805511393921245
ko03430	-0.0272638514829543	-3.94486341450538
M00978	-0.0409050778234302	-5.79012975558495
M00617	-0.0418976916176649	-4.24415048747017
M00793	-0.0438199633508342	-2.11969610480528
M00672	-0.0492328796080591	0.151718108743148
M00052	-0.0497364559766056	-0.0781356423421639
M00122	-0.0613086218457931	0.166554779062737
M00008	-0.0716232660103388	2.70302717612832
M00918	-0.0750026896970553	0.930994713689888
ko02024	-0.092410386934376	0.505089762424217
M00567	-0.0991309019663098	-4.7159106629787
M00086	-0.118474410852883	-0.985736914908088
M00637	-0.132567860785857	-2.18995795788047
M00836	-0.133562372936068	-3.49401048888789
M00855	-0.134925438915645	-6.07908359200913
M00140	-0.15441982762227	-1.61063652236512
M00055	-0.15714803407349	-1.42455545140937
M00949	-0.169754572051635	0.0223528643819779
ko03018	-0.170140409112409	-3.15700724750337
M00375	-0.176775762888352	-0.705379964915976
M00697	-0.176978457708663	-3.53013636946511
ko00960	-0.180843773924818	-0.97409849704542
M00034	-0.184142848098841	-1.93419674548064
M00982	-0.201528384903385	-1.02281968390623
ko00401	-0.225241422702507	-0.136468801147747
M00745	-0.228991303408663	0.0268118230595271
M00804	-0.273826058359434	-4.40219697012665
ko03015	-0.273826058359434	3.81260603514321
ko03420	-0.340545226743241	-2.71405249713687
M00009	-0.374487116162982	-1.28288887936148
M00530	-0.384692431122823	-0.274462888930476
M00112	-0.41823929650771	0.434158691778304
M00537	-0.420568382342254	-0.285627519904347
M00538	-0.420568382342254	-0.285627519904347
M00156	-0.426549267563207	-1.25611627598187
M00673	-0.495016246152444	-2.81431509491598
M00992	-0.531073276544688	3.20508378418521
M00015	-0.541287379293586	-3.42898346794287
M00002	-0.554971080816185	-2.54804217950737
M00984	-0.555631224688911	-0.00848168928811977
M00879	-0.565173887914433	-0.0337625449924564
M00948	-0.579238466400452	-0.265078785572499
M00136	-0.606641343672736	-0.126133085319678
M00061	-0.609828159181399	3.00043668094305
M00959	-0.610079384893065	-4.55311466996692
M00609	-0.642374479370767	-0.861550695061779
M00093	-0.6482614208855	2.27805344995761
ko00552	-0.6482614208855	-1.91503967511944
ko03440	-0.6973422999916	-2.32147303832648
ko00970	-0.767679881549074	-7.09544058716339
ko03022	-0.777437331711706	-2.00427093111452
M00168	-0.797832033384755	1.25832888980931
M00938	-0.821722163092747	-2.44202746803946
M00169	-0.851065512298247	-1.9811729471687
M00159	-0.867668626188349	-5.58120210896155
ko03410	-0.895622845942844	-2.54804217950737
M00172	-0.896818826818211	2.28088539351198
M00704	-0.902776388626599	0.830059806319726
M00846	-0.90799910703182	-0.517603931193628
M00551	-0.913468678773691	0.118016622125069
M00844	-0.914278028328043	-5.37274575922957
M00988	-0.919820086638314	-0.766143077523894
M00533	-0.940020119294598	0.274462888930476
ko00550	-0.940020119294598	-1.78458580590378
M00983	-0.980854105803294	4.07817067207545
ko00643	-0.988756323689188	-0.833252723840438
ko03030	-1.01274515574149	-5.25805327622453
M00374	-1.01274515574149	-5.59710910173149
M00565	-1.0743231363021	-6.67810432375143
M00852	-1.08499812462441	2.37001600701488
M00811	-1.10555096848644	-0.0184144553270312
M00875	-1.13432499288589	0.0590982032774308
M00849	-1.21153419893246	-3.53492801904209
ko00364	-1.21373318466801	0.114599058593741
M00958	-1.23233133804356	-4.88250373190837
M00651	-1.27158251370294	-1.67782797573568
M00548	-1.40973671678294	-3.10314711355525
M00935	-1.41256079517485	-2.71416019486835
M00018	-1.41756080928405	-3.3834284684414
ko02010	-1.43598612693626	-0.669654578496086
ko00450	-1.44484145700945	-0.57973592773603
M00554	-1.46306406694437	-2.55661734343313
ko00830	-1.48259456335836	-2.13762538539068
M00118	-1.52695306700763	-0.705379964915976
M00564	-1.58382013029263	-0.952545233143004
M00053	-1.59693184267678	0.0221314311992064
M00098	-1.61313426985643	-4.52908678860305
ko00543	-1.61313426985643	0.0308913862763184
M00170	-1.65913065205045	1.33257760318131
M00950	-1.67496293362391	1.23596793291668
M00632	-1.68510548371337	-2.41991215616729
M00700	-1.70197873768794	-0.435576218240098
M00095	-1.85799152682665	-3.20702336254742
ko04122	-1.90019863094431	-4.58205505317808
M00089	-2.00433538573218	-2.8183593840495
M00123	-2.0167313581602	0.952443953790099
M00926	-2.0167313581602	-0.556882168937703
M00903	-2.02767978562045	-4.58205505317808
ko03050	-2.02892700956298	-1.8050087856161
M00913	-2.07036143330294	-1.73362283147516
M00040	-2.07504042451333	0.039998681757666
M00529	-2.17612003304272	-2.83159669671515
M00010	-2.26904803140481	-2.97933273456488
M00951	-2.28444526635377	-1.90734611862659
M00364	-2.33676782683273	-2.46413111552828
M00888	-2.39416253583387	-2.73050695346561
M00149	-2.41367151484021	-1.3049392737236
M00051	-2.41639862210337	-2.74343629968841
M00099	-2.42340763329389	-1.73073732116667
M00373	-2.47160385896876	-3.25063766456656
M00616	-2.55521190497289	-4.01003375140629
ko00791	-2.61120537463832	1.91521248297283
M00805	-2.63460486042169	1.45884293476816
M00841	-2.65907446508693	-4.56076773977701
M00101	-2.78718473204667	0.00832881996280045
M00378	-2.8113780888552	-6.51702001954105
M00526	-2.93712964395035	-1.49812755293347
M00100	-3.02962536909363	-7.13621227203092
M00960	-3.06661920847446	-2.9725362382931
M00880	-3.06981470889432	-6.4213628606901
M00045	-3.13899684814568	-2.0984162991974
M00883	-3.16176987430787	-7.92185643815845
M00007	-3.23196778906512	-1.60498043792774
M00415	-3.31644122605811	-0.728480719517214
M00823	-3.3309498629042	-0.800507472377024
M00176	-3.36954423853027	-3.52948815881297
M00120	-3.67038416462687	-2.03186720987223
M00975	-3.70475930276474	-2.7235878926911
M00088	-3.70853372601254	-4.72820896794534
M00022	-3.73849146385008	0.775881225994129
M00835	-3.75794895605583	-0.102743364856462
ko00903	-3.77079244582418	-3.21242910236952
M00028	-3.77273507133055	-5.67565795878177
M00151	-3.77273507133055	-8.48463655738638
M00116	-3.83932596600078	0.982794419199117
M00568	-3.83932596600078	2.13021936354178
ko00907	-3.93127142050892	-5.13252988733691
M00026	-4.04757682523489	-9.49546198761308
ko00514	-4.22427894822186	-8.51439076222966
M00781	-4.22428052992071	-4.69847736701797
M00956	-4.25554679089115	-1.54077686410027
M00307	-4.36874369689759	-9.37937269903355
M00545	-4.36874369689759	-1.86261065220686
M00622	-4.36874369689759	-0.775881225994129
M00876	-4.38329844349362	-7.40486060955674
ko01055	-4.41515974577649	-5.72757770289903
M00525	-4.46851848475937	-5.57425941395703
M00783	-4.50010043667552	-5.35899795548759
M00540	-4.60240434080736	-6.83999866859577
M00741	-4.60240434080736	-7.70422033001079
M00036	-4.60242103487315	-9.4199298829346
M00780	-4.7073726071742	-2.46612464177586
M00833	-4.81361298329169	0.728030940018526
M00527	-4.92698670270528	-2.37001600701488
M00365	-5.04499925277822	-2.59801615572663
M00932	-5.146865673286	0.243580087360785
ko03450	-5.1587884400074	2.01931965647276
M00126	-5.20548263635655	-1.35395512966207
M00044	-5.41049951267744	-9.11377816450749
M00154	-5.41055852804836	-1.13084571062244
M00027	-5.47100309968961	-4.11773512039919
M00546	-5.5057432935515	-6.78690361149619
ko00363	-5.51767777588327	-2.42963394181862
M00573	-5.58150486460302	-2.18024797052481
M00338	-5.64275245045683	-7.70422033001079
ko00908	-5.64275245045683	-5.38366182588242
M00012	-5.85794326279853	-6.23534118269355
M00038	-5.93246092403476	-3.04387186731365
M00543	-5.97448055139999	-5.59710910173149
M00376	-6.02940092198644	-5.05005033640513
M00613	-6.02940092198644	-5.05005033640513
M00779	-6.19900447850124	-7.58354463998883
M00024	-6.28598087443009	-3.61363820544699
ko00983	-6.32952935737968	-6.93763030748436
ko00980	-6.36238865122339	-0.775881225994129
M00957	-6.45450042824787	-7.37359883756707
M00912	-6.50650926710911	-5.77567326588937
M00032	-6.53636339646272	-5.35422192258917
