module	logFC	AveExpr	t	P.Value	adj.P.Val	B	Directionality x -log10(p.adj)	regulation	Metagenome_fam01	Metagenome_fam02	Metagenome_fam03	Metagenome_fam04	Metagenome_fam05	Metagenome_fam06	Metagenome_fam07	Metagenome_fam08	Metagenome_fam09	Metagenome_fam10	Metagenome_hos01	Metagenome_hos02	Metagenome_hos03	Metagenome_hos04	Metagenome_hos05	Metagenome_hos06	Metagenome_hos07	Metagenome_hos08	Metagenome_hos09	Metagenome_hos10	Metagenome_lab01	Metagenome_lab02	Metagenome_lab03	Metagenome_lab04	Metagenome_lab05	Metagenome_lab06	Metagenome_lab07	Metagenome_lab08	Metagenome_lab09	Metagenome_lab10	Metagenome_res01	Metagenome_res02	Metagenome_res03	Metagenome_res04	Metagenome_res05	Metagenome_res06	Metagenome_res07	Metagenome_res08	Metagenome_res09	Metagenome_res10	Metagenome_wild01	Metagenome_wild02	Metagenome_wild03	Metagenome_wild04	Metagenome_wild05	Metagenome_wild06	Metagenome_wild07	Metagenome_wild08	Metagenome_wild09	Metagenome_wild10
M00843	-0.0575682316018218	0.414502631508012	-5.39938300577389	1.75455078884161e-06	6.97120625923676e-06	4.0408289457662	-5.15669206746817	down	0.461581338042793	0.400395643793597	0.441452721172761	0.410666011099781	0.392982236265829	0.449670479030993	0.414769622742199	0.438854025977196	0.387987575023867	0.455701379570974	0.411954624402989	0.451256671349686	0.462098978928462	0.485180481874035	0.419979445701495	0.407514176031563	0.479806839341128	0.439360676755778	0.470161521753984	0.481890037608018	0.385006762152445	0.414141948437873	0.406524194388242	0.37328767776179	0.40834835291952	0.409447478105433	0.396854347962752	0.352457408014325	0.403499664862005	0.400080474314366	0.475586780192168	0.412340666272568	0.39641369504924	0.46530663184228	0.410668102403794	0.455771366277396	0.436695404103055	0.420719881918252	0.430948960232827	0.423286829457593	0.355851549720675	0.376049443570914	0.376522664242202	0.365689698884199	0.383368931136259	0.353552578471481	0.357476465860786	0.393414681956865	0.354678704307224	0.367875744114939
M00930	-0.169575093443272	0.235286132560822	-5.07211729907435	5.54996638389753e-06	1.94467326049953e-05	2.90792526549155	-4.71115335736262	down	0.354424702628156	0.178427362143973	0.338137192910288	0.280336657399675	0.254206533422083	0.347996482180925	0.341160346513358	0.349204349416674	0.171108531396899	0.340086332014712	0.26706234425885	0.346411390699137	0.274321191904169	0.311155553188076	0.285429590738157	0.278633908683471	0.318774426196416	0.35943262730548	0.235930507443394	0.335427482368143	0.284394794690533	0.292488187665609	0.345273383714825	0.258668355112851	0.261704690265234	0.2189016523134	0.229578880653931	-0.0833928165519374	0.190312355939305	0.218965424232571	0.314817311683013	0.330587728189289	0.314522031022273	0.338696483923465	0.00364682392194902	0.325034385475998	0.266324226872736	0.31688687870135	0.345844977458995	0.0271227818816346	0.0999634966014744	0.130788336758841	-0.0453417464436122	-0.00904146678279309	0.224662397757179	0.0711342028023426	0.0706029349190029	0.2516699100301	0.0590016612100414	0.14282085120947
M00841	-0.0589193134336057	0.233546019150347	-5.6577190276301	6.99245529722846e-07	3.08083426462046e-06	4.94862176522057	-5.51133166419419	down	0.266689175302864	0.17256189960976	0.237968372800442	0.297017759898718	0.233068915174421	0.250817643657575	0.247925154621771	0.236664899669373	0.197565101311728	0.24758995553336	0.239418217422567	0.245791631392577	0.305121098597379	0.31950827511956	0.232657567498121	0.23548043570025	0.308067017729168	0.243647772344889	0.257258043325784	0.255164879456294	0.240585325296482	0.234863762034518	0.223218599148	0.222517053616851	0.229257451692616	0.240901498844787	0.221418048411017	0.199567828970346	0.251743930753523	0.225664222291392	0.257035557407267	0.280203530071119	0.230815085487174	0.253262859624693	0.221973197835566	0.247355502743293	0.279585712485961	0.274670558032019	0.267480689780649	0.181091042788869	0.194984897794194	0.201614949208178	0.179206696034708	0.179631656672029	0.20205872240197	0.154063090612776	0.187937714821906	0.183072613926148	0.196439158604494	0.185096183958225
M00866	-0.0513194599098387	0.382275013733458	-3.61030134547557	0.000696851599162348	0.00152758109175983	-1.78152237861955	-2.81599572591746	down	0.436027758071762	0.38971298147805	0.411375595917185	0.392206257435028	0.327426248604703	0.428637566753568	0.432527770904363	0.42669058157717	0.33524447268729	0.421854222709598	0.392890215573091	0.436238422451123	0.342165179929098	0.376566800973392	0.402482439197617	0.325020494366897	0.431539951725509	0.434286620875057	0.349539828973826	0.427030573083072	0.373256436565189	0.425605533636361	0.4335518312848	0.381330138701567	0.433595744602668	0.39730621460504	0.394354068647627	0.275938666646767	0.36366194700906	0.393812310711175	0.413823688304067	0.424782653864816	0.387581661615381	0.412544091460135	0.297452860632336	0.418904345636089	0.398847152781429	0.429305769421076	0.433829815163923	0.292607314040113	0.340398759544035	0.366289562485006	0.311786692882069	0.328310951699515	0.373274845674712	0.340976675555826	0.315588222212522	0.345000637967943	0.340510711344159	0.35005739869008
M00797	-0.0901950921880909	0.0760368163335557	-4.92774469684621	9.16915898420682e-06	3.00020275586179e-05	2.41539110761405	-4.52284939435486	down	0.152151638349733	-0.0738992193994238	0.121653315047183	0.0785682175599972	0.121470528736778	0.0792083478245532	0.118399895190898	0.12947345296545	0.0511159446383472	0.114306346311421	0.119101534929725	0.120242111904163	0.0859397803527257	0.0216143926769844	0.123193912487818	0.0916960724337619	0.166768143694854	0.104563348046457	0.0630843244205884	0.137185912974725	0.0699139794827408	0.135103632940174	0.135904470126981	0.114349401509602	0.109422841759426	0.124891220900308	0.118399940340759	-0.0774248180313138	0.0477924711136512	0.122649293123302	0.124612886270595	0.137582747745118	0.133756713506941	0.111302502916161	0.057989976578303	0.113971756722246	0.0657022500227253	0.0847914431876753	0.126703274285864	-0.0202205948010441	-0.00875421000629974	-0.00632335725594829	-0.0461056048055006	-0.0266179835281708	0.059848291440545	-0.0431016923079541	-0.0177424729993034	0.0980746079896485	0.00225024741980716	0.0272795998840053
M00014	-0.0789863135974463	0.18334752109446	-5.24832609468506	2.99186656839497e-06	1.14774191632393e-05	3.51528594564415	-4.9401557573363	down	0.192023589784441	0.107937380858953	0.184690287204349	0.203300668045006	0.180475120622293	0.205156744878278	0.188377575007164	0.183477454770362	0.182278238981061	0.252494428337943	0.204964304130225	0.175056430305622	0.253520271981889	0.284214805212732	0.275352674103836	0.298190869294209	0.199820833495616	0.272124630475495	0.218441959951005	0.206804715074084	0.194530205944277	0.247871274316555	0.207575235646985	0.180112348448467	0.199747251883115	0.182047596972893	0.171936247337632	0.0865303207503062	0.161058299519171	0.174554570313945	0.200141931313563	0.217774292281404	0.200277205906385	0.210218813584703	0.156539813452216	0.195549087049573	0.185321405492354	0.194542300199847	0.232694696052418	0.0980654735776055	0.145149092262948	0.0997989021910607	0.0692856272062207	0.0889176095620746	0.170168357274249	0.0815746511313702	0.111064327621714	0.158172733259536	0.135468172841361	0.141985228814497
M00730	-0.140155912800736	-0.0940770544920722	-6.21590932515796	9.36150851892142e-08	4.73394464877276e-07	6.93971270066716	-6.3247768243269	down	-0.0471879441291631	-0.190005685635276	-0.0469272009625912	-0.0951870199274397	-0.0930230271175863	-0.0457061028966229	0.0243228212621126	-0.0664911411790926	-0.0854172428096966	-0.0444215017889165	-0.0508442992144795	-0.11989807959159	-0.0695597757333505	-0.0705420823822536	-0.029991221802585	-0.120280398943436	-0.149473212309433	0.10365534255871	-0.0032312475829377	-0.0094266286016494	-0.00138308326144867	-0.0894085137722026	0.0438620091561801	-0.111456681106312	-0.131613239223774	-0.00276261010253012	0.0465962283257897	-0.218574614888417	-0.167387604795957	0.042440680911573	-0.0261820048904324	-0.137275736344974	-0.092963239806623	-0.0508433276295888	-0.0375935996610102	-0.0675295236408366	-0.0720211081074156	-0.0707280436725321	-0.0895254837217819	-0.197849732257425	-0.193030121019199	-0.226018672966591	-0.135256929656967	-0.220464175782321	-0.217451585775775	-0.293180212277076	-0.194536481533152	-0.19392713967596	-0.189951278413481	-0.198201250226091
ko03410	-0.0608119543421385	0.143040510802999	-5.0000993158094	7.13302425795765e-06	2.42305022503142e-05	2.66162689833817	-4.61563758370487	down	0.136196302434442	0.148608781454406	0.163671303751331	0.232421533677041	0.132907259085879	0.124867906402282	0.186990319707551	0.154697920970511	0.14961641218454	0.166633395692503	0.124478348871213	0.118040631803168	0.203359869426135	0.230741032309999	0.174983143548965	0.134249089966024	0.208041195134528	0.121272249035402	0.127621193014159	0.120710105743903	0.196767084450378	0.101989857886518	0.124104522127551	0.122465052976096	0.124354068746449	0.126170941201399	0.117425573785832	0.219701009094597	0.11981689144824	0.125337357973555	0.123824675153676	0.221571415869507	0.147050061030547	0.122778295203985	0.163743587417531	0.154227695497692	0.201141681370074	0.162549123525155	0.169896557153971	0.203092620730328	0.0934103209634741	0.10351479419816	0.0793612248933389	0.0739897899031152	0.0969770413081625	0.0915649565369577	0.0928267931250278	0.133839655577788	0.0914711760309685	0.0869537207558886
M00931	-0.164256511706402	0.213454080679431	-4.99498637969254	7.26097205622384e-06	2.44782770077243e-05	2.64418603528154	-4.61121915484235	down	0.338209473972724	0.180260184802112	0.316918505007394	0.259466753612936	0.228161720170486	0.327490050057251	0.314544831040055	0.330667035550028	0.144519632734769	0.3174185070455	0.238551894817064	0.320249295073265	0.253966883835187	0.288907592297307	0.270551268987975	0.246048652354202	0.292723820697014	0.332392766769564	0.224955151235809	0.3087781958699	0.263220261612778	0.273118365027424	0.314202885146999	0.224302886602385	0.227237544605646	0.187925082654873	0.199229588195591	-0.120461452172981	0.170987712769403	0.192233653543911	0.292556782068235	0.308571843337109	0.29207513282657	0.314611135049954	-0.00690740167379604	0.302116290233389	0.252630072826461	0.290871279965515	0.314961729124313	0.0239497131541178	0.0770411861292645	0.124011668823186	-0.0631114409149083	-0.012562281816163	0.202998890988701	0.0520543411478967	0.0479219908453579	0.222061568461992	0.0425479856498891	0.127524803827877
M00077	-0.106930121332002	0.183040389004964	-5.65173076398617	7.14382633059041e-07	3.11666933050268e-06	4.92746355658691	-5.50630927265288	down	0.228186133719468	0.215929595109083	0.248877698231234	0.136518485675426	0.146362140097022	0.236220180173428	0.23257910968574	0.280895122118817	0.125690112764582	0.257891150751945	0.242541238630251	0.19407593411434	0.131006704137789	0.218154736885547	0.225685664668297	0.197053129917948	0.234584788410055	0.24889748896453	0.237398135269582	0.222777712653922	0.228306819034875	0.318514485622043	0.239029352282141	0.179719110303552	0.205834645343381	0.212210058669271	0.159006814614948	0.0178948986389829	0.149270657618854	0.187840021226899	0.219873017276602	0.171971531373188	0.183066673233632	0.255018813307321	0.153035407060671	0.229612880829077	0.189037719984247	0.235000834985802	0.263128464546142	0.118359062923946	0.125542791794745	0.11173666269758	0.0168772885194676	0.0615788656760247	0.18116860957931	0.00653865496545333	0.0882508098721426	0.138282650363295	0.118851792559782	0.126134793365828
