CPD Fam Hos Lab Res Wild
pos_1770 13.8808992393728 14.4277790661101 13.5943559829425 13.8869235014657 11.5709651102209
pos_3417 17.4483552272859 18.3919138703586 17.2093120775975 17.9033909768536 11.1118154301538
pos_14499 15.6351666224446 16.4885961189061 15.5688931972327 17.5539369030202 8.69450712639007
pos_21087 15.6098004667341 16.4701769052149 15.3610084416729 15.9148727101874 14.6767024590052
pos_22094 20.251548311206 20.4350188771951 19.8486244452948 20.0497080785006 17.0408785576284
pos_23861 12.1439068190588 13.8393231551018 11.3104978686689 13.1280893088478 13.9884404365737
pos_24848 19.4009876030689 20.6087245495418 18.9558530402985 20.0905824751067 17.4282927861177
neg_2277 13.7272577922757 14.0030567245695 13.4670705763992 13.5617003707697 11.1408862136066
neg_8968 14.6864534420364 15.6939849496089 14.2636583796723 14.9645775292595 13.6885996994569
neg_9708 17.8814707501244 18.7931679355405 17.1259083004772 18.1748446432702 18.7666088895367
neg_12249 19.1398783742366 21.6876968281364 17.4093133038246 19.7593765440919 19.2518309214282
neg_16807 11.5441574644287 11.6217353382241 9.84424678258522 11.4766941979869 14.5918779057861
neg_19001 20.051011882147 21.2677304473836 19.3480362932995 20.9760310786654 17.0047545525378
neg_22403 15.5718487960676 17.1018233675236 14.8732938425226 16.4054617528289 21.9338441805697
neg_24468 7.07771155093125 6.41619331097237 7.76744317072443 6.85947046130263 14.8496866008049
neg_24514 18.143126760125 19.8019821774792 17.1423279414525 19.6863353853974 17.454801037866
neg_25382 12.7339731984885 14.9194965265217 12.8539449814529 13.1201984983688 14.3371027291291
pos_673 12.8562474490916 13.9459602057698 13.3776187463629 13.1795558900311 3.59751054682006
pos_2973 17.7083759183821 17.6940629782014 16.4038010440989 17.9561012519669 11.4462059451467
pos_7943 17.9974520316107 18.7677126196453 18.2622892732358 18.641073779826 21.2375311015189
pos_11027 13.968951768298 15.0361639421312 14.0334029378159 14.566920095492 9.10650483584367
pos_12490 20.1050317307746 21.8057242709439 19.4070842493626 21.0204746312571 18.780666011048
pos_13764 17.7381959650155 17.4517076260764 16.5887502159769 17.5140345464683 11.9306063970139
pos_15244 11.2982381960658 12.3927279190069 10.8816655409177 11.2479428016949 8.59836861003022
pos_15541 18.7084387921429 18.4591261882954 18.0417601597762 17.7431368666587 19.7384262856275
pos_18021 13.742760465679 13.3304639639642 13.3208313322718 13.7293599153766 17.0323773088612
pos_21342 17.1896313555121 17.6040163800646 16.6610247050357 17.4502640671538 12.9565807597987
pos_23712 17.3005816350851 18.3282503886858 16.6602183017027 17.9787855402117 15.7561282319101
pos_24895 14.0877208731686 15.2593654137353 13.6306971465766 14.7496640984506 13.0709592995967
pos_25604 23.2158766466005 25.2952664289174 22.3511950243014 24.1386910593026 22.7298784946132
neg_1057 13.6917634664056 15.1210963019578 13.6201668144968 13.8286032987 13.7055443802298
neg_5883 9.17535907346196 10.0172183392995 9.91780964194625 9.2683710058281 7.33532477176132
neg_15123 20.4278820932676 23.4093418496123 19.0784430350913 21.3027881734068 20.4679665726082
neg_21140 13.6092012014569 15.3679151490843 13.200186871493 14.6006773905143 13.125294517506
pos_1876 18.5575879326188 18.3891013379189 17.8221783592631 18.2870317133433 12.469549195733
pos_3034 15.8492065288462 16.152409717143 14.983270838796 14.6609076453439 12.8304793432447
pos_3247 13.6786448173477 13.5085043441661 13.1045794270292 13.2834342457702 12.5851637774748
pos_3681 10.977273496714 12.3954969007169 11.6139850704104 11.6489508524193 11.0923000303556
pos_7829 14.6098241353318 15.5620648362668 14.6387977497104 14.915698269183 9.71782718276406
pos_13586 16.5942257019353 17.981145584819 16.3769782005707 18.3376250283169 10.9111853754114
pos_13777 18.3803646046848 21.0519340665409 18.6856841662296 20.2885798413194 14.5790958877891
pos_17240 11.432819297466 11.7766932124181 10.348330147653 10.9932984821127 8.33737274952311
pos_17764 9.84770468420156 11.1851135098132 10.2348721528789 10.2322686624002 8.39976688481456
pos_19107 17.0507800958027 16.982885010012 15.8883564435237 17.3485065479016 12.0258322287511
pos_20851 14.9508243375731 15.159851071657 14.3207016927411 15.1893633005618 12.3566020292012
