CPD Fam Hos Lab Res Wild
neg_15294 12.2903149658301 13.9893053048524 12.4958619452584 13.5409659823365 10.1839337250906
neg_15723 17.9318884658504 19.9791891794329 16.788218606025 19.0299584318489 17.5458378596024
neg_16208 16.2691027162083 18.027756117902 15.4537556222742 17.7249189943455 15.7513933277067
neg_17631 14.493851252998 14.5408411161407 13.1202411714059 14.1468318273401 10.4189993225516
neg_19178 15.3683826829166 16.3398130691978 14.3572204010371 15.8185676900502 11.7323386821089
neg_20310 10.8414500211786 11.3133237050078 9.70104299600093 10.7690605423882 8.77061656177557
neg_20722 22.136951946494 22.7244234339894 21.5004742422444 22.7747653297584 10.5221722395066
neg_24677 13.7591825204134 15.677929564943 13.4502613190831 14.1014697511507 12.411019796702
neg_25119 13.9128943347179 15.2262487022471 12.9739502888118 14.4408866183706 14.4701701637469
neg_26288 11.9340937782655 11.584468807595 10.8518299864086 10.6390558918942 9.50278821791853
pos_717 14.2163094637294 17.3607593746204 13.9849795080419 14.2953284338865 16.5387838075569
pos_2718 18.946661068688 19.7907013157101 18.8700406985467 19.2159230929576 16.9430839155966
pos_5678 11.7277721360288 14.2804636070739 11.2887054594494 13.1882167660515 9.15550461997214
pos_7180 9.58450825431371 10.5209251849105 9.80813356986016 9.76347568899435 6.14762391490334
pos_9369 18.3623768828657 19.1079989718816 17.6056341019216 18.8690914942641 19.2338792143724
pos_9429 12.8668387595066 14.1613157804023 11.7680314455219 13.1805711181874 16.3273838490642
pos_10372 19.0600235409082 20.1891656524722 18.7337140159865 20.4354382802618 19.064378731059
pos_10709 15.1641916155952 16.3635069743354 13.9541791085866 15.4504925360278 12.4429893887533
pos_11467 12.2983096181511 11.875702185592 10.393161054069 11.2997645583425 9.01204128145356
pos_12326 10.2732781975652 11.1552259961963 9.64217905657834 10.6788500289446 14.5790039376141
pos_12497 14.9187153662576 14.0049596636054 14.8777493037339 14.6006594980233 12.4164964827056
pos_13754 13.6667668040809 15.6769380773646 13.7763586376259 14.4967358755783 8.88236600893258
pos_16512 17.9125675854236 18.939005340098 17.3600803175398 18.437152645728 13.7773479539867
pos_19270 11.56226208046 9.60678688066487 11.0821898681754 9.94968719665813 7.1876836287253
pos_22653 11.9046668713163 12.7245056928351 11.5002601621703 11.6333115995513 7.16136451152549
pos_23911 17.6661764466233 18.4182813129499 16.8873577759616 17.7260395369326 12.5910972637557
neg_3242 15.64228838493 16.1561902720819 15.089615477078 16.6650808286519 15.7257176307666
neg_4129 12.1304418951958 12.6601110153255 11.6837034613877 12.608496184937 8.88580768694649
neg_5320 12.8017035860158 13.7305210693358 12.5844088025771 13.5540625189238 11.2475043082695
neg_5667 14.7363142896883 15.9962817427961 14.07972142214 15.658063631447 15.0055211964787
neg_11117 12.9859399958001 15.0538336478936 13.3499686930891 13.8990722625574 14.6736663798199
neg_12918 22.1846458092611 23.4101139195988 21.6628057346627 22.4919451267134 20.2168459212196
neg_13281 19.2391478244447 20.419355174585 18.5118549253664 19.9463673752471 18.0985719897467
neg_13872 22.8648239033141 24.0344537718163 22.6042311105118 23.1632196258649 20.7555102875313
neg_16410 14.7021668676373 16.0154309386463 14.504752498271 15.4095976542095 19.6626727660708
neg_17863 13.1374123990974 14.7210226761054 13.342746938308 14.5390686539414 9.98054722764427
neg_20414 14.6159336311067 15.1732866188578 14.1431476844033 14.8245737124953 9.6854168867311
neg_24356 12.4379130299033 14.9886711598667 10.8198246396272 14.0683079601012 10.2820779026746
neg_27423 17.3133779799869 19.972688376355 15.947302983446 19.2751711603479 15.3595486870037
pos_1229 14.2397863596939 16.187347685731 14.5037218347575 14.6436879121339 16.3739150237432
pos_2355 16.353877181562 17.7687700142551 15.997876815651 17.555306037599 20.489303124232
pos_3838 8.8257771435388 10.1804384101858 9.11147177414391 10.209643826006 17.7923451895502
pos_7023 11.8760837278373 13.197572012609 11.1619536613451 13.6306827231805 9.4786459209646
pos_7436 16.5125815957449 15.6810359322252 16.5709254309057 17.2011741785634 7.97634905776032
pos_9040 15.3111366719613 16.3835405206899 14.1102882381677 16.3826746127441 13.1584269179489
pos_10866 13.2302172953244 15.2627213431531 13.5219944619851 14.0459042405097 16.6935096147023
pos_11079 15.3011806796182 17.0068551883917 14.723906151498 15.8110572427993 18.4504770393947
pos_12440 10.7167990070739 12.6048020098032 10.3556447724951 11.4433897705494 13.7702934689468
pos_14926 17.7792878716199 16.7772103416254 16.5183599020845 17.0529354249999 7.37347718959069
pos_17565 12.0086669168942 12.7838281036981 11.890205928316 12.6064392307923 10.2479030619721
pos_23965 15.9780381978441 17.4928390357843 15.9729861488875 16.6827701344372 14.3683860785261
pos_24089 16.6353382987162 19.1328031322848 17.0041010294446 17.8164498314923 13.9158126369803
pos_24484 14.2854890047852 14.8239269577514 13.9001328627324 13.6675012419043 13.6031321079187
neg_6892 9.9657628082032 11.9171653632363 9.6239996648675 10.6689503141051 7.64575807492601
neg_7184 13.2788851270347 15.1111838971007 12.7853776289054 14.0944279717654 8.06698981476508
neg_16061 14.2668536618102 16.0069825113527 14.1229990431061 15.1975532471053 15.7042048858749
neg_16095 10.9659100545588 12.8992598722695 10.9025470291964 11.5508285885104 11.9104007723275
neg_6135 17.3424900873111 18.6013806285889 17.0655730332569 18.0477276984789 17.9180508944679
pos_1216 16.8896828412287 17.6088858917552 15.9666587591862 17.0698984331444 14.7498999250404
pos_1322 17.0370504695127 17.8173479025155 16.6399531962152 17.3503481988079 14.0731516553889
pos_1398 20.1263810676272 20.9756641759526 19.7191898152547 19.9012624886295 18.2284544948595
pos_1946 13.580230085325 14.19735848702 12.8695141756365 14.1324581576835 14.239682534445
pos_2473 14.5218177033201 16.2850373262834 13.7120854992068 15.4503519444132 13.1062965090945
pos_5652 14.2216646355659 14.3638287162771 11.9587691603793 12.5729027254864 5.11013449900583
pos_7342 14.4682095475584 15.0467438635897 14.1089453176961 14.3215992121507 12.2871272975772
pos_11083 14.5975540721803 13.9868121178935 13.4893955795559 13.5857046478296 6.56798504949433
pos_15349 17.7615461403479 19.7410763415521 17.8147256246463 19.9688505092039 15.4515357327618
pos_16379 14.2659800162975 13.7712805058642 12.6144252361799 13.4283647081733 8.93260575782012
pos_16768 15.8386633878996 16.4032318636769 14.5056056758694 15.7169091479585 10.8315019950952
pos_17976 15.9889428382959 16.6307680477836 14.5850710742698 16.7171807072382 13.1356759451136
pos_18216 13.6533694031725 14.9683977004105 13.494824122815 13.9863947859394 9.10742570261077
pos_19806 15.8724844511098 16.4732170983766 15.1351083308297 16.2046724009444 13.1126223303036
pos_23525 13.964189896597 14.0928723259079 12.7225401638756 14.4870185858736 10.1282653557994
pos_24926 20.6212139517158 22.2925593178011 20.4689119411744 21.0716017797255 20.2803436219429
neg_2028 14.4768715133691 15.0554529582247 14.8369344417281 14.269217180865 13.284368739864
neg_5369 12.3606316250725 14.0709003665615 11.648833840677 13.3422344079094 14.8834679713561
neg_7290 11.9399186508119 13.4013353854391 10.5106459721183 12.6584209319045 13.7938652864251
neg_8924 15.3124539750926 16.9025776860191 15.1374710565367 16.7371791557462 12.9295068892616
neg_9630 12.815275343539 14.8578687238226 12.4576875232353 13.8092942283269 12.02593193476
neg_10256 15.7198559493616 17.4864870159068 14.9535800477558 17.5651122999863 16.2329414403679
neg_12829 16.4307040538347 17.8745083381299 16.2030988745658 17.8915993303691 12.8460780036619
neg_14359 17.1374814310424 19.1924475925362 15.2025151792743 18.3036421124262 17.6029501323916
neg_15849 9.71184427573643 10.6441307213365 9.33342549211287 10.5730115990901 13.2462890656382
neg_16191 13.7196118242065 15.3023142087787 12.8804021275546 14.5556625163111 11.0962639543028
neg_23275 15.194043651997 16.2156890506432 14.9847036032587 15.5438777988832 13.915004894191
neg_23438 15.7279027831087 17.3666338227942 15.3968702725232 16.1654776750405 12.9463830648017
neg_25110 15.4778852525644 17.1051717015043 14.7333921251076 16.2228340236872 13.9167054208715
neg_25146 11.3021740567357 11.9088154936176 10.1564440345546 9.70573722173134 9.42401571174651
pos_695 16.5457506839353 17.9087373349361 16.342512793234 17.0634420727269 13.56278791386
pos_3549 14.2657064370043 14.2019561497795 13.6417617944191 13.2926177513246 7.30372767446106
pos_5201 13.4683083407471 14.6767298067596 13.0400952930027 14.2542957012838 10.968335373483
pos_13538 19.3984461628202 20.2667832869957 18.5911162179836 20.5878581176027 16.8303205767745
pos_15506 16.9691051337302 19.0051513361814 16.9751300018582 18.2892412505605 14.8761506826541
pos_18245 13.3735635430726 15.064764271216 13.083880666592 14.6511168064187 8.59423749150942
pos_18260 14.9953875658561 15.6961843910505 14.711733519953 14.1310080950092 7.96785070321966
pos_21421 13.0583495656163 14.362589521757 12.412280641071 14.3591138904803 11.7801834874709
pos_22678 13.8085862110172 14.9640906292549 13.0422369781102 14.67475596921 11.3737731377057
pos_24316 12.3747288999549 13.5671287141632 12.5460901838421 12.6751908997238 11.2669372269006
pos_24429 14.9502699101286 16.3546234432027 14.3720214645687 15.4360862545086 16.3583004164169
pos_20150 13.4180632151391 13.0530928407457 13.0880984838378 13.307868725726 10.590170001366
pos_10980 17.9532328403121 18.4486281930894 17.7655738041023 18.4878416522998 14.685021706603
neg_4095 8.8941420921427 10.2472724676625 9.19428729029989 8.10361693019858 6.55405836141226
neg_5720 13.8642399129743 14.8395409369149 13.4704573649029 13.7688480196396 11.8214490675579
neg_12928 16.0619329110104 18.2747259516475 15.0643175274999 16.1655474496887 13.7183606724739
neg_13176 23.2938494237273 24.6235276850179 22.8400298291591 23.64123558593 21.5044830007965
neg_14578 18.9023355266974 19.6151814584938 18.6493306975247 19.7865215352166 19.3275963867223
neg_17004 19.2742272374475 20.6742104173683 18.6167533575651 20.1416834823897 18.3753435914171
neg_20487 10.4205038023668 11.3518187818607 9.3082736713355 10.1654909180383 11.0101221553422
neg_23869 11.97791061805 11.8544488456738 11.2109346597496 12.0923923089577 8.35990388390267
neg_24201 14.9339224906619 15.5499947129358 15.3385329881598 16.0444447090927 12.79535017532
neg_24323 11.4467235236294 12.4155654220454 10.7437228200271 12.3502406383487 8.40618500755727
pos_734 19.415176172996 20.4412067169351 18.403597646569 19.189232362019 17.2307831745195
pos_1282 17.015650219172 18.8517701137905 15.5681143662667 17.2328717917374 15.1040417713894
pos_2740 15.6007360004104 16.2237466898753 14.2658493174894 16.7954401610033 9.6784918769904
pos_4020 14.2304277753579 14.5967948333484 14.2426992239316 13.7846886214381 12.4588001305223
pos_4219 12.1905254339749 14.2908486145486 11.4247142140794 13.6452510815258 11.4705448347192
pos_5047 16.655949472338 17.3322649075861 16.1103106546769 17.0196354064204 13.8506553716615
pos_7622 7.3025655722343 4.86177491753766 7.05610835562236 6.40048181614814 14.7244451170088
pos_8615 20.4587231977183 22.320828934672 19.9922614261813 21.9616381158358 26.2141314245557
pos_8616 14.6309967124548 14.9688649615144 14.3537488593796 13.5218742137735 2.78641503943301
pos_9108 14.6973636374511 15.6659773094797 14.1296529520436 15.9797554214405 16.1021730523743
pos_9869 18.0582971028046 19.4916480270199 18.5005977009738 19.0811272689748 19.3408183571079
pos_9889 18.3930124797666 19.7313505769561 17.8941145479664 18.9535817012961 16.1217132617601
pos_10386 13.9844055441063 14.7997607644851 13.5587366287437 13.6985094810761 8.44533694008869
pos_13283 14.2522011193432 16.2801638243638 12.9560301769019 14.1412729737855 17.1488832098264
pos_13421 16.8128731698502 18.0250224765322 16.6605396094266 17.8728524646802 14.5708388357389
pos_14619 16.46446887343 14.7271448867142 15.2488243622992 16.2835317672864 9.63631907206679
pos_15512 15.7683850641893 16.9700355475834 15.5946974842548 16.4578627984238 8.583902443993
pos_16890 14.0019949966484 14.8401597041565 13.4173146475594 15.774080501523 9.56198254845982
pos_17002 15.3749958350729 16.4652989728312 14.4132246511535 16.1001402777827 8.54672388560962
pos_17771 17.9808684441896 18.8110636859836 17.2546887582805 18.5494241592101 15.9709583963254
pos_20381 11.9638670534705 13.3719130177733 12.0482294503382 12.1007632586356 10.8846550994452
pos_21380 13.4665198358842 13.8071818480204 13.2284603431268 13.667138588641 11.935002409313
pos_23558 17.3168228094889 17.841997651449 16.7933113474049 17.5655152742414 15.1723372091481
pos_25601 13.9129962177424 15.541029327138 13.6711263518082 15.8237971889034 12.8904634806273
neg_5121 9.64585031191497 10.5479035330177 9.09164477883751 10.8031273601181 5.62179909705913
neg_5343 16.2176991033609 17.2193792581148 15.3518283674608 16.9393382991359 16.8706073260521
neg_7349 15.3528801225412 16.5591392201901 14.8599356415108 16.1863375370768 15.4040253983826
neg_8068 11.1033773397117 11.6561284020226 10.1873458365042 10.8887374620557 7.81291870686833
neg_9177 14.7847111180672 15.5508076780324 14.513822726246 14.6423023131738 12.905757079498
neg_9512 10.9636191228889 9.94909055076299 10.2773252190856 10.8291667250137 14.6412103174884
neg_11069 15.6995733973183 16.7047768447366 14.3607582343828 16.436189430523 16.5134862253025
neg_12406 16.1100625920646 16.4164983813375 16.4735219732775 16.0098195761048 17.1391737353703
neg_13348 9.10364013224049 11.1203996432472 10.3240135429207 9.31148348240673 6.31485033466967
neg_16084 14.4450520251052 15.7551634987408 13.3485773942378 15.114861758311 14.0015592282139
pos_1219 13.1109084680936 14.248641253933 13.1021654619749 11.8623798593208 11.5156975736956
pos_1314 14.9856391597424 15.3262596904127 14.1339953943494 15.2193384100016 12.2727911349208
pos_1911 13.578061823523 14.2648016761381 12.8169682856762 13.988310295904 11.9504071938928
pos_3763 5.90648351571021 8.43980449161554 7.14583308464166 6.97905881350048 5.99013038110874
pos_9145 11.8308979922969 13.0330582144872 11.4922573967161 13.2063288015432 8.92633221533537
pos_9432 5.94863035444126 7.8212390337696 5.69682387144019 6.13972948402535 19.9855007211417
pos_9558 14.6849189360248 16.2330939083154 14.8756419147076 15.7992946895947 10.5846533979452
pos_10926 16.6340147553374 17.9493430006474 16.7595574037152 17.9166725397651 18.6558994636337
pos_12324 11.3050543417115 12.4586150785744 12.9611906143375 12.3256915241702 7.57541426562791
pos_13415 8.51926383482301 10.2310087202298 8.14580636195905 10.3655854007578 16.569665080101
pos_20039 13.8405400598665 14.9708602128331 13.2580072862989 14.5026585057172 11.4476544169514
pos_24126 16.1861881865488 15.5537527223328 15.0298045649325 14.4994479255458 13.2083210759395
pos_24289 9.42863691556965 10.3832832355102 8.79659430119799 7.73738007244119 7.89428740024703
neg_10472 13.4616046813395 15.3223794029734 13.058344687659 13.2339204534064 18.0594718739062
neg_11034 19.6410811820539 21.0358304374533 18.587856028969 20.1040805620005 17.3036790338782
neg_12230 14.9449616611465 14.9212102175109 14.5537321802937 14.7996010040064 8.91368650258994
neg_15994 13.7243131148284 14.4656648617772 12.8910651245524 13.7870912034977 16.2517720646189
neg_16216 14.6275829561941 15.9094264822727 14.3385418889185 15.6141354168746 13.9500668654357
neg_16477 17.4679353366257 18.423597048773 16.2195580604645 17.1590898308571 9.51096631926731
neg_24304 17.5099979126316 18.1874343030991 17.6678936950454 18.7363200442405 18.289954546519
neg_25519 12.1575271108487 13.0143398708994 11.39485638549 12.3019032187985 11.7561633570085
pos_672 20.9201759020473 22.3603465932968 20.9177896939515 20.9583619791829 19.8155005869823
pos_1395 14.6961283131802 15.6030193916402 13.8897472253779 14.5493644381856 15.7094241822789
pos_1450 20.6193304946751 21.3916971538649 19.4276560942875 20.5210511364154 18.0246678494213
pos_2130 17.3301423102914 17.8157042932136 17.0104518408577 17.5654297508648 14.1093744875626
pos_3143 13.7288033909044 13.8088353636313 12.5287609553347 13.3765337393185 8.71535401160645
pos_3868 12.8396925196267 13.2234549651979 11.8091077334971 13.6327511312474 9.1817686896122
pos_5613 19.5284467667925 20.3500485381351 18.6341178822343 19.719480452665 15.4808714089981
pos_5729 20.7076772447673 21.3638782406718 20.2711418650724 21.2411634885171 13.6840760677379
pos_7750 17.0007373187581 17.8187984862033 16.8835211302091 18.0074772397112 15.5090358725493
pos_9536 17.6052435424326 18.6301922455754 16.7743473885852 18.6105424220017 15.780237163696
pos_14222 17.1128699297746 19.0016382171684 16.2054755971827 18.1624615716778 15.6869097479712
pos_16215 13.9092451040688 14.9212466199697 14.0981678636043 14.3154295363752 7.5936507492346
pos_16216 17.705064909119 18.9482061452511 17.1066979464289 18.6449322927842 17.3856271025874
pos_17799 15.4070186749949 16.0978524534417 15.1698359882995 15.8423184989263 14.42583086625
pos_17942 16.527881714105 16.8608669718618 15.6628910949648 17.0027592984885 15.8407680788933
pos_20622 11.874367575534 13.7236485259032 12.1706592704704 12.3260382887684 10.1745851379337
pos_21028 16.6017138600752 18.3219870714876 16.6474284059379 17.8032169812629 14.2958216268845
pos_21276 13.0621377108748 13.1125680445446 12.392287479214 13.0489317948407 11.6505695941095
pos_21555 17.3586439548958 17.5484610157847 17.1947589649519 17.4824314805299 13.5067813331569
pos_23067 13.4102099410697 14.5513961321979 12.6918253903225 14.3384522422731 14.09163036768
neg_2236 11.5351306907902 12.5708162066519 10.802501887965 11.960737867747 8.99902706201425
neg_6534 13.4833646174155 14.2745785020507 13.8929538099829 14.0364327874678 12.119666658779
neg_6659 14.3935714246912 14.6597414652229 13.8321831071104 14.4301277550391 12.6095567741908
neg_8811 12.4981275213815 13.9699653059694 11.8096208170515 12.7962896559806 7.19181784072767
neg_11871 11.9931481859211 13.3256086449724 11.00510974168 12.6447538782225 13.6687777409319
neg_12500 17.1328309256857 16.6512791376173 16.6848047282516 17.0103401353367 15.0282144202636
neg_13152 16.749852348097 18.2081723840808 15.9812782158202 17.4303908347784 16.3635819665151
neg_14213 19.3859774780223 20.4641104989652 19.1430776527036 19.4653194888741 15.6116464590562
neg_17406 18.1188382628302 19.1244925165992 17.7061976469118 18.5522419231354 17.5563958592569
neg_20643 12.0721576738939 13.1483988004214 11.1881693451733 12.897199257663 10.8689907428013
neg_21391 19.0520497985283 19.6337903439978 18.6172335768329 19.8157751146057 15.3616801658751
neg_21405 12.2027660375063 12.9384468706203 11.1632067058281 12.7002913880006 9.08435855419519
pos_3183 9.02066304135052 9.89088830351285 7.9947440733709 9.42683332792315 11.8622281856272
pos_6919 15.1955720470639 15.9124127398169 14.9134087093592 16.0266041668853 11.9239444690309
pos_7560 13.7304758677075 14.9591653871646 13.3936537759095 13.4998751498198 13.0241117453042
pos_7591 10.4302545086284 8.41272551079804 8.20248830299441 9.07052029546489 6.47680354385248
pos_10397 13.8229067912705 16.2754652097537 13.4328756748741 15.1888280093807 10.6185408609467
pos_12478 13.0214807464967 12.4960267185312 13.2625911859135 13.4282778013063 9.51063019868096
pos_16952 17.2940103746904 17.8170858463567 17.5342471898005 17.193340384722 14.0269460188761
pos_18099 12.2977413514321 9.57417734133313 10.8733120562857 10.8070420775445 6.46223942606654
pos_19015 15.2670929667875 15.3591840741684 14.3896833647283 14.5960812511298 11.4616988645822
pos_19888 16.5151725197174 16.1656991181026 15.4146187809724 17.4247587599379 12.5636696234052
pos_21491 15.4218734836146 16.1930778158982 14.9807562458948 15.9548649468159 16.1714750640072
pos_22717 10.5042746523851 12.0454909507357 9.69444155516605 11.8207048631866 7.30042364263461
pos_25230 14.5633223461311 16.3089168464545 14.2068701077811 15.5540350169425 15.2444598746119
neg_2183 17.442079675818 18.7479736057431 17.2820433956968 18.0083463213272 15.2812923490622
neg_3281 15.7267245302401 16.5211561761278 15.2273489745657 16.3105661860775 13.0165322822246
neg_6392 10.0384879981666 10.552732842096 9.52849767169519 10.611230540095 15.8821469326032
neg_6442 14.8567426960909 14.9583739942777 14.2752910860977 14.4673711025589 16.9172991351497
neg_7454 14.5166996561113 14.834423818487 13.3465934677935 14.9988464062902 8.15504232004242
neg_7573 16.639472354627 17.3353244645024 15.4916719297311 16.139984120394 13.127026512716
neg_7981 12.0570349188356 12.4141382686517 11.0362196735939 13.022806417519 9.2639525371054
neg_10649 17.2294916319893 18.6461641437518 16.6348042112971 18.0584899596627 14.7121439428517
neg_12865 11.7293525653566 12.2328453696001 11.7467416216899 12.9756377697144 12.1169791639128
neg_13413 16.7266933226838 18.3979693220941 16.6813823746764 17.784680466651 14.780580150296
neg_14183 8.47597835867905 7.85228613649949 8.09932254527219 6.92415761929472 10.9286175960167
neg_17171 17.4799658723319 18.7884378256113 16.7319533109085 18.1906837893609 16.533249584329
neg_18718 16.5342811109211 16.6848595599318 17.876560097307 18.3485942626316 5.50757695165215
neg_23119 14.1642323119182 15.7323169059284 13.1179308754019 15.2932445316923 9.73731099740699
neg_25458 11.7453462201988 13.8366340415997 10.8931140439978 12.1798732993741 7.92577792737399
pos_126 12.1907039218296 13.5816272365747 12.3377890481187 12.1878152992382 14.7342144660994
pos_1377 6.28367736711503 7.0529581310365 5.77862754209233 5.56446652539882 3.05344600835487
pos_2328 17.5576059596281 18.3841576155337 16.0159546847868 19.0803769792541 10.3992474890099
pos_7737 10.9848844026714 12.6848762507825 10.2392233101654 11.613660106577 8.69243579243295
pos_13991 23.3816176527267 25.2549701745293 22.4831707030247 24.4177297037456 21.51846045762
pos_22563 15.4310448916673 15.4967793708053 15.3872720658612 14.7295898745714 13.0164997217488
pos_22991 14.4601969473397 16.3433168590755 14.2936863224057 14.8247255312491 16.5692305988591
neg_11078 14.9896120919243 16.2804125083664 14.1739907926661 15.6793615853796 13.137338933807
neg_13306 12.8264991270567 13.0053388715719 10.6427434933705 13.4576989155793 15.3517826663395
neg_14737 22.4320223558001 24.2835034059753 20.9115548097506 23.1613787155347 22.2992952004505
neg_15297 12.967820613558 12.4613637190735 11.8363595094387 11.4388992395076 8.34164252960827
neg_15818 18.5970337210386 20.7033434558283 18.0821585828244 19.7140009955257 20.3597193202905
neg_21814 11.8250526512513 12.7565674683072 10.6311981422576 12.6303392918964 16.7115456449076
pos_721 14.3281981428058 14.6557060208247 13.3870440445922 14.8181253604168 13.294871285622
pos_2116 11.8190984371557 13.038538701015 11.2536378307681 11.7950388736704 9.2451424421122
pos_6236 11.3741077044256 13.8227118591633 11.9712140168176 13.0498862571627 14.8344005831649
pos_6556 17.1629000999119 17.0433413827549 17.0522945384 16.5045107164218 13.4247779704652
pos_7060 13.5809300545481 14.4576529025971 11.9057028188456 14.265616819762 15.9135664131065
pos_9289 17.5274533708904 18.6239593672379 16.8714664443856 18.5764528160435 17.4116883795697
pos_9399 14.1634584651571 14.8841083944641 13.7672712376311 14.4439550596314 11.367672293867
pos_15089 20.5929154259149 22.4122797361061 19.6452199484348 21.6558027640327 19.3208145141859
pos_15337 18.2138456591972 19.7821023199137 18.321479706241 19.6666669034328 17.7468106681753
pos_15905 10.9606464298991 14.2009505579553 11.1574118480172 12.6706017262556 14.2544985203063
pos_17690 15.9454085715544 15.3423996674596 14.859269298093 15.6388089921425 13.2829804185792
pos_20347 14.4939342173302 15.3267703340989 13.2266858614251 14.9698897756691 11.6573648975429
pos_20511 16.0661346253391 16.4551520063304 14.8132303935905 15.8753010319783 11.9875233474924
pos_22967 11.8917810263832 12.966694948405 11.4038139956074 11.1124588512656 10.3755355811032
pos_23214 13.0622663348124 14.9939959074387 12.3251027039469 12.9695540143197 11.9257603265795
pos_24296 19.9396902815906 17.8394865910786 18.43089904106 18.1688083936195 15.9457030217793
pos_24474 15.8023921208546 16.7420499780127 15.2184281461036 17.139868437109 14.6547171228791
neg_1339 15.009662214256 16.2539675589181 13.8783496130984 15.2041751468469 16.5550709256458
neg_3968 11.8401366718364 12.2703513529652 11.8476512637447 11.4848309328062 10.1637839547447
neg_8328 13.9703381618398 16.4773333388843 14.0660366721153 16.1547514817445 13.524013606904
neg_8674 12.3341729007433 12.6292678360204 12.4376228240913 12.295625839404 11.0812623429566
neg_10840 21.2480857713305 23.1863587677213 20.6284329144731 22.3067931980267 18.9536167348239
neg_11028 13.9220034608826 15.4076932074815 14.8882402323145 15.8925247114336 8.44526190984331
neg_11272 17.4202144506261 19.0839389188244 17.0939475202765 18.3016884975861 15.1715474992762
neg_12912 13.5154409363898 15.0662342206877 13.5332042482745 14.8789008490954 8.30889518210045
neg_13162 17.0106963994516 18.3666686439853 15.869933853502 17.8633964587364 14.0952337029549
neg_13205 12.980199986279 15.5216365727058 11.6169298946565 13.8649996916596 10.9685961392009
neg_14478 12.6554028326662 14.3692598057445 11.8594790216626 12.1099222608201 13.668199954629
neg_15072 17.2830741319015 18.5512466751672 16.1263540343304 18.5693963844666 13.8532483255874
neg_17884 15.7274173267463 16.9315796441076 15.0512129283768 16.3804769122879 13.3407230689202
neg_19229 10.9881652200275 11.4958005582228 10.0003457796395 11.6115872419592 9.30524477528659
pos_2811 19.1819104905977 20.7894252903685 19.0881460276597 20.3378929009309 18.5089028434473
pos_4580 12.3976189816605 13.2856861510642 12.2178587411423 12.8994044004167 9.49557350642418
pos_5727 13.53092548146 14.6694900349591 12.9778464717998 13.8161286006928 9.84440648988061
pos_6437 10.8676649894335 11.505412140196 11.7544167963226 10.5468470358597 2.84178157062721
pos_6619 19.6110752731674 20.3649612992604 19.3711127948441 21.065175316066 21.4798739140037
pos_8151 12.9238845282994 15.4024869706218 13.9905011460074 13.2676174627892 12.261250319619
pos_11350 19.1462279663654 20.7747765384216 18.55701096767 19.8206002073411 19.5723462351064
pos_11461 15.7035853637635 17.7121179827781 15.3849877091654 16.2037350356199 19.0154766059917
pos_13946 19.2201668877357 20.5674596602535 17.5349684643733 19.6906554076198 17.02185305782
pos_14091 11.7410014338657 12.813502491444 10.6234713483509 11.6994156183247 9.60592508737775
pos_15863 20.5867159752717 21.8545234130063 20.3709432831919 21.8054984614552 22.6593794883227
pos_18102 13.9752862323812 15.2422559097339 12.5037522397585 14.038744186546 8.70166144266673
pos_21663 11.0362312240936 11.8030015962511 10.4213769503341 12.287338344745 16.276167186991
pos_22026 12.7496224036404 13.1073586871088 11.6881408657726 13.0616121390318 12.9531925377825
pos_22372 15.5689430884707 17.6538965715498 15.4144152965524 16.5593285312773 14.4658011833532
pos_25581 16.6189084273251 18.3133164098342 15.8000886102711 17.3634914670198 14.733910301241
pos_1410 10.7491590978238 10.598217898036 9.5740216415947 9.19760749428379 5.56918189359091
neg_2490 14.3369624185444 14.4275398141551 13.9286262488697 14.6739244412812 11.8167572540221
neg_2825 10.9072770666357 11.5808269493451 9.95174775046266 11.1529597896415 7.1948391416528
neg_8653 9.47479084627595 13.0370263106968 9.99018452276141 11.6457511690553 6.25721547709059
neg_10619 16.650273790724 17.1845391633883 15.7173762064063 15.7078667725849 13.4976959204831
neg_11068 19.0322753901791 20.15987338346 18.5407435116566 19.6482398231958 18.4176292533063
neg_17227 18.7957560382863 20.08484066344 18.0966013523181 19.5492703505442 17.7215631352846
neg_20016 15.190424936248 16.2299507525968 14.670025360577 15.9932083664824 12.4059678828205
neg_21030 19.1023448539536 19.9605545268408 18.576581259529 19.5100491392959 15.7698755577245
neg_21742 13.2243599376913 13.1743288139406 12.5839985401721 12.9471183069623 10.9122344515845
neg_21793 13.9691327368265 13.2731459613924 12.7801735294334 15.0046581301537 12.8460619261244
neg_22663 14.6324988869329 14.7618856472055 14.0283637349517 14.8033850204988 11.5639458650236
neg_23262 12.1901976084007 13.2088537088691 11.7262433592327 13.1191160466496 10.9384900497204
neg_25187 12.524846290514 12.223607970911 11.3140649077912 12.1416878658276 9.9683699460196
pos_6551 15.1088829598002 14.2314799483848 14.940529549122 14.1857076113695 11.4093898385087
pos_6941 15.2200141450866 15.1858421209843 13.9445423938376 15.0393631647008 14.5256362671922
pos_7518 9.77013995200915 11.5388318446357 9.50862623548441 10.1069025571772 8.41301571532024
pos_9527 15.1822614509755 14.8169055331394 15.653663848929 14.507670431233 6.46939954740036
pos_10701 14.897470340364 13.8902032624099 12.7614310460031 14.4227550797095 9.10987749332362
pos_14202 15.8512792542714 17.7062943163678 14.9966086392534 16.9362532352326 14.4308452204617
pos_14534 14.3887449086296 15.2681350554202 15.108093792315 14.8010821466607 14.7572754270388
