wild01	wild02	wild03	wild04	wild05	wild06	wild07	wild08	wild09	wild10	lab01	lab02	lab03	lab04	lab05	lab06	lab07	lab08	lab09	lab10	fam01	fam02	fam03	fam04	fam05	fam06	fam07	fam08	fam09	fam10	res01	res02	res03	res04	res05	res06	res07	res08	res09	res10	hos01	hos02	hos03	hos04	hos05	hos06	hos07	hos08	hos09	hos10
res04	0.522554877636274	0.508316485758335	0.49807839427827	0.506637541162023	0.527229131063706	0.51444288921405	0.50524827754573	0.513109963021943	0.508295711392808	0.524475425726823	0.275667858914909	0.261577869427435	0.302717282807432	0.271922126373238	0.210495760943192	0.334974362635289	0.203591526513722	0.242132090904218	0.279824637104509	0.26686247315335	0.262092685827302	0.228143891533411	0.169756212463048	0.190026822411137	0.189038267744048	0.389399027191411	0.289565268541395	0.228760739519522	0.153915489144374	0.213169458613292	0.231116267875881	0.203345405070272	0.251538605865018	0	0.256295720253568	0.219355064895087	0.247148130632664	0.215993099795755	0.24845627178986	0.226355914544811	0.217013858507868	0.245584693318181	0.204967210686098	0.313899582247289	0.235754782120026	0.283088114365681	0.307980983935313	0.266032033399378	0.253560668091631	0.259432880370767
res05	0.435397245292399	0.431170372244606	0.420031849057662	0.417826061667652	0.432773489743966	0.430116368237369	0.419073248384708	0.430811425029816	0.425672473484688	0.433396671902874	0.272495827215218	0.228980939485638	0.296399975804738	0.198486924867745	0.23378706918461	0.314635405586585	0.333549178455502	0.332913694872827	0.290577944246905	0.268761550110754	0.232138315137237	0.264558784200109	0.263865319991172	0.251643727497709	0.258696955453532	0.409539599369453	0.187892687880054	0.221203159951566	0.275185866305667	0.190247869081297	0.17770577765412	0.185638866214795	0.217572789992938	0.256295720253568	0	0.260445889886171	0.0844100735933362	0.240509281132265	0.264021521013061	0.258659982178113	0.219931788411673	0.221897247870211	0.187462067896129	0.241586622558746	0.205528505512936	0.22320023486631	0.280258046723913	0.231184969432022	0.305063313007718	0.249847923429405
res06	0.512370266357829	0.50310187983283	0.503038583198793	0.49757878721505	0.518650556462016	0.501666901032169	0.499078365979182	0.511034782564891	0.500750210343967	0.515205028665366	0.302161022339633	0.233147057428561	0.257894628537509	0.342944495663832	0.215821994475966	0.284972407706161	0.278816978807455	0.251517618280887	0.276303735535865	0.212967539465346	0.199671080133219	0.201502706541322	0.269006012011406	0.264705462796995	0.270719586039024	0.396448948940495	0.238344301849422	0.239857086014605	0.289382398458679	0.185152877680487	0.214416980898081	0.220506803632356	0.268140567563537	0.219355064895087	0.260445889886171	0	0.231552172926041	0.058942609464475	0.282050071780802	0.214014793122614	0.190438313258507	0.243431944105222	0.264642129068983	0.31597717370505	0.216569137773364	0.257352576550661	0.33206575512167	0.30160573359764	0.238740278285524	0.245847773290826
res07	0.456974429266955	0.448753391735043	0.439763152008878	0.439413575363392	0.45264116124791	0.448019391812118	0.439173260669518	0.452384148095216	0.444516078311942	0.452316838603466	0.249109098975927	0.19985921262758	0.255150148909709	0.227651737255909	0.211064967530901	0.274731525370893	0.332957940342991	0.310298128781555	0.30153029372734	0.218596259327494	0.213934868217726	0.226354296311212	0.256255123248424	0.263279700467797	0.253304756924143	0.369677472134858	0.17338184843773	0.197357624307836	0.284910106403185	0.176899313773416	0.13826880026196	0.174718853783164	0.18871738926077	0.247148130632664	0.0844100735933362	0.231552172926041	0	0.205064567032479	0.237125342732039	0.206036980457534	0.170964761339493	0.154076622409251	0.192965774661222	0.244212236985246	0.143329260239915	0.089412457465713	0.254317251572314	0.248675506846277	0.228133897953948	0.212325115811732
res08	0.490605364989857	0.483069945860819	0.473436269750968	0.479625467350103	0.500166386003927	0.482644619068647	0.477105048582808	0.487111084643727	0.482328901616385	0.49723800327645	0.27638458748518	0.212623010846988	0.236817537596699	0.297087630286536	0.189846789515219	0.242295964854159	0.275949890733566	0.22450219663016	0.268152842530044	0.213557384580736	0.218397242011744	0.200514111300456	0.251291507440186	0.244223039816037	0.253214231806227	0.393750649768146	0.197635346768106	0.22682226481521	0.263254451865829	0.182160566483746	0.185492641750038	0.189458309577609	0.228617781136156	0.215993099795755	0.240509281132265	0.058942609464475	0.205064567032479	0	0.239941165910984	0.211851421759523	0.167223835803803	0.204108534955814	0.241942707151896	0.278895295272415	0.183373807353328	0.228900632179183	0.20041807248971	0.262767220217016	0.228957941921099	0.227721484546433
res09	0.475095046202763	0.470875811715491	0.463285721252116	0.466024271655652	0.484676666928576	0.470331152406102	0.465694455443832	0.471708234113692	0.466087791929762	0.482879435836424	0.188653434244563	0.230094424469951	0.259010579320448	0.26902127146438	0.189431332715718	0.280897140045355	0.377861588875378	0.330003828962272	0.258968072746922	0.239701266999666	0.260629555498314	0.178873576790802	0.266649721291363	0.261017847580415	0.278813225840746	0.420520842670256	0.252319155192117	0.189854401349424	0.303661105190787	0.199387865199738	0.216822902781793	0.178206439994274	0.209486362655335	0.24845627178986	0.264021521013061	0.282050071780802	0.237125342732039	0.239941165910984	0	0.185875826235818	0.182283075916906	0.190507421664515	0.201130517764237	0.289226461058716	0.172670365848698	0.246502622349614	0.23719888567963	0.22654682594825	0.194467323226601	0.182857618996586
res10	0.468017348636371	0.457768970699467	0.457611081560941	0.45430490739541	0.4749858261164	0.459502273071236	0.456504384433125	0.466467468254714	0.457360288590615	0.471729301105475	0.185573910486388	0.244846182710579	0.25387054801421	0.297262821611634	0.225279331033606	0.306945093482556	0.340130464905906	0.339434963792938	0.27575018387886	0.206700770957849	0.226354743645171	0.0994892998608861	0.258525311535693	0.285061056367628	0.278606353517188	0.436020811521026	0.272565775832032	0.203664047152815	0.309580831102184	0.18384342288001	0.198733594254486	0.189665187084996	0.237145426733503	0.226355914544811	0.258659982178113	0.214014793122614	0.206036980457534	0.211851421759523	0.185875826235818	0	0.177648156093224	0.210399140557045	0.220313019078184	0.339156279526093	0.192374635956257	0.210059531266945	0.290369119144431	0.282780893675682	0.141344033083174	0.18603610711058
hos01	0.477793424675141	0.471411969419593	0.462727242984381	0.462662782464119	0.476918273928803	0.469172285563013	0.462134173581101	0.471197347558522	0.465992077888601	0.475741183164104	0.237101421979556	0.170023781703443	0.219360133262915	0.259149269152386	0.171794088202486	0.250709183504772	0.356937277162885	0.306789347202658	0.251660431839907	0.183126582220645	0.183440528597066	0.17582912125982	0.260753478036111	0.262165550482514	0.268659974988465	0.377551215287247	0.206574278227359	0.171579645605042	0.290548083615504	0.136305601150219	0.103431481534573	0.143498056854419	0.191360141336595	0.217013858507868	0.219931788411673	0.190438313258507	0.170964761339493	0.167223835803803	0.182283075916906	0.177648156093224	0	0.134499715610539	0.182672067152261	0.237176844271472	0.131987934447812	0.179684365868374	0.247148981103505	0.228056722146636	0.19249965131339	0.175703036580985
hos02	0.501799110539616	0.492383172292302	0.48423828198121	0.487646477329452	0.501850296457399	0.490856811535204	0.486256508963521	0.496411339215525	0.490010017482027	0.501545042878079	0.226869851003141	0.176932358926101	0.230971403511559	0.252824788268329	0.17745504703324	0.236137887754204	0.363222682307299	0.294491431256122	0.279084820512778	0.19605961606569	0.219466008075481	0.201788000082649	0.244832405222865	0.25096894040978	0.251435454679312	0.391039896240104	0.197315774968505	0.175313211269321	0.29396471120617	0.16568120372464	0.128572513218482	0.141064348767804	0.167858235105213	0.245584693318181	0.221897247870211	0.243431944105222	0.154076622409251	0.204108534955814	0.190507421664515	0.210399140557045	0.134499715610539	0	0.175157354478796	0.256367472053676	0.142010417632558	0.150320035198497	0.228147476698317	0.259928423096726	0.21047508623633	0.208784435567364
hos03	0.459659340779127	0.448330825771326	0.431604949732276	0.450024877014245	0.464906761096204	0.450803668090549	0.445146453796056	0.447620388952551	0.44929674701545	0.463513890306153	0.25731475499273	0.233067525597828	0.29161307762743	0.19841098404942	0.196962716565637	0.318241839079807	0.330606000846586	0.335219537698091	0.247988493885752	0.255291918097567	0.238677510653174	0.20178123475518	0.246994976697808	0.216590334450561	0.21917682059958	0.45757082130738	0.258927601785955	0.191836056417423	0.265690955345741	0.171784216129107	0.15914194521352	0.130201622885386	0.182279301802326	0.204967210686098	0.187462067896129	0.264642129068983	0.192965774661222	0.241942707151896	0.201130517764237	0.220313019078184	0.182672067152261	0.175157354478796	0	0.280896624819379	0.185218101927653	0.229995788883694	0.251219860357013	0.220407345503362	0.236752076256615	0.233700766483836
hos04	0.514773977114215	0.513852517177679	0.509852859520802	0.49322861232573	0.49677261666015	0.510073874962428	0.49969904693158	0.510398890015769	0.50511278830674	0.500947073285454	0.308891486100173	0.230130392369518	0.265018869822007	0.25594476377681	0.233096039725135	0.266130941827242	0.3730092358871	0.301845264869645	0.324895778599098	0.25854441383831	0.271009006267059	0.311947759954336	0.275356867679818	0.264330163381644	0.284970111628611	0.359223026587632	0.218916689956637	0.223450701578272	0.325073573497878	0.200220326969928	0.237652238798998	0.21204659254852	0.269079090728266	0.313899582247289	0.241586622558746	0.31597717370505	0.244212236985246	0.278895295272415	0.289226461058716	0.339156279526093	0.237176844271472	0.256367472053676	0.280896624819379	0	0.242994689842463	0.297185953426014	0.303455030800231	0.257697950294597	0.371778867054242	0.297409887453109
hos05	0.452653726168042	0.445417931876777	0.434074970900491	0.436309369780523	0.451895852631397	0.443997422111743	0.436170864091109	0.446472314016544	0.439103310886791	0.452203001357651	0.240845259822722	0.184268796147273	0.222216064983219	0.263641995467582	0.185887754513575	0.252668662618239	0.347137575796078	0.302761227364388	0.288589934450164	0.188868156392099	0.211832886951664	0.193084539540183	0.262354004176972	0.256869198872508	0.265863505160137	0.354378955618357	0.204880701672514	0.190963974354415	0.279398697257281	0.153846359411125	0.13425737807534	0.140245673166896	0.168751712140333	0.235754782120026	0.205528505512936	0.216569137773364	0.143329260239915	0.183373807353328	0.172670365848698	0.192374635956257	0.131987934447812	0.142010417632558	0.185218101927653	0.242994689842463	0	0.156270912066313	0.225298040333816	0.245082531111516	0.189751291096236	0.167595658448294
hos06	0.490115477713825	0.481958471072159	0.472892377199858	0.473232598092106	0.487411762121675	0.482042828115055	0.470737090744704	0.485366999943301	0.477469874259799	0.487977378127467	0.265883893626359	0.220520141768131	0.262099212178456	0.281822949985803	0.241316669743506	0.285253122724604	0.376999832982004	0.340347037967426	0.324430351193776	0.213349376657799	0.243341505480122	0.224604240557146	0.283249917797419	0.305941838606173	0.299706448856581	0.368767876942782	0.2442377791462	0.220103395271412	0.334636378036153	0.214924693084379	0.167091817039742	0.203864421573499	0.207712977858662	0.283088114365681	0.22320023486631	0.257352576550661	0.089412457465713	0.228900632179183	0.246502622349614	0.210059531266945	0.179684365868374	0.150320035198497	0.229995788883694	0.297185953426014	0.156270912066313	0	0.275126702618394	0.295021537548265	0.204879163707549	0.218360281274375
hos07	0.455074358861888	0.447165513527328	0.42485824029976	0.453274901718722	0.467659278098561	0.447660376759122	0.443518630310695	0.444280631664085	0.449793511959164	0.465953251833738	0.307078370356558	0.275288878084039	0.296474957184187	0.272149988863873	0.255038436585397	0.268435718685046	0.367694286043562	0.307938031982976	0.329001942060721	0.326200380528365	0.353298673328497	0.294169314052935	0.309152604953139	0.284032093788565	0.308305185862907	0.468087883546049	0.241062261976143	0.283392832844691	0.311567571524468	0.271059317803813	0.249433177065611	0.219455737779992	0.239085799956928	0.307980983935313	0.280258046723913	0.33206575512167	0.254317251572314	0.20041807248971	0.23719888567963	0.290369119144431	0.247148981103505	0.228147476698317	0.251219860357013	0.303455030800231	0.225298040333816	0.275126702618394	0	0.261346866020666	0.295281482595776	0.279956363278188
hos08	0.456560117734944	0.456356071907656	0.441168748650946	0.447267756771646	0.462027929532819	0.452824617856673	0.445178152444647	0.452045612557287	0.44986121465063	0.460482314312474	0.275556515270263	0.27623600089838	0.312422085142222	0.197207418698203	0.20362042987664	0.323713710820348	0.376376945135442	0.358884241508422	0.251896151670176	0.301074758574663	0.294305911357817	0.277125220969454	0.291220345945478	0.284284446356029	0.282994904616216	0.451953975911614	0.269356883609689	0.245735268037971	0.279670139087072	0.217614659995838	0.244468205838528	0.21525206634947	0.252118214891016	0.266032033399378	0.231184969432022	0.30160573359764	0.248675506846277	0.262767220217016	0.22654682594825	0.282780893675682	0.228056722146636	0.259928423096726	0.220407345503362	0.257697950294597	0.245082531111516	0.295021537548265	0.261346866020666	0	0.275974699445482	0.244592596266229
hos09	0.470533052146078	0.460997165474489	0.458325992185665	0.467588557485828	0.482480100386687	0.461411515212577	0.463872662490478	0.469532334547764	0.463011332765254	0.479199432561672	0.227610331286431	0.280160419365511	0.258601754019527	0.343293546285194	0.216490272647627	0.327798088172913	0.395806855347917	0.374615348706951	0.275112844485367	0.20937866110803	0.269817337983001	0.146177980913132	0.310623619635071	0.304347368505051	0.300314830232736	0.452057326522276	0.303734178365076	0.222940961313008	0.340789757492777	0.211748724490699	0.233771363007539	0.220585746354095	0.232112892796278	0.253560668091631	0.305063313007718	0.238740278285524	0.228133897953948	0.228957941921099	0.194467323226601	0.141344033083174	0.19249965131339	0.21047508623633	0.236752076256615	0.371778867054242	0.189751291096236	0.204879163707549	0.295281482595776	0.275974699445482	0	0.17625305225668
hos10	0.453174405371001	0.449791090734294	0.443749156015952	0.435392086575273	0.455215630527712	0.447070107161671	0.436184152989477	0.450911426821408	0.441628853411756	0.45405663936241	0.230487095075993	0.181952575045028	0.240782304998537	0.314765501544665	0.227201524371064	0.303464477315321	0.375346930131449	0.35225895086012	0.329604200025297	0.190068478693193	0.227487834642443	0.181058869544748	0.282867005202578	0.307720907803293	0.317116057317443	0.354846106261207	0.26207047774738	0.232580521230324	0.289328873755052	0.175091245106263	0.207374872739983	0.185264535673246	0.245292596691738	0.259432880370767	0.249847923429405	0.245847773290826	0.212325115811732	0.227721484546433	0.182857618996586	0.18603610711058	0.175703036580985	0.208784435567364	0.233700766483836	0.297409887453109	0.167595658448294	0.218360281274375	0.279956363278188	0.244592596266229	0.17625305225668	0
